# pipeline_recall | collection scie (stemness x immunogenicity (SCIE)) | run drvi_tum_64_nomt | recall of a signature collection by two pipelines on ONE set of cells: Leiden clusters vs DRVI decoder directions, identical ORA downstream | 05_10_pipeline_recall
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
arm,description,unit,resolution,n_gene_lists,n_gene_lists_empty,median_genes_per_list,n_tests,n_signatures_testable,n_signatures_recovered,recall_any,n_signatures_named,recall_named,n_units_with_a_name,n_significant_pairs,mean_hits_per_list,max_hits_per_list,frac_lists_with_no_hit,median_best_fdr,recovered,named,min_cluster_cells,median_cluster_cells,max_cohort_dominance,n_clusters_one_cohort_over_80pct,recall
harmony_leiden,"05_3b: Harmony, 64 corrected components",cluster,0.2,6,0,200.0,60,10,10,1.0,4,0.4,5,16,2.6666666666666665,5,0.16666666666666666,9.391113382087017e-18,BENPORATH_ES1; ESC_ASSOU; ESC_WONG; FMASC; HALLMARK_IFNA; HALLMARK_IFNG; IMMUNOGENIC_CONSENSUS; ISDS; KEGG_APM; LIM_STEM,ESC_WONG; HALLMARK_IFNG; KEGG_APM; LIM_STEM,270.0,5707.0,1.0,1.0,0.4
harmony_leiden,"05_3b: Harmony, 64 corrected components",cluster,0.4,11,0,200.0,110,10,10,1.0,4,0.4,6,21,1.9090909090909092,5,0.45454545454545453,1.7217041200492866e-17,BENPORATH_ES1; ESC_ASSOU; ESC_WONG; FMASC; HALLMARK_IFNA; HALLMARK_IFNG; IMMUNOGENIC_CONSENSUS; ISDS; KEGG_APM; LIM_STEM,ESC_WONG; HALLMARK_IFNG; KEGG_APM; LIM_STEM,37.0,1579.0,1.0,4.0,0.4
harmony_leiden,"05_3b: Harmony, 64 corrected components",cluster,0.6,14,0,189.5,140,10,10,1.0,5,0.5,9,23,1.6428571428571428,5,0.35714285714285715,8.301794890633462e-19,BENPORATH_ES1; ESC_ASSOU; ESC_WONG; FMASC; HALLMARK_IFNA; HALLMARK_IFNG; IMMUNOGENIC_CONSENSUS; ISDS; KEGG_APM; LIM_STEM,ESC_WONG; HALLMARK_IFNA; HALLMARK_IFNG; KEGG_APM; LIM_STEM,107.0,1129.0,1.0,4.0,0.5
harmony_leiden,"05_3b: Harmony, 64 corrected components",cluster,0.8,22,0,184.5,220,10,10,1.0,7,0.7,15,42,1.9090909090909092,8,0.3181818181818182,1.7759211172176922e-16,BENPORATH_ES1; ESC_ASSOU; ESC_WONG; FMASC; HALLMARK_IFNA; HALLMARK_IFNG; IMMUNOGENIC_CONSENSUS; ISDS; KEGG_APM; LIM_STEM,ESC_ASSOU; ESC_WONG; HALLMARK_IFNA; HALLMARK_IFNG; IMMUNOGENIC_CONSENSUS; KEGG_APM; LIM_STEM,16.0,764.0,1.0,8.0,0.7
harmony_leiden,"05_3b: Harmony, 64 corrected components",cluster,1.0,23,0,200.0,230,10,10,1.0,7,0.7,15,44,1.9130434782608696,8,0.34782608695652173,1.1029654006583123e-16,BENPORATH_ES1; ESC_ASSOU; ESC_WONG; FMASC; HALLMARK_IFNA; HALLMARK_IFNG; IMMUNOGENIC_CONSENSUS; ISDS; KEGG_APM; LIM_STEM,ESC_ASSOU; ESC_WONG; FMASC; HALLMARK_IFNA; HALLMARK_IFNG; KEGG_APM; LIM_STEM,52.0,890.0,1.0,4.0,0.7
harmony_leiden,"05_3b: Harmony, 64 corrected components",cluster,1.5,33,0,200.0,330,10,10,1.0,9,0.9,23,77,2.3333333333333335,9,0.30303030303030304,4.688750839709463e-17,BENPORATH_ES1; ESC_ASSOU; ESC_WONG; FMASC; HALLMARK_IFNA; HALLMARK_IFNG; IMMUNOGENIC_CONSENSUS; ISDS; KEGG_APM; LIM_STEM,BENPORATH_ES1; ESC_ASSOU; ESC_WONG; FMASC; HALLMARK_IFNA; HALLMARK_IFNG; IMMUNOGENIC_CONSENSUS; KEGG_APM; LIM_STEM,5.0,537.0,1.0,11.0,0.9
harmony_leiden,"05_3b: Harmony, 64 corrected components",cluster,2.0,45,0,200.0,450,10,10,1.0,7,0.7,30,106,2.3555555555555556,8,0.3333333333333333,1.7760952519431298e-18,BENPORATH_ES1; ESC_ASSOU; ESC_WONG; FMASC; HALLMARK_IFNA; HALLMARK_IFNG; IMMUNOGENIC_CONSENSUS; ISDS; KEGG_APM; LIM_STEM,ESC_ASSOU; ESC_WONG; HALLMARK_IFNA; HALLMARK_IFNG; IMMUNOGENIC_CONSENSUS; KEGG_APM; LIM_STEM,20.0,621.0,1.0,18.0,0.7
harmony_leiden,"05_3b: Harmony, 64 corrected components",cluster,3.0,58,0,200.0,580,10,10,1.0,7,0.7,36,130,2.2413793103448274,9,0.3793103448275862,1.7799756923642954e-18,BENPORATH_ES1; ESC_ASSOU; ESC_WONG; FMASC; HALLMARK_IFNA; HALLMARK_IFNG; IMMUNOGENIC_CONSENSUS; ISDS; KEGG_APM; LIM_STEM,ESC_ASSOU; ESC_WONG; HALLMARK_IFNA; HALLMARK_IFNG; IMMUNOGENIC_CONSENSUS; KEGG_APM; LIM_STEM,5.0,531.5,1.0,21.0,0.7
null_partition,"the harmony_leiden partition at resolution 1.0, shuffled",cluster,1.0,23,23,0.0,230,10,0,0.0,0,0.0,0,0,0.0,0,1.0,,,,52.0,890.0,0.21159029649595687,0.0,0.0
pca_leiden,the same 64 components BEFORE the correction,cluster,0.2,18,0,200.0,180,10,10,1.0,7,0.7,11,32,1.7777777777777777,6,0.3888888888888889,1.7725741867145746e-07,BENPORATH_ES1; ESC_ASSOU; ESC_WONG; FMASC; HALLMARK_IFNA; HALLMARK_IFNG; IMMUNOGENIC_CONSENSUS; ISDS; KEGG_APM; LIM_STEM,ESC_ASSOU; ESC_WONG; FMASC; HALLMARK_IFNA; HALLMARK_IFNG; IMMUNOGENIC_CONSENSUS; LIM_STEM,19.0,1960.0,1.0,14.0,0.7
pca_leiden,the same 64 components BEFORE the correction,cluster,0.4,24,0,200.0,240,10,10,1.0,8,0.8,13,34,1.4166666666666667,5,0.4583333333333333,4.0400958616182163e-07,BENPORATH_ES1; ESC_ASSOU; ESC_WONG; FMASC; HALLMARK_IFNA; HALLMARK_IFNG; IMMUNOGENIC_CONSENSUS; ISDS; KEGG_APM; LIM_STEM,ESC_ASSOU; ESC_WONG; FMASC; HALLMARK_IFNA; HALLMARK_IFNG; IMMUNOGENIC_CONSENSUS; KEGG_APM; LIM_STEM,19.0,1157.5,1.0,20.0,0.8
pca_leiden,the same 64 components BEFORE the correction,cluster,0.6,28,0,200.0,280,10,10,1.0,8,0.8,17,50,1.7857142857142858,9,0.39285714285714285,9.499504292837188e-08,BENPORATH_ES1; ESC_ASSOU; ESC_WONG; FMASC; HALLMARK_IFNA; HALLMARK_IFNG; IMMUNOGENIC_CONSENSUS; ISDS; KEGG_APM; LIM_STEM,ESC_ASSOU; ESC_WONG; FMASC; HALLMARK_IFNA; HALLMARK_IFNG; IMMUNOGENIC_CONSENSUS; KEGG_APM; LIM_STEM,19.0,1192.5,1.0,24.0,0.8
pca_leiden,the same 64 components BEFORE the correction,cluster,0.8,30,0,200.0,300,10,10,1.0,8,0.8,18,53,1.7666666666666666,9,0.4,1.0081040497166658e-07,BENPORATH_ES1; ESC_ASSOU; ESC_WONG; FMASC; HALLMARK_IFNA; HALLMARK_IFNG; IMMUNOGENIC_CONSENSUS; ISDS; KEGG_APM; LIM_STEM,ESC_ASSOU; ESC_WONG; FMASC; HALLMARK_IFNA; HALLMARK_IFNG; IMMUNOGENIC_CONSENSUS; KEGG_APM; LIM_STEM,19.0,1144.5,1.0,25.0,0.8
pca_leiden,the same 64 components BEFORE the correction,cluster,1.0,34,0,200.0,340,10,10,1.0,8,0.8,22,67,1.9705882352941178,9,0.35294117647058826,1.1854245187231142e-10,BENPORATH_ES1; ESC_ASSOU; ESC_WONG; FMASC; HALLMARK_IFNA; HALLMARK_IFNG; IMMUNOGENIC_CONSENSUS; ISDS; KEGG_APM; LIM_STEM,ESC_ASSOU; ESC_WONG; FMASC; HALLMARK_IFNA; HALLMARK_IFNG; IMMUNOGENIC_CONSENSUS; KEGG_APM; LIM_STEM,19.0,1109.0,1.0,29.0,0.8
pca_leiden,the same 64 components BEFORE the correction,cluster,1.5,45,0,179.0,450,10,10,1.0,8,0.8,25,78,1.7333333333333334,9,0.4444444444444444,1.7930098806161295e-11,BENPORATH_ES1; ESC_ASSOU; ESC_WONG; FMASC; HALLMARK_IFNA; HALLMARK_IFNG; IMMUNOGENIC_CONSENSUS; ISDS; KEGG_APM; LIM_STEM,ESC_ASSOU; ESC_WONG; FMASC; HALLMARK_IFNA; HALLMARK_IFNG; IMMUNOGENIC_CONSENSUS; KEGG_APM; LIM_STEM,19.0,879.0,1.0,39.0,0.8
pca_leiden,the same 64 components BEFORE the correction,cluster,2.0,53,0,134.0,530,10,10,1.0,9,0.9,33,103,1.9433962264150944,9,0.37735849056603776,3.778812889934663e-11,BENPORATH_ES1; ESC_ASSOU; ESC_WONG; FMASC; HALLMARK_IFNA; HALLMARK_IFNG; IMMUNOGENIC_CONSENSUS; ISDS; KEGG_APM; LIM_STEM,BENPORATH_ES1; ESC_ASSOU; ESC_WONG; FMASC; HALLMARK_IFNA; HALLMARK_IFNG; IMMUNOGENIC_CONSENSUS; KEGG_APM; LIM_STEM,14.0,497.0,1.0,49.0,0.9
pca_leiden,the same 64 components BEFORE the correction,cluster,3.0,65,0,180.0,650,10,10,1.0,8,0.8,45,150,2.3076923076923075,9,0.3076923076923077,9.208012480767342e-17,BENPORATH_ES1; ESC_ASSOU; ESC_WONG; FMASC; HALLMARK_IFNA; HALLMARK_IFNG; IMMUNOGENIC_CONSENSUS; ISDS; KEGG_APM; LIM_STEM,ESC_ASSOU; ESC_WONG; FMASC; HALLMARK_IFNA; HALLMARK_IFNG; IMMUNOGENIC_CONSENSUS; KEGG_APM; LIM_STEM,15.0,437.0,1.0,60.0,0.8
