# programme_cluster_eta2 | collection scie (stemness x immunogenicity (SCIE)) | run drvi_tum_64_nomt | recall of a signature collection by two pipelines on ONE set of cells: Leiden clusters vs DRVI decoder directions, identical ORA downstream | 05_10_pipeline_recall
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
arm,resolution,signature,n_clusters,eta2_cluster
drvi_leiden,0.8,IMMUNOGENIC_CONSENSUS,28,0.16403620635669597
drvi_leiden,0.8,ISDS,28,0.14195755532914225
drvi_leiden,0.8,KEGG_APM,28,0.15712825826508783
drvi_leiden,0.8,LIM_STEM,28,0.1996183702647282
drvi_leiden,1.0,BENPORATH_ES1,36,0.1789237160120387
drvi_leiden,1.0,ESC_ASSOU,36,0.2528110437561076
drvi_leiden,1.0,ESC_WONG,36,0.2827030165604754
drvi_leiden,1.0,FMASC,36,0.25536147839392453
drvi_leiden,1.0,HALLMARK_IFNA,36,0.12296581477583698
drvi_leiden,1.0,HALLMARK_IFNG,36,0.14555710561018767
drvi_leiden,1.0,IMMUNOGENIC_CONSENSUS,36,0.1844696510245656
drvi_leiden,1.0,ISDS,36,0.14266824854235338
drvi_leiden,1.0,KEGG_APM,36,0.17485501122254782
drvi_leiden,1.0,LIM_STEM,36,0.2168914797844111
drvi_leiden,1.5,BENPORATH_ES1,45,0.1954440849095632
drvi_leiden,1.5,ESC_ASSOU,45,0.2636089091590013
drvi_leiden,1.5,ESC_WONG,45,0.2902204866296296
drvi_leiden,1.5,FMASC,45,0.2720149690148166
drvi_leiden,1.5,HALLMARK_IFNA,45,0.13236845772684408
drvi_leiden,1.5,HALLMARK_IFNG,45,0.15195557420788278
drvi_leiden,1.5,IMMUNOGENIC_CONSENSUS,45,0.20238053489912583
drvi_leiden,1.5,ISDS,45,0.15366403241268137
drvi_leiden,1.5,KEGG_APM,45,0.18887803666186845
drvi_leiden,1.5,LIM_STEM,45,0.21916738379494183
drvi_leiden,2.0,BENPORATH_ES1,57,0.23098829689549708
drvi_leiden,2.0,ESC_ASSOU,57,0.30944728666651466
drvi_leiden,2.0,ESC_WONG,57,0.3262026057994082
drvi_leiden,2.0,FMASC,57,0.3038737709423547
drvi_leiden,2.0,HALLMARK_IFNA,57,0.1607941425448799
drvi_leiden,2.0,HALLMARK_IFNG,57,0.18981160997764593
drvi_leiden,2.0,IMMUNOGENIC_CONSENSUS,57,0.27167720323932953
drvi_leiden,2.0,ISDS,57,0.17805921226545376
drvi_leiden,2.0,KEGG_APM,57,0.2507499754793914
drvi_leiden,2.0,LIM_STEM,57,0.23236836905559238
drvi_leiden,3.0,BENPORATH_ES1,75,0.2517650121189683
drvi_leiden,3.0,ESC_ASSOU,75,0.3266592797711063
drvi_leiden,3.0,ESC_WONG,75,0.3394725422027559
drvi_leiden,3.0,FMASC,75,0.33415150422062756
drvi_leiden,3.0,HALLMARK_IFNA,75,0.17968578010219272
drvi_leiden,3.0,HALLMARK_IFNG,75,0.210985393204356
drvi_leiden,3.0,IMMUNOGENIC_CONSENSUS,75,0.31695643642343324
drvi_leiden,3.0,ISDS,75,0.19543409604836842
drvi_leiden,3.0,KEGG_APM,75,0.2950878384312695
drvi_leiden,3.0,LIM_STEM,75,0.2543652033368437
pca_leiden,0.2,BENPORATH_ES1,18,0.02799042800531391
pca_leiden,0.2,ESC_ASSOU,18,0.024805985996864118
pca_leiden,0.2,ESC_WONG,18,0.04055770461238716
pca_leiden,0.2,FMASC,18,0.08514186920451523
pca_leiden,0.2,HALLMARK_IFNA,18,0.019050740966260412
pca_leiden,0.2,HALLMARK_IFNG,18,0.036171541215480614
pca_leiden,0.2,IMMUNOGENIC_CONSENSUS,18,0.04391125466843077
pca_leiden,0.2,ISDS,18,0.027677818325022377
pca_leiden,0.2,KEGG_APM,18,0.044247009631178225
pca_leiden,0.2,LIM_STEM,18,0.05903720298605733
pca_leiden,0.4,BENPORATH_ES1,24,0.03759210016598163
pca_leiden,0.4,ESC_ASSOU,24,0.0675454605824757
pca_leiden,0.4,ESC_WONG,24,0.10186379093286883
pca_leiden,0.4,FMASC,24,0.12915193359728594
pca_leiden,0.4,HALLMARK_IFNA,24,0.021369846727670425
pca_leiden,0.4,HALLMARK_IFNG,24,0.03270535870991219
pca_leiden,0.4,IMMUNOGENIC_CONSENSUS,24,0.05444265542925967
pca_leiden,0.4,ISDS,24,0.030073382888255312
pca_leiden,0.4,KEGG_APM,24,0.06493868709242079
pca_leiden,0.4,LIM_STEM,24,0.0750008700496492
pca_leiden,0.6,BENPORATH_ES1,28,0.07905433569837274
pca_leiden,0.6,ESC_ASSOU,28,0.13028339798167365
pca_leiden,0.6,ESC_WONG,28,0.15446559004165597
pca_leiden,0.6,FMASC,28,0.18013927838428612
pca_leiden,0.6,HALLMARK_IFNA,28,0.05812807158398902
pca_leiden,0.6,HALLMARK_IFNG,28,0.07729740758643223
pca_leiden,0.6,IMMUNOGENIC_CONSENSUS,28,0.11227190251980672
pca_leiden,0.6,ISDS,28,0.07566463928898261
pca_leiden,0.6,KEGG_APM,28,0.12019564018427707
pca_leiden,0.6,LIM_STEM,28,0.1023071328932056
pca_leiden,0.8,BENPORATH_ES1,30,0.08305560024438277
pca_leiden,0.8,ESC_ASSOU,30,0.13915146987080076
pca_leiden,0.8,ESC_WONG,30,0.1580718250072017
pca_leiden,0.8,FMASC,30,0.1810647632873203
pca_leiden,0.8,HALLMARK_IFNA,30,0.0570756125809282
pca_leiden,0.8,HALLMARK_IFNG,30,0.07783103029548116
pca_leiden,0.8,IMMUNOGENIC_CONSENSUS,30,0.11682456795530917
pca_leiden,0.8,ISDS,30,0.07598508141879363
pca_leiden,0.8,KEGG_APM,30,0.12712195102334267
pca_leiden,0.8,LIM_STEM,30,0.10106019785250629
pca_leiden,1.0,BENPORATH_ES1,34,0.15202629434473197
pca_leiden,1.0,ESC_ASSOU,34,0.2169325360177014
pca_leiden,1.0,ESC_WONG,34,0.22496471445484645
pca_leiden,1.0,FMASC,34,0.22905994899292442
pca_leiden,1.0,HALLMARK_IFNA,34,0.09176723073570581
pca_leiden,1.0,HALLMARK_IFNG,34,0.1163256830178622
pca_leiden,1.0,IMMUNOGENIC_CONSENSUS,34,0.145330779558415
pca_leiden,1.0,ISDS,34,0.10975798580589918
pca_leiden,1.0,KEGG_APM,34,0.15326127131970244
pca_leiden,1.0,LIM_STEM,34,0.14344806747365796
pca_leiden,1.5,BENPORATH_ES1,45,0.16802637878820786
pca_leiden,1.5,ESC_ASSOU,45,0.24069678721033358
pca_leiden,1.5,ESC_WONG,45,0.24452203989879087
pca_leiden,1.5,FMASC,45,0.2445498143267465
pca_leiden,1.5,HALLMARK_IFNA,45,0.10806249763138687
pca_leiden,1.5,HALLMARK_IFNG,45,0.1443745140176398
pca_leiden,1.5,IMMUNOGENIC_CONSENSUS,45,0.16632575840668656
pca_leiden,1.5,ISDS,45,0.12578954830026773
pca_leiden,1.5,KEGG_APM,45,0.18901871222982689
pca_leiden,1.5,LIM_STEM,45,0.1847536842658054
pca_leiden,2.0,BENPORATH_ES1,53,0.18087316641993076
pca_leiden,2.0,ESC_ASSOU,53,0.2634831663687795
pca_leiden,2.0,ESC_WONG,53,0.2623207915992393
pca_leiden,2.0,FMASC,53,0.25440299069179484
pca_leiden,2.0,HALLMARK_IFNA,53,0.12930684058504496
pca_leiden,2.0,HALLMARK_IFNG,53,0.17122296013410096
pca_leiden,2.0,IMMUNOGENIC_CONSENSUS,53,0.18724588822435403
pca_leiden,2.0,ISDS,53,0.14455061348691411
pca_leiden,2.0,KEGG_APM,53,0.2132758684644897
pca_leiden,2.0,LIM_STEM,53,0.19089558906765233
pca_leiden,3.0,BENPORATH_ES1,65,0.263870571792047
pca_leiden,3.0,ESC_ASSOU,65,0.3408196996967339
pca_leiden,3.0,ESC_WONG,65,0.3209599295785178
pca_leiden,3.0,FMASC,65,0.29062442733063293
pca_leiden,3.0,HALLMARK_IFNA,65,0.1518290286821443
pca_leiden,3.0,HALLMARK_IFNG,65,0.19213313858734282
pca_leiden,3.0,IMMUNOGENIC_CONSENSUS,65,0.22738143089298524
pca_leiden,3.0,ISDS,65,0.16982987425587895
pca_leiden,3.0,KEGG_APM,65,0.24621034308507767
pca_leiden,3.0,LIM_STEM,65,0.2286835677253969
null_partition,1.0,BENPORATH_ES1,23,0.00045427051208966467
null_partition,1.0,ESC_ASSOU,23,0.0003045087220176229
null_partition,1.0,ESC_WONG,23,0.00027293897937948145
null_partition,1.0,FMASC,23,0.0006707237987753007
null_partition,1.0,HALLMARK_IFNA,23,0.00048107625459774186
null_partition,1.0,HALLMARK_IFNG,23,0.0003345025543284221
null_partition,1.0,IMMUNOGENIC_CONSENSUS,23,0.000420583209034679
null_partition,1.0,ISDS,23,0.00043672342665307775
null_partition,1.0,KEGG_APM,23,0.0004569161608596557
null_partition,1.0,LIM_STEM,23,0.0005234343893100601
