# convergence | collection scie (stemness x immunogenicity (SCIE)) | DRVI run drvi_epicnv_64_nomt | nothing pruned: every dimension and direction kept | 05_4 - 05_8 signature interpretation
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
dim_direction,dimension,direction,A_best_signature,A_rho,A_best_any_readout,A_rho_any,A_auroc_target_this_side,A_standardised_mean_difference,B_best_signature,B_neglog10_fdr,B_fdr,A_significant,B_significant,same_signature,same_family,A_family,B_family,verdict,A_vs_null,dimension_vanished,confounder_flags
DR 6+,DR 6,+,ESC_WONG,0.2091,ESC_WONG,0.2091,0.5058291193829302,-0.001995204,HALLMARK_IFNA,2.6764,0.0021066869257394144,True,True,False,False,stemness,immune,both_different_family,below,False,"depth,cell_cycle"
DR 6-,DR 6,-,FMASC,0.3603,FMASC,0.3603,0.4941708806170698,0.001995204,FMASC,1.5455,0.028477378001737455,True,True,True,True,stemness,stemness,convergent,above,False,none
DR 7+,DR 7,+,BENPORATH_ES1,0.3183,BENPORATH_ES1,0.3183,0.6912648341102644,0.8029758,ESC_WONG,29.6969,2.0095554765889213e-30,True,True,False,True,stemness,stemness,convergent,above,False,"depth,cell_cycle"
DR 7-,DR 7,-,HALLMARK_IFNG,0.1703,HALLMARK_IFNG,0.1703,0.3087351658897356,-0.8029758,HALLMARK_IFNG,1.2118,0.061404471810560586,False,False,False,False,immune,immune,neither,below,False,none
DR 8+,DR 8,+,FMASC,0.2229,FMASC,0.2229,0.5665660084457984,0.15780863,KEGG_APM,-0.0,1.0,True,False,False,False,stemness,immune,cell_only,below,False,none
DR 8-,DR 8,-,ISDS,0.1687,ISDS,0.1687,0.4334339915542016,-0.15780863,HALLMARK_IFNA,3.2823,0.0005220354551033097,False,True,False,False,immune,immune,factor_only,below,False,none
DR 9+,DR 9,+,FMASC,0.0913,FMASC,0.0913,0.5060863499147255,0.010572336,HALLMARK_IFNG,0.7086,0.1956140298125647,False,False,False,False,stemness,immune,neither,below,False,none
DR 9-,DR 9,-,BENPORATH_ES1,0.0551,BENPORATH_ES1,0.0551,0.49391365008527455,-0.010572336,BENPORATH_ES1,0.1193,0.7598012435158515,False,False,False,False,stemness,stemness,neither,below,False,"depth,cell_cycle"
DR 10+,DR 10,+,KEGG_APM,0.1779,KEGG_APM,0.1779,0.3093060535029033,-0.793848,HALLMARK_IFNA,0.1838,0.6549377145933662,False,False,False,False,immune,immune,neither,below,False,depth
DR 10-,DR 10,-,FMASC,0.2906,FMASC,0.2906,0.6906939464970967,0.793848,ESC_WONG,25.5244,2.989509927814587e-26,True,True,False,True,stemness,stemness,convergent,above,False,none
DR 11+,DR 11,+,LIM_STEM,0.0337,LIM_STEM,0.0337,0.5538475981407835,0.19045936,ESC_WONG,0.0406,0.9107517197871563,False,False,False,False,stemness,stemness,neither,below,False,none
DR 11-,DR 11,-,HALLMARK_IFNA,0.0821,HALLMARK_IFNA,0.0821,0.44615240185921645,-0.19045936,HALLMARK_IFNG,2.2284,0.005910170366102437,False,True,False,False,immune,immune,factor_only,below,False,none
DR 12+,DR 12,+,ESC_ASSOU,0.2826,ESC_ASSOU,0.2826,0.6011041384712108,0.25172195,ESC_ASSOU,1.2433,0.057108400953001556,True,False,False,False,stemness,stemness,cell_only,above,False,"depth,cell_cycle"
DR 12-,DR 12,-,HALLMARK_IFNG,0.0752,HALLMARK_IFNG,0.0752,0.3988958615287892,-0.25172195,KEGG_APM,0.2177,0.6057591738749948,False,False,False,False,immune,immune,neither,below,False,none
DR 13+,DR 13,+,ESC_ASSOU,0.2124,CytoTRACE2,0.2769,0.5768836120909469,0.27556416,LIM_STEM,3.3745,0.00042218227905113344,True,True,False,True,stemness,stemness,convergent,below,False,"depth,cell_cycle"
DR 13-,DR 13,-,HALLMARK_IFNG,0.127,HALLMARK_IFNG,0.127,0.42311638790905315,-0.27556416,HALLMARK_IFNG,1.2118,0.061404471810560586,False,False,False,False,immune,immune,neither,below,False,none
DR 14+,DR 14,+,HALLMARK_IFNG,0.1104,HALLMARK_IFNG,0.1104,0.4211116144162767,-0.44669285,ISDS,2.7791,0.0016630296795457826,False,True,False,False,immune,immune,factor_only,below,False,none
DR 14-,DR 14,-,ESC_WONG,0.1614,ESC_WONG,0.1614,0.5788883855837232,0.44669285,BENPORATH_ES1,1.3458,0.045102436111719366,False,True,False,False,stemness,stemness,factor_only,below,False,"depth,cell_cycle"
DR 15+,DR 15,+,ESC_WONG,0.0363,ESC_WONG,0.0363,0.5370976253100112,0.14035457,ESC_ASSOU,1.2433,0.057108400953001556,False,False,False,False,stemness,stemness,neither,below,False,"depth,cell_cycle"
DR 15-,DR 15,-,KEGG_APM,0.1703,KEGG_APM,0.1703,0.46290237468998885,-0.14035457,HALLMARK_IFNG,0.504,0.31332857243155854,False,False,False,False,immune,immune,neither,below,False,depth
DR 16+,DR 16,+,LIM_STEM,0.0447,LIM_STEM,0.0447,0.4175533838230038,-0.22154064,LIM_STEM,3.3745,0.00042218227905113344,False,True,False,False,stemness,stemness,factor_only,below,False,none
DR 16-,DR 16,-,ESC_ASSOU,0.2655,ESC_ASSOU,0.2655,0.5824466161769962,0.22154064,ESC_ASSOU,0.6235,0.23795783009563967,True,False,False,False,stemness,stemness,cell_only,below,False,"depth,cell_cycle"
DR 17+,DR 17,+,HALLMARK_IFNA,0.0935,HALLMARK_IFNA,0.0935,0.4801311429728369,-0.12638707,HALLMARK_IFNA,3.2823,0.0005220354551033097,False,True,False,False,immune,immune,factor_only,below,False,none
DR 17-,DR 17,-,LIM_STEM,0.1856,LIM_STEM,0.1856,0.5198688570271631,0.12638707,LIM_STEM,0.4178,0.38212020318373463,False,False,False,False,stemness,stemness,neither,below,False,none
DR 18+,DR 18,+,HALLMARK_IFNG,0.2558,HALLMARK_IFNG,0.2558,0.313503860631166,-0.82432956,HALLMARK_IFNG,1.5069,0.031124329187675097,True,True,True,True,immune,immune,convergent,below,False,none
DR 18-,DR 18,-,ESC_WONG,0.3152,ESC_WONG,0.3152,0.686496139368834,0.82432956,ESC_ASSOU,11.6979,2.0049336272477224e-12,True,True,False,True,stemness,stemness,convergent,above,False,"depth,cell_cycle"
DR 19+,DR 19,+,BENPORATH_ES1,0.2422,BENPORATH_ES1,0.2422,0.662367545869738,0.6400821,ESC_ASSOU,25.3456,4.512321133443364e-26,True,True,False,True,stemness,stemness,convergent,below,False,"depth,cell_cycle"
DR 19-,DR 19,-,HALLMARK_IFNG,0.1796,HALLMARK_IFNG,0.1796,0.337632454130262,-0.6400821,HALLMARK_IFNG,0.1137,0.769661920318087,False,False,False,False,immune,immune,neither,below,False,none
DR 20+,DR 20,+,HALLMARK_IFNG,0.1183,HALLMARK_IFNG,0.1183,0.3494455609845912,-0.41785067,ISDS,0.0243,0.9455837495975457,False,False,False,False,immune,immune,neither,below,False,none
DR 20-,DR 20,-,BENPORATH_ES1,0.1631,CytoTRACE2,0.2897,0.6505544390154088,0.41785067,IMMUNOGENIC_CONSENSUS,0.504,0.31332857243155854,False,False,False,False,stemness,immune,neither,below,False,"depth,cell_cycle"
DR 21+,DR 21,+,LIM_STEM,0.1704,LIM_STEM,0.1704,0.615312062623874,0.36948383,ESC_WONG,0.2791,0.5258961603824608,False,False,False,False,stemness,stemness,neither,below,False,none
DR 21-,DR 21,-,IMMUNOGENIC_CONSENSUS,0.184,IMMUNOGENIC_CONSENSUS,0.184,0.38468793737612605,-0.36948383,ESC_ASSOU,0.3497,0.4469922568418682,False,False,False,False,immune,stemness,neither,below,False,none
DR 22+,DR 22,+,KEGG_APM,0.3319,KEGG_APM,0.3319,0.4764349628737261,-0.0783058,LIM_STEM,2.6608,0.002183735327602175,True,True,False,False,immune,stemness,both_different_family,above,False,depth
DR 22-,DR 22,-,ESC_WONG,-0.0217,ESC_WONG,-0.0217,0.5235650371262739,0.0783058,ISDS,-0.1838,1.0,False,False,False,False,stemness,immune,neither,below,False,"depth,cell_cycle"
DR 23+,DR 23,+,IMMUNOGENIC_CONSENSUS,0.1255,IMMUNOGENIC_CONSENSUS,0.1255,0.398551637975392,-0.37185407,ESC_WONG,1.2136,0.06115049825170287,False,False,False,False,immune,stemness,neither,below,False,none
DR 23-,DR 23,-,LIM_STEM,0.3549,LIM_STEM,0.3549,0.601448362024608,0.37185407,LIM_STEM,8.1716,6.735967762229432e-09,True,True,True,True,stemness,stemness,convergent,above,False,none
DR 24+,DR 24,+,FMASC,0.0653,FMASC,0.0653,0.6549538596170111,0.46550485,ESC_ASSOU,0.0243,0.9455837495975457,False,False,False,False,stemness,stemness,neither,below,False,none
DR 24-,DR 24,-,HALLMARK_IFNA,0.4868,HALLMARK_IFNA,0.4868,0.34504614038298886,-0.46550485,HALLMARK_IFNG,37.9911,1.0207044307665779e-38,True,True,False,True,immune,immune,convergent,above,False,none
DR 25+,DR 25,+,ESC_WONG,0.1234,ESC_WONG,0.1234,0.5475740157661465,0.1893402,LIM_STEM,1.4776,0.033296608520688054,False,True,False,False,stemness,stemness,factor_only,below,False,none
DR 25-,DR 25,-,KEGG_APM,0.1713,KEGG_APM,0.1713,0.4524259842338535,-0.1893402,HALLMARK_IFNA,2.119,0.007603262769401814,False,True,False,False,immune,immune,factor_only,below,False,none
DR 26+,DR 26,+,ESC_WONG,0.055,CytoTRACE2,0.0621,0.7984227682979992,0.8588789,ESC_ASSOU,1.7907,0.016191981538744543,False,True,False,False,stemness,stemness,factor_only,below,False,"depth,cell_cycle"
DR 26-,DR 26,-,IMMUNOGENIC_CONSENSUS,0.6993,IMMUNOGENIC_CONSENSUS,0.6993,0.20157723170200081,-0.8588789,HALLMARK_IFNG,16.4977,3.179069335643377e-17,True,True,False,True,immune,immune,convergent,above,False,none
DR 27+,DR 27,+,ESC_WONG,0.119,ESC_WONG,0.119,0.4798562825535436,-0.07180099,ESC_ASSOU,4.4625,3.447466065731491e-05,False,True,False,False,stemness,stemness,factor_only,below,False,"depth,cell_cycle"
DR 27-,DR 27,-,FMASC,0.2194,FMASC,0.2194,0.5201437174464564,0.07180099,KEGG_APM,0.0,1.0,True,False,False,False,stemness,immune,cell_only,below,False,none
DR 28+,DR 28,+,LIM_STEM,0.0426,LIM_STEM,0.0426,0.5307843058671672,0.10363813,BENPORATH_ES1,0.2287,0.5906089174803648,False,False,False,False,stemness,stemness,neither,below,False,none
DR 28-,DR 28,-,KEGG_APM,0.1311,KEGG_APM,0.1311,0.4692156941328328,-0.10363813,ESC_ASSOU,2.7817,0.0016531033272370146,False,True,False,False,immune,stemness,factor_only,below,False,"depth,cell_cycle"
DR 29+,DR 29,+,ISDS,0.0745,ISDS,0.0745,0.4492614587024773,-0.29722494,ISDS,0.4608,0.3460987254853527,False,False,False,False,immune,immune,neither,below,False,none
DR 29-,DR 29,-,LIM_STEM,0.2296,LIM_STEM,0.2296,0.5507385412975228,0.29722494,LIM_STEM,5.0456,9.00326431059722e-06,True,True,True,True,stemness,stemness,convergent,below,False,none
DR 30+,DR 30,+,FMASC,0.039,FMASC,0.039,0.6124972939868225,0.33605605,ESC_ASSOU,1.7907,0.016191981538744543,False,True,False,False,stemness,stemness,factor_only,below,False,"depth,cell_cycle"
DR 30-,DR 30,-,KEGG_APM,0.1915,KEGG_APM,0.1915,0.3875027060131775,-0.33605605,HALLMARK_IFNA,1.2416,0.05733238386538407,False,False,False,False,immune,immune,neither,below,False,depth
DR 31+,DR 31,+,BENPORATH_ES1,0.1864,CytoTRACE2,0.2741,0.5466478139166422,0.06835188,ESC_ASSOU,0.4644,0.3432416650121202,False,False,False,False,stemness,stemness,neither,below,False,"depth,cell_cycle"
DR 31-,DR 31,-,IMMUNOGENIC_CONSENSUS,-0.0561,IMMUNOGENIC_CONSENSUS,-0.0561,0.4533521860833578,-0.06835188,HALLMARK_IFNG,0.0,1.0,False,False,False,False,immune,immune,neither,below,False,immune_low_is_absence_of_signal
DR 32+,DR 32,+,FMASC,0.0288,FMASC,0.0288,0.4859671506670085,-0.04007156,ISDS,0.4608,0.3460987254853527,False,False,False,False,stemness,immune,neither,below,False,none
DR 32-,DR 32,-,ESC_ASSOU,0.0899,ESC_ASSOU,0.0899,0.5140328493329915,0.04007156,BENPORATH_ES1,0.7931,0.1610274813009423,False,False,False,False,stemness,stemness,neither,below,False,"depth,cell_cycle"
DR 33+,DR 33,+,ISDS,0.0739,ISDS,0.0739,0.482008773993535,-0.059724208,HALLMARK_IFNA,1.2416,0.05733238386538407,False,False,False,False,immune,immune,neither,below,False,none
DR 33-,DR 33,-,FMASC,0.1314,FMASC,0.1314,0.517991226006465,0.059724208,LIM_STEM,0.4178,0.38212020318373463,False,False,False,False,stemness,stemness,neither,below,False,none
DR 34+,DR 34,+,ESC_WONG,0.0663,CytoTRACE2,0.0825,0.6471359012794724,0.4337374,ESC_ASSOU,0.8334,0.14675739694005804,False,False,False,False,stemness,stemness,neither,below,False,"depth,cell_cycle"
DR 34-,DR 34,-,ISDS,0.551,ISDS,0.551,0.3528640987205276,-0.4337374,HALLMARK_IFNA,33.853,1.4028137045619532e-34,True,True,False,True,immune,immune,convergent,above,False,none
DR 35+,DR 35,+,HALLMARK_IFNA,0.0948,HALLMARK_IFNA,0.0948,0.4819138453406424,-0.083129816,HALLMARK_IFNA,5.4025,3.958220648357226e-06,False,True,False,False,immune,immune,factor_only,below,False,none
DR 35-,DR 35,-,LIM_STEM,0.1985,LIM_STEM,0.1985,0.5180861546593576,0.083129816,HALLMARK_IFNG,2.2284,0.005910170366102437,False,True,False,False,stemness,immune,factor_only,below,False,none
DR 36+,DR 36,+,LIM_STEM,0.1072,CytoTRACE2,0.1213,0.5741638048355395,0.21120577,ISDS,0.8715,0.13443117666713056,False,False,False,False,stemness,immune,neither,below,False,none
DR 36-,DR 36,-,HALLMARK_IFNA,0.0305,HALLMARK_IFNA,0.0305,0.4258361951644605,-0.21120577,LIM_STEM,0.0,1.0,False,False,False,False,immune,stemness,neither,below,False,none
DR 37+,DR 37,+,ESC_ASSOU,0.3018,ESC_ASSOU,0.3018,0.5994341015577174,0.21922402,HALLMARK_IFNA,2.119,0.007603262769401814,True,True,False,False,stemness,immune,both_different_family,above,False,"depth,cell_cycle"
DR 37-,DR 37,-,LIM_STEM,0.0626,LIM_STEM,0.0626,0.40056589844228263,-0.21922402,KEGG_APM,0.4556,0.3502676269138129,False,False,False,False,stemness,immune,neither,below,False,none
DR 38+,DR 38,+,ISDS,0.1459,ISDS,0.1459,0.422814722642246,-0.23248784,HALLMARK_IFNA,0.574,0.266685866452148,False,False,False,False,immune,immune,neither,below,False,none
DR 38-,DR 38,-,FMASC,0.1791,FMASC,0.1791,0.5771852773577539,0.23248784,ESC_ASSOU,1.7907,0.016191981538744543,False,True,False,False,stemness,stemness,factor_only,below,False,"depth,cell_cycle"
DR 39+,DR 39,+,LIM_STEM,0.0436,LIM_STEM,0.0436,0.4267617293474333,-0.1268936,HALLMARK_IFNG,0.7086,0.1956140298125647,False,False,False,False,stemness,immune,neither,below,False,none
DR 39-,DR 39,-,ESC_ASSOU,0.2592,ESC_ASSOU,0.2592,0.5732382706525667,0.1268936,ESC_ASSOU,1.7907,0.016191981538744543,True,True,True,True,stemness,stemness,convergent,below,False,"depth,cell_cycle"
DR 40+,DR 40,+,ESC_WONG,-0.0008,ESC_WONG,-0.0008,0.5236261002489864,0.097136825,HALLMARK_IFNA,0.8846,0.1304367592321734,False,False,False,False,stemness,immune,neither,below,False,"depth,cell_cycle"
DR 40-,DR 40,-,FMASC,0.0966,FMASC,0.0966,0.47637389975101363,-0.097136825,IMMUNOGENIC_CONSENSUS,0.0,1.0,False,False,False,False,stemness,immune,neither,below,False,none
DR 41+,DR 41,+,ESC_ASSOU,0.1818,CytoTRACE2,0.1863,0.5089661331257592,-0.36934713,ISDS,0.4608,0.3460987254853527,False,False,False,False,stemness,immune,neither,below,False,"depth,cell_cycle"
DR 41-,DR 41,-,FMASC,-0.0116,FMASC,-0.0116,0.4910338668742408,0.36934713,ESC_WONG,19.242,5.72796030985828e-20,False,True,False,False,stemness,stemness,factor_only,below,False,"depth,cell_cycle"
DR 42+,DR 42,+,IMMUNOGENIC_CONSENSUS,0.1588,IMMUNOGENIC_CONSENSUS,0.1588,0.3462017118690582,-0.39658508,LIM_STEM,0.514,0.3061963433690677,False,False,False,False,immune,stemness,neither,below,False,none
DR 42-,DR 42,-,ESC_WONG,0.175,CytoTRACE2,0.1811,0.6537982881309419,0.39658508,ESC_ASSOU,1.0037,0.0991516623805052,False,False,False,False,stemness,stemness,neither,below,False,"depth,cell_cycle"
DR 43+,DR 43,+,ESC_WONG,0.1028,ESC_WONG,0.1028,0.4886392895867516,-0.013810607,HALLMARK_IFNA,2.119,0.007603262769401814,False,True,False,False,stemness,immune,factor_only,below,False,none
DR 43-,DR 43,-,LIM_STEM,0.2142,LIM_STEM,0.2142,0.5113607104132484,0.013810607,LIM_STEM,0.514,0.3061963433690677,True,False,False,False,stemness,stemness,cell_only,below,False,none
DR 44+,DR 44,+,ESC_WONG,0.1279,ESC_WONG,0.1279,0.5178692568590474,0.10565617,ESC_ASSOU,0.6235,0.23795783009563967,False,False,False,False,stemness,stemness,neither,below,False,"depth,cell_cycle"
DR 44-,DR 44,-,FMASC,0.0986,FMASC,0.0986,0.4821307431409526,-0.10565617,FMASC,0.0243,0.9455837495975457,False,False,False,False,stemness,stemness,neither,below,False,none
DR 45+,DR 45,+,ESC_ASSOU,0.0833,ESC_ASSOU,0.0833,0.5828347813522151,0.2343598,ESC_ASSOU,1.2433,0.057108400953001556,False,False,False,False,stemness,stemness,neither,below,False,"depth,cell_cycle"
DR 45-,DR 45,-,IMMUNOGENIC_CONSENSUS,0.1028,IMMUNOGENIC_CONSENSUS,0.1028,0.4171652186477849,-0.2343598,HALLMARK_IFNG,2.6655,0.0021602300347747416,False,True,False,False,immune,immune,factor_only,below,False,none
DR 46+,DR 46,+,KEGG_APM,0.2378,KEGG_APM,0.2378,0.5154896867950991,0.08156419,ESC_ASSOU,0.8334,0.14675739694005804,True,False,False,False,immune,stemness,cell_only,below,False,depth
DR 46-,DR 46,-,ISDS,0.0309,ISDS,0.0309,0.4845103132049009,-0.08156419,HALLMARK_IFNA,0.8846,0.1304367592321734,False,False,False,False,immune,immune,neither,below,False,none
DR 47+,DR 47,+,HALLMARK_IFNA,0.0658,HALLMARK_IFNA,0.0658,0.462483429214902,-0.19466615,KEGG_APM,-0.0,1.0,False,False,False,False,immune,immune,neither,below,False,none
DR 47-,DR 47,-,ESC_ASSOU,0.0367,ESC_ASSOU,0.0367,0.537516570785098,0.19466615,ESC_ASSOU,1.4937,0.03208484902035953,False,True,False,False,stemness,stemness,factor_only,below,False,"depth,cell_cycle"
DR 48+,DR 48,+,FMASC,0.0984,FMASC,0.0984,0.6558632781627242,0.4627586,ESC_ASSOU,1.2433,0.057108400953001556,False,False,False,False,stemness,stemness,neither,below,False,none
DR 48-,DR 48,-,HALLMARK_IFNG,0.2717,HALLMARK_IFNG,0.2717,0.34413672183727584,-0.4627586,HALLMARK_IFNG,4.6528,2.224333998485111e-05,True,True,True,True,immune,immune,convergent,above,False,none
DR 49+,DR 49,+,ISDS,0.0054,ISDS,0.0054,0.4665561099621815,-0.044606943,ISDS,1.3705,0.04260886835827883,False,True,False,False,immune,immune,factor_only,below,False,none
DR 49-,DR 49,-,BENPORATH_ES1,0.0884,BENPORATH_ES1,0.0884,0.5334438900378184,0.044606943,HALLMARK_IFNA,0.574,0.266685866452148,False,False,False,False,stemness,immune,neither,below,False,"depth,cell_cycle"
DR 50+,DR 50,+,LIM_STEM,0.0826,LIM_STEM,0.0826,0.4645987669761415,-0.03261396,LIM_STEM,2.0128,0.009709570065288246,False,True,False,False,stemness,stemness,factor_only,below,False,none
DR 50-,DR 50,-,BENPORATH_ES1,0.0255,BENPORATH_ES1,0.0255,0.5354012330238584,0.03261396,ESC_ASSOU,1.0037,0.0991516623805052,False,False,False,False,stemness,stemness,neither,below,False,"depth,cell_cycle"
DR 51+,DR 51,+,IMMUNOGENIC_CONSENSUS,0.0845,IMMUNOGENIC_CONSENSUS,0.0845,0.4409350155713799,-0.13518625,HALLMARK_IFNA,3.2823,0.0005220354551033097,False,True,False,False,immune,immune,factor_only,below,False,none
DR 51-,DR 51,-,LIM_STEM,0.0827,LIM_STEM,0.0827,0.5590649844286202,0.13518625,ESC_ASSOU,1.0037,0.0991516623805052,False,False,False,False,stemness,stemness,neither,below,False,none
DR 52+,DR 52,+,ESC_WONG,0.1157,ESC_WONG,0.1157,0.5886098502929302,0.25014994,ESC_ASSOU,1.7907,0.016191981538744543,False,True,False,False,stemness,stemness,factor_only,below,False,"depth,cell_cycle"
DR 52-,DR 52,-,HALLMARK_IFNG,0.1553,HALLMARK_IFNG,0.1553,0.4113901497070698,-0.25014994,HALLMARK_IFNG,7.944,1.137627285823431e-08,False,True,False,False,immune,immune,factor_only,below,False,none
DR 53+,DR 53,+,ISDS,0.0425,ISDS,0.0425,0.4769464041645076,-0.069909334,HALLMARK_IFNA,0.364,0.43251383103500873,False,False,False,False,immune,immune,neither,below,False,none
DR 53-,DR 53,-,FMASC,0.2005,FMASC,0.2005,0.5230535958354924,0.069909334,ESC_ASSOU,1.0037,0.0991516623805052,True,False,False,False,stemness,stemness,cell_only,below,False,none
DR 54+,DR 54,+,HALLMARK_IFNA,0.3848,HALLMARK_IFNA,0.3848,0.3666701334414912,-0.40594587,HALLMARK_IFNA,12.2107,6.15601968644897e-13,True,True,True,True,immune,immune,convergent,above,False,none
DR 54-,DR 54,-,FMASC,0.1113,FMASC,0.1113,0.6333298665585088,0.40594587,ESC_ASSOU,0.4644,0.3432416650121202,False,False,False,False,stemness,stemness,neither,below,False,none
DR 55+,DR 55,+,KEGG_APM,0.1478,KEGG_APM,0.1478,0.4717911806854353,-0.33379522,ISDS,0.8715,0.13443117666713056,False,False,False,False,immune,immune,neither,below,False,depth
DR 55-,DR 55,-,FMASC,0.0969,FMASC,0.0969,0.5282088193145646,0.33379522,ESC_WONG,8.2267,5.933350443800052e-09,False,True,False,False,stemness,stemness,factor_only,below,False,"depth,cell_cycle"
DR 56+,DR 56,+,ISDS,0.1084,ISDS,0.1084,0.423726480202736,-0.1917466,KEGG_APM,0.0737,0.8439175140304758,False,False,False,False,immune,immune,neither,below,False,none
DR 56-,DR 56,-,ESC_ASSOU,0.1768,ESC_ASSOU,0.1768,0.5762735197972639,0.1917466,ESC_ASSOU,1.7907,0.016191981538744543,False,True,False,False,stemness,stemness,factor_only,below,False,"depth,cell_cycle"
DR 57+,DR 57,+,FMASC,-0.0476,FMASC,-0.0476,0.4745017387956566,-0.07957941,BENPORATH_ES1,0.5478,0.28326962002809,False,False,False,False,stemness,stemness,neither,below,True,none
DR 57-,DR 57,-,BENPORATH_ES1,0.1863,CytoTRACE2,0.2667,0.5254982612043434,0.07957941,ISDS,1.3705,0.04260886835827883,False,True,False,False,stemness,immune,factor_only,below,True,none
DR 58+,DR 58,+,KEGG_APM,0.1334,KEGG_APM,0.1334,0.5066550010632044,0.0050689057,IMMUNOGENIC_CONSENSUS,0.9278,0.11808643185698604,False,False,False,False,immune,immune,neither,below,True,depth
DR 58-,DR 58,-,LIM_STEM,0.1191,LIM_STEM,0.1191,0.4933449989367956,-0.0050689057,ESC_ASSOU,0.8334,0.14675739694005804,False,False,False,False,stemness,stemness,neither,below,True,none
DR 59+,DR 59,+,LIM_STEM,0.0315,LIM_STEM,0.0315,0.4645792235476368,-0.0999631,KEGG_APM,-0.0,1.0,False,False,False,False,stemness,immune,neither,below,False,none
DR 59-,DR 59,-,HALLMARK_IFNA,0.0652,HALLMARK_IFNA,0.0652,0.5354207764523632,0.0999631,ESC_ASSOU,2.4193,0.003808026833442713,False,True,False,False,immune,stemness,factor_only,below,False,"depth,cell_cycle"
DR 60+,DR 60,+,FMASC,0.1041,FMASC,0.1041,0.4960391032126577,0.030783594,IMMUNOGENIC_CONSENSUS,3.9258,0.00011863149406116184,False,True,False,False,stemness,immune,factor_only,below,True,none
