# signature_gene_contribution | collection gavish (pan-cancer malignant metaprograms (Gavish)) | DRVI run drvi_epicnv_64_nomt | 05_4 - 05_8 signature interpretation
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
signature,axis,gene,detection_rate,mean_expression,share_of_mean_signal,share_of_score_variance,spearman_with_score,rank_by_variance_share
MP11_TRANSLATION_INITIATION,proteostasis,EIF3M,0.395267,0.404995,0.032561,0.031609,0.282991,15
MP11_TRANSLATION_INITIATION,proteostasis,CCDC85B,0.319837,0.309779,0.024906,0.02847,0.277209,16
MP11_TRANSLATION_INITIATION,proteostasis,FBL,0.390959,0.445778,0.03584,0.025907,0.307292,17
MP11_TRANSLATION_INITIATION,proteostasis,EIF2A,0.327948,0.309584,0.02489,0.023269,0.236524,18
MP11_TRANSLATION_INITIATION,proteostasis,EIF2S3,0.334819,0.316992,0.025486,0.022089,0.293497,19
MP11_TRANSLATION_INITIATION,proteostasis,PPP1R14B,0.279375,0.265367,0.021335,0.020885,0.170207,20
MP11_TRANSLATION_INITIATION,proteostasis,RGS10,0.29797,0.278899,0.022423,0.019379,0.210457,21
MP11_TRANSLATION_INITIATION,proteostasis,IGBP1,0.267392,0.227314,0.018276,0.018563,0.262581,22
MP11_TRANSLATION_INITIATION,proteostasis,NOB1,0.209971,0.164859,0.013254,0.01804,0.277909,23
MP11_TRANSLATION_INITIATION,proteostasis,EPB41L4A-AS1,0.165706,0.137564,0.01106,0.016497,0.320954,24
MP11_TRANSLATION_INITIATION,proteostasis,LETMD1,0.179802,0.139151,0.011188,0.016228,0.296726,25
MP11_TRANSLATION_INITIATION,proteostasis,ABHD14B,0.202296,0.165931,0.013341,0.015889,0.28541,26
MP11_TRANSLATION_INITIATION,proteostasis,CCNG1,0.245048,0.221286,0.017791,0.015768,0.291786,27
MP11_TRANSLATION_INITIATION,proteostasis,CCNB1IP1,0.204818,0.160684,0.012919,0.014984,0.258626,28
MP11_TRANSLATION_INITIATION,proteostasis,SRM,0.213025,0.182632,0.014683,0.014973,0.158035,29
MP11_TRANSLATION_INITIATION,proteostasis,PAICS,0.224885,0.187051,0.015039,0.01317,0.207236,30
MP11_TRANSLATION_INITIATION,proteostasis,NBEAL1,0.228102,0.184266,0.014815,0.012958,0.206308,31
MP11_TRANSLATION_INITIATION,proteostasis,OXA1L,0.223999,0.167125,0.013437,0.012867,0.207221,32
MP11_TRANSLATION_INITIATION,proteostasis,LTA4H,0.173013,0.131461,0.010569,0.011793,0.256544,33
MP11_TRANSLATION_INITIATION,proteostasis,EXOSC5,0.197579,0.151085,0.012147,0.011497,0.21693,34
MP11_TRANSLATION_INITIATION,proteostasis,MRPL45,0.157512,0.111165,0.008938,0.009656,0.226222,35
MP11_TRANSLATION_INITIATION,proteostasis,ZNF581,0.138331,0.09067,0.00729,0.009182,0.220885,36
MP11_TRANSLATION_INITIATION,proteostasis,LYRM4,0.158521,0.1161,0.009334,0.008505,0.190852,37
MP11_TRANSLATION_INITIATION,proteostasis,MRPL10,0.133669,0.090232,0.007255,0.007672,0.199588,38
MP11_TRANSLATION_INITIATION,proteostasis,NOA1,0.109143,0.069944,0.005623,0.007326,0.211297,39
MP11_TRANSLATION_INITIATION,proteostasis,SLC27A5,0.134159,0.099477,0.007998,0.007159,0.163744,40
MP11_TRANSLATION_INITIATION,proteostasis,NME1,0.126893,0.094362,0.007587,0.006933,0.185586,41
MP11_TRANSLATION_INITIATION,proteostasis,ZNF277,0.112783,0.073643,0.005921,0.006862,0.193022,42
MP11_TRANSLATION_INITIATION,proteostasis,TOP1MT,0.097419,0.062721,0.005043,0.004458,0.122762,43
MP11_TRANSLATION_INITIATION,proteostasis,HSD17B11,0.04492,0.030896,0.002484,0.001082,0.053601,44
MP11_TRANSLATION_INITIATION,proteostasis,SNHG19,0.01944,0.012521,0.001007,0.000803,0.07584,45
MP12_EMT_1,emt,VIM,0.579949,1.261276,0.084061,0.066478,0.472426,1
MP12_EMT_1,emt,LGALS1,0.552874,1.147175,0.076456,0.064177,0.458007,2
MP12_EMT_1,emt,TAGLN,0.246261,0.451581,0.030097,0.049169,0.416027,3
MP12_EMT_1,emt,MGP,0.863169,2.971898,0.198069,0.04848,0.28953,4
MP12_EMT_1,emt,TIMP1,0.490764,0.792671,0.052829,0.04159,0.284566,5
MP12_EMT_1,emt,FN1,0.206604,0.334261,0.022278,0.038281,0.349741,6
MP12_EMT_1,emt,SERPING1,0.285224,0.461944,0.030787,0.037004,0.2755,7
MP12_EMT_1,emt,MYL9,0.251796,0.343727,0.022909,0.036828,0.37902,8
MP12_EMT_1,emt,SPARC,0.187409,0.272796,0.018181,0.03606,0.397524,9
MP12_EMT_1,emt,CALD1,0.381961,0.497681,0.033169,0.035323,0.373177,10
MP12_EMT_1,emt,TPM1,0.621515,1.046347,0.069736,0.031634,0.246524,11
MP12_EMT_1,emt,TPM2,0.220332,0.292545,0.019497,0.031413,0.370701,12
MP12_EMT_1,emt,C1S,0.219677,0.333499,0.022227,0.031133,0.3667,13
MP12_EMT_1,emt,ACTA2,0.132169,0.183194,0.012209,0.024359,0.26133,14
MP12_EMT_1,emt,COL1A2,0.089158,0.140296,0.00935,0.024292,0.290429,15
MP12_EMT_1,emt,COL1A1,0.097651,0.148142,0.009873,0.023808,0.23708,16
MP12_EMT_1,emt,IGFBP7,0.145815,0.19916,0.013274,0.022918,0.29338,17
MP12_EMT_1,emt,NNMT,0.255886,0.3125,0.020827,0.022617,0.285808,18
MP12_EMT_1,emt,A2M,0.142571,0.170435,0.011359,0.02226,0.354696,19
MP12_EMT_1,emt,IGFBP4,0.382547,0.595573,0.039693,0.019858,0.144477,20
MP12_EMT_1,emt,BGN,0.118114,0.156613,0.010438,0.019207,0.270715,21
MP12_EMT_1,emt,COL3A1,0.072362,0.114566,0.007636,0.019065,0.254581,22
MP12_EMT_1,emt,DCN,0.075866,0.122689,0.008177,0.017012,0.268995,23
MP12_EMT_1,emt,COL6A2,0.145529,0.142939,0.009527,0.016841,0.264354,24
MP12_EMT_1,emt,LUM,0.070277,0.108006,0.007198,0.015502,0.247539,25
MP12_EMT_1,emt,TIMP3,0.108585,0.116475,0.007763,0.015367,0.282282,26
MP12_EMT_1,emt,IGFBP5,0.193216,0.301737,0.02011,0.013722,0.159633,27
MP12_EMT_1,emt,COL6A1,0.126743,0.113193,0.007544,0.013575,0.243949,28
MP12_EMT_1,emt,FBLN1,0.163524,0.153033,0.010199,0.013121,0.247463,29
MP12_EMT_1,emt,POSTN,0.05269,0.071061,0.004736,0.01285,0.243343,30
MP12_EMT_1,emt,SPARCL1,0.090453,0.11213,0.007473,0.012834,0.221269,31
MP12_EMT_1,emt,CAV1,0.098592,0.106189,0.007077,0.011563,0.251997,32
MP12_EMT_1,emt,ID3,0.198247,0.221316,0.01475,0.011519,0.092563,33
MP12_EMT_1,emt,RARRES2,0.099696,0.108881,0.007257,0.01049,0.163341,34
MP12_EMT_1,emt,COL4A2,0.100868,0.094013,0.006266,0.01007,0.255664,35
MP12_EMT_1,emt,C1R,0.116614,0.097185,0.006477,0.010007,0.239772,36
MP12_EMT_1,emt,FSTL1,0.109934,0.098715,0.006579,0.009091,0.219426,37
MP12_EMT_1,emt,PRSS23,0.161329,0.160697,0.01071,0.008274,0.084782,38
MP12_EMT_1,emt,CXCL12,0.046133,0.053735,0.003581,0.008026,0.197497,39
MP12_EMT_1,emt,TGFBI,0.078797,0.0789,0.005258,0.007917,0.223821,40
MP12_EMT_1,emt,CTSK,0.044783,0.05226,0.003483,0.007346,0.163226,41
MP12_EMT_1,emt,MMP2,0.049146,0.046812,0.00312,0.007332,0.206681,42
MP12_EMT_1,emt,COL4A1,0.055035,0.054847,0.003655,0.006764,0.198847,43
MP12_EMT_1,emt,COL6A3,0.057285,0.053351,0.003556,0.006661,0.131333,44
MP12_EMT_1,emt,CCDC80,0.034682,0.039789,0.002652,0.005833,0.169249,45
MP12_EMT_1,emt,SNAI2,0.028029,0.021504,0.001433,0.00308,0.159003,46
MP12_EMT_1,emt,TCF4,0.036277,0.033738,0.002249,0.003076,0.093122,47
MP12_EMT_1,emt,TSC22D3,0.220714,0.213251,0.014213,-0.003827,-0.153281,48
MP13_EMT_2,emt,LGALS1,0.552874,1.147175,0.082951,0.090462,0.570984,1
MP13_EMT_2,emt,MMP7,0.24209,0.494479,0.035755,0.064215,0.483954,2
MP13_EMT_2,emt,VIM,0.579949,1.261276,0.091201,0.060378,0.482273,3
MP13_EMT_2,emt,KRT7,0.593323,1.098423,0.079426,0.057892,0.357967,4
MP13_EMT_2,emt,KRT17,0.286955,0.568785,0.041128,0.056838,0.466426,5
MP13_EMT_2,emt,FN1,0.206604,0.334261,0.02417,0.050889,0.412133,6
MP13_EMT_2,emt,TPM1,0.621515,1.046347,0.07566,0.045224,0.338924,7
MP13_EMT_2,emt,TNFRSF12A,0.359072,0.438669,0.03172,0.040048,0.361946,8
MP13_EMT_2,emt,MT2A,0.661691,1.272208,0.091992,0.0389,0.281547,9
MP13_EMT_2,emt,IL32,0.232206,0.351582,0.025422,0.036321,0.40423,10
MP13_EMT_2,emt,FLNA,0.282756,0.297701,0.021526,0.031742,0.398235,11
MP13_EMT_2,emt,CAVIN3,0.185882,0.208146,0.015051,0.031366,0.438622,12
MP13_EMT_2,emt,LAMB3,0.13356,0.14739,0.010658,0.030592,0.362563,13
MP13_EMT_2,emt,RBP1,0.419996,0.618438,0.044719,0.028011,0.273016,14
MP13_EMT_2,emt,CST6,0.10489,0.125448,0.009071,0.026703,0.356459,15
MP13_EMT_2,emt,ANXA3,0.24363,0.243384,0.017599,0.023611,0.297406,16
MP13_EMT_2,emt,CDKN1A,0.412948,0.604551,0.043714,0.021672,0.158428,17
MP13_EMT_2,emt,RHOD,0.294576,0.271763,0.019651,0.019336,0.22665,18
MP13_EMT_2,emt,PLAUR,0.137186,0.128215,0.009271,0.018433,0.29005,19
MP13_EMT_2,emt,ITGB1,0.431462,0.494684,0.03577,0.017981,0.19134,20
MP13_EMT_2,emt,TNC,0.129974,0.118413,0.008562,0.017268,0.311903,21
MP13_EMT_2,emt,S100A2,0.113588,0.133022,0.009619,0.016866,0.299682,22
MP13_EMT_2,emt,LAMC2,0.089921,0.073963,0.005348,0.015205,0.307376,23
MP13_EMT_2,emt,SERPINE2,0.122095,0.116505,0.008424,0.012946,0.267774,24
MP13_EMT_2,emt,TGM2,0.084114,0.075601,0.005467,0.012726,0.228693,25
MP13_EMT_2,emt,PMEPA1,0.176939,0.136606,0.009878,0.012407,0.185326,26
MP13_EMT_2,emt,TGFBI,0.078797,0.0789,0.005705,0.012223,0.284503,27
MP13_EMT_2,emt,CAV1,0.098592,0.106189,0.007678,0.011278,0.26859,28
MP13_EMT_2,emt,ITGA6,0.185064,0.156991,0.011352,0.010978,0.212708,29
MP13_EMT_2,emt,IGFBP7,0.145815,0.19916,0.014401,0.010691,0.236216,30
MP13_EMT_2,emt,EMP3,0.12054,0.125765,0.009094,0.009851,0.177858,31
MP13_EMT_2,emt,ITGB6,0.130588,0.10511,0.0076,0.009625,0.166719,32
MP13_EMT_2,emt,THBS1,0.169591,0.167006,0.012076,0.009128,0.154528,33
MP13_EMT_2,emt,PDLIM7,0.124276,0.094783,0.006854,0.008643,0.213107,34
MP13_EMT_2,emt,LAMA3,0.047196,0.032333,0.002338,0.004915,0.128346,35
MP13_EMT_2,emt,CDA,0.021131,0.019178,0.001387,0.004659,0.158527,36
MP13_EMT_2,emt,ITGA3,0.074653,0.049653,0.00359,0.004238,0.09589,37
MP13_EMT_2,emt,COL17A1,0.027852,0.026854,0.001942,0.004188,0.168498,38
MP13_EMT_2,emt,PRSS23,0.161329,0.160697,0.01162,0.003936,0.06823,39
MP13_EMT_2,emt,ITGAV,0.15739,0.115599,0.008359,0.003691,0.07195,40
MP13_EMT_2,emt,PLAU,0.038635,0.03174,0.002295,0.002858,0.145571,41
MP13_EMT_2,emt,DCBLD2,0.098837,0.064847,0.004689,0.002789,0.076972,42
MP13_EMT_2,emt,INHBA,0.029828,0.023834,0.001723,0.002735,0.13375,43
MP13_EMT_2,emt,F3,0.04905,0.036251,0.002621,0.002702,0.075341,44
MP13_EMT_2,emt,IGFBP6,0.026379,0.026754,0.001935,0.001782,0.110337,45
MP13_EMT_2,emt,PDPN,0.014137,0.012329,0.000892,0.001295,0.112643,46
MP13_EMT_2,emt,SERPINE1,0.013987,0.010963,0.000793,0.000971,0.070195,47
MP13_EMT_2,emt,FSTL3,0.032432,0.02065,0.001493,0.000787,0.032291,48
MP13_EMT_2,emt,C15orf48,0.170872,0.217388,0.015719,-0.000417,-0.046997,49
MP13_EMT_2,emt,PTHLH,0.107917,0.139559,0.010091,-0.00158,-0.049381,50
MP14_EMT_3,emt,S100A6,0.77731,2.120982,0.048962,0.057399,0.640542,1
MP14_EMT_3,emt,S100A10,0.757324,1.751635,0.040435,0.04916,0.641567,2
MP14_EMT_3,emt,S100A11,0.903153,2.547027,0.058797,0.045214,0.652876,3
MP14_EMT_3,emt,IFI27,0.415893,1.075255,0.024822,0.043443,0.534813,4
MP14_EMT_3,emt,ANXA2,0.728941,1.459962,0.033702,0.038833,0.504293,5
MP14_EMT_3,emt,ANXA1,0.368751,0.67369,0.015552,0.038002,0.546832,6
MP14_EMT_3,emt,LGALS1,0.552874,1.147175,0.026482,0.036956,0.479396,7
MP14_EMT_3,emt,KRT7,0.593323,1.098423,0.025356,0.033153,0.516094,8
MP14_EMT_3,emt,S100A16,0.472142,0.772696,0.017837,0.033115,0.448928,9
MP14_EMT_3,emt,KRT19,0.765817,1.860968,0.042959,0.032805,0.478876,10
MP14_EMT_3,emt,TAGLN2,0.732485,1.451343,0.033503,0.032723,0.522784,11
MP14_EMT_3,emt,S100A14,0.485174,0.837784,0.01934,0.031307,0.399631,12
MP14_EMT_3,emt,MMP7,0.24209,0.494479,0.011415,0.029672,0.467069,13
MP14_EMT_3,emt,LGALS3,0.572451,0.972477,0.022449,0.027833,0.397095,14
MP14_EMT_3,emt,SH3BGRL3,0.657696,1.152803,0.026612,0.026801,0.403562,15
MP14_EMT_3,emt,HSPB1,0.613963,1.112635,0.025685,0.0258,0.330972,16
MP14_EMT_3,emt,MYL12A,0.663613,1.09962,0.025384,0.025327,0.442063,17
MP14_EMT_3,emt,ISG15,0.326203,0.503737,0.011628,0.025267,0.470281,18
MP14_EMT_3,emt,CLIC1,0.680817,1.13482,0.026197,0.023997,0.400157,19
MP14_EMT_3,emt,LMNA,0.60502,0.949374,0.021916,0.02176,0.364655,20
MP14_EMT_3,emt,TM4SF1,0.657819,1.264328,0.029186,0.020386,0.313734,21
MP14_EMT_3,emt,PHLDA2,0.321296,0.404903,0.009347,0.019746,0.388326,22
MP14_EMT_3,emt,KRT8,0.662059,1.158568,0.026745,0.019436,0.324482,23
MP14_EMT_3,emt,TNFRSF12A,0.359072,0.438669,0.010126,0.019244,0.411602,24
MP14_EMT_3,emt,CD24,0.739765,1.521049,0.035113,0.018964,0.292048,25
MP14_EMT_3,emt,PLP2,0.375377,0.441326,0.010188,0.018444,0.367366,26
MP14_EMT_3,emt,TMSB4X,0.841547,2.059284,0.047537,0.016769,0.341526,27
MP14_EMT_3,emt,IL32,0.232206,0.351582,0.008116,0.01667,0.428648,28
MP14_EMT_3,emt,MDK,0.677259,1.324748,0.030581,0.015051,0.242442,29
MP14_EMT_3,emt,VIM,0.579949,1.261276,0.029116,0.015008,0.282795,30
MP14_EMT_3,emt,CRIP2,0.473478,0.642031,0.014821,0.014117,0.27537,31
MP14_EMT_3,emt,EZR,0.418279,0.473418,0.010929,0.013517,0.288644,32
MP14_EMT_3,emt,CLDN4,0.592041,1.043649,0.024092,0.012031,0.171991,33
MP14_EMT_3,emt,STMN1,0.522596,0.890372,0.020554,0.011902,0.229745,34
MP14_EMT_3,emt,ANXA3,0.24363,0.243384,0.005618,0.011412,0.352276,35
MP14_EMT_3,emt,KRT18,0.692719,1.336158,0.030844,0.011338,0.135432,36
MP14_EMT_3,emt,FXYD3,0.523632,0.79714,0.018401,0.01099,0.241928,37
MP14_EMT_3,emt,FLNA,0.282756,0.297701,0.006872,0.010821,0.320439,38
MP14_EMT_3,emt,S100P,0.132605,0.157509,0.003636,0.008487,0.316205,39
MP14_EMT_3,emt,KLF6,0.528063,0.841265,0.01942,0.007427,0.101374,40
MP14_EMT_3,emt,TUBA1A,0.377721,0.479733,0.011074,0.007132,0.221246,41
MP14_EMT_3,emt,S100A4,0.232288,0.329096,0.007597,0.005492,0.262612,42
MP14_EMT_3,emt,RHOC,0.322809,0.298024,0.00688,0.005409,0.176613,43
MP14_EMT_3,emt,EMP1,0.213284,0.199237,0.004599,0.004988,0.173956,44
MP14_EMT_3,emt,EMP3,0.12054,0.125765,0.002903,0.002553,0.097815,45
MP14_EMT_3,emt,MYADM,0.204054,0.169126,0.003904,0.002481,0.099019,46
MP14_EMT_3,emt,CRIP1,0.125721,0.118339,0.002732,0.001453,0.106274,47
MP14_EMT_3,emt,CKB,0.161493,0.183618,0.004239,0.000217,0.043615,48
MP14_EMT_3,emt,C19orf33,0.048014,0.040228,0.000929,9.4e-05,0.025494,49
MP14_EMT_3,emt,RAB11FIP1,0.218205,0.210873,0.004868,-0.000147,0.017771,50
MP15_EMT_4,emt,CD74,0.616212,1.506172,0.084928,0.1122,0.528023,1
MP15_EMT_4,emt,IFITM1,0.557482,1.170395,0.065995,0.079541,0.417237,2
MP15_EMT_4,emt,TIMP1,0.490764,0.792671,0.044696,0.051444,0.354348,3
MP15_EMT_4,emt,LTF,0.183864,0.355312,0.020035,0.045933,0.356391,4
MP15_EMT_4,emt,FTH1,0.983354,3.834111,0.216194,0.044035,0.278244,5
MP15_EMT_4,emt,PNRC1,0.508296,0.664268,0.037456,0.040733,0.304332,6
MP15_EMT_4,emt,C1S,0.219677,0.333499,0.018805,0.039978,0.378907,7
MP15_EMT_4,emt,EGR1,0.415211,0.625469,0.035268,0.038383,0.28242,8
MP15_EMT_4,emt,SFRP1,0.251114,0.318667,0.017969,0.035166,0.314184,9
MP15_EMT_4,emt,KRT15,0.210666,0.324436,0.018294,0.030687,0.256765,10
MP15_EMT_4,emt,SOX4,0.494281,0.70777,0.039909,0.028423,0.185516,11
MP15_EMT_4,emt,CXCL14,0.092334,0.155455,0.008766,0.026351,0.309588,12
MP15_EMT_4,emt,TSC22D1,0.468706,0.584135,0.032938,0.026308,0.21635,13
MP15_EMT_4,emt,SOCS3,0.306095,0.383715,0.021637,0.025929,0.257176,14
MP15_EMT_4,emt,ASS1,0.322277,0.387578,0.021854,0.025701,0.254436,15
MP15_EMT_4,emt,GLUL,0.519447,0.665167,0.037507,0.025299,0.221266,16
MP15_EMT_4,emt,SPARC,0.187409,0.272796,0.015382,0.024533,0.292929,17
MP15_EMT_4,emt,NFIB,0.281175,0.26547,0.014969,0.021826,0.261893,18
MP15_EMT_4,emt,SDCBP,0.371491,0.396068,0.022333,0.019747,0.232911,19
MP15_EMT_4,emt,SELENOP,0.378553,0.537925,0.030332,0.019245,0.164555,20
MP15_EMT_4,emt,CCL2,0.076357,0.111679,0.006297,0.019159,0.26698,21
MP15_EMT_4,emt,NINJ1,0.4077,0.459294,0.025898,0.018808,0.177673,22
MP15_EMT_4,emt,NCOA7,0.237973,0.226292,0.01276,0.018669,0.248109,23
MP15_EMT_4,emt,SERPINH1,0.298706,0.303616,0.01712,0.01598,0.212662,24
MP15_EMT_4,emt,BCAM,0.341295,0.407691,0.022988,0.014547,0.125233,25
