# dim_geneset_signed_significance | collection gavish (pan-cancer malignant metaprograms (Gavish)) | DRVI run drvi_tum_64 | 05_4 - 05_8 signature interpretation
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
,MP2_CELL_CYCLE_G1_S,MP3_CELL_CYCLE_HMG_RICH,MP4_CHROMATIN,MP5_STRESS,MP6_HYPOXIA,MP7_STRESS_IN_VITRO,MP8_PROTEASOMAL_DEGRADATION,MP9_UNFOLDED_PROTEIN_RESPONSE,MP10_PROTEIN_MATURATION,MP11_TRANSLATION_INITIATION,MP12_EMT_1,MP13_EMT_2,MP14_EMT_3,MP15_EMT_4,MP16_MES_GLIOMA,MP17_INTERFERON_MHC_II_1,MP18_INTERFERON_MHC_II_2,MP19_EPITHELIAL_SENESCENCE,MP20_MYC,MP21_RESPIRATION,MP38_GLUTATHIONE,MP39_METAL_RESPONSE,MP22_SECRETED_1,MP23_SECRETED_2,MP24_CILIA,MP25_ASTROCYTES,MP26_NPC_GLIOMA,MP27_OLIGO_PROGENITOR,MP28_OLIGO_NORMAL,MP29_NPC_OPC,MP30_PDAC_CLASSICAL,MP31_ALVEOLAR,MP40_PDAC_RELATED,MP32_SKIN_PIGMENTATION,MP33_RBCS,MP34_PLATELET_ACTIVATION,MP35_HEMATO_RELATED_1,MP36_IG,MP37_HEMATO_RELATED_2,MP41_UNASSIGNED
DR 58,-0.0277,0.1221,0.0,0.7913,0.208,-0.3605,-0.0,0.0,0.0647,1.4384,0.1185,0.2592,1.8622,0.0378,0.1255,-0.3306,-0.9869,-0.8502,1.1013,0.4417,0.0,-0.8502,0.1076,0.3492,0.0839,1.4617,0.3306,-0.5616,2.0112,-0.0353,-2.2831,0.7385,-0.0378,0.036,0.0313,0.8103,0.2611,0.0,-0.0,0.0025
DR 62,-0.0277,0.1221,0.0,-0.3306,0.4099,-0.1255,-0.0,0.0989,0.2889,-0.7651,1.2797,0.4417,3.662,0.5824,0.685,1.1013,2.1998,0.3306,-1.1013,1.1013,0.3605,-1.185,0.0035,-0.1855,0.0839,1.4617,-3.4714,-0.0,-0.4913,-0.902,-1.7071,-0.3969,-0.0,0.2408,0.0,-0.0,-0.2611,0.0,-0.0,-0.0025
DR 63,0.5177,0.4215,0.0,0.7913,2.3737,0.3605,0.0,-0.0989,-0.0647,-0.7651,-0.4417,0.1076,-0.4099,0.3547,-0.0,-1.4509,-3.9927,-0.3306,-0.4417,-1.1013,-0.3605,2.0699,-0.0,-0.0,0.0839,-2.4919,-0.0839,-0.1955,0.8884,0.0353,-0.2289,-0.0103,0.173,0.556,0.208,-0.0206,0.0839,-0.0,0.0,0.0
DR 34,0.0,-0.4215,0.0,0.7913,-0.4099,0.3605,0.1955,0.0989,0.0647,-1.4384,-0.0277,0.7131,0.208,0.5824,-0.0,23.9712,2.1998,0.561,-2.0265,-2.0265,-0.0989,-0.3306,0.5159,1.1503,0.0,0.0839,-0.685,0.0,-0.208,0.0353,0.0647,0.0103,0.8962,0.2408,0.0,0.1855,0.5177,-0.0,-0.1076,0.0
DR 14,-1.1244,-3.085,0.0989,0.3306,0.685,0.1255,-1.1013,0.0,0.0647,-1.4384,0.0277,-0.2592,-3.662,-0.0378,-0.1255,-0.5309,-1.7315,-0.152,-0.4417,-2.0265,0.0,-0.3306,-0.0,-0.0,-0.685,-1.4617,-1.7937,-0.5616,-0.8884,0.902,0.0,-0.0103,-0.3547,-0.2408,-0.0,-0.4417,-0.0,-0.0,-0.6148,0.6494
DR 59,-0.1261,0.1221,0.0,-0.0,0.0653,-0.1255,-1.1013,0.0989,0.0647,1.4384,0.1185,-0.7131,-2.3737,0.3547,-0.3605,-6.3637,-5.485,0.8502,0.4417,0.4417,0.3605,0.3306,-0.1076,-0.3492,-0.0,-3.1301,0.3306,-0.5616,1.3914,0.0353,0.81,-0.3969,-0.0378,0.556,0.0313,-0.8103,-0.5177,0.0,0.1076,0.0025
DR 27,0.0,0.0,0.0,-1.4509,-0.4099,0.3605,0.1955,0.0989,6.6186,-2.3361,0.685,-0.4417,1.0218,1.6786,-1.1013,0.5309,6.3219,2.6207,-2.0265,-1.1013,1.2869,0.8502,-1.6359,2.9916,0.0839,2.4919,-0.3306,1.1013,3.593,-0.0353,0.81,3.1301,0.173,4.9236,-0.0313,0.1855,0.5177,-0.0,-0.3306,0.0025
DR 30,-0.0,0.4215,-0.0989,-0.0,1.3941,0.3605,1.1013,-1.3353,-2.3381,0.0206,5.0685,8.3881,3.662,-0.5824,4.7088,-0.5309,1.7315,-1.185,0.0647,0.0647,0.0989,2.0699,0.5159,-4.2319,1.1725,1.0865,3.4714,-0.0,-1.3914,-0.902,-1.7071,-1.1753,1.6786,-0.556,-0.8884,1.8555,-0.0839,0.0,-0.3306,-0.0025
DR 1,-0.1261,-1.4384,0.0,-0.0,-0.208,-2.1998,-1.1013,-0.5616,-0.0,-0.7651,35.6946,1.3914,-1.8622,4.8261,-0.1255,-0.0,1.3254,-1.185,-1.1013,-2.0265,0.0989,0.3306,-0.0,-0.1855,-0.0,0.72,-0.685,0.1955,-0.4913,0.0353,-0.4683,0.3969,-0.0378,0.036,-0.0313,-0.4417,0.2611,0.0,-0.3306,0.0
DR 41,-0.0,-0.4215,0.0989,4.8242,-1.8622,4.7088,-0.1955,0.5616,0.6055,-0.0206,-1.2797,0.7131,2.3737,-0.8962,0.1255,-1.1013,-2.7502,1.6078,-0.4417,-2.0265,-0.7651,-4.6604,0.5159,0.3492,-0.685,-2.4919,-0.0839,0.0,-0.4913,0.0353,0.0647,-0.3969,1.2532,1.4911,-0.0313,0.4417,0.5177,0.1855,0.1076,0.0025
DR 57,-0.1261,-0.4215,0.0,-4.8242,-0.0,-1.6078,-1.1013,-0.0989,0.6055,0.7651,-0.2621,0.2592,1.8622,0.0378,0.1255,1.1013,1.3254,0.3306,-1.1013,0.0647,0.7651,-2.6207,-0.0035,-0.0,-0.685,1.4617,-1.1725,0.1955,0.8884,-0.0353,0.81,0.1524,-0.0,0.556,-0.0313,0.1855,-0.0,0.0,-0.1076,-0.0025
DR 20,-0.0,-0.1221,0.0,-0.3306,1.0218,-2.1998,-0.5616,0.0989,-0.2889,0.2961,0.0277,-1.3914,-8.0526,1.2532,-1.1013,-2.3434,0.9869,-3.233,-1.1013,2.0265,0.3605,3.233,-1.185,-0.1855,0.0839,-0.2289,0.685,-0.5616,0.4913,0.0353,-0.0647,-1.1753,-2.1696,-0.556,0.208,-1.274,-0.5177,-0.0,0.3306,0.0025
DR 18,-14.8236,-5.4735,0.0989,0.5309,0.685,-0.1255,-3.823,0.0,0.0647,0.7651,-0.0,-0.1076,-0.685,0.3547,-0.0,-0.0,-0.0057,-0.0,-0.4417,-0.4417,-0.0,0.561,-0.0,-0.0,-0.0839,-0.0839,-0.685,-0.1955,0.4913,0.3605,-0.0,-0.0,-0.0,0.036,0.0313,-0.4417,0.0839,-0.0,0.3306,0.2337
DR 15,0.0277,0.1221,0.0989,-0.0,-0.4099,-0.3605,0.1955,0.0989,3.1919,0.2961,-0.2621,-11.5668,-16.8532,1.2532,-3.7533,3.4714,0.9869,-11.4891,0.4417,-0.4417,-0.0,-1.6078,-1.185,-0.8346,-1.1725,0.4417,-0.3306,-0.0,-0.4913,0.3605,-0.0647,0.1524,-5.6519,-0.9869,0.0313,-0.8103,-0.2611,-0.0,0.1076,0.0025
DR 44,-0.0,0.1221,0.0,0.1622,0.0653,1.1013,-1.1013,-0.5616,-1.0865,-0.7651,-1.6612,-0.4417,1.0218,-0.8962,-0.1255,-0.0,-5.485,0.8502,-0.4417,1.1013,-1.2869,-1.185,-0.0,0.1855,-0.685,-5.4407,-2.5415,-1.1013,1.3914,0.0353,0.81,-0.1524,-0.0,-0.9869,0.208,-0.1855,-0.0,-0.0,0.6148,0.0
DR 8,6.9981,2.1696,0.0989,-0.5309,-0.208,-0.0,2.7049,0.0989,-0.2889,0.0206,0.0277,-0.0142,-1.8622,-0.0378,-0.0,-0.3306,-0.2313,-1.185,0.0647,0.0647,-0.3605,0.152,0.0,-0.5616,0.3306,-0.0839,0.685,0.1955,-1.3914,0.0,-1.2016,0.0,-0.0378,-1.4911,0.0,0.4417,-0.0839,0.0,-0.6148,0.0
DR 54,-0.0,0.1221,0.0,1.1013,-0.685,1.1013,-0.1955,0.0,-0.2889,0.2961,0.685,-1.0347,-2.9916,0.5824,-1.6078,-4.8242,-2.1998,-2.6207,0.4417,1.1013,-0.3605,-0.561,-0.0,-0.5616,0.685,0.72,0.685,-0.5616,0.4913,0.0353,-0.2289,-0.3969,-0.3547,0.9869,-0.0,-0.4417,-0.5177,0.0,-0.1076,0.0
DR 52,0.1261,0.1221,-0.0989,-8.1223,0.685,-0.3605,0.5616,0.0,1.0865,0.7651,0.2621,0.0142,2.3737,-0.5824,-0.1255,-10.039,1.7315,0.3306,0.0647,2.0265,0.3605,0.561,-2.1558,-0.3492,0.3306,1.9653,0.685,-0.0,0.208,-0.3605,0.2289,0.1524,-0.0378,0.556,0.0313,0.0206,-0.0,-0.1855,0.0,0.0
DR 39,0.3006,0.8593,0.0,-0.1622,-0.0653,-0.0,-0.0,0.0,-0.2889,0.2961,0.2621,-0.7131,-1.8622,-0.5824,-0.1255,-0.7913,0.2313,-15.2785,0.0647,0.0,-0.7651,0.8502,-0.1076,-4.2319,0.3306,1.0865,0.3306,0.1955,0.4913,0.3605,-1.7071,-3.1301,-1.6786,-0.2408,-0.4913,-0.0206,-0.0839,-0.0,0.1076,0.0
DR 23,-0.0,0.0,0.0,1.1013,1.8622,0.685,0.1955,0.0989,-5.3283,1.4384,-3.1301,-2.3033,0.685,-2.1696,0.1255,-13.3006,-3.9927,-1.185,1.1013,2.0265,-1.2869,0.561,0.8239,-5.7319,-0.3306,-1.0865,0.0839,0.5616,-0.4913,0.0353,-0.2289,-0.3969,-2.1696,-0.036,-0.0313,1.274,-0.2611,-0.0353,0.6148,0.0
DR 4,0.3006,0.8593,-2.5215,-2.3434,0.208,1.6078,1.1013,-0.5616,-2.3381,1.4384,-0.1185,-0.0,0.685,-0.173,-0.3605,0.5309,0.4215,-0.0,1.1013,2.0265,-0.3605,-0.152,0.0,-0.0,0.0839,0.2289,1.1725,0.5616,0.4913,-0.902,-0.0,0.0103,-0.3547,-0.0,-0.0,0.8103,-0.5177,0.0,0.3306,-3.0679
DR 19,0.0,0.0,0.0,0.3306,-0.685,0.685,0.1955,2.5215,3.1919,-0.2961,0.4417,0.1076,1.0218,1.2532,0.3605,25.5475,4.7266,2.6207,-0.4417,-2.0265,-0.0,-0.3306,0.0035,7.4397,0.0839,0.4417,-0.3306,-0.0,-1.3914,0.0353,1.7071,1.713,0.5824,1.4911,-0.208,-0.4417,1.2882,0.1855,-0.0,0.0
DR 33,-0.5177,-0.4215,0.0,0.3306,1.3941,-0.685,-2.7049,-0.5616,1.0865,-1.4384,3.1301,0.4417,0.208,0.8962,0.3605,2.8905,3.3538,1.6078,-2.0265,-0.4417,0.7651,1.185,0.2889,4.972,-0.0,0.72,-1.1725,-0.1955,0.8884,0.0,0.81,1.713,0.5824,0.036,-0.208,0.1855,0.5177,-0.0,-0.3306,0.0
DR 46,-0.0,-0.4215,0.0,-0.0,-0.0,-0.1255,-0.5616,-0.0989,-0.0647,0.2961,0.1185,0.4417,-1.3941,-0.0,-0.0,0.0,-0.0057,-0.152,-0.4417,-2.0265,-0.0989,-0.0353,0.0,-0.0,0.3306,-0.0,-0.685,0.1955,-1.3914,0.0353,-0.2289,-0.0,0.0,0.2408,2.7351,-0.8103,-0.0,-0.0,0.6148,0.0025
DR 3,-0.1261,-2.1696,0.5616,0.3306,-0.685,-0.3605,-1.796,-0.5616,0.0647,-1.4384,0.0,-0.0142,-4.3982,-0.0,-0.0,-0.5309,-0.0057,-1.185,-1.1013,-2.0265,-0.7651,-0.152,0.2889,-0.0,0.0,-0.2289,-1.1725,-0.1955,-0.8884,0.0353,-0.4683,-0.0103,-0.3547,-0.2408,-0.0313,-0.4417,-0.0839,-0.0,-0.0,2.0265
DR 21,-0.0,0.8593,0.0,-2.3434,1.0218,-0.3605,0.1955,-0.5616,0.2889,0.7651,-0.1185,-2.3033,-1.3941,-1.2532,0.0,-23.9712,-2.7502,-0.561,0.0,0.0647,0.3605,0.561,-2.1558,-1.1503,0.0839,0.2289,0.3306,0.5616,0.8884,0.0,-0.0647,-0.1524,-1.2532,-0.556,0.0,-0.1855,-0.5177,0.0,0.1076,0.0
DR 51,-0.0,-0.0,-0.0989,-0.5309,0.208,-0.685,1.796,0.5616,0.6055,-0.7651,-0.2621,-0.4417,-1.0218,-0.8962,-1.1013,-0.0,-0.6804,0.8502,1.1013,1.1013,0.7651,-0.8502,-0.5159,0.0647,-0.685,-1.4617,0.3306,0.1955,-1.3914,-0.0353,0.81,0.7385,-0.0,-3.8444,0.0313,-0.4417,-0.5177,0.0,-1.0218,-0.0025
DR 45,-0.0,-0.1221,0.0,15.6913,3.662,2.1998,0.5616,1.3353,0.2889,-0.7651,-0.0,-0.0,1.0218,-0.173,-0.1255,-0.1622,-0.6804,-0.0,0.0647,-1.1013,0.0989,2.0699,0.8239,-0.0,-0.3306,-0.72,0.3306,0.1955,0.8884,0.0353,-0.4683,-0.3969,-0.0,-0.556,0.0313,0.0206,-0.0,0.0353,-0.1076,0.0025
DR 64,0.0277,-0.4215,-0.0989,0.0481,1.0218,4.7088,-0.1955,0.0,0.0,-0.7651,-0.4417,-0.4417,-1.3941,-0.173,0.3605,0.5309,-2.1998,-0.3306,-0.4417,-0.4417,0.3605,0.8502,-0.0,-0.3492,-0.0,-1.9653,-0.3306,-0.1955,1.3914,0.0353,-0.81,0.0,-0.0,0.556,-0.208,-0.0206,-0.0839,-0.0,-0.0,-0.0025
DR 40,-0.0,0.1221,0.0989,-0.5309,-0.685,-0.0,0.1955,-0.0989,0.0647,1.4384,-0.2621,-2.8714,-9.0961,-0.3547,-1.1013,3.4714,0.9869,-11.4891,1.1013,2.0265,-0.3605,-3.233,-1.185,-0.1855,-0.685,-1.0865,-0.0839,-0.5616,-0.208,0.0,-0.81,-0.3969,-7.4872,-1.4911,-0.0,-0.4417,0.0839,-0.0,-0.0,0.0025
DR 60,-0.0277,-0.4215,0.0,-2.8905,-0.0653,0.3605,0.5616,0.0989,0.0647,-0.7651,1.2797,0.2592,1.0218,-0.3547,-0.1255,1.1013,0.6804,-0.8502,-0.4417,0.4417,0.0989,0.561,-0.2889,-1.1503,0.0839,-1.4617,0.3306,1.1013,0.8884,0.0353,1.2016,-0.1524,-0.0,0.036,-0.208,0.0206,-0.2611,-0.0,-0.1076,0.0
DR 13,1.1244,1.4384,-0.0989,-2.3434,0.208,0.685,3.823,0.0,-0.2889,0.7651,-0.0277,-0.1076,0.4099,-0.8962,-0.3605,0.7913,0.9869,0.152,1.1013,-1.1013,0.3605,-0.3306,0.2889,-0.5616,-0.0839,-0.0,0.685,0.1955,-0.8884,-0.3605,-0.2289,-0.7385,-0.3547,-0.2408,0.208,0.8103,-0.0839,0.0,0.3306,-0.2337
DR 24,20.5367,7.0129,0.0989,-0.0,-0.208,-0.1255,-0.0,0.0,-0.0,-1.4384,-0.1185,-0.1076,-0.4099,-0.0378,-0.3605,-0.5309,-0.2313,-1.185,-0.4417,0.4417,-0.7651,-0.0,-0.0,-0.1855,0.0839,-0.0,-0.0,-0.1955,-0.208,-0.0353,-1.2016,-0.1524,-0.0378,-0.9869,-0.0313,-0.4417,-0.0839,0.0,-0.3306,0.0
DR 43,0.0,0.0,-0.0989,-0.7913,-1.0218,-0.3605,-1.1013,0.5616,2.3381,-0.7651,-0.685,-4.1339,-9.0961,0.3547,-5.7319,-0.0,1.3254,0.3306,-0.0647,-0.0647,0.3605,-2.0699,-0.8239,4.972,-0.685,0.2289,-1.1725,-0.0,2.0112,0.0353,8.9317,2.3565,-1.2532,0.036,0.0313,-0.8103,0.865,-0.0,0.1076,-0.0025
DR 56,0.801,0.4215,0.0989,-0.0,-0.685,-0.3605,0.0,-0.0989,0.0,0.7651,-0.0277,0.0142,1.3941,-0.0,-0.3605,0.5309,2.7502,0.561,-1.1013,-2.0265,-0.3605,0.561,-0.0,1.1503,-0.3306,3.823,-0.685,0.5616,-3.593,0.0353,1.2016,0.7385,0.0378,-0.556,0.208,-0.1855,0.0839,0.0,0.3306,0.0025
DR 42,-0.0,-0.1221,0.0989,19.6208,-0.208,-1.6078,-0.0,0.0,-0.0647,-0.2961,-0.0,0.4417,-1.8622,0.8962,1.6078,-0.3306,-0.4215,0.152,-1.1013,-1.1013,-0.0989,0.0353,12.7278,0.1855,0.0,-0.4417,-0.3306,-0.1955,-1.3914,0.3605,-0.2289,-0.7385,0.5824,-0.2408,0.0313,-0.0206,0.2611,-0.0,0.1076,0.0025
DR 10,0.5177,1.4384,0.0989,0.3306,-0.4099,0.3605,-0.0,0.0989,-3.1919,1.4384,-8.3508,-4.1339,3.662,-2.1696,-2.1998,-0.3306,-3.9927,0.561,0.0647,-0.4417,-0.7651,-6.3151,1.185,0.1855,-0.685,-3.823,-0.685,-0.1955,-0.4913,-0.3605,0.81,-0.1524,-0.173,0.2408,0.0,0.1855,-0.0839,-0.0,-0.0,0.0025
DR 50,-0.0,0.4215,0.0,-1.1013,-0.4099,0.3605,-0.1955,0.0,0.2889,1.4384,0.1185,0.0142,-2.3737,-0.5824,0.1255,-1.8792,-1.7315,-4.6604,0.0647,2.0265,-0.3605,0.0353,-0.0,-6.5609,0.3306,0.72,0.3306,-0.0,0.4913,0.3605,-1.7071,-1.1753,-0.173,0.556,-0.0,-0.0206,-0.5177,0.0,-0.1076,0.0
DR 48,0.1261,0.4215,0.0,-1.1013,0.208,0.685,1.1013,0.0989,0.6055,0.2961,-0.0,1.3914,-1.0218,-0.0,0.685,-0.0481,0.2313,0.561,1.1013,1.1013,0.0,-0.3306,-0.5159,-0.0,-0.0839,0.4417,0.0839,0.0,-0.0,-0.0353,-0.0,0.0103,-0.0,0.036,0.0313,0.1855,-0.0,-0.0,-0.0,0.0
DR 5,-34.2993,-8.9174,0.0989,2.8905,1.0218,2.1998,-1.796,0.5616,0.2889,0.2961,-0.0,0.1076,3.662,0.5824,0.685,0.7913,0.6804,0.8502,-1.1013,0.0647,-0.0,0.561,1.185,-0.0,0.3306,-0.0,-0.3306,0.1955,0.4913,0.0353,0.2289,-0.0,0.0378,1.4911,0.0,0.1855,0.2611,0.1855,0.1076,0.6494
DR 29,-0.0,-0.0,0.0,0.5309,-1.0218,-0.3605,0.5616,-0.0989,-4.1524,0.7651,-1.2797,-0.0142,-1.3941,-0.8962,-0.685,-2.3434,-9.104,-2.6207,1.1013,1.1013,-1.9767,-0.3306,0.0035,-5.7319,-0.0839,-3.1301,0.0839,-0.1955,-2.7351,0.0353,-1.2016,-2.3565,-0.173,-1.4911,-0.4913,-0.4417,-0.0839,-0.0,-0.3306,0.0
DR 36,1.5185,1.4384,0.0,0.0481,-0.4099,0.685,7.0012,0.0989,3.1919,-0.7651,0.0277,0.7131,3.662,0.0378,0.685,1.1013,2.1998,0.152,1.1013,-1.1013,0.3605,0.3306,-0.1076,0.3492,0.685,1.0865,1.1725,1.796,1.3914,0.0,-0.0647,0.0103,-0.0,0.9869,0.208,0.8103,-0.2611,0.0,0.6148,0.0
DR 22,-0.0,-0.0,0.0,-4.8242,0.4099,-1.6078,-0.5616,-0.5616,-0.0647,0.2961,0.2621,-4.8913,-8.0526,0.5824,-8.1572,4.0915,3.3538,-12.7006,-0.4417,1.1013,1.2869,-1.6078,-6.873,-1.1503,-0.0,1.9653,0.0839,0.1955,0.208,-0.0353,-0.0647,-0.0103,-10.6718,0.2408,0.0313,-1.8555,0.2611,0.0,-0.1076,0.0
DR 9,-0.3006,-0.8593,0.0,38.8657,1.3941,2.927,-0.5616,0.0989,0.0647,-1.4384,-0.2621,-0.4417,-1.3941,1.6786,0.1255,-0.0481,0.0974,0.561,-2.0265,-3.3732,0.0,1.6078,9.0011,0.1855,0.0839,0.0839,-0.685,-0.0,-0.208,0.902,-0.0,-0.0,0.0378,-0.036,0.0313,-0.4417,0.0839,0.1855,0.1076,0.6494
DR 16,0.0,-0.4215,0.0,1.4509,30.1149,5.7319,1.1013,2.5215,0.6055,-0.2961,1.6612,5.6836,5.2215,0.5824,2.1998,-1.4509,-1.3254,2.6207,-1.1013,-0.4417,-0.3605,9.2228,3.4267,0.1855,0.0,-0.72,-0.685,-0.1955,0.4913,0.0353,-0.4683,-0.3969,4.8261,2.1583,0.208,0.1855,-0.2611,0.0353,0.1076,0.0
DR 2,0.3006,0.4215,0.0,-0.0,1.8622,0.685,0.1955,0.0989,-0.0647,0.0206,0.0277,-0.0,0.208,0.0378,0.1255,-0.0,0.4215,0.3306,0.0,1.1013,0.0989,0.152,-0.0,-0.0,-0.0,0.72,1.1725,1.1013,0.8884,0.0353,0.0647,-0.0,-0.0,-0.036,-0.4913,-0.4417,-2.4179,0.0,-0.3306,-0.0025
