# signature_gene_contribution | collection gavish (pan-cancer malignant metaprograms (Gavish)) | DRVI run drvi_tum_32 | 05_4 - 05_8 signature interpretation
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
signature,axis,gene,detection_rate,mean_expression,share_of_mean_signal,share_of_score_variance,spearman_with_score,rank_by_variance_share
MP10_PROTEIN_MATURATION,proteostasis,ATP6AP1,0.348723,0.318942,0.010358,0.013581,0.456797,32
MP10_PROTEIN_MATURATION,proteostasis,ATP6AP2,0.396524,0.410172,0.013321,0.01311,0.396336,33
MP10_PROTEIN_MATURATION,proteostasis,TM9SF2,0.342065,0.327994,0.010652,0.012507,0.422799,34
MP10_PROTEIN_MATURATION,proteostasis,CTSA,0.287688,0.241838,0.007854,0.011672,0.445792,35
MP10_PROTEIN_MATURATION,proteostasis,PIGT,0.343971,0.320357,0.010404,0.010604,0.373447,36
MP10_PROTEIN_MATURATION,proteostasis,APLP2,0.365606,0.354603,0.011516,0.010525,0.369587,37
MP10_PROTEIN_MATURATION,proteostasis,GGH,0.328498,0.363975,0.011821,0.009877,0.290602,38
MP10_PROTEIN_MATURATION,proteostasis,MAGED2,0.333057,0.337064,0.010947,0.009228,0.331788,39
MP10_PROTEIN_MATURATION,proteostasis,CTSL,0.239418,0.206402,0.006703,0.009112,0.37427,40
MP10_PROTEIN_MATURATION,proteostasis,APMAP,0.295645,0.258894,0.008408,0.009095,0.368188,41
MP10_PROTEIN_MATURATION,proteostasis,SERPINE2,0.183742,0.179418,0.005827,0.007717,0.304794,42
MP10_PROTEIN_MATURATION,proteostasis,HEXB,0.233063,0.179199,0.00582,0.006882,0.327188,43
MP10_PROTEIN_MATURATION,proteostasis,OS9,0.258897,0.218928,0.00711,0.006521,0.31762,44
MP10_PROTEIN_MATURATION,proteostasis,SIL1,0.187389,0.135816,0.004411,0.005192,0.301663,45
MP10_PROTEIN_MATURATION,proteostasis,AZGP1,0.343336,0.681203,0.022123,0.004295,0.092039,46
MP10_PROTEIN_MATURATION,proteostasis,TSPAN1,0.042247,0.033193,0.001078,0.000878,0.111439,47
MP10_PROTEIN_MATURATION,proteostasis,GDF15,0.043573,0.047002,0.001526,0.000833,0.074195,48
MP10_PROTEIN_MATURATION,proteostasis,CFI,0.014948,0.009567,0.000311,0.000632,0.133005,49
MP11_TRANSLATION_INITIATION,proteostasis,EIF3E,0.504062,0.622302,0.054022,0.054481,0.366651,1
MP11_TRANSLATION_INITIATION,proteostasis,EIF3F,0.48367,0.556696,0.048327,0.048645,0.310638,2
MP11_TRANSLATION_INITIATION,proteostasis,TKT,0.479332,0.570394,0.049516,0.048365,0.276023,3
MP11_TRANSLATION_INITIATION,proteostasis,ZFAS1,0.52589,0.693816,0.060231,0.046766,0.32119,4
MP11_TRANSLATION_INITIATION,proteostasis,RPL22L1,0.495828,0.604278,0.052458,0.045777,0.287331,5
MP11_TRANSLATION_INITIATION,proteostasis,EIF3M,0.427525,0.444337,0.038573,0.040354,0.269239,6
MP11_TRANSLATION_INITIATION,proteostasis,RSL1D1,0.416998,0.433549,0.037637,0.039705,0.31279,7
MP11_TRANSLATION_INITIATION,proteostasis,FBL,0.423049,0.509753,0.044252,0.039693,0.371221,8
MP11_TRANSLATION_INITIATION,proteostasis,APEX1,0.422441,0.424321,0.036836,0.035743,0.247085,9
MP11_TRANSLATION_INITIATION,proteostasis,AHCY,0.373729,0.36338,0.031545,0.033989,0.291102,10
MP11_TRANSLATION_INITIATION,proteostasis,EIF2A,0.369557,0.370628,0.032174,0.033396,0.227114,11
MP11_TRANSLATION_INITIATION,proteostasis,EIF3D,0.36812,0.353406,0.030679,0.032289,0.231196,12
MP11_TRANSLATION_INITIATION,proteostasis,PPP1R14B,0.340766,0.340558,0.029564,0.032207,0.181325,13
MP11_TRANSLATION_INITIATION,proteostasis,CCDC85B,0.342451,0.332893,0.028899,0.032134,0.250514,14
MP11_TRANSLATION_INITIATION,proteostasis,MYC,0.272519,0.294115,0.025532,0.031424,0.279137,15
MP11_TRANSLATION_INITIATION,proteostasis,SNHG8,0.317943,0.34883,0.030282,0.029293,0.307878,16
MP11_TRANSLATION_INITIATION,proteostasis,IMPDH2,0.308936,0.283051,0.024572,0.028717,0.31285,17
MP11_TRANSLATION_INITIATION,proteostasis,RGS10,0.323469,0.309838,0.026897,0.025707,0.198178,18
MP11_TRANSLATION_INITIATION,proteostasis,SNHG7,0.270502,0.272362,0.023644,0.024287,0.212033,19
MP11_TRANSLATION_INITIATION,proteostasis,SRM,0.265556,0.234837,0.020386,0.023761,0.175776,20
MP11_TRANSLATION_INITIATION,proteostasis,PAICS,0.268733,0.237812,0.020645,0.023378,0.259545,21
MP11_TRANSLATION_INITIATION,proteostasis,EIF2S3,0.32731,0.302507,0.026261,0.021991,0.247333,22
MP11_TRANSLATION_INITIATION,proteostasis,EIF4B,0.31029,0.279053,0.024225,0.021581,0.24125,23
MP11_TRANSLATION_INITIATION,proteostasis,NOB1,0.202724,0.156645,0.013598,0.01775,0.223268,24
MP11_TRANSLATION_INITIATION,proteostasis,EXOSC5,0.217893,0.170725,0.014821,0.017017,0.235484,25
MP11_TRANSLATION_INITIATION,proteostasis,OXA1L,0.238008,0.178421,0.015489,0.016315,0.173498,26
MP11_TRANSLATION_INITIATION,proteostasis,IGBP1,0.235549,0.189976,0.016492,0.014409,0.156765,27
MP11_TRANSLATION_INITIATION,proteostasis,CCNB1IP1,0.202034,0.159383,0.013836,0.014032,0.214138,28
MP11_TRANSLATION_INITIATION,proteostasis,LYRM4,0.175398,0.136367,0.011838,0.013606,0.212897,29
MP11_TRANSLATION_INITIATION,proteostasis,CCNG1,0.171944,0.136455,0.011846,0.009822,0.179505,30
MP11_TRANSLATION_INITIATION,proteostasis,NBEAL1,0.212119,0.160598,0.013942,0.009613,0.120528,31
MP11_TRANSLATION_INITIATION,proteostasis,NME1,0.129918,0.10104,0.008771,0.009026,0.189811,32
MP11_TRANSLATION_INITIATION,proteostasis,ZNF581,0.128481,0.084398,0.007327,0.008795,0.172518,33
MP11_TRANSLATION_INITIATION,proteostasis,LTA4H,0.133952,0.096567,0.008383,0.008503,0.16732,34
MP11_TRANSLATION_INITIATION,proteostasis,MRPL45,0.134505,0.092274,0.00801,0.008468,0.160564,35
MP11_TRANSLATION_INITIATION,proteostasis,MRPL10,0.131162,0.089536,0.007773,0.00844,0.162018,36
MP11_TRANSLATION_INITIATION,proteostasis,EPB41L4A-AS1,0.094828,0.073645,0.006393,0.008213,0.190759,37
MP11_TRANSLATION_INITIATION,proteostasis,TOP1MT,0.115827,0.078146,0.006784,0.007909,0.13766,38
MP11_TRANSLATION_INITIATION,proteostasis,ABHD14B,0.132184,0.095874,0.008323,0.007671,0.144083,39
MP11_TRANSLATION_INITIATION,proteostasis,LETMD1,0.118866,0.078335,0.0068,0.006972,0.152692,40
MP11_TRANSLATION_INITIATION,proteostasis,SLC27A5,0.128537,0.09789,0.008498,0.006413,0.121758,41
MP11_TRANSLATION_INITIATION,proteostasis,NOA1,0.093059,0.058603,0.005087,0.005873,0.153676,42
MP11_TRANSLATION_INITIATION,proteostasis,ZNF277,0.095325,0.061771,0.005362,0.005782,0.120618,43
MP11_TRANSLATION_INITIATION,proteostasis,HSD17B11,0.045756,0.030092,0.002612,0.001092,0.018406,44
MP11_TRANSLATION_INITIATION,proteostasis,SNHG19,0.013898,0.009871,0.000857,0.000594,0.055877,45
MP12_EMT_1,emt,MGP,0.829382,2.683087,0.171452,0.098792,0.486548,1
MP12_EMT_1,emt,LGALS1,0.692031,1.587448,0.10144,0.077142,0.468763,2
MP12_EMT_1,emt,SERPING1,0.338417,0.688241,0.043979,0.065002,0.411468,3
MP12_EMT_1,emt,VIM,0.648817,1.467238,0.093758,0.055303,0.32865,4
MP12_EMT_1,emt,FN1,0.29874,0.501361,0.032038,0.054024,0.421376,5
MP12_EMT_1,emt,C1S,0.332698,0.556423,0.035556,0.051692,0.441542,6
MP12_EMT_1,emt,TIMP1,0.505112,0.884906,0.056547,0.049867,0.354992,7
MP12_EMT_1,emt,TPM1,0.587782,0.962171,0.061484,0.044901,0.344401,8
MP12_EMT_1,emt,CALD1,0.483698,0.631417,0.040348,0.034368,0.317806,9
MP12_EMT_1,emt,TAGLN,0.213279,0.376549,0.024062,0.032607,0.325039,10
MP12_EMT_1,emt,SPARC,0.194463,0.27786,0.017756,0.027099,0.300345,11
MP12_EMT_1,emt,IGFBP4,0.283654,0.346393,0.022135,0.02559,0.310139,12
MP12_EMT_1,emt,MYL9,0.259477,0.320152,0.020458,0.025492,0.302654,13
MP12_EMT_1,emt,NNMT,0.261909,0.317229,0.020271,0.025478,0.349366,14
MP12_EMT_1,emt,A2M,0.153128,0.185425,0.011849,0.022116,0.339257,15
MP12_EMT_1,emt,TPM2,0.217672,0.25085,0.01603,0.020234,0.313033,16
MP12_EMT_1,emt,DCN,0.083085,0.131338,0.008393,0.017959,0.273585,17
MP12_EMT_1,emt,IGFBP7,0.143374,0.184398,0.011783,0.016779,0.245395,18
MP12_EMT_1,emt,FBLN1,0.225298,0.208849,0.013346,0.016404,0.257901,19
MP12_EMT_1,emt,COL1A2,0.093474,0.130343,0.008329,0.016189,0.222214,20
MP12_EMT_1,emt,COL1A1,0.105327,0.143873,0.009194,0.015065,0.170633,21
MP12_EMT_1,emt,LUM,0.081151,0.120222,0.007682,0.014882,0.227751,22
MP12_EMT_1,emt,C1R,0.15882,0.139157,0.008892,0.014448,0.280395,23
MP12_EMT_1,emt,COL6A2,0.175232,0.162542,0.010387,0.013375,0.176927,24
MP12_EMT_1,emt,COL3A1,0.073773,0.109598,0.007003,0.013076,0.196991,25
MP12_EMT_1,emt,TIMP3,0.119971,0.126202,0.008064,0.012151,0.220425,26
MP12_EMT_1,emt,TGFBI,0.108394,0.107149,0.006847,0.012113,0.263823,27
MP12_EMT_1,emt,COL6A1,0.153763,0.133097,0.008505,0.010824,0.155613,28
MP12_EMT_1,emt,IGFBP5,0.23519,0.404948,0.025877,0.010329,0.05917,29
MP12_EMT_1,emt,BGN,0.131466,0.156949,0.010029,0.010103,0.149581,30
MP12_EMT_1,emt,RARRES2,0.076288,0.08698,0.005558,0.009262,0.183789,31
MP12_EMT_1,emt,FSTL1,0.129808,0.116218,0.007426,0.009146,0.19442,32
MP12_EMT_1,emt,COL4A2,0.118424,0.106057,0.006777,0.009104,0.228879,33
MP12_EMT_1,emt,ACTA2,0.074271,0.090236,0.005766,0.009081,0.178181,34
MP12_EMT_1,emt,PRSS23,0.102122,0.088091,0.005629,0.007931,0.160553,35
MP12_EMT_1,emt,POSTN,0.043021,0.058423,0.003733,0.007927,0.177903,36
MP12_EMT_1,emt,CTSK,0.047884,0.054973,0.003513,0.00691,0.15089,37
MP12_EMT_1,emt,ID3,0.150171,0.152689,0.009757,0.006012,0.065097,38
MP12_EMT_1,emt,CAV1,0.088003,0.089638,0.005728,0.005998,0.14347,39
MP12_EMT_1,emt,MMP2,0.052166,0.047195,0.003016,0.005969,0.16282,40
MP12_EMT_1,emt,CXCL12,0.043103,0.046079,0.002945,0.005316,0.147005,41
MP12_EMT_1,emt,COL4A1,0.056863,0.055772,0.003564,0.005187,0.16259,42
MP12_EMT_1,emt,CCDC80,0.033571,0.04004,0.002559,0.005016,0.137886,43
MP12_EMT_1,emt,COL6A3,0.063108,0.053577,0.003424,0.004662,0.10722,44
MP12_EMT_1,emt,SPARCL1,0.051835,0.057417,0.003669,0.004384,0.096057,45
MP12_EMT_1,emt,TCF4,0.022961,0.022636,0.001446,0.001242,0.036182,46
MP12_EMT_1,emt,SNAI2,0.015031,0.012183,0.000779,0.000576,0.033298,47
MP12_EMT_1,emt,TSC22D3,0.1833,0.175553,0.011218,-0.007128,-0.179371,48
MP13_EMT_2,emt,LGALS1,0.692031,1.587448,0.100826,0.085597,0.555162,1
MP13_EMT_2,emt,MMP7,0.342949,0.741449,0.047093,0.073217,0.5714,2
MP13_EMT_2,emt,KRT7,0.631162,1.277807,0.081159,0.062799,0.461242,3
MP13_EMT_2,emt,FN1,0.29874,0.501361,0.031844,0.061192,0.500521,4
MP13_EMT_2,emt,TPM1,0.587782,0.962171,0.061112,0.049417,0.468063,5
MP13_EMT_2,emt,TNFRSF12A,0.416943,0.563601,0.035797,0.04733,0.47908,6
MP13_EMT_2,emt,KRT17,0.305537,0.624766,0.039682,0.043231,0.410989,7
MP13_EMT_2,emt,IL32,0.32054,0.508066,0.032269,0.042124,0.480315,8
MP13_EMT_2,emt,CAVIN3,0.285256,0.343801,0.021836,0.038368,0.509006,9
MP13_EMT_2,emt,LAMB3,0.180344,0.228209,0.014495,0.038005,0.421329,10
MP13_EMT_2,emt,CST6,0.180371,0.231145,0.014681,0.036585,0.463972,11
MP13_EMT_2,emt,VIM,0.648817,1.467238,0.093191,0.031754,0.296725,12
MP13_EMT_2,emt,FLNA,0.344551,0.378239,0.024024,0.031053,0.41423,13
MP13_EMT_2,emt,ANXA3,0.270004,0.287973,0.01829,0.029765,0.442763,14
MP13_EMT_2,emt,RBP1,0.491932,0.814694,0.051745,0.02875,0.31264,15
MP13_EMT_2,emt,CDKN1A,0.324657,0.37242,0.023654,0.023307,0.27335,16
MP13_EMT_2,emt,MT2A,0.657853,1.242158,0.078895,0.023081,0.176659,17
MP13_EMT_2,emt,PLAUR,0.191341,0.187701,0.011922,0.022675,0.352644,18
MP13_EMT_2,emt,RHOD,0.329907,0.323359,0.020538,0.022423,0.305557,19
MP13_EMT_2,emt,LAMC2,0.126547,0.114487,0.007272,0.018875,0.370023,20
MP13_EMT_2,emt,TGM2,0.103586,0.101505,0.006447,0.018077,0.381156,21
MP13_EMT_2,emt,TNC,0.142048,0.128628,0.00817,0.016473,0.344212,22
MP13_EMT_2,emt,TGFBI,0.108394,0.107149,0.006806,0.015327,0.355203,23
MP13_EMT_2,emt,PMEPA1,0.236047,0.199012,0.01264,0.014029,0.218238,24
MP13_EMT_2,emt,SERPINE2,0.183742,0.179418,0.011396,0.013595,0.24871,25
MP13_EMT_2,emt,S100A2,0.144562,0.168376,0.010694,0.013275,0.272089,26
MP13_EMT_2,emt,ITGB6,0.13351,0.10942,0.00695,0.011315,0.248094,27
MP13_EMT_2,emt,ITGB1,0.429487,0.499037,0.031696,0.010519,0.142781,28
MP13_EMT_2,emt,ITGA6,0.232842,0.204461,0.012986,0.009231,0.173763,29
MP13_EMT_2,emt,EMP3,0.144535,0.158152,0.010045,0.009096,0.134736,30
MP13_EMT_2,emt,CAV1,0.088003,0.089638,0.005693,0.00706,0.22095,31
MP13_EMT_2,emt,CDA,0.032935,0.032,0.002032,0.006419,0.193924,32
MP13_EMT_2,emt,LAMA3,0.04034,0.029976,0.001904,0.006128,0.22213,33
MP13_EMT_2,emt,PDLIM7,0.144562,0.107085,0.006801,0.005886,0.154518,34
MP13_EMT_2,emt,C15orf48,0.073746,0.086744,0.00551,0.005554,0.105565,35
MP13_EMT_2,emt,IGFBP7,0.143374,0.184398,0.011712,0.004631,0.174139,36
MP13_EMT_2,emt,ITGAV,0.138953,0.0994,0.006313,0.004004,0.114524,37
MP13_EMT_2,emt,ITGA3,0.047911,0.032283,0.00205,0.00374,0.141245,38
MP13_EMT_2,emt,THBS1,0.135886,0.134652,0.008552,0.003491,0.102288,39
MP13_EMT_2,emt,F3,0.035395,0.026534,0.001685,0.003006,0.124389,40
MP13_EMT_2,emt,PRSS23,0.102122,0.088091,0.005595,0.002822,0.10047,41
MP13_EMT_2,emt,INHBA,0.035754,0.02942,0.001869,0.002763,0.141344,42
MP13_EMT_2,emt,DCBLD2,0.108974,0.072933,0.004632,0.002292,0.057909,43
MP13_EMT_2,emt,PLAU,0.036279,0.030291,0.001924,0.000636,0.057753,44
MP13_EMT_2,emt,IGFBP6,0.022989,0.024383,0.001549,0.000377,0.038134,45
MP13_EMT_2,emt,SERPINE1,0.015031,0.011675,0.000742,0.000289,0.015291,46
MP13_EMT_2,emt,COL17A1,0.00362,0.002617,0.000166,0.000207,0.033642,47
MP13_EMT_2,emt,PDPN,0.009339,0.010017,0.000636,0.000191,0.0404,48
MP13_EMT_2,emt,FSTL3,0.028073,0.018797,0.001194,0.000121,-0.00145,49
MP13_EMT_2,emt,PTHLH,0.023071,0.020293,0.001289,-0.000105,0.004896,50
MP14_EMT_3,emt,S100A6,0.843999,2.588916,0.051826,0.054996,0.715314,1
MP14_EMT_3,emt,S100A10,0.828636,2.217192,0.044385,0.045971,0.718586,2
MP14_EMT_3,emt,ANXA2,0.752818,1.673102,0.033493,0.042814,0.655832,3
MP14_EMT_3,emt,ANXA1,0.465269,0.933975,0.018697,0.041186,0.653923,4
MP14_EMT_3,emt,IFI27,0.632958,1.73679,0.034768,0.040387,0.578793,5
MP14_EMT_3,emt,S100A16,0.487041,0.963661,0.019291,0.039417,0.64751,6
MP14_EMT_3,emt,S100A11,0.948828,3.081238,0.061682,0.037848,0.705313,7
MP14_EMT_3,emt,S100A14,0.495192,1.007077,0.02016,0.037761,0.603177,8
MP14_EMT_3,emt,KRT19,0.785643,1.984194,0.039721,0.033323,0.58091,9
MP14_EMT_3,emt,KRT7,0.631162,1.277807,0.02558,0.032792,0.604314,10
MP14_EMT_3,emt,MMP7,0.342949,0.741449,0.014843,0.032067,0.547582,11
MP14_EMT_3,emt,LGALS3,0.560013,1.051015,0.02104,0.031966,0.545596,12
MP14_EMT_3,emt,LGALS1,0.692031,1.587448,0.031778,0.031582,0.426434,13
MP14_EMT_3,emt,TAGLN2,0.800343,1.771363,0.03546,0.028244,0.517511,14
MP14_EMT_3,emt,ISG15,0.472038,0.792206,0.015859,0.02664,0.543493,15
MP14_EMT_3,emt,HSPB1,0.678354,1.368997,0.027405,0.02654,0.404047,16
MP14_EMT_3,emt,CLIC1,0.704382,1.248059,0.024984,0.025755,0.522307,17
MP14_EMT_3,emt,SH3BGRL3,0.725519,1.392458,0.027875,0.025142,0.422019,18
MP14_EMT_3,emt,MYL12A,0.700873,1.254726,0.025118,0.025057,0.506256,19
MP14_EMT_3,emt,PHLDA2,0.357565,0.506864,0.010147,0.023429,0.540286,20
MP14_EMT_3,emt,TM4SF1,0.636135,1.203858,0.024099,0.023204,0.437259,21
MP14_EMT_3,emt,KRT8,0.643623,1.131428,0.022649,0.022409,0.467749,22
MP14_EMT_3,emt,LMNA,0.649867,1.079308,0.021606,0.022252,0.444734,23
MP14_EMT_3,emt,TNFRSF12A,0.416943,0.563601,0.011282,0.021101,0.505764,24
MP14_EMT_3,emt,PLP2,0.418628,0.547174,0.010954,0.020179,0.454827,25
MP14_EMT_3,emt,CD24,0.747265,1.585557,0.03174,0.018454,0.33316,26
MP14_EMT_3,emt,KRT18,0.648237,1.151165,0.023045,0.017699,0.358454,27
MP14_EMT_3,emt,CLDN4,0.554542,0.916003,0.018337,0.017028,0.375023,28
MP14_EMT_3,emt,IL32,0.32054,0.508066,0.010171,0.016971,0.473668,29
MP14_EMT_3,emt,EZR,0.439075,0.516565,0.010341,0.015924,0.421934,30
MP14_EMT_3,emt,TMSB4X,0.840075,2.052343,0.041085,0.014022,0.301875,31
MP14_EMT_3,emt,ANXA3,0.270004,0.287973,0.005765,0.013624,0.502971,32
MP14_EMT_3,emt,KLF6,0.471596,0.657238,0.013157,0.012767,0.305562,33
MP14_EMT_3,emt,CRIP2,0.515031,0.770256,0.015419,0.012668,0.278026,34
MP14_EMT_3,emt,MDK,0.702503,1.472285,0.029473,0.011462,0.168775,35
MP14_EMT_3,emt,FLNA,0.344551,0.378239,0.007572,0.011242,0.35796,36
MP14_EMT_3,emt,FXYD3,0.492429,0.755763,0.015129,0.011185,0.32144,37
MP14_EMT_3,emt,S100P,0.211511,0.252983,0.005064,0.008835,0.335019,38
MP14_EMT_3,emt,EMP1,0.178189,0.156498,0.003133,0.006616,0.316645,39
MP14_EMT_3,emt,RHOC,0.326923,0.298957,0.005985,0.005452,0.210169,40
MP14_EMT_3,emt,TUBA1A,0.405863,0.53848,0.01078,0.003771,0.14006,41
MP14_EMT_3,emt,MYADM,0.178824,0.138874,0.00278,0.003408,0.183479,42
MP14_EMT_3,emt,VIM,0.648817,1.467238,0.029372,0.00292,0.065169,43
MP14_EMT_3,emt,STMN1,0.643954,1.230001,0.024623,0.002787,0.002825,44
MP14_EMT_3,emt,S100A4,0.285947,0.393475,0.007877,0.002012,0.175842,45
MP14_EMT_3,emt,EMP3,0.144535,0.158152,0.003166,0.001519,0.032732,46
MP14_EMT_3,emt,CRIP1,0.132764,0.136543,0.002733,0.000774,0.117741,47
MP14_EMT_3,emt,C19orf33,0.020833,0.019995,0.0004,0.00015,0.057256,48
MP14_EMT_3,emt,RAB11FIP1,0.169209,0.15806,0.003164,-0.000122,0.02903,49
MP14_EMT_3,emt,CKB,0.188495,0.249285,0.00499,-0.003231,-0.121497,50
MP15_EMT_4,emt,CD74,0.685676,1.834658,0.105558,0.150986,0.607726,1
MP15_EMT_4,emt,IFITM1,0.554487,1.32312,0.076126,0.119515,0.493523,2
MP15_EMT_4,emt,C1S,0.332698,0.556423,0.032014,0.077919,0.525739,3
MP15_EMT_4,emt,TIMP1,0.505112,0.884906,0.050913,0.072889,0.419523,4
MP15_EMT_4,emt,FTH1,0.982538,3.848544,0.221427,0.051396,0.253518,5
MP15_EMT_4,emt,ASS1,0.421143,0.544356,0.03132,0.044103,0.336127,6
MP15_EMT_4,emt,GLUL,0.511439,0.632922,0.036415,0.034016,0.275425,7
MP15_EMT_4,emt,PNRC1,0.474994,0.570344,0.032815,0.033466,0.257097,8
MP15_EMT_4,emt,LTF,0.160477,0.282974,0.016281,0.033228,0.28538,9
MP15_EMT_4,emt,SDCBP,0.42747,0.483722,0.027831,0.029086,0.283882,10
MP15_EMT_4,emt,NINJ1,0.356902,0.356342,0.020502,0.023936,0.243585,11
MP15_EMT_4,emt,IFIT3,0.138263,0.149828,0.00862,0.023633,0.335693,12
MP15_EMT_4,emt,SERPINH1,0.372845,0.398584,0.022933,0.022766,0.249773,13
MP15_EMT_4,emt,NCOA7,0.307333,0.294784,0.01696,0.02072,0.245479,14
MP15_EMT_4,emt,SERPINE2,0.183742,0.179418,0.010323,0.020395,0.265631,15
MP15_EMT_4,emt,C1R,0.15882,0.139157,0.008006,0.019825,0.343157,16
MP15_EMT_4,emt,SOX4,0.475851,0.672135,0.038671,0.019122,0.111726,17
MP15_EMT_4,emt,SPARC,0.194463,0.27786,0.015987,0.018642,0.215829,18
MP15_EMT_4,emt,TSC22D1,0.407079,0.440885,0.025366,0.018106,0.17226,19
MP15_EMT_4,emt,EGR1,0.296447,0.35381,0.020357,0.017847,0.183872,20
MP15_EMT_4,emt,SFRP1,0.259947,0.274239,0.015778,0.017504,0.175656,21
MP15_EMT_4,emt,SOCS3,0.200624,0.183203,0.010541,0.017504,0.253615,22
MP15_EMT_4,emt,NFIB,0.280172,0.250111,0.01439,0.01367,0.185204,23
MP15_EMT_4,emt,DCN,0.083085,0.131338,0.007557,0.012292,0.212119,24
MP15_EMT_4,emt,CXCL14,0.058521,0.091268,0.005251,0.009349,0.181917,25
