# convergence | collection gavish (pan-cancer malignant metaprograms (Gavish)) | DRVI run drvi_tum_32 | 05_4 - 05_8 signature interpretation
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
dim_direction,dimension,direction,A_best_signature,A_rho,A_best_any_readout,A_rho_any,B_best_signature,B_neglog10_fdr,B_fdr,A_significant,B_significant,same_signature,same_family,A_family,B_family,verdict,dimension_vanished,confounder_flags
DR 27+,DR 27,+,MP18_INTERFERON_MHC_II_2,0.1383,MP18_INTERFERON_MHC_II_2,0.1383,MP23_SECRETED_2,3.1194,0.0007596263129545536,False,True,False,False,immune,secreted,factor_only_candidate_patient_or_technical,False,cell_cycle
DR 27-,DR 27,-,MP7_STRESS_IN_VITRO,0.4095,MP7_STRESS_IN_VITRO,0.4095,MP7_STRESS_IN_VITRO,14.8008,1.5819763986011524e-15,True,True,True,True,stress,stress,convergent,False,none
DR 28+,DR 28,+,MP2_CELL_CYCLE_G1_S,0.4014,MP2_CELL_CYCLE_G1_S,0.4014,MP2_CELL_CYCLE_G1_S,9.132,7.379042301291015e-10,True,True,True,True,cell_cycle,cell_cycle,convergent,False,cell_cycle
DR 28-,DR 28,-,MP14_EMT_3,0.283,MP14_EMT_3,0.283,MP14_EMT_3,6.2868,5.166542425669496e-07,True,True,True,True,emt,emt,convergent,False,mesenchymal_may_be_ambient_or_doublet
DR 29+,DR 29,+,MP17_INTERFERON_MHC_II_1,0.4741,MP17_INTERFERON_MHC_II_1,0.4741,MP17_INTERFERON_MHC_II_1,19.8009,1.5816121770080407e-20,True,True,True,True,immune,immune,convergent,False,none
DR 29-,DR 29,-,MP11_TRANSLATION_INITIATION,0.1235,MP11_TRANSLATION_INITIATION,0.1235,MP11_TRANSLATION_INITIATION,1.493,0.032136605386403165,False,True,False,False,proteostasis,proteostasis,factor_only_candidate_patient_or_technical,False,none
DR 30+,DR 30,+,MP2_CELL_CYCLE_G1_S,0.0857,MP2_CELL_CYCLE_G1_S,0.0857,MP16_MES_GLIOMA,1.1084,0.07791121911130926,False,False,False,False,cell_cycle,emt,neither,False,cell_cycle
DR 30-,DR 30,-,MP40_PDAC_RELATED,0.3538,MP40_PDAC_RELATED,0.3538,MP19_EPITHELIAL_SENESCENCE,9.3945,4.0318094644346457e-10,True,True,False,False,epithelial_lineage,senescence,both_routes_different_family,False,none
DR 31+,DR 31,+,MP27_OLIGO_PROGENITOR,0.0943,MP27_OLIGO_PROGENITOR,0.0943,MP28_OLIGO_NORMAL,0.8887,0.129211152442593,False,False,False,False,neural,neural,neither,False,lineage_control_claim_bounds_the_rest
DR 31-,DR 31,-,MP39_METAL_RESPONSE,0.4444,MP39_METAL_RESPONSE,0.4444,MP39_METAL_RESPONSE,3.3736,0.0004230580857765231,True,True,True,True,detoxification,detoxification,convergent,False,depth
DR 32+,DR 32,+,MP41_UNASSIGNED,0.4295,MP41_UNASSIGNED,0.4295,MP18_INTERFERON_MHC_II_2,2.8623,0.0013730931481927753,True,True,False,False,unassigned,immune,both_routes_different_family,True,depth
DR 32-,DR 32,-,MP30_PDAC_CLASSICAL,0.1137,MP30_PDAC_CLASSICAL,0.1137,MP30_PDAC_CLASSICAL,2.3639,0.004326134324915955,False,True,False,False,epithelial_lineage,epithelial_lineage,factor_only_candidate_patient_or_technical,True,none
