factor,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
DR 3+,GO:BP,GO:0098813,nuclear chromosome segregation,2.768700611612939e-11,True,"""The process in which genetic material, in the form of nuclear chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. Nuclear chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."" [GOC:dos]",65,80,45,1883,0.5625,0.6923076923076923,query_1,['GO:0007059']
DR 3+,GO:BP,GO:0140014,mitotic nuclear division,3.3178727404213526e-11,True,"""A mitotic cell cycle process comprising the steps by which the nucleus of a eukaryotic cell divides; the process involves condensation of chromosomal DNA into a highly compacted form. Canonically, mitosis produces two daughter nuclei whose chromosome complement is identical to that of the mother cell."" [ISBN:0198547684]",72,93,46,1883,0.4946236559139785,0.6388888888888888,query_1,"['GO:0000280', 'GO:1903047']"
DR 3+,GO:BP,GO:0000819,sister chromatid segregation,3.53763794795418e-11,True,"""The cell cycle process in which sister chromatids are organized and then physically separated and apportioned to two or more sets."" [GOC:ai, GOC:elh]",55,93,42,1883,0.45161290322580644,0.7636363636363637,query_1,"['GO:0051276', 'GO:0098813']"
DR 3+,GO:BP,GO:0007059,chromosome segregation,3.807475995700209e-11,True,"""The process in which genetic material, in the form of chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. In eukaryotes, chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."" [GOC:jl, GOC:mah, GOC:mtg_cell_cycle, GOC:vw]",82,84,53,1883,0.6309523809523809,0.6463414634146342,query_1,['GO:0022402']
DR 3+,GO:BP,GO:0051301,cell division,1.4348141791623346e-09,True,"""The process resulting in division and partitioning of components of a cell to form more cells; may or may not be accompanied by the physical separation of a cell into distinct, individually membrane-bounded daughter cells."" [GOC:di, GOC:go_curators, GOC:pr]",100,79,60,1883,0.759493670886076,0.6,query_1,['GO:0009987']
DR 3+,GO:BP,GO:0051310,metaphase chromosome alignment,1.8575663984589237e-08,True,"""A chromosome localization process whereby chromosomes are positioned in a specific order and orientation at the metaphase plate (spindle equator), during chromosome segregation. This alignment ensures that each daughter cell will receive the correct number of chromosomes during cell division."" [GOC:vw]",30,84,25,1883,0.2976190476190476,0.8333333333333334,query_1,"['GO:0050000', 'GO:0098813']"
DR 3+,GO:BP,GO:1902850,microtubule cytoskeleton organization involved in mitosis,4.348444723512371e-08,True,"""Any microtubule cytoskeleton organization that is involved in mitosis."" [GO_REF:0000060, GOC:TermGenie, PMID:18799626]",41,80,30,1883,0.375,0.7317073170731707,query_1,"['GO:0000226', 'GO:1903047']"
DR 3+,GO:BP,GO:0000280,nuclear division,6.893324463276357e-08,True,"""The division of a cell nucleus into two nuclei, with DNA and other nuclear contents distributed between the daughter nuclei."" [GOC:mah]",88,58,39,1883,0.6724137931034483,0.4431818181818182,query_1,['GO:0048285']
DR 3+,GO:BP,GO:1905818,regulation of chromosome separation,8.871021447952192e-08,True,"""Any process that modulates the frequency, rate or extent of chromosome separation."" [GO_REF:0000058, GOC:bhm, GOC:TermGenie, PMID:21795393]",27,93,22,1883,0.23655913978494625,0.8148148148148148,query_1,"['GO:0051304', 'GO:0051983']"
DR 3+,GO:BP,GO:0050000,chromosome localization,1.3544185907686413e-07,True,"""Any process in which a chromosome is transported to, or maintained in, a specific location."" [GOC:ai]",31,84,26,1883,0.30952380952380953,0.8387096774193549,query_1,['GO:0051640']
DR 3+,GO:BP,GO:0010965,regulation of mitotic sister chromatid separation,3.0695899234223936e-07,True,"""Any process that modulates the frequency, rate or extent of mitotic sister chromatid separation. Mitotic sister chromatid separation is the process in which sister chromatids are physically detached from each other during mitosis."" [GOC:dph, GOC:tb]",23,77,18,1883,0.23376623376623376,0.782608695652174,query_1,"['GO:0051306', 'GO:1905818']"
DR 3+,GO:BP,GO:0007052,mitotic spindle organization,3.6398299065313795e-07,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the microtubule spindle during a mitotic cell cycle."" [GOC:go_curators, GOC:mah]",37,80,26,1883,0.325,0.7027027027027027,query_1,"['GO:0007051', 'GO:1902850']"
DR 3+,GO:BP,GO:0008608,attachment of spindle microtubules to kinetochore,3.735132733236133e-07,True,"""The process in which spindle microtubules become physically associated with the proteins making up the kinetochore complex."" [GOC:vw, PMID:10322137]",19,78,17,1883,0.21794871794871795,0.8947368421052632,query_1,"['GO:0022402', 'GO:0051310']"
DR 3+,GO:BP,GO:0007088,regulation of mitotic nuclear division,4.298912931337913e-07,True,"""Any process that modulates the frequency, rate or extent of mitosis."" [GOC:go_curators]",40,77,24,1883,0.3116883116883117,0.6,query_1,"['GO:0007346', 'GO:0010564', 'GO:0051783', 'GO:0140014']"
DR 3+,GO:BP,GO:0051304,chromosome separation,6.255200469129887e-07,True,"""The cell cycle process in which paired chromosomes are detached from each other. Chromosome separation begins with the release of cohesin complexes from chromosomes; in budding yeast, this includes the cleavage of cohesin complexes along the chromosome arms, followed by the separation of the centromeric regions. Chromosome separation also includes formation of chromatid axes mediated by condensins, and ends with the disentangling of inter-sister catenation catalyzed by topoisomerase II (topo II)."" [GOC:ai, GOC:lb, GOC:mah, GOC:mtg_cell_cycle, PMID:20352243]",27,93,22,1883,0.23655913978494625,0.8148148148148148,query_1,"['GO:0007059', 'GO:0022402']"
DR 3+,GO:BP,GO:0071174,mitotic spindle checkpoint signaling,7.24166748885775e-07,True,"""A signaling process that contributes to a mitotic cell cycle checkpoint that originates from the spindle and delays the metaphase/anaphase transition of a mitotic nuclear division until the spindle is correctly assembled and oriented, the completion of anaphase until chromosomes are attached to the spindle, or mitotic exit and cytokinesis when the spindle does not form."" [GOC:mtg_cell_cycle]",20,77,16,1883,0.2077922077922078,0.8,query_1,"['GO:0007093', 'GO:0031577']"
DR 3+,GO:BP,GO:0071173,spindle assembly checkpoint signaling,7.24166748885775e-07,True,"""A signaling process that delays the metaphase/anaphase transition until the spindle is correctly assembled and chromosomes are attached to the spindle."" [GOC:mah]",20,77,16,1883,0.2077922077922078,0.8,query_1,['GO:0031577']
DR 3+,GO:BP,GO:0007094,mitotic spindle assembly checkpoint signaling,7.24166748885775e-07,True,"""A mitotic cell cycle checkpoint that delays mitotic sister chromatid separation and consequently the mitotic metaphase/anaphase transition until the spindle is correctly assembled and chromosomes are attached to the spindle. Spindle assembly checkpoint signaling begins with the activated Mph family kinase, and results in the inhibition of the Anaphase Promoting Complex and its activator Sleepy/Cdc20 by the mitotic checkpoint complex (MCC)."" [GOC:mtg_cell_cycle, PMID:12360190]",20,77,16,1883,0.2077922077922078,0.8,query_1,"['GO:0045841', 'GO:0071173', 'GO:0071174']"
DR 3+,GO:BP,GO:0051306,mitotic sister chromatid separation,7.534163065195886e-07,True,"""The process in which sister chromatids are physically detached from each other during mitosis."" [GOC:ai]",23,77,18,1883,0.23376623376623376,0.782608695652174,query_1,"['GO:0000070', 'GO:0051304', 'GO:1903047']"
DR 3+,GO:BP,GO:0033047,regulation of mitotic sister chromatid segregation,8.029389880177282e-07,True,"""Any process that modulates the frequency, rate or extent of sister chromatid segregation during mitosis."" [GOC:mah]",21,77,17,1883,0.22077922077922077,0.8095238095238095,query_1,"['GO:0000070', 'GO:0033045']"
DR 3+,GO:BP,GO:0031577,spindle checkpoint signaling,1.0317795261037343e-06,True,"""A signaling process that that controls a cell cycle checkpoint that originates from the mitotic or meiotic spindle."" [GOC:mtg_cell_cycle]",20,77,16,1883,0.2077922077922078,0.8,query_1,['GO:0000075']
DR 3+,GO:BP,GO:0033046,negative regulation of sister chromatid segregation,1.456602097399991e-06,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of sister chromatid segregation."" [GOC:mah]",20,77,16,1883,0.2077922077922078,0.8,query_1,"['GO:0000819', 'GO:0033045', 'GO:0051985', 'GO:2001251']"
DR 3+,GO:BP,GO:2000816,negative regulation of mitotic sister chromatid separation,1.456602097399991e-06,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of mitotic sister chromatid separation."" [GOC:obol]",20,77,16,1883,0.2077922077922078,0.8,query_1,"['GO:0010965', 'GO:0033048', 'GO:0051306', 'GO:1905819']"
DR 3+,GO:BP,GO:0045841,negative regulation of mitotic metaphase/anaphase transition,1.456602097399991e-06,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the cell cycle process in which a cell progresses from metaphase to anaphase during mitosis, triggered by the activation of the anaphase promoting complex by Cdc20/Sleepy homolog which results in the degradation of Securin."" [GOC:go_curators]",20,77,16,1883,0.2077922077922078,0.8,query_1,"['GO:0007091', 'GO:0030071', 'GO:0045839', 'GO:1901991', 'GO:1902100', 'GO:2000816']"
DR 3+,GO:BP,GO:0033048,negative regulation of mitotic sister chromatid segregation,1.456602097399991e-06,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of sister chromatid segregation during mitosis."" [GOC:mah]",20,77,16,1883,0.2077922077922078,0.8,query_1,"['GO:0000070', 'GO:0033046', 'GO:0033047']"
DR 3+,GO:BP,GO:0007051,spindle organization,2.0184792724810626e-06,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the spindle, the array of microtubules and associated molecules that forms between opposite poles of a eukaryotic cell during DNA segregation and serves to move the duplicated chromosomes apart."" [GOC:go_curators, GOC:mah]",45,80,31,1883,0.3875,0.6888888888888889,query_1,"['GO:0000226', 'GO:0022402']"
DR 3+,GO:BP,GO:0048285,organelle fission,2.1186241249218143e-06,True,"""The creation of two or more organelles by division of one organelle."" [GOC:jid]",93,58,39,1883,0.6724137931034483,0.41935483870967744,query_1,['GO:0006996']
DR 3+,GO:BP,GO:1902100,negative regulation of metaphase/anaphase transition of cell cycle,2.8288093961644554e-06,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of metaphase/anaphase transition of cell cycle."" [GOC:mtg_cell_cycle, GOC:TermGenie]",20,77,16,1883,0.2077922077922078,0.8,query_1,"['GO:0044784', 'GO:1901988', 'GO:1902099']"
DR 3+,GO:BP,GO:0051985,negative regulation of chromosome segregation,2.8288093961644554e-06,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of chromosome segregation, the process in which genetic material, in the form of chromosomes, is organized and then physically separated and apportioned to two or more sets."" [GOC:ai]",20,77,16,1883,0.2077922077922078,0.8,query_1,"['GO:0007059', 'GO:0010948', 'GO:0051983']"
DR 3+,GO:BP,GO:1905819,negative regulation of chromosome separation,2.8288093961644554e-06,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of chromosome separation."" [GO_REF:0000058, GOC:bhm, GOC:TermGenie, PMID:21795393]",20,77,16,1883,0.2077922077922078,0.8,query_1,"['GO:0051304', 'GO:0051985', 'GO:1905818']"
DR 3+,GO:BP,GO:0051231,spindle elongation,9.080678888974283e-06,True,"""The cell cycle process in which the distance is lengthened between poles of the spindle."" [GOC:ai]",9,72,9,1883,0.125,1.0,query_1,"['GO:0007017', 'GO:0007051', 'GO:0022402', 'GO:0098813']"
DR 3+,GO:BP,GO:0045839,negative regulation of mitotic nuclear division,1.7283379139880566e-05,True,"""Any process that stops, prevents or reduces the rate or extent of mitosis. Mitosis is the division of the eukaryotic cell nucleus to produce two daughter nuclei that, usually, contain the identical chromosome complement to their mother."" [GOC:dph, GOC:go_curators, GOC:tb]",20,77,16,1883,0.2077922077922078,0.8,query_1,"['GO:0007088', 'GO:0010948', 'GO:0045930', 'GO:0051784', 'GO:0140014']"
DR 3+,GO:BP,GO:0051256,mitotic spindle midzone assembly,2.0750803172565785e-05,True,"""The cell cycle process in which the aggregation, arrangement and bonding together of a set of components forms the spindle midzone."" [GOC:mtg_cell_cycle, GOC:vw, PMID:24239120]",8,71,8,1883,0.11267605633802817,1.0,query_1,"['GO:0000022', 'GO:0051255', 'GO:0090307', 'GO:1903047']"
DR 3+,GO:BP,GO:0051983,regulation of chromosome segregation,2.1907723865665537e-05,True,"""Any process that modulates the frequency, rate or extent of chromosome segregation, the process in which genetic material, in the form of chromosomes, is organized and then physically separated and apportioned to two or more sets."" [GOC:ai]",30,77,23,1883,0.2987012987012987,0.7666666666666667,query_1,"['GO:0007059', 'GO:0010564']"
DR 3+,GO:BP,GO:0051783,regulation of nuclear division,3.395483484541868e-05,True,"""Any process that modulates the frequency, rate or extent of nuclear division, the partitioning of the nucleus and its genetic information."" [GOC:ai]",43,77,24,1883,0.3116883116883117,0.5581395348837209,query_1,"['GO:0000280', 'GO:0033043']"
DR 3+,GO:BP,GO:0000022,mitotic spindle elongation,6.03926292353938e-05,True,"""The cell cycle process in which the distance is lengthened between poles of the mitotic spindle. Mitotic spindle elongation begins during mitotic prophase and ends during mitotic anaphase B."" [GOC:mtg_cell_cycle, GOC:vw, PMID:19686686]",8,71,8,1883,0.11267605633802817,1.0,query_1,"['GO:0000070', 'GO:0007052', 'GO:0051231', 'GO:1903047']"
DR 3+,GO:BP,GO:0051784,negative regulation of nuclear division,8.435706751658762e-05,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of nuclear division, the partitioning of the nucleus and its genetic information."" [GOC:ai]",21,77,16,1883,0.2077922077922078,0.7619047619047619,query_1,"['GO:0000280', 'GO:0010639', 'GO:0051783']"
DR 3+,GO:BP,GO:0033045,regulation of sister chromatid segregation,0.00010957267647617975,True,"""Any process that modulates the frequency, rate or extent of sister chromatid segregation."" [GOC:mah]",25,77,20,1883,0.2597402597402597,0.8,query_1,"['GO:0000819', 'GO:0033044', 'GO:0051983']"
DR 3+,GO:BP,GO:0051988,regulation of attachment of spindle microtubules to kinetochore,0.00011845507026597562,True,"""Any process that modulates the frequency, rate or extent of the attachment of spindle microtubules to the kinetochore."" [GOC:ai]",11,71,10,1883,0.14084507042253522,0.9090909090909091,query_1,"['GO:0008608', 'GO:0010564']"
DR 3+,GO:BP,GO:0007091,metaphase/anaphase transition of mitotic cell cycle,0.00013104290099283733,True,"""The cell cycle process in which a cell progresses from metaphase to anaphase during mitosis, triggered by the activation of the anaphase promoting complex by Cdc20/Sleepy homolog which results in the degradation of Securin."" [GOC:mtg_cell_cycle, PMID:10465783]",24,77,19,1883,0.24675324675324675,0.7916666666666666,query_1,"['GO:0044772', 'GO:0044784']"
DR 3+,GO:BP,GO:0007080,mitotic metaphase chromosome alignment,0.00016421822875820532,True,"""A chromosome localization process whereby chromosomes are positioned in a specific order and orientation at the metaphase plate (spindle equator), during mitotic chromosome segregation. This alignment ensures that each daughter cell will receive the correct number of chromosomes during cell division."" [ISBN:0815316194]",18,92,17,1883,0.18478260869565216,0.9444444444444444,query_1,"['GO:0000070', 'GO:0051310', 'GO:1903047']"
DR 3+,GO:BP,GO:0044784,metaphase/anaphase transition of cell cycle,0.0002262622329617692,True,"""The cell cycle process in which a cell progresses from metaphase to anaphase as part of the cell cycle."" [GOC:mtg_cell_cycle]",24,77,19,1883,0.24675324675324675,0.7916666666666666,query_1,"['GO:0033045', 'GO:0044770']"
DR 3+,GO:BP,GO:0051255,spindle midzone assembly,0.00034481503178669095,True,"""The cell cycle process in which aggregation, arrangement and bonding together of a set of components to form the spindle midzone. The spindle midzone is the area in the center of the spindle where the spindle microtubules from opposite poles overlap."" [GOC:ai, PMID:15296749]",9,71,8,1883,0.11267605633802817,0.8888888888888888,query_1,"['GO:0007017', 'GO:0022402', 'GO:0022607', 'GO:0051225']"
DR 3+,GO:BP,GO:0030071,regulation of mitotic metaphase/anaphase transition,0.0004596087465137676,True,"""Any process that modulates the frequency, rate or extent of the cell cycle process in which a cell progresses from metaphase to anaphase during mitosis, triggered by the activation of the anaphase promoting complex by Cdc20/Sleepy homolog which results in the degradation of Securin."" [GOC:mah]",23,77,18,1883,0.23376623376623376,0.782608695652174,query_1,"['GO:0007091', 'GO:1901990', 'GO:1902099']"
DR 3+,GO:BP,GO:1902099,regulation of metaphase/anaphase transition of cell cycle,0.0007855554854173022,True,"""Any process that modulates the frequency, rate or extent of metaphase/anaphase transition of cell cycle."" [GOC:mtg_cell_cycle, GOC:TermGenie]",23,77,18,1883,0.23376623376623376,0.782608695652174,query_1,"['GO:0033045', 'GO:0044784', 'GO:1901987']"
DR 3+,GO:BP,GO:0051315,attachment of mitotic spindle microtubules to kinetochore,0.0008238678138190091,True,"""The cellular process in which spindle microtubules become physically associated with the proteins making up the kinetochore complex in mitosis."" [GOC:ai, GOC:clt, GOC:dph, GOC:tb, PMID:26258632, PMID:26705896]",10,78,10,1883,0.1282051282051282,1.0,query_1,"['GO:0007080', 'GO:0008608', 'GO:1903047']"
DR 3+,GO:BP,GO:0051225,spindle assembly,0.0008768877588722788,True,"""The aggregation, arrangement and bonding together of a set of components to form the spindle, the array of microtubules and associated molecules that serves to move duplicated chromosomes apart."" [GOC:ai, GOC:expert_rg, GOC:mtg_sensu, GOC:tb]",33,80,22,1883,0.275,0.6666666666666666,query_1,"['GO:0007051', 'GO:0007059', 'GO:0140694']"
DR 3+,GO:BP,GO:1905820,positive regulation of chromosome separation,0.004557806283186596,True,"""Any process that activates or increases the frequency, rate or extent of chromosome separation."" [GO_REF:0000058, GOC:bhm, GOC:TermGenie, PMID:21795393]",13,90,11,1883,0.12222222222222222,0.8461538461538461,query_1,"['GO:0051304', 'GO:0090068', 'GO:1905818']"
DR 3+,GO:BP,GO:0051276,chromosome organization,0.00816421661685334,True,"""A process that is carried out at the cellular level that results in the assembly, arrangement of constituent parts, or disassembly of chromosomes, structures composed of a very long molecule of DNA and associated proteins that carries hereditary information. This term covers covalent modifications at the molecular level as well as spatial relationships among the major components of a chromosome."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]",86,93,52,1883,0.5591397849462365,0.6046511627906976,query_1,['GO:0006996']
DR 3+,GO:BP,GO:0090231,regulation of spindle checkpoint,0.01203389538809857,True,"""Any process that modulates the rate, frequency, or extent of the spindle checkpoint, a cell cycle checkpoint that delays the metaphase/anaphase transition until the spindle is correctly assembled and oriented, and chromosomes are attached to the spindle."" [GOC:ascb_2009, GOC:dph, GOC:tb]",10,77,9,1883,0.11688311688311688,0.9,query_1,"['GO:0031577', 'GO:1901976']"
DR 3+,GO:BP,GO:0000281,mitotic cytokinesis,0.015060614292663851,True,"""A cell cycle process that results in the division of the cytoplasm of a cell after mitosis, resulting in the separation of the original cell into two daughter cells."" [GOC:mtg_cell_cycle]",20,71,16,1883,0.22535211267605634,0.8,query_1,"['GO:0061640', 'GO:1903047']"
DR 3+,GO:BP,GO:0090307,mitotic spindle assembly,0.015252712873778955,True,"""Mitotic bipolar spindle assembly begins with spindle microtubule nucleation from the separated spindle pole body, includes spindle elongation during prometaphase, and is complete when all kinetochores are stably attached the spindle, and the spindle assembly checkpoint is satisfied."" [GOC:tb, GOC:vw]",22,80,15,1883,0.1875,0.6818181818181818,query_1,"['GO:0000070', 'GO:0007052', 'GO:0051225']"
DR 3+,GO:BP,GO:0051383,kinetochore organization,0.017887533546090156,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the kinetochore, a multisubunit complex that is located at the centromeric region of DNA and provides an attachment point for the spindle microtubules."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]",13,90,10,1883,0.1111111111111111,0.7692307692307693,query_1,['GO:0051276']
DR 3+,GO:BP,GO:1901970,positive regulation of mitotic sister chromatid separation,0.018894002970984657,True,"""Any process that activates or increases the frequency, rate or extent of mitotic sister chromatid separation."" [GOC:TermGenie, PMID:1846086]",9,71,8,1883,0.11267605633802817,0.8888888888888888,query_1,"['GO:0010965', 'GO:0051306', 'GO:1905820']"
DR 3+,GO:BP,GO:1904668,positive regulation of ubiquitin protein ligase activity,0.021542161153026682,True,"""Any process that activates or increases the frequency, rate or extent of ubiquitin protein ligase activity."" [GO_REF:0000059, GOC:dph, GOC:TermGenie, GOC:vw, PMID:10921876, PMID:26216882]",4,4,3,1883,0.75,0.75,query_1,"['GO:0051443', 'GO:1904666']"
DR 3+,GO:BP,GO:0051984,positive regulation of chromosome segregation,0.025786910571560285,True,"""Any process that activates or increases the frequency, rate or extent of chromosome segregation, the process in which genetic material, in the form of chromosomes, is organized and then physically separated and apportioned to two or more sets."" [GOC:ai]",10,90,10,1883,0.1111111111111111,1.0,query_1,"['GO:0007059', 'GO:0051983', 'GO:0090068']"
DR 3+,GO:BP,GO:1903047,mitotic cell cycle process,0.03241496324059463,True,"""A process that is part of the mitotic cell cycle."" [GO_REF:0000060, GOC:mtg_cell_cycle, GOC:TermGenie]",126,72,49,1883,0.6805555555555556,0.3888888888888889,query_1,"['GO:0000278', 'GO:0022402']"
DR 3+,GO:BP,GO:2001251,negative regulation of chromosome organization,0.037046574557171,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of chromosome organization."" [GOC:obol]",22,77,16,1883,0.2077922077922078,0.7272727272727273,query_1,"['GO:0010639', 'GO:0033044', 'GO:0051276']"
DR 10+,GO:BP,GO:0090131,mesenchyme migration,0.01570157397797549,True,"""The process in which the population of cells that make up a mesenchyme undergo directed movement."" [GOC:ascb_2009, GOC:dph, GOC:tb]",3,7,3,1883,0.42857142857142855,1.0,query_1,"['GO:0072132', 'GO:0090130']"
DR 11-,GO:BP,GO:0045071,negative regulation of viral genome replication,8.804658924336397e-07,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of viral genome replication."" [GOC:go_curators]",21,27,11,1883,0.4074074074074074,0.5238095238095238,query_1,"['GO:0019079', 'GO:0045069', 'GO:0048525']"
DR 11-,GO:BP,GO:0051607,defense response to virus,9.295828797652046e-07,True,"""Reactions triggered in response to the presence of a virus that act to protect the cell or organism."" [GOC:ai]",62,38,25,1883,0.6578947368421053,0.4032258064516129,query_1,"['GO:0006952', 'GO:0009615']"
DR 11-,GO:BP,GO:0048525,negative regulation of viral process,1.1534217831061711e-05,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a multi-organism process in which a virus is a participant."" [GOC:bf, GOC:jl]",25,35,13,1883,0.37142857142857144,0.52,query_1,"['GO:0016032', 'GO:0048519', 'GO:0050792']"
DR 11-,GO:BP,GO:0009615,response to virus,4.286926863254062e-05,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a virus."" [GOC:hb]",83,38,26,1883,0.6842105263157895,0.3132530120481928,query_1,['GO:0051707']
DR 11-,GO:BP,GO:0045069,regulation of viral genome replication,0.0001760121844012227,True,"""Any process that modulates the frequency, rate or extent of viral genome replication."" [GOC:ai]",25,27,11,1883,0.4074074074074074,0.44,query_1,"['GO:0019079', 'GO:1903900']"
DR 11-,GO:BP,GO:1903900,regulation of viral life cycle,0.0006767672660667417,True,"""Any process that modulates the frequency, rate or extent of viral life cycle."" [GO_REF:0000058, GOC:TermGenie, PMID:18005716]",32,27,12,1883,0.4444444444444444,0.375,query_1,"['GO:0019058', 'GO:0050792']"
DR 11-,GO:BP,GO:0050792,regulation of viral process,0.0030096293554995,True,"""Any process that modulates the rate or extent of the viral life cycle, the set of processes by which a virus reproduces and spreads among hosts."" [GOC:go_curators, GOC:tb]",36,35,14,1883,0.4,0.3888888888888889,query_1,"['GO:0016032', 'GO:0050789']"
DR 11-,GO:BP,GO:0035456,response to interferon-beta,0.005877636961823059,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interferon-beta stimulus. Interferon-beta is a type I interferon."" [GOC:sl, PMID:9561374]",14,48,9,1883,0.1875,0.6428571428571429,query_1,['GO:0034097']
DR 11-,GO:BP,GO:0019079,viral genome replication,0.007823447179072362,True,"""Any process involved directly in viral genome replication, including viral nucleotide metabolism."" [ISBN:0781702534]",29,27,11,1883,0.4074074074074074,0.3793103448275862,query_1,"['GO:0016032', 'GO:0019058']"
