# convergence | collection gavish_tnbc (pan-cancer malignant metaprograms (Gavish, TNBC-relevant)) | DRVI run drvi_epicnv_64_nomt | nothing pruned: every dimension and direction kept | 05_4 - 05_8 signature interpretation
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
dim_direction,dimension,direction,A_best_signature,A_rho,A_best_any_readout,A_rho_any,B_best_signature,B_neglog10_fdr,B_fdr,A_significant,B_significant,same_signature,same_family,A_family,B_family,verdict,A_vs_null,dimension_vanished,confounder_flags
DR 18-,DR 18,-,MP20_MYC,0.4429,MP20_MYC,0.4429,MP2_CELL_CYCLE_G1_S,6.9775,1.053173687129716e-07,True,True,False,False,metabolic,cell_cycle,both_different_family,above,False,cell_cycle
DR 19+,DR 19,+,MP1_CELL_CYCLE_G2_M,0.6115,MP1_CELL_CYCLE_G2_M,0.6115,MP1_CELL_CYCLE_G2_M,36.8007,1.5823407040690542e-37,True,True,True,True,cell_cycle,cell_cycle,convergent,above,False,cell_cycle
DR 19-,DR 19,-,MP23_SECRETED_2,0.2727,MP23_SECRETED_2,0.2727,MP19_EPITHELIAL_SENESCENCE,2.0417,0.009084478470267752,True,True,False,False,secreted,senescence,both_different_family,above,False,none
DR 20+,DR 20,+,MP5_STRESS,0.1766,MP5_STRESS,0.1766,MP5_STRESS,7.8667,1.3592520604236831e-08,False,True,False,False,stress,stress,factor_only,below,False,none
DR 20-,DR 20,-,MP3_CELL_CYCLE_HMG_RICH,0.2027,MP3_CELL_CYCLE_HMG_RICH,0.2027,MP18_INTERFERON_MHC_II_2,3.3003,0.000500841145299823,True,True,False,False,cell_cycle,immune,both_different_family,below,False,"depth,cell_cycle"
DR 21+,DR 21,+,MP13_EMT_2,0.1216,MP13_EMT_2,0.1216,MP39_METAL_RESPONSE,2.1333,0.0073569871925615975,False,True,False,False,emt,detoxification,factor_only,below,False,none
DR 21-,DR 21,-,MP23_SECRETED_2,0.3845,MP23_SECRETED_2,0.3845,MP23_SECRETED_2,8.0675,8.560517117200931e-09,True,True,True,True,secreted,secreted,convergent,above,False,none
DR 22+,DR 22,+,MP10_PROTEIN_MATURATION,0.3682,MP10_PROTEIN_MATURATION,0.3682,MP12_EMT_1,10.1208,7.57181509714707e-11,True,True,False,False,proteostasis,emt,both_different_family,above,False,depth
DR 22-,DR 22,-,MP21_RESPIRATION,0.1632,MP21_RESPIRATION,0.1632,MP7_STRESS_IN_VITRO,0.8562,0.13925153782328042,False,False,False,False,metabolic,stress,neither,below,False,depth
DR 23+,DR 23,+,MP23_SECRETED_2,0.2224,MP23_SECRETED_2,0.2224,MP5_STRESS,2.0417,0.009084478470267752,True,True,False,False,secreted,stress,both_different_family,below,False,none
DR 23-,DR 23,-,MP12_EMT_1,0.427,MP12_EMT_1,0.427,MP14_EMT_3,9.575,2.660725059798814e-10,True,True,False,True,emt,emt,convergent,above,False,mesenchymal_may_be_ambient_or_doublet
DR 24+,DR 24,+,MP21_RESPIRATION,0.0429,MP21_RESPIRATION,0.0429,MP39_METAL_RESPONSE,1.6268,0.02361565523917717,False,True,False,False,metabolic,detoxification,factor_only,below,False,none
DR 24-,DR 24,-,MP17_INTERFERON_MHC_II_1,0.4359,MP17_INTERFERON_MHC_II_1,0.4359,MP17_INTERFERON_MHC_II_1,22.7814,1.6542456450577253e-23,True,True,True,True,immune,immune,convergent,above,False,none
DR 25+,DR 25,+,MP14_EMT_3,0.356,MP14_EMT_3,0.356,MP13_EMT_2,19.7845,1.642479659674635e-20,True,True,False,True,emt,emt,convergent,above,False,mesenchymal_may_be_ambient_or_doublet
DR 25-,DR 25,-,MP10_PROTEIN_MATURATION,0.2472,MP10_PROTEIN_MATURATION,0.2472,MP7_STRESS_IN_VITRO,4.4829,3.2892736048064765e-05,True,True,False,False,proteostasis,stress,both_different_family,below,False,depth
DR 26+,DR 26,+,MP1_CELL_CYCLE_G2_M,0.1284,MP1_CELL_CYCLE_G2_M,0.1284,MP3_CELL_CYCLE_HMG_RICH,3.2743,0.0005317408188271428,False,True,False,False,cell_cycle,cell_cycle,factor_only,below,False,"depth,cell_cycle"
DR 26-,DR 26,-,MP17_INTERFERON_MHC_II_1,0.5777,MP17_INTERFERON_MHC_II_1,0.5777,MP17_INTERFERON_MHC_II_1,26.0999,7.945111566183537e-27,True,True,True,True,immune,immune,convergent,above,False,none
DR 27+,DR 27,+,MP1_CELL_CYCLE_G2_M,0.2373,MP1_CELL_CYCLE_G2_M,0.2373,MP3_CELL_CYCLE_HMG_RICH,4.3792,4.176379929509739e-05,True,True,False,True,cell_cycle,cell_cycle,convergent,below,False,cell_cycle
DR 27-,DR 27,-,MP10_PROTEIN_MATURATION,0.3673,MP10_PROTEIN_MATURATION,0.3673,MP5_STRESS,2.5667,0.0027120644127071763,True,True,False,False,proteostasis,stress,both_different_family,above,False,depth
DR 28+,DR 28,+,MP12_EMT_1,0.0475,MP12_EMT_1,0.0475,MP14_EMT_3,8.494,3.2062693245054673e-09,False,True,False,False,emt,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 28-,DR 28,-,MP5_STRESS,0.1809,MP5_STRESS,0.1809,MP6_HYPOXIA,1.6436,0.022719564377352678,False,True,False,False,stress,stress,factor_only,below,False,none
DR 29+,DR 29,+,MP19_EPITHELIAL_SENESCENCE,0.2119,MP19_EPITHELIAL_SENESCENCE,0.2119,MP14_EMT_3,13.2067,6.212980635293502e-14,True,True,False,False,senescence,emt,both_different_family,below,False,none
DR 29-,DR 29,-,MP12_EMT_1,0.1906,MP12_EMT_1,0.1906,MP12_EMT_1,9.1691,6.774854928498453e-10,False,True,False,False,emt,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 30+,DR 30,+,MP1_CELL_CYCLE_G2_M,0.1463,MP1_CELL_CYCLE_G2_M,0.1463,MP5_STRESS,1.5571,0.027726815976123944,False,True,False,False,cell_cycle,stress,factor_only,below,False,none
DR 30-,DR 30,-,MP10_PROTEIN_MATURATION,0.3695,MP10_PROTEIN_MATURATION,0.3695,MP18_INTERFERON_MHC_II_2,9.0851,8.220533433757716e-10,True,True,False,False,proteostasis,immune,both_different_family,above,False,depth
DR 31+,DR 31,+,MP6_HYPOXIA,0.1917,MP6_HYPOXIA,0.1917,MP14_EMT_3,3.3156,0.0004835039205916214,False,True,False,False,stress,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 31-,DR 31,-,MP22_SECRETED_1,0.0623,MP22_SECRETED_1,0.0623,MP20_MYC,2.503,0.0031405086938762167,False,True,False,False,secreted,metabolic,factor_only,below,False,cell_cycle
DR 32+,DR 32,+,MP1_CELL_CYCLE_G2_M,0.0825,MP1_CELL_CYCLE_G2_M,0.0825,MP6_HYPOXIA,1.6436,0.022719564377352678,False,True,False,False,cell_cycle,stress,factor_only,below,False,none
DR 32-,DR 32,-,MP22_SECRETED_1,0.1407,MP22_SECRETED_1,0.1407,MP14_EMT_3,8.494,3.2062693245054673e-09,False,True,False,False,secreted,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 33+,DR 33,+,MP21_RESPIRATION,0.1431,MP21_RESPIRATION,0.1431,MP6_HYPOXIA,2.1698,0.006763943948096019,False,True,False,False,metabolic,stress,factor_only,below,False,none
DR 33-,DR 33,-,MP22_SECRETED_1,0.2846,MP22_SECRETED_1,0.2846,MP14_EMT_3,9.575,2.660725059798814e-10,True,True,False,False,secreted,emt,both_different_family,above,False,none
DR 34+,DR 34,+,MP20_MYC,0.0899,MP20_MYC,0.0899,MP6_HYPOXIA,1.199,0.06324118513762193,False,False,False,False,metabolic,stress,neither,below,False,cell_cycle
DR 34-,DR 34,-,MP17_INTERFERON_MHC_II_1,0.4605,MP17_INTERFERON_MHC_II_1,0.4605,MP17_INTERFERON_MHC_II_1,19.7845,1.642479659674635e-20,True,True,True,True,immune,immune,convergent,above,False,none
DR 35+,DR 35,+,MP3_CELL_CYCLE_HMG_RICH,0.1186,MP3_CELL_CYCLE_HMG_RICH,0.1186,MP17_INTERFERON_MHC_II_1,2.7982,0.0015914756566438562,False,True,False,False,cell_cycle,immune,factor_only,below,False,none
DR 35-,DR 35,-,MP22_SECRETED_1,0.3947,MP22_SECRETED_1,0.3947,MP22_SECRETED_1,17.7448,1.7996995165773515e-18,True,True,True,True,secreted,secreted,convergent,above,False,none
DR 36+,DR 36,+,MP1_CELL_CYCLE_G2_M,0.1142,MP1_CELL_CYCLE_G2_M,0.1142,MP14_EMT_3,6.5344,2.9214603738773346e-07,False,True,False,False,cell_cycle,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 36-,DR 36,-,MP10_PROTEIN_MATURATION,0.1787,MP10_PROTEIN_MATURATION,0.1787,MP10_PROTEIN_MATURATION,1.7396,0.018213776371047794,False,True,False,False,proteostasis,proteostasis,factor_only,below,False,depth
DR 37+,DR 37,+,MP3_CELL_CYCLE_HMG_RICH,0.2145,MP3_CELL_CYCLE_HMG_RICH,0.2145,MP14_EMT_3,4.0403,9.11381062129295e-05,True,True,False,False,cell_cycle,emt,both_different_family,below,False,"depth,cell_cycle"
DR 37-,DR 37,-,MP5_STRESS,0.0682,MP5_STRESS,0.0682,MP5_STRESS,0.5248,0.29867577550334895,False,False,False,False,stress,stress,neither,below,False,none
DR 38+,DR 38,+,MP19_EPITHELIAL_SENESCENCE,0.3015,MP19_EPITHELIAL_SENESCENCE,0.3015,MP19_EPITHELIAL_SENESCENCE,17.118,7.620790100254145e-18,True,True,True,True,senescence,senescence,convergent,above,False,none
DR 38-,DR 38,-,MP4_CHROMATIN,0.1116,MP4_CHROMATIN,0.1116,MP39_METAL_RESPONSE,1.6268,0.02361565523917717,False,True,False,False,chromatin,detoxification,factor_only,below,False,none
DR 39+,DR 39,+,MP2_CELL_CYCLE_G1_S,0.0092,MP2_CELL_CYCLE_G1_S,0.0092,MP5_STRESS,1.5571,0.027726815976123944,False,True,False,False,cell_cycle,stress,factor_only,below,False,none
DR 39-,DR 39,-,MP10_PROTEIN_MATURATION,0.1746,MP10_PROTEIN_MATURATION,0.1746,MP39_METAL_RESPONSE,2.1333,0.0073569871925615975,False,True,False,False,proteostasis,detoxification,factor_only,below,False,none
DR 40+,DR 40,+,MP7_STRESS_IN_VITRO,0.298,MP7_STRESS_IN_VITRO,0.298,MP7_STRESS_IN_VITRO,9.3853,4.118129505138518e-10,True,True,True,True,stress,stress,convergent,above,False,none
DR 40-,DR 40,-,MP18_INTERFERON_MHC_II_2,0.1043,MP18_INTERFERON_MHC_II_2,0.1043,MP5_STRESS,3.1707,0.0006749941361219489,False,True,False,False,immune,stress,factor_only,below,False,none
DR 41+,DR 41,+,MP10_PROTEIN_MATURATION,0.1996,MP10_PROTEIN_MATURATION,0.1996,MP14_EMT_3,2.6638,0.0021687025993454645,False,True,False,False,proteostasis,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 41-,DR 41,-,MP1_CELL_CYCLE_G2_M,0.0818,MP1_CELL_CYCLE_G2_M,0.0818,MP1_CELL_CYCLE_G2_M,5.4448,3.590872623694513e-06,False,True,False,False,cell_cycle,cell_cycle,factor_only,below,False,cell_cycle
DR 42+,DR 42,+,MP23_SECRETED_2,0.2514,MP23_SECRETED_2,0.2514,MP23_SECRETED_2,7.1786,6.628267086082724e-08,True,True,True,True,secreted,secreted,convergent,below,False,none
DR 42-,DR 42,-,MP3_CELL_CYCLE_HMG_RICH,0.1985,MP3_CELL_CYCLE_HMG_RICH,0.1985,MP20_MYC,1.5419,0.028714416797908055,False,True,False,False,cell_cycle,metabolic,factor_only,below,False,cell_cycle
DR 43+,DR 43,+,MP10_PROTEIN_MATURATION,0.1303,MP10_PROTEIN_MATURATION,0.1303,MP17_INTERFERON_MHC_II_1,4.7602,1.7370007261373755e-05,False,True,False,False,proteostasis,immune,factor_only,below,False,none
DR 43-,DR 43,-,MP19_EPITHELIAL_SENESCENCE,0.2359,MP19_EPITHELIAL_SENESCENCE,0.2359,MP19_EPITHELIAL_SENESCENCE,6.9602,1.0959733655238053e-07,True,True,True,True,senescence,senescence,convergent,below,False,none
DR 44+,DR 44,+,MP39_METAL_RESPONSE,0.4052,MP39_METAL_RESPONSE,0.4052,MP39_METAL_RESPONSE,3.9734,0.00010631633575037741,True,True,True,True,detoxification,detoxification,convergent,above,False,none
DR 44-,DR 44,-,MP10_PROTEIN_MATURATION,0.0845,MP10_PROTEIN_MATURATION,0.0845,MP20_MYC,1.5419,0.028714416797908055,False,True,False,False,proteostasis,metabolic,factor_only,below,False,cell_cycle
DR 45+,DR 45,+,MP6_HYPOXIA,0.1065,MP6_HYPOXIA,0.1065,MP14_EMT_3,4.7857,1.6379475848349544e-05,False,True,False,False,stress,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 45-,DR 45,-,MP17_INTERFERON_MHC_II_1,0.0916,MP17_INTERFERON_MHC_II_1,0.0916,MP13_EMT_2,2.2563,0.005542427233833984,False,True,False,False,immune,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 46+,DR 46,+,MP5_STRESS,0.363,MP5_STRESS,0.363,MP5_STRESS,14.4906,3.231469044479881e-15,True,True,True,True,stress,stress,convergent,above,False,none
DR 46-,DR 46,-,MP21_RESPIRATION,0.0942,MP21_RESPIRATION,0.0942,MP21_RESPIRATION,2.6777,0.002100390280821431,False,True,False,False,metabolic,metabolic,factor_only,below,False,depth
DR 47+,DR 47,+,MP18_INTERFERON_MHC_II_2,0.0904,MP18_INTERFERON_MHC_II_2,0.0904,MP19_EPITHELIAL_SENESCENCE,0.808,0.15559656316050743,False,False,False,False,immune,senescence,neither,below,False,none
DR 47-,DR 47,-,MP19_EPITHELIAL_SENESCENCE,0.065,MP19_EPITHELIAL_SENESCENCE,0.065,MP14_EMT_3,6.5344,2.9214603738773346e-07,False,True,False,False,senescence,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 48+,DR 48,+,MP2_CELL_CYCLE_G1_S,0.1046,MP2_CELL_CYCLE_G1_S,0.1046,MP14_EMT_3,2.0893,0.008141417005707745,False,True,False,False,cell_cycle,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 48-,DR 48,-,MP23_SECRETED_2,0.3927,MP23_SECRETED_2,0.3927,MP23_SECRETED_2,10.9072,1.2382262309589945e-11,True,True,True,True,secreted,secreted,convergent,above,False,none
DR 49+,DR 49,+,MP5_STRESS,0.0203,MP5_STRESS,0.0203,MP5_STRESS,2.5667,0.0027120644127071763,False,True,False,False,stress,stress,factor_only,below,False,none
DR 49-,DR 49,-,MP10_PROTEIN_MATURATION,0.0806,MP10_PROTEIN_MATURATION,0.0806,MP10_PROTEIN_MATURATION,1.7396,0.018213776371047794,False,True,False,False,proteostasis,proteostasis,factor_only,below,False,depth
DR 50+,DR 50,+,MP18_INTERFERON_MHC_II_2,0.1322,MP18_INTERFERON_MHC_II_2,0.1322,MP14_EMT_3,3.3156,0.0004835039205916214,False,True,False,False,immune,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 50-,DR 50,-,MP22_SECRETED_1,0.0584,MP22_SECRETED_1,0.0584,MP20_MYC,1.5419,0.028714416797908055,False,True,False,False,secreted,metabolic,factor_only,below,False,cell_cycle
DR 51+,DR 51,+,MP23_SECRETED_2,0.2649,MP23_SECRETED_2,0.2649,MP23_SECRETED_2,7.1786,6.628267086082724e-08,True,True,True,True,secreted,secreted,convergent,above,False,none
DR 51-,DR 51,-,MP20_MYC,0.1361,MP20_MYC,0.1361,MP14_EMT_3,4.0403,9.11381062129295e-05,False,True,False,False,metabolic,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 52+,DR 52,+,MP21_RESPIRATION,0.1354,MP21_RESPIRATION,0.1354,MP14_EMT_3,4.0403,9.11381062129295e-05,False,True,False,False,metabolic,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 52-,DR 52,-,MP22_SECRETED_1,0.2876,MP22_SECRETED_1,0.2876,MP22_SECRETED_1,12.9668,1.0794437099844552e-13,True,True,True,True,secreted,secreted,convergent,above,False,none
DR 53+,DR 53,+,MP14_EMT_3,0.3359,MP14_EMT_3,0.3359,MP14_EMT_3,11.9403,1.1473607789425273e-12,True,True,True,True,emt,emt,convergent,above,False,mesenchymal_may_be_ambient_or_doublet
DR 53-,DR 53,-,MP10_PROTEIN_MATURATION,0.1397,MP10_PROTEIN_MATURATION,0.1397,MP10_PROTEIN_MATURATION,1.7396,0.018213776371047794,False,True,False,False,proteostasis,proteostasis,factor_only,below,False,depth
DR 54+,DR 54,+,MP18_INTERFERON_MHC_II_2,0.3356,MP18_INTERFERON_MHC_II_2,0.3356,MP17_INTERFERON_MHC_II_1,15.7895,1.6236783504824396e-16,True,True,False,True,immune,immune,convergent,above,False,none
DR 54-,DR 54,-,MP2_CELL_CYCLE_G1_S,0.0883,MP2_CELL_CYCLE_G1_S,0.0883,MP6_HYPOXIA,0.5199,0.30206471700468385,False,False,False,False,cell_cycle,stress,neither,below,False,cell_cycle
DR 55+,DR 55,+,MP8_PROTEASOMAL_DEGRADATION,0.1804,MP8_PROTEASOMAL_DEGRADATION,0.1804,MP14_EMT_3,3.3156,0.0004835039205916214,False,True,False,False,proteostasis,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 55-,DR 55,-,MP1_CELL_CYCLE_G2_M,0.2292,MP1_CELL_CYCLE_G2_M,0.2292,MP1_CELL_CYCLE_G2_M,16.2755,5.3027359262921326e-17,True,True,True,True,cell_cycle,cell_cycle,convergent,below,False,cell_cycle
DR 56+,DR 56,+,MP12_EMT_1,0.1469,MP12_EMT_1,0.1469,MP10_PROTEIN_MATURATION,4.3851,4.120026410605533e-05,False,True,False,False,emt,proteostasis,factor_only,below,False,depth
DR 56-,DR 56,-,MP5_STRESS,0.2561,MP5_STRESS,0.2561,MP14_EMT_3,5.6268,2.361565523917716e-06,True,True,False,False,stress,emt,both_different_family,above,False,none
DR 57+,DR 57,+,MP23_SECRETED_2,-0.0222,MP23_SECRETED_2,-0.0222,MP20_MYC,1.5419,0.028714416797908055,False,True,False,False,secreted,metabolic,factor_only,below,True,cell_cycle
DR 57-,DR 57,-,MP13_EMT_2,0.2138,MP13_EMT_2,0.2138,MP17_INTERFERON_MHC_II_1,3.4114,0.00038779303087618246,True,True,False,False,emt,immune,both_different_family,below,True,mesenchymal_may_be_ambient_or_doublet
