# signature_gene_contribution | collection gavish_tnbc (pan-cancer malignant metaprograms (Gavish, TNBC-relevant)) | DRVI run drvi_epicnv_64_nomt | 05_4 - 05_8 signature interpretation
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
signature,axis,gene,detection_rate,mean_expression,share_of_mean_signal,share_of_score_variance,spearman_with_score,rank_by_variance_share
MP10_PROTEIN_MATURATION,proteostasis,CFI,0.015058,0.009671,0.000342,0.000601,0.113656,49
MP12_EMT_1,emt,VIM,0.625504,1.391324,0.089701,0.061006,0.417627,1
MP12_EMT_1,emt,LGALS1,0.616954,1.318957,0.085035,0.060378,0.434749,2
MP12_EMT_1,emt,MGP,0.844471,2.839352,0.183058,0.059369,0.350001,3
MP12_EMT_1,emt,TAGLN,0.253565,0.471509,0.030399,0.046069,0.408239,4
MP12_EMT_1,emt,TIMP1,0.474607,0.790763,0.050982,0.042145,0.325167,5
MP12_EMT_1,emt,SERPING1,0.290821,0.508277,0.03277,0.039262,0.303863,6
MP12_EMT_1,emt,FN1,0.232132,0.37962,0.024475,0.038427,0.350742,7
MP12_EMT_1,emt,SPARC,0.208789,0.30623,0.019743,0.034799,0.378296,8
MP12_EMT_1,emt,MYL9,0.266349,0.36077,0.023259,0.034217,0.361432,9
MP12_EMT_1,emt,TPM1,0.59738,1.001443,0.064565,0.033247,0.274455,10
MP12_EMT_1,emt,C1S,0.255491,0.392674,0.025316,0.033057,0.354967,11
MP12_EMT_1,emt,CALD1,0.42231,0.550496,0.035491,0.033019,0.334876,12
MP12_EMT_1,emt,IGFBP4,0.308751,0.408342,0.026327,0.031072,0.30823,13
MP12_EMT_1,emt,TPM2,0.232232,0.306378,0.019753,0.028715,0.357226,14
MP12_EMT_1,emt,COL1A2,0.101157,0.155512,0.010026,0.023148,0.285595,15
MP12_EMT_1,emt,IGFBP7,0.156957,0.219068,0.014124,0.022681,0.297937,16
MP12_EMT_1,emt,NNMT,0.259376,0.319445,0.020595,0.022269,0.306836,17
MP12_EMT_1,emt,COL1A1,0.107931,0.163279,0.010527,0.022193,0.23082,18
MP12_EMT_1,emt,A2M,0.154351,0.185285,0.011946,0.022038,0.349907,19
MP12_EMT_1,emt,ACTA2,0.126808,0.178939,0.011536,0.021912,0.261325,20
MP12_EMT_1,emt,DCN,0.086381,0.142923,0.009214,0.01974,0.288725,21
MP12_EMT_1,emt,COL3A1,0.081085,0.127008,0.008188,0.018365,0.253275,22
MP12_EMT_1,emt,BGN,0.131971,0.173901,0.011212,0.017605,0.243077,23
MP12_EMT_1,emt,LUM,0.08145,0.12657,0.00816,0.016877,0.252032,24
MP12_EMT_1,emt,COL6A2,0.16476,0.160394,0.010341,0.015922,0.22603,25
MP12_EMT_1,emt,TIMP3,0.116365,0.125596,0.008097,0.014969,0.271096,26
MP12_EMT_1,emt,FBLN1,0.186144,0.175547,0.011318,0.01372,0.235894,27
MP12_EMT_1,emt,IGFBP5,0.209918,0.338005,0.021792,0.013358,0.137322,28
MP12_EMT_1,emt,COL6A1,0.142613,0.126341,0.008145,0.012773,0.208688,29
MP12_EMT_1,emt,SPARCL1,0.0859,0.109242,0.007043,0.01223,0.216759,30
MP12_EMT_1,emt,ID3,0.186974,0.214783,0.013847,0.011244,0.112748,31
MP12_EMT_1,emt,RARRES2,0.087344,0.104266,0.006722,0.011194,0.199914,32
MP12_EMT_1,emt,POSTN,0.054854,0.074191,0.004783,0.011103,0.233911,33
MP12_EMT_1,emt,CAV1,0.105108,0.113896,0.007343,0.010853,0.226122,34
MP12_EMT_1,emt,C1R,0.13124,0.110381,0.007116,0.010242,0.230588,35
MP12_EMT_1,emt,COL4A2,0.113791,0.107366,0.006922,0.009703,0.231924,36
MP12_EMT_1,emt,FSTL1,0.12191,0.111353,0.007179,0.009173,0.205366,37
MP12_EMT_1,emt,PRSS23,0.138612,0.137729,0.00888,0.009114,0.13324,38
MP12_EMT_1,emt,CTSK,0.049657,0.060924,0.003928,0.008709,0.177167,39
MP12_EMT_1,emt,CXCL12,0.051616,0.060389,0.003893,0.008284,0.197435,40
MP12_EMT_1,emt,MMP2,0.055767,0.054361,0.003505,0.00806,0.200395,41
MP12_EMT_1,emt,TGFBI,0.089818,0.089436,0.005766,0.007891,0.213183,42
MP12_EMT_1,emt,COL4A1,0.06269,0.063064,0.004066,0.00629,0.179403,43
MP12_EMT_1,emt,CCDC80,0.038285,0.044969,0.002899,0.006068,0.169702,44
MP12_EMT_1,emt,COL6A3,0.062109,0.057133,0.003683,0.005846,0.119493,45
MP12_EMT_1,emt,TCF4,0.036691,0.035753,0.002305,0.002986,0.08372,46
MP12_EMT_1,emt,SNAI2,0.027991,0.022099,0.001425,0.002875,0.140006,47
MP12_EMT_1,emt,TSC22D3,0.198463,0.195393,0.012597,-0.004217,-0.151457,48
MP13_EMT_2,emt,LGALS1,0.616954,1.318957,0.091617,0.086876,0.531797,1
MP13_EMT_2,emt,MMP7,0.27128,0.557656,0.038736,0.065469,0.477605,2
MP13_EMT_2,emt,KRT7,0.599173,1.133227,0.078716,0.056338,0.35336,3
MP13_EMT_2,emt,KRT17,0.314578,0.635931,0.044173,0.053783,0.441575,4
MP13_EMT_2,emt,FN1,0.232132,0.37962,0.026369,0.053447,0.42446,5
MP13_EMT_2,emt,VIM,0.625504,1.391324,0.096643,0.049647,0.402845,6
MP13_EMT_2,emt,TPM1,0.59738,1.001443,0.069562,0.046815,0.369958,7
MP13_EMT_2,emt,TNFRSF12A,0.36485,0.458144,0.031823,0.041268,0.3784,8
MP13_EMT_2,emt,IL32,0.265619,0.410619,0.028522,0.037206,0.382854,9
MP13_EMT_2,emt,MT2A,0.676722,1.333097,0.092599,0.032699,0.230809,10
MP13_EMT_2,emt,CAVIN3,0.214152,0.240471,0.016703,0.032581,0.435273,11
MP13_EMT_2,emt,LAMB3,0.148307,0.167154,0.011611,0.032565,0.365759,12
MP13_EMT_2,emt,FLNA,0.309448,0.329031,0.022855,0.031006,0.36918,13
MP13_EMT_2,emt,CST6,0.123138,0.147769,0.010264,0.028964,0.369773,14
MP13_EMT_2,emt,RBP1,0.411768,0.635085,0.044114,0.027479,0.286967,15
MP13_EMT_2,emt,ANXA3,0.23517,0.238641,0.016576,0.025399,0.350573,16
MP13_EMT_2,emt,CDKN1A,0.375691,0.514207,0.035718,0.023856,0.228352,17
MP13_EMT_2,emt,RHOD,0.290107,0.271177,0.018836,0.020408,0.248493,18
MP13_EMT_2,emt,PLAUR,0.151976,0.143389,0.00996,0.019284,0.291193,19
MP13_EMT_2,emt,TNC,0.140554,0.128331,0.008914,0.017387,0.303842,20
MP13_EMT_2,emt,S100A2,0.129779,0.154324,0.01072,0.017018,0.282559,21
MP13_EMT_2,emt,ITGB1,0.423555,0.490375,0.034062,0.016724,0.186034,22
MP13_EMT_2,emt,LAMC2,0.100327,0.083784,0.00582,0.016164,0.316946,23
MP13_EMT_2,emt,TGM2,0.081102,0.075834,0.005268,0.014214,0.283814,24
MP13_EMT_2,emt,SERPINE2,0.142829,0.135345,0.009401,0.013116,0.247276,25
MP13_EMT_2,emt,TGFBI,0.089818,0.089436,0.006212,0.012677,0.281523,26
MP13_EMT_2,emt,PMEPA1,0.185613,0.146593,0.010183,0.012593,0.182923,27
MP13_EMT_2,emt,CAV1,0.105108,0.113896,0.007911,0.01082,0.255039,28
MP13_EMT_2,emt,ITGA6,0.205087,0.174491,0.01212,0.010234,0.176298,29
MP13_EMT_2,emt,ITGB6,0.127355,0.102984,0.007153,0.010079,0.181907,30
MP13_EMT_2,emt,EMP3,0.132303,0.141184,0.009807,0.009492,0.158588,31
MP13_EMT_2,emt,IGFBP7,0.156957,0.219068,0.015217,0.00948,0.22697,32
MP13_EMT_2,emt,THBS1,0.158302,0.1618,0.011239,0.008282,0.165577,33
MP13_EMT_2,emt,PDLIM7,0.134677,0.102172,0.007097,0.008026,0.186898,34
MP13_EMT_2,emt,C15orf48,0.10569,0.120682,0.008383,0.005508,0.083241,35
MP13_EMT_2,emt,LAMA3,0.039912,0.028213,0.00196,0.005467,0.177038,36
MP13_EMT_2,emt,CDA,0.025252,0.02256,0.001567,0.005099,0.163058,37
MP13_EMT_2,emt,PRSS23,0.138612,0.137729,0.009567,0.004565,0.109518,38
MP13_EMT_2,emt,ITGAV,0.139691,0.099789,0.006931,0.004475,0.107962,39
MP13_EMT_2,emt,ITGA3,0.062275,0.043094,0.002993,0.004376,0.124187,40
MP13_EMT_2,emt,COL17A1,0.024007,0.024133,0.001676,0.003443,0.147455,41
MP13_EMT_2,emt,F3,0.03943,0.029438,0.002045,0.002904,0.102231,42
MP13_EMT_2,emt,DCBLD2,0.096758,0.062926,0.004371,0.002876,0.079028,43
MP13_EMT_2,emt,INHBA,0.03342,0.026755,0.001858,0.002726,0.128368,44
MP13_EMT_2,emt,PLAU,0.040841,0.033808,0.002348,0.002298,0.117759,45
MP13_EMT_2,emt,IGFBP6,0.026995,0.029168,0.002026,0.001325,0.085848,46
MP13_EMT_2,emt,PTHLH,0.054671,0.067177,0.004666,0.001091,0.039085,47
MP13_EMT_2,emt,PDPN,0.013348,0.012869,0.000894,0.001085,0.096352,48
MP13_EMT_2,emt,SERPINE1,0.014726,0.011646,0.000809,0.000746,0.051515,49
MP13_EMT_2,emt,FSTL3,0.030216,0.019922,0.001384,0.000622,0.02386,50
MP14_EMT_3,emt,S100A6,0.823336,2.35905,0.052688,0.053868,0.636122,1
MP14_EMT_3,emt,S100A10,0.778112,1.891729,0.042251,0.048047,0.640528,2
MP14_EMT_3,emt,IFI27,0.497485,1.284389,0.028686,0.042185,0.491894,3
MP14_EMT_3,emt,ANXA2,0.714509,1.459714,0.032602,0.041636,0.549399,4
MP14_EMT_3,emt,S100A11,0.918633,2.733046,0.061041,0.041558,0.612769,5
MP14_EMT_3,emt,ANXA1,0.406787,0.749319,0.016736,0.038911,0.558553,6
MP14_EMT_3,emt,S100A16,0.447413,0.775615,0.017323,0.035787,0.507656,7
MP14_EMT_3,emt,LGALS1,0.616954,1.318957,0.029458,0.034691,0.443726,8
MP14_EMT_3,emt,S100A14,0.459682,0.835325,0.018656,0.033907,0.454547,9
MP14_EMT_3,emt,KRT19,0.765228,1.881213,0.042016,0.033136,0.491103,10
MP14_EMT_3,emt,KRT7,0.599173,1.133227,0.02531,0.032329,0.502674,11
MP14_EMT_3,emt,TAGLN2,0.750486,1.545204,0.034511,0.030946,0.488264,12
MP14_EMT_3,emt,MMP7,0.27128,0.557656,0.012455,0.030458,0.471188,13
MP14_EMT_3,emt,LGALS3,0.549267,0.951195,0.021244,0.029305,0.415404,14
MP14_EMT_3,emt,HSPB1,0.611226,1.144389,0.025559,0.027893,0.365528,15
MP14_EMT_3,emt,SH3BGRL3,0.67468,1.239289,0.027679,0.026036,0.364953,16
MP14_EMT_3,emt,ISG15,0.376488,0.588534,0.013145,0.025728,0.451926,17
MP14_EMT_3,emt,MYL12A,0.662345,1.129771,0.025233,0.025536,0.45234,18
MP14_EMT_3,emt,CLIC1,0.673186,1.140048,0.025462,0.024778,0.408459,19
MP14_EMT_3,emt,LMNA,0.607757,0.97014,0.021667,0.022106,0.373919,20
MP14_EMT_3,emt,TM4SF1,0.634187,1.209715,0.027018,0.021599,0.347887,21
MP14_EMT_3,emt,PHLDA2,0.321319,0.420952,0.009402,0.020926,0.413549,22
MP14_EMT_3,emt,KRT8,0.639201,1.114723,0.024897,0.020785,0.351941,23
MP14_EMT_3,emt,TNFRSF12A,0.36485,0.458144,0.010232,0.019837,0.428372,24
MP14_EMT_3,emt,CD24,0.719639,1.486364,0.033197,0.019802,0.298266,25
MP14_EMT_3,emt,PLP2,0.380888,0.463524,0.010353,0.019112,0.386312,26
MP14_EMT_3,emt,IL32,0.265619,0.410619,0.009171,0.016785,0.416559,27
MP14_EMT_3,emt,TMSB4X,0.837166,2.06976,0.046227,0.015255,0.322973,28
MP14_EMT_3,emt,CLDN4,0.553683,0.937911,0.020948,0.014782,0.249052,29
MP14_EMT_3,emt,EZR,0.405376,0.46137,0.010304,0.014516,0.325878,30
MP14_EMT_3,emt,KRT18,0.654243,1.208922,0.027,0.014322,0.200859,31
MP14_EMT_3,emt,CRIP2,0.472764,0.661174,0.014767,0.013639,0.240171,32
MP14_EMT_3,emt,MDK,0.672671,1.344043,0.030018,0.013363,0.2135,33
MP14_EMT_3,emt,ANXA3,0.23517,0.238641,0.00533,0.012242,0.399792,34
MP14_EMT_3,emt,FXYD3,0.508293,0.796836,0.017797,0.010523,0.227501,35
MP14_EMT_3,emt,FLNA,0.309448,0.329031,0.007349,0.010509,0.302867,36
MP14_EMT_3,emt,KLF6,0.493002,0.73539,0.016424,0.009978,0.174487,37
MP14_EMT_3,emt,VIM,0.625504,1.391324,0.031074,0.008955,0.197084,38
MP14_EMT_3,emt,STMN1,0.562632,1.004081,0.022426,0.008598,0.142177,39
MP14_EMT_3,emt,S100P,0.158103,0.186441,0.004164,0.008586,0.294442,40
MP14_EMT_3,emt,EMP1,0.189431,0.174871,0.003906,0.005722,0.232865,41
MP14_EMT_3,emt,RHOC,0.310527,0.285315,0.006372,0.005647,0.181136,42
MP14_EMT_3,emt,TUBA1A,0.383527,0.497037,0.011101,0.005514,0.178681,43
MP14_EMT_3,emt,S100A4,0.2661,0.37869,0.008458,0.003971,0.222522,44
MP14_EMT_3,emt,MYADM,0.190676,0.156857,0.003503,0.002745,0.128358,45
MP14_EMT_3,emt,EMP3,0.132303,0.141184,0.003153,0.002173,0.080117,46
MP14_EMT_3,emt,CRIP1,0.122806,0.120276,0.002686,0.001359,0.094719,47
MP14_EMT_3,emt,RAB11FIP1,0.180582,0.16951,0.003786,0.000496,0.059763,48
MP14_EMT_3,emt,C19orf33,0.0344,0.031706,0.000708,0.00017,0.051645,49
MP14_EMT_3,emt,CKB,0.167101,0.20184,0.004508,-0.000753,0.004061,50
MP15_EMT_4,emt,CD74,0.659522,1.662592,0.094944,0.117323,0.518894,1
MP15_EMT_4,emt,IFITM1,0.565537,1.248572,0.071301,0.089069,0.430214,2
MP15_EMT_4,emt,TIMP1,0.474607,0.790763,0.045158,0.057686,0.38489,3
MP15_EMT_4,emt,C1S,0.255491,0.392674,0.022424,0.047143,0.405436,4
MP15_EMT_4,emt,FTH1,0.983713,3.828552,0.218634,0.041405,0.220348,5
MP15_EMT_4,emt,LTF,0.181263,0.33434,0.019093,0.038178,0.313906,6
MP15_EMT_4,emt,PNRC1,0.485415,0.61844,0.035317,0.037958,0.295338,7
MP15_EMT_4,emt,EGR1,0.369299,0.514839,0.029401,0.035716,0.305166,8
MP15_EMT_4,emt,SFRP1,0.267378,0.32474,0.018545,0.030317,0.26433,9
MP15_EMT_4,emt,GLUL,0.49091,0.615797,0.035166,0.027083,0.246629,10
MP15_EMT_4,emt,ASS1,0.35102,0.429629,0.024535,0.026589,0.230534,11
MP15_EMT_4,emt,SOX4,0.482028,0.697112,0.039809,0.026301,0.166925,12
MP15_EMT_4,emt,SPARC,0.208789,0.30623,0.017488,0.025651,0.273042,13
MP15_EMT_4,emt,CXCL14,0.0987,0.164194,0.009377,0.025585,0.296206,14
MP15_EMT_4,emt,SOCS3,0.252486,0.285881,0.016326,0.025562,0.306363,15
MP15_EMT_4,emt,TSC22D1,0.425282,0.499811,0.028542,0.024747,0.236852,16
MP15_EMT_4,emt,KRT15,0.202331,0.288292,0.016463,0.022463,0.202032,17
MP15_EMT_4,emt,NINJ1,0.3647,0.387065,0.022104,0.020563,0.219495,18
MP15_EMT_4,emt,SDCBP,0.377766,0.41095,0.023468,0.020293,0.227074,19
MP15_EMT_4,emt,NFIB,0.279133,0.260342,0.014867,0.019907,0.242356,20
MP15_EMT_4,emt,NCOA7,0.262281,0.248325,0.014181,0.018083,0.234352,21
MP15_EMT_4,emt,CCL2,0.075258,0.109781,0.006269,0.017421,0.240382,22
MP15_EMT_4,emt,SELENOP,0.318015,0.455756,0.026027,0.01734,0.163027,23
MP15_EMT_4,emt,SERPINH1,0.324357,0.337226,0.019258,0.016967,0.211399,24
MP15_EMT_4,emt,BCAM,0.274351,0.301786,0.017234,0.015495,0.16463,25
MP15_EMT_4,emt,C1R,0.13124,0.110381,0.006303,0.014322,0.289806,26
MP15_EMT_4,emt,IFIT3,0.105075,0.107133,0.006118,0.014003,0.253358,27
MP15_EMT_4,emt,DCN,0.086381,0.142923,0.008162,0.013321,0.223306,28
MP15_EMT_4,emt,SERPINE2,0.142829,0.135345,0.007729,0.013003,0.209019,29
MP15_EMT_4,emt,DST,0.216559,0.211038,0.012052,0.012483,0.180477,30
MP15_EMT_4,emt,NTRK2,0.088124,0.07673,0.004382,0.012062,0.24059,31
MP15_EMT_4,emt,SERPINF1,0.065944,0.085722,0.004895,0.010077,0.215809,32
MP15_EMT_4,emt,TXNIP,0.180665,0.170687,0.009747,0.009497,0.156824,33
MP15_EMT_4,emt,IGFBP5,0.209918,0.338005,0.019302,0.009445,0.092523,34
MP15_EMT_4,emt,CAV1,0.105108,0.113896,0.006504,0.009262,0.179037,35
MP15_EMT_4,emt,ANTXR1,0.099763,0.070703,0.004038,0.006662,0.169373,36
MP15_EMT_4,emt,COL17A1,0.024007,0.024133,0.001378,0.005821,0.175514,37
MP15_EMT_4,emt,C12orf75,0.158269,0.126855,0.007244,0.005649,0.100025,38
MP15_EMT_4,emt,SESN3,0.108412,0.081726,0.004667,0.004827,0.104538,39
MP15_EMT_4,emt,HTRA1,0.064898,0.062481,0.003568,0.004773,0.093374,40
MP15_EMT_4,emt,SNAI2,0.027991,0.022099,0.001262,0.003437,0.148733,41
MP15_EMT_4,emt,THBS2,0.033005,0.024454,0.001396,0.001906,0.087354,42
MP15_EMT_4,emt,TP53AIP1,0.010775,0.008589,0.00049,0.001837,0.110565,43
MP15_EMT_4,emt,MOXD1,0.030897,0.025385,0.00145,0.001325,0.063006,44
MP15_EMT_4,emt,ASPN,0.009231,0.011713,0.000669,0.000983,0.063621,45
MP15_EMT_4,emt,HOPX,0.029867,0.025711,0.001468,0.000292,0.000937,46
MP15_EMT_4,emt,ALDH3A1,0.004101,0.001992,0.000114,0.000145,0.011846,47
MP15_EMT_4,emt,SLC47A2,0.000232,0.000137,8e-06,2.5e-05,0.014542,48
MP15_EMT_4,emt,DAPL1,0.025053,0.01969,0.001124,1e-06,0.007807,49
MP17_INTERFERON_MHC_II_1,immune,HLA-B,0.702505,1.782021,0.061574,0.049813,0.777655,1
MP17_INTERFERON_MHC_II_1,immune,CD74,0.659522,1.662592,0.057447,0.046057,0.764943,2
MP17_INTERFERON_MHC_II_1,immune,HLA-A,0.616024,1.318804,0.045568,0.042961,0.690161,3
MP17_INTERFERON_MHC_II_1,immune,HLA-DRA,0.399299,0.831254,0.028722,0.038694,0.657157,4
MP17_INTERFERON_MHC_II_1,immune,IFITM1,0.565537,1.248572,0.043142,0.038288,0.644777,5
MP17_INTERFERON_MHC_II_1,immune,IFI27,0.497485,1.284389,0.044379,0.037684,0.663406,6
MP17_INTERFERON_MHC_II_1,immune,HLA-C,0.708233,1.645741,0.056865,0.03654,0.66153,7
MP17_INTERFERON_MHC_II_1,immune,HLA-DRB1,0.337008,0.661529,0.022858,0.036196,0.653541,8
MP17_INTERFERON_MHC_II_1,immune,IFITM3,0.769495,1.950666,0.067401,0.035669,0.633334,9
MP17_INTERFERON_MHC_II_1,immune,B2M,0.900138,2.752711,0.095114,0.03387,0.717332,10
MP17_INTERFERON_MHC_II_1,immune,CXCL10,0.188883,0.477283,0.016491,0.032683,0.546661,11
MP17_INTERFERON_MHC_II_1,immune,UBE2L6,0.398121,0.63413,0.021911,0.029157,0.580342,12
MP17_INTERFERON_MHC_II_1,immune,PSMB9,0.387595,0.676161,0.023363,0.028917,0.643885,13
MP17_INTERFERON_MHC_II_1,immune,IFI6,0.445869,0.805721,0.02784,0.028593,0.532546,14
MP17_INTERFERON_MHC_II_1,immune,HLA-DPA1,0.318497,0.539656,0.018647,0.028199,0.603819,15
MP17_INTERFERON_MHC_II_1,immune,BST2,0.494164,0.908034,0.031375,0.027108,0.603731,16
MP17_INTERFERON_MHC_II_1,immune,HLA-DRB5,0.25242,0.423107,0.01462,0.026187,0.587534,17
MP17_INTERFERON_MHC_II_1,immune,HLA-DQB1,0.223897,0.373877,0.012919,0.026177,0.584143,18
MP17_INTERFERON_MHC_II_1,immune,HLA-DPB1,0.28056,0.445287,0.015386,0.024946,0.579818,19
MP17_INTERFERON_MHC_II_1,immune,TAP1,0.316371,0.44438,0.015355,0.023585,0.573181,20
MP17_INTERFERON_MHC_II_1,immune,ISG15,0.376488,0.588534,0.020336,0.022262,0.555132,21
MP17_INTERFERON_MHC_II_1,immune,C1S,0.255491,0.392674,0.013568,0.021949,0.546888,22
MP17_INTERFERON_MHC_II_1,immune,GBP1,0.228894,0.324458,0.011211,0.020183,0.540531,23
MP17_INTERFERON_MHC_II_1,immune,HLA-E,0.48759,0.675435,0.023338,0.020132,0.498486,24
MP17_INTERFERON_MHC_II_1,immune,HLA-DQA1,0.193814,0.291217,0.010062,0.019643,0.566517,25
MP17_INTERFERON_MHC_II_1,immune,TYMP,0.350522,0.461602,0.01595,0.019062,0.461413,26
