# signature_gene_contribution | collection emt (epithelial-mesenchymal transition (EMT)) | DRVI run drvi_epicnv_64_nomt | 05_4 - 05_8 signature interpretation
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
signature,axis,gene,detection_rate,mean_expression,share_of_mean_signal,share_of_score_variance,spearman_with_score,rank_by_variance_share
EMT_A_HYBRID,hybrid,CDH3,0.188618,0.174099,0.118567,0.146465,0.393476,2
EMT_A_HYBRID,hybrid,NFE2L2,0.299736,0.25913,0.176476,0.125132,0.351683,3
EMT_A_HYBRID,hybrid,TNC,0.140554,0.128331,0.087398,0.119012,0.362426,4
EMT_A_HYBRID,hybrid,ITGB4,0.179503,0.153757,0.104714,0.111649,0.368727,5
EMT_A_HYBRID,hybrid,LAMC2,0.100327,0.083784,0.057059,0.092506,0.324925,6
EMT_A_HYBRID,hybrid,ITGAV,0.139691,0.099789,0.067959,0.057721,0.256646,7
EMT_A_HYBRID,hybrid,BMI1,0.113758,0.07827,0.053304,0.02658,0.118059,8
EMT_A_HYBRID,hybrid,VCAM1,0.019856,0.019329,0.013164,0.014383,0.124036,9
EMT_A_HYBRID,hybrid,PDPN,0.013348,0.012869,0.008764,0.008101,0.098668,10
EMT_A_HYBRID,hybrid,ALDH1A1,0.017881,0.014741,0.010039,0.006414,0.071606,11
EMT_A_HYBRID,hybrid,HOTAIR,0.016403,0.008824,0.00601,0.002847,0.031775,12
EMT_A_MESENCHYMAL,mesenchymal,VIM,0.625504,1.391322,0.468213,0.38029,0.727066,1
EMT_A_MESENCHYMAL,mesenchymal,S100A4,0.2661,0.37869,0.127438,0.140783,0.387111,2
EMT_A_MESENCHYMAL,mesenchymal,SPARC,0.208789,0.30623,0.103054,0.136272,0.422013,3
EMT_A_MESENCHYMAL,mesenchymal,FN1,0.232132,0.379621,0.127752,0.130299,0.306825,4
EMT_A_MESENCHYMAL,mesenchymal,ACTA2,0.126808,0.178938,0.060217,0.071243,0.239173,5
EMT_A_MESENCHYMAL,mesenchymal,MMP14,0.150034,0.114343,0.038479,0.037197,0.18935,6
EMT_A_MESENCHYMAL,mesenchymal,MMP2,0.055767,0.054361,0.018294,0.028194,0.208799,7
EMT_A_MESENCHYMAL,mesenchymal,ZEB2,0.031229,0.028106,0.009458,0.018609,0.184778,8
EMT_A_MESENCHYMAL,mesenchymal,CDH11,0.043747,0.02806,0.009443,0.012985,0.169854,9
EMT_A_MESENCHYMAL,mesenchymal,SNAI2,0.027991,0.022099,0.007437,0.011341,0.147073,10
EMT_A_MESENCHYMAL,mesenchymal,ZEB1,0.022894,0.014251,0.004796,0.007983,0.158683,11
EMT_A_MESENCHYMAL,mesenchymal,SNAI1,0.042933,0.028207,0.009492,0.006496,0.068064,12
EMT_A_MESENCHYMAL,mesenchymal,MMP9,0.01104,0.01123,0.003779,0.005231,0.06164,13
EMT_A_MESENCHYMAL,mesenchymal,TWIST1,0.008368,0.006138,0.002065,0.004162,0.067327,14
EMT_A_MESENCHYMAL,mesenchymal,MMP3,0.00606,0.007217,0.002429,0.003849,0.073738,15
EMT_A_MESENCHYMAL,mesenchymal,GSC,0.021799,0.01084,0.003648,0.002238,0.051702,16
EMT_A_MESENCHYMAL,mesenchymal,CDH2,0.009297,0.006668,0.002244,0.001412,0.033861,17
EMT_A_MESENCHYMAL,mesenchymal,FOXC2,0.009264,0.004756,0.0016,0.00119,0.046965,18
EMT_A_MESENCHYMAL,mesenchymal,ITGB3,0.00093,0.000477,0.000161,0.000225,0.023443,19
EMT_B_EPITHELIAL,epithelial,KRT19,0.765228,1.881216,0.170941,0.134916,0.52643,1
EMT_B_EPITHELIAL,epithelial,KRT18,0.654243,1.208918,0.109851,0.113821,0.567327,2
EMT_B_EPITHELIAL,epithelial,CLDN4,0.553683,0.937909,0.085225,0.112815,0.613845,3
EMT_B_EPITHELIAL,epithelial,KRT8,0.639201,1.114723,0.101292,0.11117,0.576655,4
EMT_B_EPITHELIAL,epithelial,CD24,0.719639,1.486358,0.135062,0.110547,0.482752,5
EMT_B_EPITHELIAL,epithelial,LMNA,0.607757,0.970137,0.088154,0.068689,0.35183,6
EMT_B_EPITHELIAL,epithelial,CLDN3,0.381568,0.490535,0.044574,0.064647,0.460863,7
EMT_B_EPITHELIAL,epithelial,DSP,0.408165,0.493076,0.044805,0.050291,0.393589,8
EMT_B_EPITHELIAL,epithelial,EPCAM,0.476583,0.613737,0.055769,0.048505,0.326153,9
EMT_B_EPITHELIAL,epithelial,GATA3,0.275331,0.288047,0.026174,0.033503,0.34278,10
EMT_B_EPITHELIAL,epithelial,SDC1,0.209653,0.193036,0.017541,0.024618,0.286872,11
EMT_B_EPITHELIAL,epithelial,CDH1,0.212956,0.180901,0.016438,0.024058,0.335643,12
EMT_B_EPITHELIAL,epithelial,KLF4,0.22408,0.21021,0.019101,0.019994,0.228086,13
EMT_B_EPITHELIAL,epithelial,KLF5,0.165192,0.132657,0.012054,0.014077,0.218195,14
EMT_B_EPITHELIAL,epithelial,ESRP1,0.176979,0.135636,0.012325,0.011201,0.210504,15
EMT_B_EPITHELIAL,epithelial,TJP1,0.15797,0.108342,0.009845,0.009691,0.167639,16
EMT_B_EPITHELIAL,epithelial,FAT1,0.136802,0.102015,0.00927,0.008522,0.158607,17
EMT_B_EPITHELIAL,epithelial,OCLN,0.090648,0.062097,0.005643,0.008195,0.221752,18
EMT_B_EPITHELIAL,epithelial,ITGA6,0.205087,0.174491,0.015856,0.007793,0.09072,19
EMT_B_EPITHELIAL,epithelial,FOXA1,0.072684,0.057943,0.005265,0.007777,0.206001,20
EMT_B_EPITHELIAL,epithelial,OVOL1,0.051782,0.036065,0.003277,0.005372,0.186313,21
EMT_B_EPITHELIAL,epithelial,TJP3,0.050487,0.033532,0.003047,0.004414,0.178974,22
EMT_B_EPITHELIAL,epithelial,GRHL2,0.069762,0.045384,0.004124,0.003939,0.143486,23
EMT_B_EPITHELIAL,epithelial,OVOL2,0.032922,0.019201,0.001745,0.002219,0.114744,24
EMT_B_EPITHELIAL,epithelial,GRHL3,0.014128,0.008692,0.00079,0.001261,0.094567,25
EMT_B_EPITHELIAL,epithelial,FOXA2,8.3e-05,1.6e-05,1e-06,2e-06,0.00649,26
EMT_B_EPITHELIAL,epithelial,GATA4,0.000946,0.000353,3.2e-05,-1.9e-05,-0.020222,27
EMT_B_EPITHELIAL,epithelial,NID1,0.030233,0.01981,0.0018,-0.002016,-0.154186,28
EMT_B_HYBRID,hybrid,YBX1,0.724868,1.444176,0.467982,0.307509,0.585809,1
EMT_B_HYBRID,hybrid,CD44,0.360732,0.435438,0.141103,0.184187,0.451915,2
EMT_B_HYBRID,hybrid,CDH3,0.188618,0.174099,0.056416,0.090101,0.348272,3
EMT_B_HYBRID,hybrid,NFE2L2,0.299736,0.25913,0.08397,0.086502,0.342186,4
EMT_B_HYBRID,hybrid,TNC,0.140554,0.128331,0.041585,0.072997,0.321895,5
EMT_B_HYBRID,hybrid,ITGB4,0.179503,0.153757,0.049825,0.065761,0.3055,6
EMT_B_HYBRID,hybrid,LAMC2,0.100327,0.083784,0.02715,0.055929,0.287302,7
EMT_B_HYBRID,hybrid,ITGAV,0.139691,0.099789,0.032336,0.035497,0.246309,8
EMT_B_HYBRID,hybrid,BMI1,0.113758,0.07827,0.025363,0.019728,0.139753,9
EMT_B_HYBRID,hybrid,MTOR,0.075739,0.044232,0.014333,0.014888,0.143136,10
EMT_B_HYBRID,hybrid,NFATC1,0.052164,0.030678,0.009941,0.012931,0.173865,11
EMT_B_HYBRID,hybrid,CSF1,0.047632,0.030203,0.009787,0.011782,0.132506,12
EMT_B_HYBRID,hybrid,DEPTOR,0.066807,0.044876,0.014542,0.011068,0.113482,13
EMT_B_HYBRID,hybrid,SNAI2,0.027991,0.022099,0.007161,0.010172,0.150123,14
EMT_B_HYBRID,hybrid,VCAM1,0.019856,0.019329,0.006263,0.0086,0.115341,15
EMT_B_HYBRID,hybrid,ALDH1A1,0.017881,0.014741,0.004777,0.005639,0.109304,16
EMT_B_HYBRID,hybrid,PDPN,0.013348,0.012869,0.00417,0.004512,0.087026,17
EMT_B_HYBRID,hybrid,HOTAIR,0.016403,0.008824,0.002859,0.001569,0.026244,18
EMT_B_HYBRID,hybrid,WT1,0.001876,0.000878,0.000284,0.000414,0.03656,19
EMT_B_HYBRID,hybrid,MYOSLID,0.000697,0.000463,0.00015,0.000216,0.026238,20
EMT_B_MESENCHYMAL,mesenchymal,VIM,0.625504,1.391322,0.233859,0.258415,0.660011,1
EMT_B_MESENCHYMAL,mesenchymal,SUMO2,0.776983,1.572747,0.264354,0.116942,0.323671,2
EMT_B_MESENCHYMAL,mesenchymal,FN1,0.232132,0.379621,0.063808,0.09534,0.314462,3
EMT_B_MESENCHYMAL,mesenchymal,S100A4,0.2661,0.37869,0.063652,0.085608,0.345649,4
EMT_B_MESENCHYMAL,mesenchymal,SPARC,0.208789,0.30623,0.051472,0.08385,0.404915,5
EMT_B_MESENCHYMAL,mesenchymal,ITGB1,0.423555,0.490376,0.082425,0.079336,0.326398,6
EMT_B_MESENCHYMAL,mesenchymal,ACTA2,0.126808,0.178938,0.030077,0.047871,0.247112,7
EMT_B_MESENCHYMAL,mesenchymal,CTNNB1,0.252055,0.228508,0.038409,0.033161,0.187756,8
EMT_B_MESENCHYMAL,mesenchymal,MMP14,0.150034,0.114343,0.019219,0.028864,0.226625,9
EMT_B_MESENCHYMAL,mesenchymal,MMP2,0.055767,0.054361,0.009137,0.017416,0.211872,10
EMT_B_MESENCHYMAL,mesenchymal,GSK3B,0.173094,0.121433,0.020411,0.016539,0.126022,11
EMT_B_MESENCHYMAL,mesenchymal,ITGAV,0.139691,0.099789,0.016773,0.014995,0.139799,12
EMT_B_MESENCHYMAL,mesenchymal,ITGB6,0.127355,0.102984,0.01731,0.014565,0.080154,13
EMT_B_MESENCHYMAL,mesenchymal,ZEB2,0.031229,0.028106,0.004724,0.013663,0.192782,14
EMT_B_MESENCHYMAL,mesenchymal,ADAM10,0.173161,0.143718,0.024157,0.012645,0.081144,15
EMT_B_MESENCHYMAL,mesenchymal,ADAM17,0.112546,0.070844,0.011908,0.011965,0.136644,16
EMT_B_MESENCHYMAL,mesenchymal,PXN,0.110322,0.075213,0.012642,0.010426,0.078495,17
EMT_B_MESENCHYMAL,mesenchymal,CDH11,0.043747,0.02806,0.004716,0.00935,0.186263,18
EMT_B_MESENCHYMAL,mesenchymal,SNAI2,0.027991,0.022099,0.003714,0.007776,0.161824,19
EMT_B_MESENCHYMAL,mesenchymal,ZEB1,0.022894,0.014251,0.002395,0.005732,0.169259,20
EMT_B_MESENCHYMAL,mesenchymal,ITGA5,0.027875,0.019568,0.003289,0.005044,0.092879,21
EMT_B_MESENCHYMAL,mesenchymal,LEF1,0.025916,0.015996,0.002689,0.004525,0.151006,22
EMT_B_MESENCHYMAL,mesenchymal,SNAI1,0.042933,0.028207,0.004741,0.004421,0.078274,23
EMT_B_MESENCHYMAL,mesenchymal,ADAM12,0.021002,0.014028,0.002358,0.004419,0.127896,24
EMT_B_MESENCHYMAL,mesenchymal,E2F1,0.035595,0.020658,0.003472,0.003808,0.087414,25
EMT_B_MESENCHYMAL,mesenchymal,TWIST1,0.008368,0.006138,0.001032,0.003321,0.06904,26
EMT_B_MESENCHYMAL,mesenchymal,MMP9,0.01104,0.01123,0.001888,0.003088,0.061559,27
EMT_B_MESENCHYMAL,mesenchymal,MMP3,0.00606,0.007217,0.001213,0.002666,0.071825,28
EMT_B_MESENCHYMAL,mesenchymal,GSC,0.021799,0.01084,0.001822,0.001769,0.067044,29
EMT_B_MESENCHYMAL,mesenchymal,FOXC2,0.009264,0.004756,0.000799,0.000963,0.060461,30
EMT_B_MESENCHYMAL,mesenchymal,CDH2,0.009297,0.006668,0.001121,0.000957,0.048286,31
EMT_B_MESENCHYMAL,mesenchymal,ADAM19,0.00342,0.001982,0.000333,0.000389,0.030422,32
EMT_B_MESENCHYMAL,mesenchymal,ITGB3,0.00093,0.000477,8e-05,0.000167,0.030201,33
EMT_C_EPITHELIAL,epithelial,KRT19,0.765228,1.881216,0.20286,0.165095,0.556387,1
EMT_C_EPITHELIAL,epithelial,CD24,0.719639,1.486358,0.160281,0.135335,0.505577,2
EMT_C_EPITHELIAL,epithelial,KRT18,0.654243,1.208918,0.130363,0.132508,0.560667,3
EMT_C_EPITHELIAL,epithelial,KRT8,0.639201,1.114723,0.120206,0.131574,0.590107,4
EMT_C_EPITHELIAL,epithelial,CLDN3,0.381568,0.490535,0.052897,0.0743,0.45497,5
EMT_C_EPITHELIAL,epithelial,DSP,0.408165,0.493076,0.053171,0.059665,0.401368,6
EMT_C_EPITHELIAL,epithelial,EPCAM,0.476583,0.613737,0.066182,0.058716,0.34528,7
EMT_C_EPITHELIAL,epithelial,GATA3,0.275331,0.288047,0.031061,0.037565,0.323775,8
EMT_C_EPITHELIAL,epithelial,SDC1,0.209653,0.193036,0.020816,0.029386,0.283931,9
EMT_C_EPITHELIAL,epithelial,CDH1,0.212956,0.180901,0.019507,0.02804,0.328938,10
EMT_C_EPITHELIAL,epithelial,ITGB4,0.179503,0.153757,0.01658,0.021776,0.258104,11
EMT_C_EPITHELIAL,epithelial,KLF4,0.22408,0.21021,0.022668,0.021528,0.206458,12
EMT_C_EPITHELIAL,epithelial,KLF5,0.165192,0.132657,0.014305,0.015781,0.210324,13
EMT_C_EPITHELIAL,epithelial,LAMC2,0.100327,0.083784,0.009035,0.015261,0.222309,14
EMT_C_EPITHELIAL,epithelial,ESRP1,0.176979,0.135636,0.014626,0.013779,0.217519,15
EMT_C_EPITHELIAL,epithelial,TJP1,0.15797,0.108342,0.011683,0.011416,0.168253,16
EMT_C_EPITHELIAL,epithelial,ITGA6,0.205087,0.174491,0.018816,0.00994,0.100745,17
EMT_C_EPITHELIAL,epithelial,OCLN,0.090648,0.062097,0.006696,0.009231,0.206133,18
EMT_C_EPITHELIAL,epithelial,FOXA1,0.072684,0.057943,0.006248,0.008793,0.187787,19
EMT_C_EPITHELIAL,epithelial,LAMC1,0.080653,0.054253,0.00585,0.00661,0.151801,20
EMT_C_EPITHELIAL,epithelial,OVOL1,0.051782,0.036065,0.003889,0.005711,0.167584,21
EMT_C_EPITHELIAL,epithelial,GRHL2,0.069762,0.045384,0.004894,0.004803,0.144947,22
EMT_C_EPITHELIAL,epithelial,OVOL2,0.032922,0.019201,0.002071,0.002709,0.113083,23
EMT_C_EPITHELIAL,epithelial,GRHL3,0.014128,0.008692,0.000937,0.001512,0.093554,24
EMT_C_EPITHELIAL,epithelial,TJP2,0.016635,0.010391,0.00112,0.000946,0.061881,25
EMT_C_EPITHELIAL,epithelial,NOTCH4,0.015922,0.009827,0.00106,0.000493,0.019437,26
EMT_C_EPITHELIAL,epithelial,FOXA2,8.3e-05,1.6e-05,2e-06,3e-06,0.00796,27
EMT_C_EPITHELIAL,epithelial,GATA4,0.000946,0.000353,3.8e-05,-1.9e-05,-0.01972,28
EMT_C_EPITHELIAL,epithelial,NID1,0.030233,0.01981,0.002136,-0.002457,-0.156518,29
EMT_C_HYBRID,hybrid,CD24,0.719639,1.486358,0.265687,0.150332,0.409713,1
EMT_C_HYBRID,hybrid,YBX1,0.724868,1.444176,0.258147,0.147146,0.369211,2
EMT_C_HYBRID,hybrid,CD44,0.360732,0.435438,0.077835,0.109729,0.368127,3
EMT_C_HYBRID,hybrid,LAMB3,0.148307,0.167154,0.029879,0.078373,0.341439,4
EMT_C_HYBRID,hybrid,CDH3,0.188618,0.174099,0.03112,0.064341,0.383113,5
EMT_C_HYBRID,hybrid,SPARC,0.208789,0.30623,0.054739,0.058675,0.302393,6
EMT_C_HYBRID,hybrid,TNC,0.140554,0.128331,0.022939,0.050593,0.331243,7
EMT_C_HYBRID,hybrid,ACTA2,0.126808,0.178938,0.031985,0.04483,0.261239,8
EMT_C_HYBRID,hybrid,NFE2L2,0.299736,0.25913,0.04632,0.044449,0.23294,9
EMT_C_HYBRID,hybrid,LAMC2,0.100327,0.083784,0.014976,0.041246,0.312487,10
EMT_C_HYBRID,hybrid,ITGB4,0.179503,0.153757,0.027484,0.040037,0.27085,11
EMT_C_HYBRID,hybrid,TGFBI,0.089818,0.089436,0.015987,0.037256,0.279148,12
EMT_C_HYBRID,hybrid,ITGAV,0.139691,0.099789,0.017837,0.01799,0.154206,13
EMT_C_HYBRID,hybrid,JAG1,0.092541,0.062346,0.011144,0.01712,0.164239,14
EMT_C_HYBRID,hybrid,PROM1,0.121877,0.106954,0.019118,0.015845,0.154822,15
EMT_C_HYBRID,hybrid,ITGA3,0.062275,0.043094,0.007703,0.012539,0.142481,16
EMT_C_HYBRID,hybrid,MTOR,0.075739,0.044232,0.007907,0.008151,0.09886,17
EMT_C_HYBRID,hybrid,BMI1,0.113758,0.07827,0.013991,0.008071,0.044774,18
EMT_C_HYBRID,hybrid,ITGA5,0.027875,0.019568,0.003498,0.007376,0.119387,19
EMT_C_HYBRID,hybrid,CSF1,0.047632,0.030203,0.005399,0.007223,0.118099,20
EMT_C_HYBRID,hybrid,SNAI2,0.027991,0.022099,0.00395,0.006543,0.135207,21
EMT_C_HYBRID,hybrid,TGFB2,0.041439,0.025848,0.00462,0.005717,0.09311,22
EMT_C_HYBRID,hybrid,VCAM1,0.019856,0.019329,0.003455,0.005028,0.103892,23
EMT_C_HYBRID,hybrid,DEPTOR,0.066807,0.044876,0.008022,0.004941,0.059267,24
EMT_C_HYBRID,hybrid,COL5A2,0.021716,0.023912,0.004274,0.004849,0.103495,25
EMT_C_HYBRID,hybrid,NEO1,0.049309,0.027425,0.004902,0.003962,0.05482,26
EMT_C_HYBRID,hybrid,PDPN,0.013348,0.012869,0.0023,0.003401,0.09438,27
EMT_C_HYBRID,hybrid,PRRX2,0.016486,0.009133,0.001632,0.001691,0.038641,28
EMT_C_HYBRID,hybrid,HOTAIR,0.016403,0.008824,0.001577,0.000739,0.003529,29
EMT_C_HYBRID,hybrid,SERPINB2,0.002905,0.002271,0.000406,0.00057,0.040064,30
EMT_C_HYBRID,hybrid,MMP10,0.001063,0.000891,0.000159,0.0005,0.029172,31
EMT_C_HYBRID,hybrid,FOXC2,0.009264,0.004756,0.00085,0.000481,0.001067,32
EMT_C_HYBRID,hybrid,WT1,0.001876,0.000878,0.000157,0.00025,0.020933,33
EMT_C_MESENCHYMAL,mesenchymal,VIM,0.625504,1.391322,0.195213,0.203371,0.592847,1
EMT_C_MESENCHYMAL,mesenchymal,FN1,0.232132,0.379621,0.053264,0.099361,0.390912,2
EMT_C_MESENCHYMAL,mesenchymal,SUMO2,0.776983,1.572747,0.220668,0.098484,0.290206,3
EMT_C_MESENCHYMAL,mesenchymal,CD44,0.360732,0.435438,0.061095,0.072155,0.324077,4
EMT_C_MESENCHYMAL,mesenchymal,ITGB1,0.423555,0.490376,0.068803,0.067311,0.33241,5
EMT_C_MESENCHYMAL,mesenchymal,S100A4,0.2661,0.37869,0.053133,0.064651,0.326277,6
EMT_C_MESENCHYMAL,mesenchymal,SPARC,0.208789,0.30623,0.042966,0.062844,0.367487,7
EMT_C_MESENCHYMAL,mesenchymal,ACTA2,0.126808,0.178938,0.025106,0.037553,0.244704,8
EMT_C_MESENCHYMAL,mesenchymal,STAT3,0.307008,0.285604,0.040072,0.029742,0.207727,9
EMT_C_MESENCHYMAL,mesenchymal,CTNNB1,0.252055,0.228508,0.032061,0.028399,0.213084,10
EMT_C_MESENCHYMAL,mesenchymal,MUC1,0.231866,0.239558,0.033612,0.026077,0.108457,11
EMT_C_MESENCHYMAL,mesenchymal,MMP14,0.150034,0.114343,0.016043,0.024722,0.243781,12
EMT_C_MESENCHYMAL,mesenchymal,ITGB6,0.127355,0.102984,0.014449,0.016591,0.145558,13
EMT_C_MESENCHYMAL,mesenchymal,GSK3B,0.173094,0.121433,0.017038,0.015338,0.156964,14
EMT_C_MESENCHYMAL,mesenchymal,SOX10,0.113808,0.078745,0.011049,0.015282,0.220274,15
EMT_C_MESENCHYMAL,mesenchymal,SMAD2,0.170388,0.122382,0.017171,0.014831,0.155185,16
EMT_C_MESENCHYMAL,mesenchymal,MMP2,0.055767,0.054361,0.007627,0.014001,0.213162,17
EMT_C_MESENCHYMAL,mesenchymal,ADAM10,0.173161,0.143718,0.020165,0.013793,0.132873,18
EMT_C_MESENCHYMAL,mesenchymal,ADAM17,0.112546,0.070844,0.00994,0.011105,0.160658,19
EMT_C_MESENCHYMAL,mesenchymal,ZEB2,0.031229,0.028106,0.003944,0.010543,0.185297,20
EMT_C_MESENCHYMAL,mesenchymal,PXN,0.110322,0.075213,0.010553,0.010182,0.115275,21
EMT_C_MESENCHYMAL,mesenchymal,CDH11,0.043747,0.02806,0.003937,0.008391,0.198045,22
EMT_C_MESENCHYMAL,mesenchymal,SMAD4,0.084223,0.050296,0.007057,0.006859,0.115409,23
EMT_C_MESENCHYMAL,mesenchymal,SNAI2,0.027991,0.022099,0.003101,0.006277,0.15357,24
EMT_C_MESENCHYMAL,mesenchymal,ITGA5,0.027875,0.019568,0.002746,0.004848,0.114711,25
EMT_C_MESENCHYMAL,mesenchymal,ATL1,0.06191,0.040109,0.005628,0.004763,0.073543,26
EMT_C_MESENCHYMAL,mesenchymal,ZEB1,0.022894,0.014251,0.002,0.004558,0.161589,27
EMT_C_MESENCHYMAL,mesenchymal,SNAI1,0.042933,0.028207,0.003958,0.004052,0.09272,28
EMT_C_MESENCHYMAL,mesenchymal,LEF1,0.025916,0.015996,0.002244,0.003554,0.137014,29
EMT_C_MESENCHYMAL,mesenchymal,ADAM12,0.021002,0.014028,0.001968,0.003513,0.126077,30
EMT_C_MESENCHYMAL,mesenchymal,E2F1,0.035595,0.020658,0.002898,0.003257,0.088011,31
EMT_C_MESENCHYMAL,mesenchymal,SMAD3,0.042037,0.025325,0.003553,0.002987,0.071837,32
EMT_C_MESENCHYMAL,mesenchymal,TWIST1,0.008368,0.006138,0.000861,0.002704,0.071035,33
EMT_C_MESENCHYMAL,mesenchymal,MMP9,0.01104,0.01123,0.001576,0.002311,0.055131,34
EMT_C_MESENCHYMAL,mesenchymal,MMP3,0.00606,0.007217,0.001013,0.002075,0.070503,35
EMT_C_MESENCHYMAL,mesenchymal,GSC,0.021799,0.01084,0.001521,0.00146,0.069299,36
EMT_C_MESENCHYMAL,mesenchymal,CDH2,0.009297,0.006668,0.000936,0.000807,0.051727,37
EMT_C_MESENCHYMAL,mesenchymal,FOXC2,0.009264,0.004756,0.000667,0.000756,0.054213,38
EMT_C_MESENCHYMAL,mesenchymal,ADAM19,0.00342,0.001982,0.000278,0.000358,0.033049,39
EMT_C_MESENCHYMAL,mesenchymal,ITGB3,0.00093,0.000477,6.7e-05,0.000137,0.031354,40
EMT_C_MESENCHYMAL,mesenchymal,NANOG,0.000249,0.000143,2e-05,-7e-06,0.001591,41
