# programme_cluster_eta2 | collection emt (epithelial-mesenchymal transition (EMT)) | run drvi_tum_64_nomt | recall of a signature collection by two pipelines on ONE set of cells: Leiden clusters vs DRVI decoder directions, identical ORA downstream | 05_10_pipeline_recall
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
arm,resolution,signature,n_clusters,eta2_cluster
harmony_leiden,1.0,EMT_C_MESENCHYMAL,23,0.09732130523944335
harmony_leiden,1.5,EMT_A_MESENCHYMAL,33,0.11898603104216612
harmony_leiden,1.5,EMT_B_MESENCHYMAL,33,0.10223320068882318
harmony_leiden,1.5,EMT_C_HYBRID,33,0.04221649903579933
harmony_leiden,1.5,EMT_C_MESENCHYMAL,33,0.10956146398783502
harmony_leiden,2.0,EMT_A_MESENCHYMAL,45,0.1281279913955315
harmony_leiden,2.0,EMT_B_MESENCHYMAL,45,0.10665899021061141
harmony_leiden,2.0,EMT_C_HYBRID,45,0.0614010804290717
harmony_leiden,2.0,EMT_C_MESENCHYMAL,45,0.11186622083753621
harmony_leiden,3.0,EMT_A_MESENCHYMAL,58,0.1438520792132588
harmony_leiden,3.0,EMT_B_MESENCHYMAL,58,0.11913238970962806
harmony_leiden,3.0,EMT_C_HYBRID,58,0.07886949985379893
harmony_leiden,3.0,EMT_C_MESENCHYMAL,58,0.12728132230833344
drvi_leiden,0.2,EMT_A_MESENCHYMAL,18,0.08488945015692174
drvi_leiden,0.2,EMT_B_MESENCHYMAL,18,0.0610620054666304
drvi_leiden,0.2,EMT_C_HYBRID,18,0.021447858823655446
drvi_leiden,0.2,EMT_C_MESENCHYMAL,18,0.05565551705219441
drvi_leiden,0.4,EMT_A_MESENCHYMAL,18,0.12135232170647876
drvi_leiden,0.4,EMT_B_MESENCHYMAL,18,0.09702102445877839
drvi_leiden,0.4,EMT_C_HYBRID,18,0.02627200508696582
drvi_leiden,0.4,EMT_C_MESENCHYMAL,18,0.09337117061833615
drvi_leiden,0.6,EMT_A_MESENCHYMAL,26,0.13095902954627017
drvi_leiden,0.6,EMT_B_MESENCHYMAL,26,0.10579650740873087
drvi_leiden,0.6,EMT_C_HYBRID,26,0.0352257158112886
drvi_leiden,0.6,EMT_C_MESENCHYMAL,26,0.10402916821022326
drvi_leiden,0.8,EMT_A_MESENCHYMAL,28,0.13993865162103297
drvi_leiden,0.8,EMT_B_MESENCHYMAL,28,0.11209385890888335
drvi_leiden,0.8,EMT_C_HYBRID,28,0.06067637461513346
drvi_leiden,0.8,EMT_C_MESENCHYMAL,28,0.10834166740445185
drvi_leiden,1.0,EMT_A_MESENCHYMAL,36,0.14154868849109492
drvi_leiden,1.0,EMT_B_MESENCHYMAL,36,0.11593164006023844
drvi_leiden,1.0,EMT_C_HYBRID,36,0.06843798943599369
drvi_leiden,1.0,EMT_C_MESENCHYMAL,36,0.11361964226990791
drvi_leiden,1.5,EMT_A_MESENCHYMAL,45,0.14584944453617762
drvi_leiden,1.5,EMT_B_MESENCHYMAL,45,0.11645681724073213
drvi_leiden,1.5,EMT_C_HYBRID,45,0.07416454972749385
drvi_leiden,1.5,EMT_C_MESENCHYMAL,45,0.11392945872109693
drvi_leiden,2.0,EMT_A_MESENCHYMAL,57,0.1496702882170911
drvi_leiden,2.0,EMT_B_MESENCHYMAL,57,0.12009653256635683
drvi_leiden,2.0,EMT_C_HYBRID,57,0.0806178644675821
drvi_leiden,2.0,EMT_C_MESENCHYMAL,57,0.11803028863882559
drvi_leiden,3.0,EMT_A_MESENCHYMAL,75,0.16109884571739708
drvi_leiden,3.0,EMT_B_MESENCHYMAL,75,0.12762551791827886
drvi_leiden,3.0,EMT_C_HYBRID,75,0.09285111409866222
drvi_leiden,3.0,EMT_C_MESENCHYMAL,75,0.1299027551783941
pca_leiden,0.2,EMT_A_MESENCHYMAL,18,0.07567829149509371
pca_leiden,0.2,EMT_B_MESENCHYMAL,18,0.06259965502777068
pca_leiden,0.2,EMT_C_HYBRID,18,0.03205469420466173
pca_leiden,0.2,EMT_C_MESENCHYMAL,18,0.060038739529588575
pca_leiden,0.4,EMT_A_MESENCHYMAL,24,0.07622998054883391
pca_leiden,0.4,EMT_B_MESENCHYMAL,24,0.06724173006832002
pca_leiden,0.4,EMT_C_HYBRID,24,0.03647173468004989
pca_leiden,0.4,EMT_C_MESENCHYMAL,24,0.06261486377354371
pca_leiden,0.6,EMT_A_MESENCHYMAL,28,0.09121913801886154
pca_leiden,0.6,EMT_B_MESENCHYMAL,28,0.07824092706711527
pca_leiden,0.6,EMT_C_HYBRID,28,0.04010128920925579
pca_leiden,0.6,EMT_C_MESENCHYMAL,28,0.08314358587724555
pca_leiden,0.8,EMT_A_MESENCHYMAL,30,0.09503104108777256
pca_leiden,0.8,EMT_B_MESENCHYMAL,30,0.08148375445253736
pca_leiden,0.8,EMT_C_HYBRID,30,0.04087739341349877
pca_leiden,0.8,EMT_C_MESENCHYMAL,30,0.08532284629608632
pca_leiden,1.0,EMT_A_MESENCHYMAL,34,0.125904866598448
pca_leiden,1.0,EMT_B_MESENCHYMAL,34,0.10389932779783555
pca_leiden,1.0,EMT_C_HYBRID,34,0.05192083116551569
pca_leiden,1.0,EMT_C_MESENCHYMAL,34,0.1088408165040604
pca_leiden,1.5,EMT_A_MESENCHYMAL,45,0.13029230890808668
pca_leiden,1.5,EMT_B_MESENCHYMAL,45,0.1127707174976256
pca_leiden,1.5,EMT_C_HYBRID,45,0.09591823452835616
pca_leiden,1.5,EMT_C_MESENCHYMAL,45,0.1223759777963872
pca_leiden,2.0,EMT_A_MESENCHYMAL,53,0.14566401680318147
pca_leiden,2.0,EMT_B_MESENCHYMAL,53,0.1293182778540249
pca_leiden,2.0,EMT_C_HYBRID,53,0.09788210693277766
pca_leiden,2.0,EMT_C_MESENCHYMAL,53,0.1388109388301487
pca_leiden,3.0,EMT_A_MESENCHYMAL,65,0.1622587058959442
pca_leiden,3.0,EMT_B_MESENCHYMAL,65,0.1386588460375863
pca_leiden,3.0,EMT_C_HYBRID,65,0.10627346161193184
pca_leiden,3.0,EMT_C_MESENCHYMAL,65,0.1457174039981868
null_partition,1.0,EMT_A_MESENCHYMAL,23,0.0004022022458949037
null_partition,1.0,EMT_B_MESENCHYMAL,23,0.000401298525711333
null_partition,1.0,EMT_C_HYBRID,23,0.0004900411785249861
null_partition,1.0,EMT_C_MESENCHYMAL,23,0.0004585301153168266
