# signature_gene_contribution | collection emt (epithelial-mesenchymal transition (EMT)) | DRVI run drvi_tum_64_nomt | 05_4 - 05_8 signature interpretation
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
signature,axis,gene,detection_rate,mean_expression,share_of_mean_signal,share_of_score_variance,spearman_with_score,rank_by_variance_share
EMT_A_MESENCHYMAL,mesenchymal,CDH2,0.006556,0.004591,0.001494,0.001841,0.046598,16
EMT_A_MESENCHYMAL,mesenchymal,FOXC2,0.010975,0.005817,0.001893,0.001592,0.050479,17
EMT_A_MESENCHYMAL,mesenchymal,TWIST1,0.006224,0.004159,0.001353,0.001075,0.023726,18
EMT_A_MESENCHYMAL,mesenchymal,ITGB3,0.000926,0.000453,0.000147,0.000248,0.029408,19
EMT_B_EPITHELIAL,epithelial,KRT19,0.791714,1.982535,0.179226,0.143828,0.584944,1
EMT_B_EPITHELIAL,epithelial,CD24,0.743705,1.568074,0.141758,0.116033,0.51357,2
EMT_B_EPITHELIAL,epithelial,KRT8,0.640156,1.109089,0.100264,0.112155,0.595183,3
EMT_B_EPITHELIAL,epithelial,CLDN4,0.546418,0.893349,0.080761,0.111022,0.614891,4
EMT_B_EPITHELIAL,epithelial,KRT18,0.639348,1.116941,0.100974,0.105105,0.545849,5
EMT_B_EPITHELIAL,epithelial,LMNA,0.632388,1.021995,0.092391,0.074877,0.399341,6
EMT_B_EPITHELIAL,epithelial,CLDN3,0.406167,0.528957,0.047819,0.069791,0.48316,7
EMT_B_EPITHELIAL,epithelial,EPCAM,0.538555,0.720786,0.065161,0.056127,0.363326,8
EMT_B_EPITHELIAL,epithelial,DSP,0.406523,0.482498,0.043619,0.048519,0.393111,9
EMT_B_EPITHELIAL,epithelial,SDC1,0.21812,0.206125,0.018634,0.027222,0.309905,10
EMT_B_EPITHELIAL,epithelial,CDH1,0.193225,0.157118,0.014204,0.02173,0.32836,11
EMT_B_EPITHELIAL,epithelial,GATA3,0.220163,0.176464,0.015953,0.019568,0.278829,12
EMT_B_EPITHELIAL,epithelial,KLF4,0.196289,0.168215,0.015207,0.015463,0.184851,13
EMT_B_EPITHELIAL,epithelial,KLF5,0.161084,0.125238,0.011322,0.013655,0.21877,14
EMT_B_EPITHELIAL,epithelial,ESRP1,0.194793,0.154652,0.013981,0.012534,0.23225,15
EMT_B_EPITHELIAL,epithelial,ITGA6,0.225793,0.195528,0.017676,0.01165,0.137488,16
EMT_B_EPITHELIAL,epithelial,TJP1,0.161179,0.108522,0.009811,0.009133,0.15165,17
EMT_B_EPITHELIAL,epithelial,FAT1,0.124121,0.091107,0.008236,0.00749,0.138285,18
EMT_B_EPITHELIAL,epithelial,OCLN,0.083357,0.058271,0.005268,0.007474,0.20356,19
EMT_B_EPITHELIAL,epithelial,OVOL1,0.046394,0.031144,0.002815,0.004278,0.16011,20
EMT_B_EPITHELIAL,epithelial,FOXA1,0.048817,0.035942,0.003249,0.004033,0.131955,21
EMT_B_EPITHELIAL,epithelial,TJP3,0.046822,0.03146,0.002844,0.003819,0.158629,22
EMT_B_EPITHELIAL,epithelial,GRHL2,0.070767,0.048502,0.004385,0.003783,0.136046,23
EMT_B_EPITHELIAL,epithelial,OVOL2,0.032117,0.018586,0.00168,0.002169,0.11174,24
EMT_B_EPITHELIAL,epithelial,GRHL3,0.011735,0.007972,0.000721,0.001149,0.07983,25
EMT_B_EPITHELIAL,epithelial,GATA4,0.001212,0.000466,4.2e-05,-2.6e-05,-0.025584,26
EMT_B_EPITHELIAL,epithelial,NID1,0.03587,0.022123,0.002,-0.002582,-0.189084,27
EMT_B_HYBRID,hybrid,YBX1,0.769384,1.606728,0.480796,0.286038,0.531753,1
EMT_B_HYBRID,hybrid,CD44,0.378635,0.47481,0.142082,0.2029,0.508974,2
EMT_B_HYBRID,hybrid,CDH3,0.207953,0.198714,0.059463,0.097549,0.377401,3
EMT_B_HYBRID,hybrid,NFE2L2,0.304399,0.254377,0.076119,0.081802,0.334962,4
EMT_B_HYBRID,hybrid,ITGB4,0.200257,0.178399,0.053384,0.071265,0.328705,5
EMT_B_HYBRID,hybrid,TNC,0.133861,0.119418,0.035734,0.070158,0.338091,6
EMT_B_HYBRID,hybrid,LAMC2,0.117351,0.104104,0.031152,0.06632,0.324392,7
EMT_B_HYBRID,hybrid,ITGAV,0.136996,0.096921,0.029003,0.037126,0.245864,8
EMT_B_HYBRID,hybrid,BMI1,0.122957,0.085858,0.025692,0.017225,0.086061,9
EMT_B_HYBRID,hybrid,MTOR,0.076017,0.045562,0.013634,0.013228,0.117702,10
EMT_B_HYBRID,hybrid,NFATC1,0.051953,0.031496,0.009425,0.012183,0.160831,11
EMT_B_HYBRID,hybrid,CSF1,0.043757,0.027941,0.008361,0.010862,0.127217,12
EMT_B_HYBRID,hybrid,DEPTOR,0.061597,0.042142,0.012611,0.009948,0.086754,13
EMT_B_HYBRID,hybrid,VCAM1,0.022734,0.022569,0.006754,0.009135,0.115093,14
EMT_B_HYBRID,hybrid,ALDH1A1,0.021665,0.017333,0.005187,0.005797,0.098214,15
EMT_B_HYBRID,hybrid,SNAI2,0.016819,0.013408,0.004012,0.005061,0.093799,16
EMT_B_HYBRID,hybrid,PDPN,0.009478,0.010045,0.003006,0.001783,0.041707,17
EMT_B_HYBRID,hybrid,HOTAIR,0.020073,0.01107,0.003312,0.00133,0.002936,18
EMT_B_HYBRID,hybrid,WT1,0.001615,0.000716,0.000214,0.000239,0.016022,19
EMT_B_HYBRID,hybrid,MYOSLID,0.000261,0.000201,6e-05,5.1e-05,0.007309,20
EMT_B_MESENCHYMAL,mesenchymal,VIM,0.658495,1.493109,0.2427,0.27172,0.63491,1
EMT_B_MESENCHYMAL,mesenchymal,SUMO2,0.807987,1.701954,0.276647,0.125617,0.305837,2
EMT_B_MESENCHYMAL,mesenchymal,FN1,0.280312,0.457583,0.074379,0.106856,0.309822,3
EMT_B_MESENCHYMAL,mesenchymal,ITGB1,0.430397,0.496621,0.080724,0.085666,0.327277,4
EMT_B_MESENCHYMAL,mesenchymal,S100A4,0.290503,0.404701,0.065783,0.081276,0.333373,5
EMT_B_MESENCHYMAL,mesenchymal,SPARC,0.202395,0.289503,0.047058,0.072987,0.35646,6
EMT_B_MESENCHYMAL,mesenchymal,CTNNB1,0.247529,0.218011,0.035437,0.032031,0.18938,7
EMT_B_MESENCHYMAL,mesenchymal,MMP14,0.16251,0.124679,0.020266,0.030949,0.225301,8
EMT_B_MESENCHYMAL,mesenchymal,ACTA2,0.08445,0.105087,0.017081,0.026749,0.191317,9
EMT_B_MESENCHYMAL,mesenchymal,ITGAV,0.136996,0.096921,0.015754,0.018564,0.165612,10
EMT_B_MESENCHYMAL,mesenchymal,GSK3B,0.184127,0.130138,0.021154,0.018245,0.131767,11
EMT_B_MESENCHYMAL,mesenchymal,ITGB6,0.123812,0.09935,0.016149,0.016754,0.088923,12
EMT_B_MESENCHYMAL,mesenchymal,ADAM10,0.143197,0.100529,0.016341,0.015477,0.116124,13
EMT_B_MESENCHYMAL,mesenchymal,ADAM17,0.124145,0.079234,0.012879,0.0149,0.142697,14
EMT_B_MESENCHYMAL,mesenchymal,MMP2,0.051691,0.047461,0.007715,0.014457,0.185316,15
EMT_B_MESENCHYMAL,mesenchymal,PXN,0.111911,0.076259,0.012396,0.008757,0.056233,16
EMT_B_MESENCHYMAL,mesenchymal,CDH11,0.045634,0.028907,0.004699,0.008678,0.170279,17
EMT_B_MESENCHYMAL,mesenchymal,ZEB2,0.030454,0.019239,0.003127,0.006568,0.173613,18
EMT_B_MESENCHYMAL,mesenchymal,ZEB1,0.025774,0.014908,0.002423,0.005796,0.174953,19
EMT_B_MESENCHYMAL,mesenchymal,ITGA5,0.02853,0.020268,0.003295,0.005473,0.104803,20
EMT_B_MESENCHYMAL,mesenchymal,ADAM12,0.024207,0.01549,0.002518,0.005152,0.136314,21
EMT_B_MESENCHYMAL,mesenchymal,LEF1,0.027556,0.016586,0.002696,0.004868,0.143697,22
EMT_B_MESENCHYMAL,mesenchymal,E2F1,0.043496,0.026152,0.004251,0.004848,0.080066,23
EMT_B_MESENCHYMAL,mesenchymal,SNAI1,0.047202,0.031721,0.005156,0.004813,0.06393,24
EMT_B_MESENCHYMAL,mesenchymal,SNAI2,0.016819,0.013408,0.002179,0.003113,0.0855,25
EMT_B_MESENCHYMAL,mesenchymal,GSC,0.026036,0.012258,0.001993,0.002603,0.084123,26
EMT_B_MESENCHYMAL,mesenchymal,MMP9,0.010951,0.010217,0.001661,0.001909,0.025838,27
EMT_B_MESENCHYMAL,mesenchymal,MMP3,0.004751,0.005246,0.000853,0.001577,0.057972,28
EMT_B_MESENCHYMAL,mesenchymal,FOXC2,0.010975,0.005817,0.000946,0.001266,0.052874,29
EMT_B_MESENCHYMAL,mesenchymal,CDH2,0.006556,0.004591,0.000746,0.001171,0.05116,30
EMT_B_MESENCHYMAL,mesenchymal,TWIST1,0.006224,0.004159,0.000676,0.000699,0.016433,31
EMT_B_MESENCHYMAL,mesenchymal,ADAM19,0.002209,0.001524,0.000248,0.000288,0.025772,32
EMT_B_MESENCHYMAL,mesenchymal,ITGB3,0.000926,0.000453,7.4e-05,0.000172,0.033512,33
EMT_C_EPITHELIAL,epithelial,KRT19,0.791714,1.982535,0.211218,0.17121,0.60699,1
EMT_C_EPITHELIAL,epithelial,CD24,0.743705,1.568074,0.167062,0.138955,0.53599,2
EMT_C_EPITHELIAL,epithelial,KRT8,0.640156,1.109089,0.118162,0.131896,0.608453,3
EMT_C_EPITHELIAL,epithelial,KRT18,0.639348,1.116941,0.118998,0.122746,0.54843,4
EMT_C_EPITHELIAL,epithelial,CLDN3,0.406167,0.528957,0.056355,0.078983,0.470441,5
EMT_C_EPITHELIAL,epithelial,EPCAM,0.538555,0.720786,0.076792,0.065526,0.363727,6
EMT_C_EPITHELIAL,epithelial,DSP,0.406523,0.482498,0.051405,0.057138,0.393026,7
EMT_C_EPITHELIAL,epithelial,SDC1,0.21812,0.206125,0.02196,0.031427,0.298724,8
EMT_C_EPITHELIAL,epithelial,ITGB4,0.200257,0.178399,0.019007,0.028133,0.316887,9
EMT_C_EPITHELIAL,epithelial,CDH1,0.193225,0.157118,0.016739,0.025407,0.321651,10
EMT_C_EPITHELIAL,epithelial,GATA3,0.220163,0.176464,0.0188,0.022574,0.268227,11
EMT_C_EPITHELIAL,epithelial,LAMC2,0.117351,0.104104,0.011091,0.020768,0.290392,12
EMT_C_EPITHELIAL,epithelial,KLF4,0.196289,0.168215,0.017922,0.017079,0.170773,13
EMT_C_EPITHELIAL,epithelial,KLF5,0.161084,0.125238,0.013343,0.015297,0.206512,14
EMT_C_EPITHELIAL,epithelial,ESRP1,0.194793,0.154652,0.016477,0.014981,0.230166,15
EMT_C_EPITHELIAL,epithelial,ITGA6,0.225793,0.195528,0.020831,0.013903,0.13633,16
EMT_C_EPITHELIAL,epithelial,TJP1,0.161179,0.108522,0.011562,0.010661,0.144211,17
EMT_C_EPITHELIAL,epithelial,LAMC1,0.087134,0.059373,0.006326,0.009046,0.204684,18
EMT_C_EPITHELIAL,epithelial,OCLN,0.083357,0.058271,0.006208,0.008267,0.187968,19
EMT_C_EPITHELIAL,epithelial,OVOL1,0.046394,0.031144,0.003318,0.004532,0.141241,20
EMT_C_EPITHELIAL,epithelial,GRHL2,0.070767,0.048502,0.005167,0.004532,0.133139,21
EMT_C_EPITHELIAL,epithelial,FOXA1,0.048817,0.035942,0.003829,0.004448,0.114121,22
EMT_C_EPITHELIAL,epithelial,OVOL2,0.032117,0.018586,0.00198,0.002609,0.107383,23
EMT_C_EPITHELIAL,epithelial,GRHL3,0.011735,0.007972,0.000849,0.00135,0.078288,24
EMT_C_EPITHELIAL,epithelial,TJP2,0.018101,0.011656,0.001242,0.001016,0.061694,25
EMT_C_EPITHELIAL,epithelial,NOTCH4,0.013992,0.008906,0.000949,0.000677,0.026912,26
EMT_C_EPITHELIAL,epithelial,GATA4,0.001212,0.000466,5e-05,-2.6e-05,-0.025425,27
EMT_C_EPITHELIAL,epithelial,NID1,0.03587,0.022123,0.002357,-0.003136,-0.198387,28
EMT_C_HYBRID,hybrid,CD24,0.743705,1.568074,0.267227,0.16718,0.463299,1
EMT_C_HYBRID,hybrid,YBX1,0.769384,1.606728,0.273814,0.13303,0.300315,2
EMT_C_HYBRID,hybrid,CD44,0.378635,0.47481,0.080916,0.126439,0.379642,3
EMT_C_HYBRID,hybrid,LAMB3,0.168258,0.20569,0.035053,0.095517,0.354096,4
EMT_C_HYBRID,hybrid,CDH3,0.207953,0.198714,0.033864,0.071734,0.388467,5
EMT_C_HYBRID,hybrid,LAMC2,0.117351,0.104104,0.017741,0.0511,0.337109,6
EMT_C_HYBRID,hybrid,TNC,0.133861,0.119418,0.020351,0.049027,0.319364,7
EMT_C_HYBRID,hybrid,ITGB4,0.200257,0.178399,0.030402,0.043955,0.250152,8
EMT_C_HYBRID,hybrid,NFE2L2,0.304399,0.254377,0.04335,0.04184,0.19306,9
EMT_C_HYBRID,hybrid,SPARC,0.202395,0.289503,0.049336,0.040857,0.234039,10
EMT_C_HYBRID,hybrid,TGFBI,0.100841,0.098088,0.016716,0.040403,0.283324,11
EMT_C_HYBRID,hybrid,ACTA2,0.08445,0.105087,0.017909,0.022176,0.207979,12
EMT_C_HYBRID,hybrid,ITGAV,0.136996,0.096921,0.016517,0.018456,0.129192,13
EMT_C_HYBRID,hybrid,PROM1,0.128159,0.116588,0.019869,0.016124,0.147248,14
EMT_C_HYBRID,hybrid,JAG1,0.081005,0.052905,0.009016,0.014798,0.127274,15
EMT_C_HYBRID,hybrid,ITGA3,0.044161,0.02946,0.00502,0.010397,0.126414,16
EMT_C_HYBRID,hybrid,ITGA5,0.02853,0.020268,0.003454,0.008887,0.134932,17
EMT_C_HYBRID,hybrid,MTOR,0.076017,0.045562,0.007764,0.00759,0.078058,18
EMT_C_HYBRID,hybrid,CSF1,0.043757,0.027941,0.004762,0.006764,0.108554,19
EMT_C_HYBRID,hybrid,BMI1,0.122957,0.085858,0.014632,0.005834,-0.00748,20
EMT_C_HYBRID,hybrid,VCAM1,0.022734,0.022569,0.003846,0.005537,0.10775,21
EMT_C_HYBRID,hybrid,TGFB2,0.041002,0.024878,0.00424,0.004778,0.056935,22
EMT_C_HYBRID,hybrid,DEPTOR,0.061597,0.042142,0.007182,0.004073,0.02547,23
EMT_C_HYBRID,hybrid,COL5A2,0.019812,0.021668,0.003693,0.003322,0.075669,24
EMT_C_HYBRID,hybrid,NEO1,0.042664,0.022759,0.003878,0.002686,0.012361,25
EMT_C_HYBRID,hybrid,SNAI2,0.016819,0.013408,0.002285,0.002571,0.069224,26
EMT_C_HYBRID,hybrid,PRRX2,0.02062,0.01186,0.002021,0.002005,0.023258,27
EMT_C_HYBRID,hybrid,PDPN,0.009478,0.010045,0.001712,0.001227,0.044846,28
EMT_C_HYBRID,hybrid,HOTAIR,0.020073,0.01107,0.001886,0.000596,-0.018604,29
EMT_C_HYBRID,hybrid,FOXC2,0.010975,0.005817,0.000991,0.000345,-0.02868,30
EMT_C_HYBRID,hybrid,SERPINB2,0.001972,0.001855,0.000316,0.000324,0.023112,31
EMT_C_HYBRID,hybrid,MMP10,0.000713,0.000667,0.000114,0.000315,0.021197,32
EMT_C_HYBRID,hybrid,WT1,0.001615,0.000716,0.000122,0.000115,-0.001384,33
EMT_C_MESENCHYMAL,mesenchymal,VIM,0.658495,1.493109,0.203434,0.200588,0.562826,1
EMT_C_MESENCHYMAL,mesenchymal,FN1,0.280312,0.457583,0.062345,0.115755,0.428608,2
EMT_C_MESENCHYMAL,mesenchymal,SUMO2,0.807987,1.701954,0.231889,0.102396,0.289889,3
EMT_C_MESENCHYMAL,mesenchymal,CD44,0.378635,0.47481,0.064692,0.088883,0.372537,4
EMT_C_MESENCHYMAL,mesenchymal,ITGB1,0.430397,0.496621,0.067664,0.068405,0.32832,5
EMT_C_MESENCHYMAL,mesenchymal,S100A4,0.290503,0.404701,0.05514,0.056937,0.30525,6
EMT_C_MESENCHYMAL,mesenchymal,SPARC,0.202395,0.289503,0.039444,0.04925,0.304789,7
EMT_C_MESENCHYMAL,mesenchymal,MUC1,0.231851,0.245553,0.033456,0.034368,0.133315,8
EMT_C_MESENCHYMAL,mesenchymal,STAT3,0.284991,0.245554,0.033456,0.032501,0.237465,9
EMT_C_MESENCHYMAL,mesenchymal,CTNNB1,0.247529,0.218011,0.029704,0.026097,0.214911,10
EMT_C_MESENCHYMAL,mesenchymal,MMP14,0.16251,0.124679,0.016987,0.025976,0.252063,11
EMT_C_MESENCHYMAL,mesenchymal,ITGB6,0.123812,0.09935,0.013536,0.019598,0.166974,12
EMT_C_MESENCHYMAL,mesenchymal,SOX10,0.12873,0.090601,0.012344,0.019165,0.244286,13
EMT_C_MESENCHYMAL,mesenchymal,ACTA2,0.08445,0.105087,0.014318,0.018485,0.178524,14
EMT_C_MESENCHYMAL,mesenchymal,GSK3B,0.184127,0.130138,0.017731,0.016325,0.168786,15
EMT_C_MESENCHYMAL,mesenchymal,ADAM10,0.143197,0.100529,0.013697,0.015446,0.172451,16
EMT_C_MESENCHYMAL,mesenchymal,SMAD2,0.167878,0.120707,0.016446,0.01405,0.154993,17
EMT_C_MESENCHYMAL,mesenchymal,ADAM17,0.124145,0.079234,0.010796,0.01334,0.17828,18
EMT_C_MESENCHYMAL,mesenchymal,MMP2,0.051691,0.047461,0.006466,0.011134,0.188512,19
EMT_C_MESENCHYMAL,mesenchymal,PXN,0.111911,0.076259,0.01039,0.009048,0.103558,20
EMT_C_MESENCHYMAL,mesenchymal,CDH11,0.045634,0.028907,0.003939,0.007812,0.186727,21
EMT_C_MESENCHYMAL,mesenchymal,SMAD4,0.078772,0.047636,0.00649,0.006618,0.104921,22
EMT_C_MESENCHYMAL,mesenchymal,ATL1,0.061455,0.039489,0.00538,0.005631,0.082294,23
EMT_C_MESENCHYMAL,mesenchymal,ITGA5,0.02853,0.020268,0.002762,0.005422,0.131041,24
EMT_C_MESENCHYMAL,mesenchymal,ZEB2,0.030454,0.019239,0.002621,0.005013,0.175102,25
EMT_C_MESENCHYMAL,mesenchymal,ZEB1,0.025774,0.014908,0.002031,0.004389,0.171562,26
EMT_C_MESENCHYMAL,mesenchymal,SNAI1,0.047202,0.031721,0.004322,0.004262,0.086392,27
EMT_C_MESENCHYMAL,mesenchymal,E2F1,0.043496,0.026152,0.003563,0.003976,0.094979,28
EMT_C_MESENCHYMAL,mesenchymal,ADAM12,0.024207,0.01549,0.002111,0.003969,0.137472,29
EMT_C_MESENCHYMAL,mesenchymal,LEF1,0.027556,0.016586,0.00226,0.003468,0.133405,30
EMT_C_MESENCHYMAL,mesenchymal,SMAD3,0.03397,0.019922,0.002714,0.002346,0.065209,31
EMT_C_MESENCHYMAL,mesenchymal,SNAI2,0.016819,0.013408,0.001827,0.002065,0.067424,32
EMT_C_MESENCHYMAL,mesenchymal,GSC,0.026036,0.012258,0.00167,0.002002,0.091023,33
EMT_C_MESENCHYMAL,mesenchymal,MMP9,0.010951,0.010217,0.001392,0.001273,0.029799,34
EMT_C_MESENCHYMAL,mesenchymal,MMP3,0.004751,0.005246,0.000715,0.001157,0.052505,35
EMT_C_MESENCHYMAL,mesenchymal,FOXC2,0.010975,0.005817,0.000793,0.000932,0.058788,36
EMT_C_MESENCHYMAL,mesenchymal,CDH2,0.006556,0.004591,0.000625,0.000916,0.055339,37
EMT_C_MESENCHYMAL,mesenchymal,TWIST1,0.006224,0.004159,0.000567,0.000641,0.026797,38
EMT_C_MESENCHYMAL,mesenchymal,ADAM19,0.002209,0.001524,0.000208,0.000251,0.029479,39
EMT_C_MESENCHYMAL,mesenchymal,ITGB3,0.000926,0.000453,6.2e-05,0.000124,0.034026,40
EMT_C_MESENCHYMAL,mesenchymal,NANOG,0.000119,9.1e-05,1.2e-05,-1.4e-05,-0.003473,41
