# pipeline_recall | collection gavish_tnbc (pan-cancer malignant metaprograms (Gavish, TNBC-relevant)) | run drvi_tum_64_nomt | recall of a signature collection by two pipelines on ONE set of cells: Leiden clusters vs DRVI decoder directions, identical ORA downstream | 05_10_pipeline_recall
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
arm,description,unit,resolution,n_gene_lists,n_gene_lists_empty,median_genes_per_list,n_tests,n_signatures_testable,n_signatures_recovered,recall_any,n_signatures_named,recall_named,n_units_with_a_name,n_significant_pairs,mean_hits_per_list,max_hits_per_list,frac_lists_with_no_hit,median_best_fdr,recovered,named,min_cluster_cells,median_cluster_cells,max_cohort_dominance,n_clusters_one_cohort_over_80pct,recall
harmony_leiden,"05_3b: Harmony, 64 corrected components",cluster,0.2,6,0,200.0,102,17,16,0.9411764705882353,4,0.23529411764705882,6,30,5.0,12,0.0,3.220123285221202e-07,MP10_PROTEIN_MATURATION; MP12_EMT_1; MP14_EMT_3; MP15_EMT_4; MP17_INTERFERON_MHC_II_1; MP18_INTERFERON_MHC_II_2; MP19_EPITHELIAL_SENESCENCE; MP1_CELL_CYCLE_G2_M; MP22_SECRETED_1; MP23_SECRETED_2; MP2_CELL_CYCLE_G1_S; MP39_METAL_RESPONSE; MP3_CELL_CYCLE_HMG_RICH; MP5_STRESS; MP6_HYPOXIA; MP7_STRESS_IN_VITRO,MP12_EMT_1; MP17_INTERFERON_MHC_II_1; MP1_CELL_CYCLE_G2_M; MP5_STRESS,270.0,5707.0,1.0,1.0,0.23529411764705882
harmony_leiden,"05_3b: Harmony, 64 corrected components",cluster,0.4,11,0,200.0,187,17,17,1.0,7,0.4117647058823529,11,52,4.7272727272727275,13,0.0,5.8141693731222814e-08,MP10_PROTEIN_MATURATION; MP12_EMT_1; MP13_EMT_2; MP14_EMT_3; MP15_EMT_4; MP17_INTERFERON_MHC_II_1; MP18_INTERFERON_MHC_II_2; MP19_EPITHELIAL_SENESCENCE; MP1_CELL_CYCLE_G2_M; MP22_SECRETED_1; MP23_SECRETED_2; MP2_CELL_CYCLE_G1_S; MP39_METAL_RESPONSE; MP3_CELL_CYCLE_HMG_RICH; MP5_STRESS; MP6_HYPOXIA; MP7_STRESS_IN_VITRO,MP10_PROTEIN_MATURATION; MP12_EMT_1; MP14_EMT_3; MP17_INTERFERON_MHC_II_1; MP1_CELL_CYCLE_G2_M; MP2_CELL_CYCLE_G1_S; MP5_STRESS,37.0,1579.0,1.0,4.0,0.4117647058823529
harmony_leiden,"05_3b: Harmony, 64 corrected components",cluster,0.6,14,0,189.5,238,17,17,1.0,6,0.35294117647058826,13,70,5.0,12,0.07142857142857142,3.824162764194984e-12,MP10_PROTEIN_MATURATION; MP12_EMT_1; MP13_EMT_2; MP14_EMT_3; MP15_EMT_4; MP17_INTERFERON_MHC_II_1; MP18_INTERFERON_MHC_II_2; MP19_EPITHELIAL_SENESCENCE; MP1_CELL_CYCLE_G2_M; MP22_SECRETED_1; MP23_SECRETED_2; MP2_CELL_CYCLE_G1_S; MP39_METAL_RESPONSE; MP3_CELL_CYCLE_HMG_RICH; MP5_STRESS; MP6_HYPOXIA; MP7_STRESS_IN_VITRO,MP12_EMT_1; MP14_EMT_3; MP17_INTERFERON_MHC_II_1; MP1_CELL_CYCLE_G2_M; MP5_STRESS; MP6_HYPOXIA,107.0,1129.0,1.0,4.0,0.35294117647058826
harmony_leiden,"05_3b: Harmony, 64 corrected components",cluster,0.8,22,0,184.5,374,17,17,1.0,9,0.5294117647058824,21,109,4.954545454545454,12,0.045454545454545456,4.433321844387425e-12,MP10_PROTEIN_MATURATION; MP12_EMT_1; MP13_EMT_2; MP14_EMT_3; MP15_EMT_4; MP17_INTERFERON_MHC_II_1; MP18_INTERFERON_MHC_II_2; MP19_EPITHELIAL_SENESCENCE; MP1_CELL_CYCLE_G2_M; MP22_SECRETED_1; MP23_SECRETED_2; MP2_CELL_CYCLE_G1_S; MP39_METAL_RESPONSE; MP3_CELL_CYCLE_HMG_RICH; MP5_STRESS; MP6_HYPOXIA; MP7_STRESS_IN_VITRO,MP10_PROTEIN_MATURATION; MP12_EMT_1; MP14_EMT_3; MP17_INTERFERON_MHC_II_1; MP1_CELL_CYCLE_G2_M; MP23_SECRETED_2; MP2_CELL_CYCLE_G1_S; MP5_STRESS; MP6_HYPOXIA,16.0,764.0,1.0,8.0,0.5294117647058824
harmony_leiden,"05_3b: Harmony, 64 corrected components",cluster,1.0,23,0,200.0,391,17,17,1.0,10,0.5882352941176471,21,106,4.608695652173913,12,0.08695652173913043,4.634836473677763e-12,MP10_PROTEIN_MATURATION; MP12_EMT_1; MP13_EMT_2; MP14_EMT_3; MP15_EMT_4; MP17_INTERFERON_MHC_II_1; MP18_INTERFERON_MHC_II_2; MP19_EPITHELIAL_SENESCENCE; MP1_CELL_CYCLE_G2_M; MP22_SECRETED_1; MP23_SECRETED_2; MP2_CELL_CYCLE_G1_S; MP39_METAL_RESPONSE; MP3_CELL_CYCLE_HMG_RICH; MP5_STRESS; MP6_HYPOXIA; MP7_STRESS_IN_VITRO,MP10_PROTEIN_MATURATION; MP12_EMT_1; MP14_EMT_3; MP17_INTERFERON_MHC_II_1; MP19_EPITHELIAL_SENESCENCE; MP1_CELL_CYCLE_G2_M; MP23_SECRETED_2; MP2_CELL_CYCLE_G1_S; MP5_STRESS; MP6_HYPOXIA,52.0,890.0,1.0,4.0,0.5882352941176471
harmony_leiden,"05_3b: Harmony, 64 corrected components",cluster,1.5,33,0,200.0,561,17,17,1.0,12,0.7058823529411765,32,164,4.96969696969697,12,0.030303030303030304,4.749987690415099e-12,MP10_PROTEIN_MATURATION; MP12_EMT_1; MP13_EMT_2; MP14_EMT_3; MP15_EMT_4; MP17_INTERFERON_MHC_II_1; MP18_INTERFERON_MHC_II_2; MP19_EPITHELIAL_SENESCENCE; MP1_CELL_CYCLE_G2_M; MP22_SECRETED_1; MP23_SECRETED_2; MP2_CELL_CYCLE_G1_S; MP39_METAL_RESPONSE; MP3_CELL_CYCLE_HMG_RICH; MP5_STRESS; MP6_HYPOXIA; MP7_STRESS_IN_VITRO,MP10_PROTEIN_MATURATION; MP12_EMT_1; MP14_EMT_3; MP17_INTERFERON_MHC_II_1; MP19_EPITHELIAL_SENESCENCE; MP1_CELL_CYCLE_G2_M; MP23_SECRETED_2; MP2_CELL_CYCLE_G1_S; MP39_METAL_RESPONSE; MP5_STRESS; MP6_HYPOXIA; MP7_STRESS_IN_VITRO,5.0,537.0,1.0,11.0,0.7058823529411765
harmony_leiden,"05_3b: Harmony, 64 corrected components",cluster,2.0,45,0,200.0,765,17,17,1.0,12,0.7058823529411765,42,229,5.088888888888889,12,0.06666666666666667,2.831932582325493e-15,MP10_PROTEIN_MATURATION; MP12_EMT_1; MP13_EMT_2; MP14_EMT_3; MP15_EMT_4; MP17_INTERFERON_MHC_II_1; MP18_INTERFERON_MHC_II_2; MP19_EPITHELIAL_SENESCENCE; MP1_CELL_CYCLE_G2_M; MP22_SECRETED_1; MP23_SECRETED_2; MP2_CELL_CYCLE_G1_S; MP39_METAL_RESPONSE; MP3_CELL_CYCLE_HMG_RICH; MP5_STRESS; MP6_HYPOXIA; MP7_STRESS_IN_VITRO,MP10_PROTEIN_MATURATION; MP12_EMT_1; MP14_EMT_3; MP17_INTERFERON_MHC_II_1; MP19_EPITHELIAL_SENESCENCE; MP1_CELL_CYCLE_G2_M; MP23_SECRETED_2; MP2_CELL_CYCLE_G1_S; MP39_METAL_RESPONSE; MP5_STRESS; MP6_HYPOXIA; MP7_STRESS_IN_VITRO,20.0,621.0,1.0,18.0,0.7058823529411765
harmony_leiden,"05_3b: Harmony, 64 corrected components",cluster,3.0,58,0,200.0,986,17,17,1.0,10,0.5882352941176471,54,304,5.241379310344827,12,0.06896551724137931,5.5314009939172185e-17,MP10_PROTEIN_MATURATION; MP12_EMT_1; MP13_EMT_2; MP14_EMT_3; MP15_EMT_4; MP17_INTERFERON_MHC_II_1; MP18_INTERFERON_MHC_II_2; MP19_EPITHELIAL_SENESCENCE; MP1_CELL_CYCLE_G2_M; MP22_SECRETED_1; MP23_SECRETED_2; MP2_CELL_CYCLE_G1_S; MP39_METAL_RESPONSE; MP3_CELL_CYCLE_HMG_RICH; MP5_STRESS; MP6_HYPOXIA; MP7_STRESS_IN_VITRO,MP12_EMT_1; MP14_EMT_3; MP17_INTERFERON_MHC_II_1; MP1_CELL_CYCLE_G2_M; MP23_SECRETED_2; MP2_CELL_CYCLE_G1_S; MP39_METAL_RESPONSE; MP5_STRESS; MP6_HYPOXIA; MP7_STRESS_IN_VITRO,5.0,531.5,1.0,21.0,0.5882352941176471
null_partition,"the harmony_leiden partition at resolution 1.0, shuffled",cluster,1.0,23,23,0.0,391,17,0,0.0,0,0.0,0,0,0.0,0,1.0,,,,52.0,890.0,0.21159029649595687,0.0,0.0
pca_leiden,the same 64 components BEFORE the correction,cluster,0.2,18,0,200.0,306,17,17,1.0,8,0.47058823529411764,17,92,5.111111111111111,11,0.05555555555555555,5.289883450017155e-07,MP10_PROTEIN_MATURATION; MP12_EMT_1; MP13_EMT_2; MP14_EMT_3; MP15_EMT_4; MP17_INTERFERON_MHC_II_1; MP18_INTERFERON_MHC_II_2; MP19_EPITHELIAL_SENESCENCE; MP1_CELL_CYCLE_G2_M; MP22_SECRETED_1; MP23_SECRETED_2; MP2_CELL_CYCLE_G1_S; MP39_METAL_RESPONSE; MP3_CELL_CYCLE_HMG_RICH; MP5_STRESS; MP6_HYPOXIA; MP7_STRESS_IN_VITRO,MP12_EMT_1; MP14_EMT_3; MP17_INTERFERON_MHC_II_1; MP1_CELL_CYCLE_G2_M; MP23_SECRETED_2; MP5_STRESS; MP6_HYPOXIA; MP7_STRESS_IN_VITRO,19.0,1960.0,1.0,14.0,0.47058823529411764
pca_leiden,the same 64 components BEFORE the correction,cluster,0.4,24,0,200.0,408,17,17,1.0,9,0.5294117647058824,23,119,4.958333333333333,11,0.041666666666666664,6.17153069168668e-07,MP10_PROTEIN_MATURATION; MP12_EMT_1; MP13_EMT_2; MP14_EMT_3; MP15_EMT_4; MP17_INTERFERON_MHC_II_1; MP18_INTERFERON_MHC_II_2; MP19_EPITHELIAL_SENESCENCE; MP1_CELL_CYCLE_G2_M; MP22_SECRETED_1; MP23_SECRETED_2; MP2_CELL_CYCLE_G1_S; MP39_METAL_RESPONSE; MP3_CELL_CYCLE_HMG_RICH; MP5_STRESS; MP6_HYPOXIA; MP7_STRESS_IN_VITRO,MP12_EMT_1; MP14_EMT_3; MP17_INTERFERON_MHC_II_1; MP1_CELL_CYCLE_G2_M; MP23_SECRETED_2; MP39_METAL_RESPONSE; MP5_STRESS; MP6_HYPOXIA; MP7_STRESS_IN_VITRO,19.0,1157.5,1.0,20.0,0.5294117647058824
pca_leiden,the same 64 components BEFORE the correction,cluster,0.6,28,0,200.0,476,17,17,1.0,8,0.47058823529411764,27,139,4.964285714285714,11,0.03571428571428571,5.236450283855365e-07,MP10_PROTEIN_MATURATION; MP12_EMT_1; MP13_EMT_2; MP14_EMT_3; MP15_EMT_4; MP17_INTERFERON_MHC_II_1; MP18_INTERFERON_MHC_II_2; MP19_EPITHELIAL_SENESCENCE; MP1_CELL_CYCLE_G2_M; MP22_SECRETED_1; MP23_SECRETED_2; MP2_CELL_CYCLE_G1_S; MP39_METAL_RESPONSE; MP3_CELL_CYCLE_HMG_RICH; MP5_STRESS; MP6_HYPOXIA; MP7_STRESS_IN_VITRO,MP12_EMT_1; MP14_EMT_3; MP17_INTERFERON_MHC_II_1; MP1_CELL_CYCLE_G2_M; MP23_SECRETED_2; MP5_STRESS; MP6_HYPOXIA; MP7_STRESS_IN_VITRO,19.0,1192.5,1.0,24.0,0.47058823529411764
pca_leiden,the same 64 components BEFORE the correction,cluster,0.8,30,0,200.0,510,17,17,1.0,9,0.5294117647058824,28,149,4.966666666666667,11,0.06666666666666667,5.142942243072233e-07,MP10_PROTEIN_MATURATION; MP12_EMT_1; MP13_EMT_2; MP14_EMT_3; MP15_EMT_4; MP17_INTERFERON_MHC_II_1; MP18_INTERFERON_MHC_II_2; MP19_EPITHELIAL_SENESCENCE; MP1_CELL_CYCLE_G2_M; MP22_SECRETED_1; MP23_SECRETED_2; MP2_CELL_CYCLE_G1_S; MP39_METAL_RESPONSE; MP3_CELL_CYCLE_HMG_RICH; MP5_STRESS; MP6_HYPOXIA; MP7_STRESS_IN_VITRO,MP12_EMT_1; MP14_EMT_3; MP17_INTERFERON_MHC_II_1; MP1_CELL_CYCLE_G2_M; MP23_SECRETED_2; MP39_METAL_RESPONSE; MP5_STRESS; MP6_HYPOXIA; MP7_STRESS_IN_VITRO,19.0,1144.5,1.0,25.0,0.5294117647058824
pca_leiden,the same 64 components BEFORE the correction,cluster,1.0,34,0,200.0,578,17,17,1.0,8,0.47058823529411764,32,174,5.117647058823529,10,0.058823529411764705,4.662934300385492e-07,MP10_PROTEIN_MATURATION; MP12_EMT_1; MP13_EMT_2; MP14_EMT_3; MP15_EMT_4; MP17_INTERFERON_MHC_II_1; MP18_INTERFERON_MHC_II_2; MP19_EPITHELIAL_SENESCENCE; MP1_CELL_CYCLE_G2_M; MP22_SECRETED_1; MP23_SECRETED_2; MP2_CELL_CYCLE_G1_S; MP39_METAL_RESPONSE; MP3_CELL_CYCLE_HMG_RICH; MP5_STRESS; MP6_HYPOXIA; MP7_STRESS_IN_VITRO,MP12_EMT_1; MP14_EMT_3; MP17_INTERFERON_MHC_II_1; MP1_CELL_CYCLE_G2_M; MP23_SECRETED_2; MP39_METAL_RESPONSE; MP5_STRESS; MP7_STRESS_IN_VITRO,19.0,1109.0,1.0,29.0,0.47058823529411764
pca_leiden,the same 64 components BEFORE the correction,cluster,1.5,45,0,179.0,765,17,17,1.0,10,0.5882352941176471,44,226,5.022222222222222,10,0.022222222222222223,5.479856712766284e-10,MP10_PROTEIN_MATURATION; MP12_EMT_1; MP13_EMT_2; MP14_EMT_3; MP15_EMT_4; MP17_INTERFERON_MHC_II_1; MP18_INTERFERON_MHC_II_2; MP19_EPITHELIAL_SENESCENCE; MP1_CELL_CYCLE_G2_M; MP22_SECRETED_1; MP23_SECRETED_2; MP2_CELL_CYCLE_G1_S; MP39_METAL_RESPONSE; MP3_CELL_CYCLE_HMG_RICH; MP5_STRESS; MP6_HYPOXIA; MP7_STRESS_IN_VITRO,MP12_EMT_1; MP13_EMT_2; MP14_EMT_3; MP17_INTERFERON_MHC_II_1; MP18_INTERFERON_MHC_II_2; MP1_CELL_CYCLE_G2_M; MP23_SECRETED_2; MP2_CELL_CYCLE_G1_S; MP39_METAL_RESPONSE; MP5_STRESS,19.0,879.0,1.0,39.0,0.5882352941176471
pca_leiden,the same 64 components BEFORE the correction,cluster,2.0,53,0,134.0,901,17,17,1.0,11,0.6470588235294118,51,280,5.283018867924528,11,0.03773584905660377,1.755356314791814e-10,MP10_PROTEIN_MATURATION; MP12_EMT_1; MP13_EMT_2; MP14_EMT_3; MP15_EMT_4; MP17_INTERFERON_MHC_II_1; MP18_INTERFERON_MHC_II_2; MP19_EPITHELIAL_SENESCENCE; MP1_CELL_CYCLE_G2_M; MP22_SECRETED_1; MP23_SECRETED_2; MP2_CELL_CYCLE_G1_S; MP39_METAL_RESPONSE; MP3_CELL_CYCLE_HMG_RICH; MP5_STRESS; MP6_HYPOXIA; MP7_STRESS_IN_VITRO,MP12_EMT_1; MP13_EMT_2; MP14_EMT_3; MP17_INTERFERON_MHC_II_1; MP18_INTERFERON_MHC_II_2; MP1_CELL_CYCLE_G2_M; MP23_SECRETED_2; MP2_CELL_CYCLE_G1_S; MP39_METAL_RESPONSE; MP5_STRESS; MP6_HYPOXIA,14.0,497.0,1.0,49.0,0.6470588235294118
