# signature_gene_contribution | collection gavish_tnbc (pan-cancer malignant metaprograms (Gavish, TNBC-relevant)) | DRVI run drvi_tum_64_nomt | 05_4 - 05_8 signature interpretation
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
signature,axis,gene,detection_rate,mean_expression,share_of_mean_signal,share_of_score_variance,spearman_with_score,rank_by_variance_share
MP10_PROTEIN_MATURATION,proteostasis,APLP2,0.353858,0.339246,0.0114,0.010393,0.375628,37
MP10_PROTEIN_MATURATION,proteostasis,GGH,0.317275,0.3448,0.011586,0.009781,0.300915,38
MP10_PROTEIN_MATURATION,proteostasis,APMAP,0.28492,0.246312,0.008277,0.009379,0.389856,39
MP10_PROTEIN_MATURATION,proteostasis,MAGED2,0.321479,0.319015,0.01072,0.009256,0.342914,40
MP10_PROTEIN_MATURATION,proteostasis,CTSL,0.225651,0.194103,0.006523,0.008814,0.373682,41
MP10_PROTEIN_MATURATION,proteostasis,AZGP1,0.353953,0.695179,0.02336,0.0074,0.147607,42
MP10_PROTEIN_MATURATION,proteostasis,SERPINE2,0.172178,0.165838,0.005573,0.007381,0.298006,43
MP10_PROTEIN_MATURATION,proteostasis,HEXB,0.228597,0.174684,0.00587,0.006837,0.331519,44
MP10_PROTEIN_MATURATION,proteostasis,OS9,0.25057,0.20912,0.007027,0.006795,0.337723,45
MP10_PROTEIN_MATURATION,proteostasis,SIL1,0.178996,0.128884,0.004331,0.005124,0.310323,46
MP10_PROTEIN_MATURATION,proteostasis,GDF15,0.041714,0.043563,0.001464,0.000984,0.095962,47
MP10_PROTEIN_MATURATION,proteostasis,TSPAN1,0.042047,0.032601,0.001096,0.000954,0.121701,48
MP10_PROTEIN_MATURATION,proteostasis,CFI,0.013659,0.008789,0.000295,0.0006,0.127618,49
MP12_EMT_1,emt,MGP,0.828012,2.682846,0.173201,0.09861,0.483842,1
MP12_EMT_1,emt,LGALS1,0.69408,1.567026,0.101165,0.071642,0.452325,2
MP12_EMT_1,emt,SERPING1,0.314614,0.616205,0.039782,0.056946,0.363257,3
MP12_EMT_1,emt,VIM,0.658495,1.493112,0.096394,0.055601,0.348669,4
MP12_EMT_1,emt,FN1,0.280312,0.457583,0.029541,0.048517,0.384874,5
MP12_EMT_1,emt,TIMP1,0.480758,0.828005,0.053455,0.047553,0.325947,6
MP12_EMT_1,emt,C1S,0.316895,0.512526,0.033088,0.046745,0.41204,7
MP12_EMT_1,emt,TPM1,0.581647,0.947905,0.061196,0.043265,0.329664,8
MP12_EMT_1,emt,TAGLN,0.226126,0.403113,0.026024,0.03714,0.351305,9
MP12_EMT_1,emt,CALD1,0.475865,0.624792,0.040336,0.034992,0.326002,10
MP12_EMT_1,emt,SPARC,0.202395,0.289503,0.01869,0.029398,0.322483,11
MP12_EMT_1,emt,MYL9,0.259217,0.326302,0.021066,0.027784,0.309536,12
MP12_EMT_1,emt,IGFBP4,0.269194,0.319502,0.020627,0.026578,0.31285,13
MP12_EMT_1,emt,NNMT,0.251473,0.303287,0.01958,0.023788,0.332562,14
MP12_EMT_1,emt,TPM2,0.222396,0.263165,0.01699,0.021642,0.312255,15
MP12_EMT_1,emt,A2M,0.149088,0.177691,0.011472,0.020165,0.315826,16
MP12_EMT_1,emt,DCN,0.087063,0.139299,0.008993,0.019654,0.288747,17
MP12_EMT_1,emt,IGFBP7,0.151701,0.198979,0.012846,0.018582,0.260126,18
MP12_EMT_1,emt,COL1A2,0.093714,0.131916,0.008516,0.016973,0.229758,19
MP12_EMT_1,emt,COL1A1,0.105735,0.144698,0.009342,0.016132,0.183813,20
MP12_EMT_1,emt,LUM,0.083713,0.124108,0.008012,0.016086,0.239105,21
MP12_EMT_1,emt,FBLN1,0.214462,0.19895,0.012844,0.015376,0.239756,22
MP12_EMT_1,emt,COL3A1,0.075304,0.111274,0.007184,0.014058,0.208353,23
MP12_EMT_1,emt,COL6A2,0.174268,0.163901,0.010581,0.014019,0.180102,24
MP12_EMT_1,emt,C1R,0.152128,0.131926,0.008517,0.013331,0.261399,25
MP12_EMT_1,emt,TIMP3,0.112695,0.117839,0.007608,0.011812,0.219526,26
MP12_EMT_1,emt,IGFBP5,0.236507,0.397045,0.025633,0.011582,0.077602,27
MP12_EMT_1,emt,BGN,0.134074,0.160888,0.010387,0.011543,0.17485,28
MP12_EMT_1,emt,ACTA2,0.08445,0.105087,0.006784,0.011362,0.191757,29
MP12_EMT_1,emt,COL6A1,0.151059,0.131433,0.008485,0.011325,0.163168,30
MP12_EMT_1,emt,TGFBI,0.100841,0.098088,0.006332,0.010796,0.242241,31
MP12_EMT_1,emt,RARRES2,0.076991,0.090259,0.005827,0.010079,0.194468,32
MP12_EMT_1,emt,COL4A2,0.120059,0.11153,0.0072,0.009657,0.221964,33
MP12_EMT_1,emt,FSTL1,0.12595,0.115535,0.007459,0.009654,0.197189,34
MP12_EMT_1,emt,POSTN,0.044636,0.061653,0.00398,0.008984,0.192354,35
MP12_EMT_1,emt,PRSS23,0.100152,0.085756,0.005536,0.008276,0.162412,36
MP12_EMT_1,emt,CTSK,0.049292,0.057256,0.003696,0.007649,0.162658,37
MP12_EMT_1,emt,CAV1,0.09236,0.095493,0.006165,0.007143,0.163598,38
MP12_EMT_1,emt,ID3,0.155359,0.166477,0.010748,0.006529,0.073113,39
MP12_EMT_1,emt,MMP2,0.051691,0.047461,0.003064,0.00616,0.164232,40
MP12_EMT_1,emt,COL4A1,0.062144,0.061972,0.004001,0.005944,0.168702,41
MP12_EMT_1,emt,CXCL12,0.045966,0.04952,0.003197,0.005903,0.15994,42
MP12_EMT_1,emt,SPARCL1,0.057725,0.066309,0.004281,0.005621,0.119153,43
MP12_EMT_1,emt,CCDC80,0.034635,0.041961,0.002709,0.005408,0.144337,44
MP12_EMT_1,emt,COL6A3,0.062761,0.052693,0.003402,0.004609,0.105223,45
MP12_EMT_1,emt,TCF4,0.02644,0.025623,0.001654,0.001512,0.041362,46
MP12_EMT_1,emt,SNAI2,0.016819,0.013408,0.000866,0.000877,0.048796,47
MP12_EMT_1,emt,TSC22D3,0.186407,0.178839,0.011546,-0.006999,-0.187043,48
MP13_EMT_2,emt,LGALS1,0.69408,1.567026,0.10189,0.085399,0.550649,1
MP13_EMT_2,emt,MMP7,0.328844,0.693202,0.045073,0.07193,0.545738,2
MP13_EMT_2,emt,KRT7,0.62538,1.237264,0.080449,0.061591,0.417429,3
MP13_EMT_2,emt,FN1,0.280312,0.457583,0.029753,0.059175,0.466638,4
MP13_EMT_2,emt,TPM1,0.581647,0.947905,0.061634,0.049778,0.437033,5
MP13_EMT_2,emt,KRT17,0.312833,0.647653,0.042111,0.047188,0.409139,6
MP13_EMT_2,emt,TNFRSF12A,0.402936,0.531327,0.034548,0.046705,0.446702,7
MP13_EMT_2,emt,IL32,0.322358,0.519296,0.033765,0.041165,0.4528,8
MP13_EMT_2,emt,CAVIN3,0.266795,0.313078,0.020357,0.036962,0.481392,9
MP13_EMT_2,emt,LAMB3,0.168258,0.20569,0.013374,0.036503,0.395495,10
MP13_EMT_2,emt,VIM,0.658495,1.493112,0.097084,0.035951,0.313822,11
MP13_EMT_2,emt,CST6,0.160609,0.201956,0.013131,0.034618,0.430185,12
MP13_EMT_2,emt,FLNA,0.336778,0.363976,0.023666,0.030601,0.380857,13
MP13_EMT_2,emt,ANXA3,0.253563,0.264078,0.017171,0.02882,0.408035,14
MP13_EMT_2,emt,RBP1,0.485652,0.79601,0.051758,0.027809,0.290755,15
MP13_EMT_2,emt,CDKN1A,0.323665,0.372672,0.024232,0.024153,0.260743,16
MP13_EMT_2,emt,MT2A,0.667593,1.271664,0.082685,0.023877,0.182616,17
MP13_EMT_2,emt,PLAUR,0.183272,0.178732,0.011621,0.022169,0.326793,18
MP13_EMT_2,emt,RHOD,0.319745,0.306028,0.019898,0.021526,0.275629,19
MP13_EMT_2,emt,LAMC2,0.117351,0.104104,0.006769,0.01832,0.349516,20
MP13_EMT_2,emt,TGM2,0.092645,0.08952,0.005821,0.017117,0.353918,21
MP13_EMT_2,emt,TNC,0.133861,0.119418,0.007765,0.016083,0.318398,22
MP13_EMT_2,emt,S100A2,0.145453,0.174289,0.011333,0.015042,0.279246,23
MP13_EMT_2,emt,TGFBI,0.100841,0.098088,0.006378,0.014797,0.330534,24
MP13_EMT_2,emt,PMEPA1,0.219427,0.181704,0.011815,0.013442,0.19493,25
MP13_EMT_2,emt,SERPINE2,0.172178,0.165838,0.010783,0.013371,0.234395,26
MP13_EMT_2,emt,ITGB1,0.430397,0.49662,0.032291,0.011457,0.132502,27
MP13_EMT_2,emt,ITGB6,0.123812,0.09935,0.00646,0.010752,0.220928,28
MP13_EMT_2,emt,EMP3,0.14113,0.155465,0.010109,0.008899,0.126655,29
MP13_EMT_2,emt,ITGA6,0.225793,0.195528,0.012713,0.0088,0.149169,30
MP13_EMT_2,emt,CAV1,0.09236,0.095493,0.006209,0.007977,0.226416,31
MP13_EMT_2,emt,C15orf48,0.072382,0.080642,0.005243,0.006707,0.113381,32
MP13_EMT_2,emt,PDLIM7,0.144503,0.107702,0.007003,0.006085,0.143587,33
MP13_EMT_2,emt,CDA,0.029884,0.02893,0.001881,0.006084,0.180585,34
MP13_EMT_2,emt,IGFBP7,0.151701,0.198979,0.012938,0.005995,0.179851,35
MP13_EMT_2,emt,LAMA3,0.036108,0.026295,0.00171,0.005813,0.206364,36
MP13_EMT_2,emt,THBS1,0.140203,0.139642,0.00908,0.004571,0.110857,37
MP13_EMT_2,emt,ITGAV,0.136996,0.096921,0.006302,0.004465,0.115488,38
MP13_EMT_2,emt,ITGA3,0.044161,0.02946,0.001916,0.00364,0.13047,39
MP13_EMT_2,emt,PRSS23,0.100152,0.085756,0.005576,0.00333,0.099825,40
MP13_EMT_2,emt,F3,0.033946,0.024411,0.001587,0.003024,0.113667,41
MP13_EMT_2,emt,INHBA,0.037818,0.030862,0.002007,0.002859,0.13133,42
MP13_EMT_2,emt,DCBLD2,0.105236,0.069973,0.00455,0.002513,0.061892,43
MP13_EMT_2,emt,PLAU,0.035704,0.029707,0.001932,0.000822,0.05704,44
MP13_EMT_2,emt,PTHLH,0.022116,0.016641,0.001082,0.000506,0.024055,45
MP13_EMT_2,emt,IGFBP6,0.023874,0.026607,0.00173,0.000464,0.042008,46
MP13_EMT_2,emt,SERPINE1,0.014942,0.011806,0.000768,0.000405,0.017654,47
MP13_EMT_2,emt,PDPN,0.009478,0.010045,0.000653,0.000271,0.041975,48
MP13_EMT_2,emt,COL17A1,0.003635,0.00294,0.000191,0.000271,0.033946,49
MP13_EMT_2,emt,FSTL3,0.028174,0.01855,0.001206,0.000201,-0.003804,50
MP14_EMT_3,emt,S100A6,0.842859,2.51982,0.051662,0.055022,0.688899,1
MP14_EMT_3,emt,S100A10,0.822358,2.142356,0.043923,0.046557,0.688332,2
MP14_EMT_3,emt,ANXA2,0.74399,1.597134,0.032745,0.042981,0.622405,3
MP14_EMT_3,emt,ANXA1,0.448736,0.870096,0.017839,0.041215,0.626945,4
MP14_EMT_3,emt,IFI27,0.621484,1.683866,0.034523,0.039636,0.52534,5
MP14_EMT_3,emt,S100A16,0.458333,0.874738,0.017934,0.038857,0.599963,6
MP14_EMT_3,emt,S100A11,0.950898,3.04905,0.062512,0.037369,0.652753,7
MP14_EMT_3,emt,S100A14,0.468833,0.922907,0.018922,0.037117,0.555036,8
MP14_EMT_3,emt,KRT19,0.791714,1.982535,0.040646,0.033383,0.559081,9
MP14_EMT_3,emt,KRT7,0.62538,1.237264,0.025367,0.032944,0.567153,10
MP14_EMT_3,emt,LGALS3,0.549078,0.999901,0.0205,0.031759,0.511997,11
MP14_EMT_3,emt,MMP7,0.328844,0.693202,0.014212,0.031438,0.511461,12
MP14_EMT_3,emt,LGALS1,0.69408,1.567026,0.032128,0.030992,0.390491,13
MP14_EMT_3,emt,TAGLN2,0.798342,1.736993,0.035612,0.028139,0.479674,14
MP14_EMT_3,emt,HSPB1,0.674743,1.346944,0.027615,0.026523,0.371251,15
MP14_EMT_3,emt,ISG15,0.452252,0.744641,0.015267,0.02636,0.504002,16
MP14_EMT_3,emt,CLIC1,0.700969,1.224727,0.02511,0.025675,0.482432,17
MP14_EMT_3,emt,MYL12A,0.700423,1.23682,0.025358,0.025011,0.471779,18
MP14_EMT_3,emt,TM4SF1,0.627946,1.184296,0.024281,0.024127,0.422596,19
MP14_EMT_3,emt,SH3BGRL3,0.733015,1.410176,0.028912,0.023995,0.357663,20
MP14_EMT_3,emt,PHLDA2,0.341006,0.474897,0.009736,0.022937,0.501307,21
MP14_EMT_3,emt,KRT8,0.640156,1.109079,0.022739,0.022836,0.447306,22
MP14_EMT_3,emt,LMNA,0.632388,1.021996,0.020953,0.022583,0.425614,23
MP14_EMT_3,emt,TNFRSF12A,0.402936,0.531327,0.010893,0.020954,0.468127,24
MP14_EMT_3,emt,PLP2,0.412248,0.526406,0.010793,0.019783,0.408317,25
MP14_EMT_3,emt,CD24,0.743705,1.568074,0.032149,0.018649,0.30194,26
MP14_EMT_3,emt,KRT18,0.639348,1.116939,0.0229,0.018547,0.352234,27
MP14_EMT_3,emt,CLDN4,0.546418,0.89335,0.018316,0.017732,0.365303,28
MP14_EMT_3,emt,IL32,0.322358,0.519296,0.010647,0.016535,0.418632,29
MP14_EMT_3,emt,EZR,0.420491,0.485349,0.009951,0.015714,0.394249,30
MP14_EMT_3,emt,TMSB4X,0.835828,2.062768,0.042291,0.015172,0.312156,31
MP14_EMT_3,emt,ANXA3,0.253563,0.264078,0.005414,0.013521,0.473612,32
MP14_EMT_3,emt,KLF6,0.468833,0.646968,0.013264,0.01282,0.281207,33
MP14_EMT_3,emt,CRIP2,0.50152,0.737721,0.015125,0.012764,0.253282,34
MP14_EMT_3,emt,FXYD3,0.489144,0.756967,0.015519,0.011612,0.298429,35
MP14_EMT_3,emt,FLNA,0.336778,0.363976,0.007462,0.011067,0.327706,36
MP14_EMT_3,emt,MDK,0.71116,1.494242,0.030635,0.010544,0.137749,37
MP14_EMT_3,emt,S100P,0.208903,0.250944,0.005145,0.008709,0.299466,38
MP14_EMT_3,emt,EMP1,0.167237,0.143682,0.002946,0.006684,0.302034,39
MP14_EMT_3,emt,RHOC,0.321503,0.29084,0.005963,0.005452,0.182046,40
MP14_EMT_3,emt,TUBA1A,0.397282,0.523073,0.010724,0.004488,0.144258,41
MP14_EMT_3,emt,VIM,0.658495,1.493112,0.030612,0.003599,0.081155,42
MP14_EMT_3,emt,MYADM,0.173865,0.134028,0.002748,0.003369,0.164522,43
MP14_EMT_3,emt,S100A4,0.290503,0.4047,0.008297,0.002376,0.172836,44
MP14_EMT_3,emt,STMN1,0.648043,1.226344,0.025143,0.002236,-0.027691,45
MP14_EMT_3,emt,EMP3,0.14113,0.155465,0.003187,0.00156,0.028778,46
MP14_EMT_3,emt,CRIP1,0.128492,0.132934,0.002725,0.000877,0.110496,47
MP14_EMT_3,emt,RAB11FIP1,0.167118,0.155084,0.00318,0.000322,0.048723,48
MP14_EMT_3,emt,C19orf33,0.021997,0.021711,0.000445,0.000233,0.065076,49
MP14_EMT_3,emt,CKB,0.190042,0.245373,0.005031,-0.002779,-0.099759,50
MP15_EMT_4,emt,CD74,0.688521,1.823461,0.1058,0.145439,0.593211,1
MP15_EMT_4,emt,IFITM1,0.558699,1.295413,0.075162,0.111935,0.470769,2
MP15_EMT_4,emt,C1S,0.316895,0.512526,0.029737,0.072466,0.49906,3
MP15_EMT_4,emt,TIMP1,0.480758,0.828005,0.048042,0.069344,0.403069,4
MP15_EMT_4,emt,FTH1,0.984155,3.90843,0.226773,0.050312,0.269723,5
MP15_EMT_4,emt,ASS1,0.411179,0.524118,0.03041,0.041085,0.323784,6
MP15_EMT_4,emt,PNRC1,0.48102,0.583995,0.033884,0.035084,0.253732,7
MP15_EMT_4,emt,LTF,0.161393,0.282831,0.01641,0.034511,0.295211,8
MP15_EMT_4,emt,GLUL,0.503563,0.619396,0.035938,0.034283,0.270061,9
MP15_EMT_4,emt,SDCBP,0.417356,0.467317,0.027114,0.027005,0.253396,10
MP15_EMT_4,emt,NINJ1,0.349962,0.343486,0.01993,0.023615,0.231702,11
MP15_EMT_4,emt,SERPINH1,0.367493,0.390681,0.022668,0.0228,0.247742,12
MP15_EMT_4,emt,SOX4,0.483561,0.691679,0.040132,0.021819,0.127372,13
MP15_EMT_4,emt,SPARC,0.202395,0.289503,0.016797,0.021526,0.237473,14
MP15_EMT_4,emt,IFIT3,0.126497,0.134627,0.007811,0.021414,0.307779,15
MP15_EMT_4,emt,NCOA7,0.303782,0.290048,0.016829,0.021158,0.227739,16
MP15_EMT_4,emt,EGR1,0.304542,0.361683,0.020985,0.020291,0.188483,17
MP15_EMT_4,emt,C1R,0.152128,0.131926,0.007655,0.019053,0.328876,18
MP15_EMT_4,emt,SERPINE2,0.172178,0.165838,0.009622,0.018963,0.243513,19
MP15_EMT_4,emt,TSC22D1,0.398351,0.425856,0.024709,0.018769,0.166052,20
MP15_EMT_4,emt,SOCS3,0.195007,0.175918,0.010207,0.018099,0.246481,21
MP15_EMT_4,emt,SFRP1,0.263754,0.278708,0.016171,0.018092,0.170129,22
MP15_EMT_4,emt,NFIB,0.278221,0.245511,0.014245,0.013957,0.176155,23
MP15_EMT_4,emt,DCN,0.087063,0.139299,0.008082,0.013871,0.227433,24
MP15_EMT_4,emt,CXCL14,0.064044,0.097991,0.005686,0.010292,0.193974,25
MP15_EMT_4,emt,SERPINF1,0.061574,0.080611,0.004677,0.009989,0.209978,26
MP15_EMT_4,emt,IGFBP5,0.236507,0.397045,0.023037,0.009233,0.055347,27
MP15_EMT_4,emt,TXNIP,0.170895,0.156574,0.009085,0.009225,0.135802,28
MP15_EMT_4,emt,BCAM,0.22014,0.209743,0.01217,0.009105,0.098811,29
MP15_EMT_4,emt,KRT15,0.156143,0.172087,0.009985,0.0073,0.107396,30
MP15_EMT_4,emt,C12orf75,0.161678,0.129217,0.007497,0.006322,0.094484,31
MP15_EMT_4,emt,SELENOP,0.245653,0.342986,0.019901,0.00618,0.05087,32
MP15_EMT_4,emt,ANTXR1,0.094736,0.067387,0.00391,0.005935,0.131387,33
MP15_EMT_4,emt,CAV1,0.09236,0.095493,0.005541,0.005707,0.123141,34
MP15_EMT_4,emt,CCL2,0.042664,0.056499,0.003278,0.005218,0.113736,35
MP15_EMT_4,emt,NTRK2,0.060362,0.042113,0.002443,0.004761,0.135412,36
MP15_EMT_4,emt,HTRA1,0.064876,0.066427,0.003854,0.003957,0.034699,37
MP15_EMT_4,emt,SESN3,0.113716,0.086006,0.00499,0.002664,0.04714,38
MP15_EMT_4,emt,DST,0.207241,0.188362,0.010929,0.002477,0.076325,39
MP15_EMT_4,emt,THBS2,0.036155,0.025587,0.001485,0.001742,0.066883,40
MP15_EMT_4,emt,MOXD1,0.033424,0.029577,0.001716,0.001706,0.069876,41
MP15_EMT_4,emt,ASPN,0.01069,0.01291,0.000749,0.001214,0.067191,42
MP15_EMT_4,emt,SNAI2,0.016819,0.013408,0.000778,0.001069,0.059171,43
MP15_EMT_4,emt,HOPX,0.032901,0.028127,0.001632,0.000504,0.013258,44
MP15_EMT_4,emt,COL17A1,0.003635,0.00294,0.000171,0.000356,0.031456,45
MP15_EMT_4,emt,ALDH3A1,0.004989,0.002399,0.000139,0.000178,0.015281,46
MP15_EMT_4,emt,TP53AIP1,0.002019,0.001397,8.1e-05,2.8e-05,0.006783,47
MP15_EMT_4,emt,SLC47A2,7.1e-05,7e-05,4e-06,6e-06,0.006013,48
MP15_EMT_4,emt,DAPL1,0.025656,0.019808,0.001149,-6e-05,0.012136,49
MP17_INTERFERON_MHC_II_1,immune,HLA-B,0.718144,1.952144,0.058836,0.049202,0.818315,1
MP17_INTERFERON_MHC_II_1,immune,CD74,0.688521,1.823461,0.054957,0.043626,0.789369,2
MP17_INTERFERON_MHC_II_1,immune,HLA-A,0.643695,1.485048,0.044758,0.04272,0.734409,3
MP17_INTERFERON_MHC_II_1,immune,IFITM1,0.558699,1.295413,0.039043,0.038919,0.698727,4
MP17_INTERFERON_MHC_II_1,immune,HLA-DRA,0.439994,0.976949,0.029444,0.038412,0.697744,5
MP17_INTERFERON_MHC_II_1,immune,IFITM3,0.757934,1.976718,0.059576,0.037151,0.698263,6
MP17_INTERFERON_MHC_II_1,immune,HLA-DRB1,0.381651,0.811952,0.024471,0.036583,0.70619,7
MP17_INTERFERON_MHC_II_1,immune,HLA-C,0.72033,1.76484,0.053191,0.035972,0.695591,8
MP17_INTERFERON_MHC_II_1,immune,IFI27,0.621484,1.683866,0.05075,0.035162,0.699095,9
MP17_INTERFERON_MHC_II_1,immune,B2M,0.899278,2.778547,0.083743,0.033851,0.751187,10
MP17_INTERFERON_MHC_II_1,immune,CXCL10,0.251615,0.6545,0.019726,0.033791,0.608701,11
MP17_INTERFERON_MHC_II_1,immune,UBE2L6,0.458048,0.802464,0.024186,0.029611,0.647148,12
MP17_INTERFERON_MHC_II_1,immune,PSMB9,0.454342,0.85337,0.02572,0.02837,0.673526,13
MP17_INTERFERON_MHC_II_1,immune,HLA-DPA1,0.374691,0.670064,0.020195,0.028297,0.650895,14
MP17_INTERFERON_MHC_II_1,immune,IFI6,0.526511,0.995351,0.029999,0.027665,0.56753,15
MP17_INTERFERON_MHC_II_1,immune,HLA-DQB1,0.27385,0.494786,0.014912,0.027206,0.65288,16
MP17_INTERFERON_MHC_II_1,immune,HLA-DRB5,0.289742,0.51728,0.01559,0.026708,0.641775,17
MP17_INTERFERON_MHC_II_1,immune,BST2,0.529029,1.03605,0.031226,0.026452,0.637782,18
MP17_INTERFERON_MHC_II_1,immune,HLA-DPB1,0.322739,0.54677,0.016479,0.025419,0.637596,19
MP17_INTERFERON_MHC_II_1,immune,TAP1,0.371033,0.569315,0.017159,0.024011,0.635716,20
MP17_INTERFERON_MHC_II_1,immune,C1S,0.316895,0.512526,0.015447,0.022743,0.619079,21
MP17_INTERFERON_MHC_II_1,immune,ISG15,0.452252,0.744641,0.022443,0.021615,0.582786,22
MP17_INTERFERON_MHC_II_1,immune,GBP1,0.27929,0.425579,0.012827,0.020734,0.595072,23
MP17_INTERFERON_MHC_II_1,immune,HLA-E,0.505677,0.720966,0.021729,0.020279,0.551415,24
MP17_INTERFERON_MHC_II_1,immune,HLA-DQA1,0.23425,0.370213,0.011158,0.020231,0.627081,25
MP17_INTERFERON_MHC_II_1,immune,TYMP,0.379252,0.53736,0.016196,0.019339,0.513597,26
