# convergence | collection gavish_tnbc (pan-cancer malignant metaprograms (Gavish, TNBC-relevant)) | DRVI run drvi_tum_64_nomt | nothing pruned: every dimension and direction kept | 05_4 - 05_8 signature interpretation
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
dim_direction,dimension,direction,A_best_signature,A_rho,A_best_any_readout,A_rho_any,B_best_signature,B_neglog10_fdr,B_fdr,A_significant,B_significant,same_signature,same_family,A_family,B_family,verdict,A_vs_null,dimension_vanished,confounder_flags
DR 9+,DR 9,+,MP8_PROTEASOMAL_DEGRADATION,0.4466,MP8_PROTEASOMAL_DEGRADATION,0.4466,MP8_PROTEASOMAL_DEGRADATION,4.4249,3.759239540129174e-05,True,True,True,True,proteostasis,proteostasis,convergent,above,False,none
DR 9-,DR 9,-,MP23_SECRETED_2,0.3557,MP23_SECRETED_2,0.3557,MP23_SECRETED_2,6.2686,5.387657756854133e-07,True,True,True,True,secreted,secreted,convergent,above,False,none
DR 10+,DR 10,+,MP22_SECRETED_1,0.1295,MP22_SECRETED_1,0.1295,MP5_STRESS,4.4462,3.579315655650388e-05,False,True,False,False,secreted,stress,factor_only,below,False,none
DR 10-,DR 10,-,MP10_PROTEIN_MATURATION,0.3718,MP10_PROTEIN_MATURATION,0.3718,MP39_METAL_RESPONSE,4.2508,5.613064076752015e-05,True,True,False,False,proteostasis,detoxification,both_different_family,above,False,depth
DR 11+,DR 11,+,MP7_STRESS_IN_VITRO,0.0876,MP7_STRESS_IN_VITRO,0.0876,MP21_RESPIRATION,1.4426,0.036091090121201506,False,True,False,False,stress,metabolic,factor_only,below,False,none
DR 11-,DR 11,-,MP23_SECRETED_2,0.2536,MP23_SECRETED_2,0.2536,MP10_PROTEIN_MATURATION,6.2686,5.387657756854133e-07,True,True,False,False,secreted,proteostasis,both_different_family,above,False,none
DR 12+,DR 12,+,MP8_PROTEASOMAL_DEGRADATION,0.3021,MP8_PROTEASOMAL_DEGRADATION,0.3021,MP14_EMT_3,2.5417,0.0028727643320808323,True,True,False,False,proteostasis,emt,both_different_family,above,False,none
DR 12-,DR 12,-,MP4_CHROMATIN,0.2513,MP4_CHROMATIN,0.2513,MP5_STRESS,3.1571,0.0006964661283938882,True,True,False,False,chromatin,stress,both_different_family,below,False,none
DR 13+,DR 13,+,MP3_CELL_CYCLE_HMG_RICH,0.2217,MP3_CELL_CYCLE_HMG_RICH,0.2217,MP17_INTERFERON_MHC_II_1,2.3177,0.004811716152521639,True,True,False,False,cell_cycle,immune,both_different_family,below,False,"depth,cell_cycle"
DR 13-,DR 13,-,MP6_HYPOXIA,0.575,MP6_HYPOXIA,0.575,MP6_HYPOXIA,30.2118,6.140447181056056e-31,True,True,True,True,stress,stress,convergent,above,False,none
DR 14+,DR 14,+,MP19_EPITHELIAL_SENESCENCE,0.2482,MP19_EPITHELIAL_SENESCENCE,0.2482,MP14_EMT_3,7.1812,6.588704043340741e-08,True,True,False,False,senescence,emt,both_different_family,below,False,none
DR 14-,DR 14,-,MP18_INTERFERON_MHC_II_2,0.207,MP18_INTERFERON_MHC_II_2,0.207,MP18_INTERFERON_MHC_II_2,5.0683,8.54476257684183e-06,True,True,True,True,immune,immune,convergent,below,False,none
DR 15+,DR 15,+,MP5_STRESS,0.1437,MP5_STRESS,0.1437,MP1_CELL_CYCLE_G2_M,-0.0,1.0,False,False,False,False,stress,cell_cycle,neither,below,False,none
DR 15-,DR 15,-,MP21_RESPIRATION,0.2391,MP21_RESPIRATION,0.2391,MP14_EMT_3,3.1571,0.0006964661283938882,True,True,False,False,metabolic,emt,both_different_family,below,False,none
DR 16+,DR 16,+,MP10_PROTEIN_MATURATION,0.3544,MP10_PROTEIN_MATURATION,0.3544,MP18_INTERFERON_MHC_II_2,7.5927,2.5544652554287203e-08,True,True,False,False,proteostasis,immune,both_different_family,above,False,depth
DR 16-,DR 16,-,MP20_MYC,0.2756,MP20_MYC,0.2756,MP20_MYC,3.5409,0.00028780610364895264,True,True,True,True,metabolic,metabolic,convergent,above,False,cell_cycle
DR 17+,DR 17,+,MP12_EMT_1,0.246,MP12_EMT_1,0.246,MP6_HYPOXIA,2.5417,0.0028727643320808323,True,True,False,False,emt,stress,both_different_family,below,False,mesenchymal_may_be_ambient_or_doublet
DR 17-,DR 17,-,MP23_SECRETED_2,0.1892,MP23_SECRETED_2,0.1892,MP5_STRESS,5.914,1.2189895989248673e-06,False,True,False,False,secreted,stress,factor_only,below,False,none
DR 18+,DR 18,+,MP21_RESPIRATION,0.1119,MP21_RESPIRATION,0.1119,MP6_HYPOXIA,1.9684,0.01075474208972789,False,True,False,False,metabolic,stress,factor_only,below,False,none
DR 18-,DR 18,-,MP17_INTERFERON_MHC_II_1,0.5788,MP17_INTERFERON_MHC_II_1,0.5788,MP17_INTERFERON_MHC_II_1,24.4882,3.249376236187624e-25,True,True,True,True,immune,immune,convergent,above,False,none
DR 19+,DR 19,+,MP23_SECRETED_2,0.0819,MP23_SECRETED_2,0.0819,MP7_STRESS_IN_VITRO,1.5816,0.026205955547333484,False,True,False,False,secreted,stress,factor_only,below,False,none
DR 19-,DR 19,-,MP13_EMT_2,0.3944,MP13_EMT_2,0.3944,MP13_EMT_2,16.6224,2.3856130399309183e-17,True,True,True,True,emt,emt,convergent,above,False,mesenchymal_may_be_ambient_or_doublet
DR 20+,DR 20,+,MP14_EMT_3,0.5473,MP14_EMT_3,0.5473,MP14_EMT_3,21.8427,1.4364813768904873e-22,True,True,True,True,emt,emt,convergent,above,False,mesenchymal_may_be_ambient_or_doublet
DR 20-,DR 20,-,MP10_PROTEIN_MATURATION,0.1825,MP10_PROTEIN_MATURATION,0.1825,MP10_PROTEIN_MATURATION,5.1029,7.89041780287168e-06,False,True,False,False,proteostasis,proteostasis,factor_only,below,False,depth
DR 21+,DR 21,+,MP22_SECRETED_1,0.4613,MP22_SECRETED_1,0.4613,MP22_SECRETED_1,13.3448,4.520640796485022e-14,True,True,True,True,secreted,secreted,convergent,above,False,none
DR 21-,DR 21,-,MP21_RESPIRATION,0.1729,MP21_RESPIRATION,0.1729,MP18_INTERFERON_MHC_II_2,3.6644,0.0002165708494710074,False,True,False,False,metabolic,immune,factor_only,below,False,none
DR 22+,DR 22,+,MP10_PROTEIN_MATURATION,0.4136,MP10_PROTEIN_MATURATION,0.4136,MP23_SECRETED_2,7.9942,1.0134445697847914e-08,True,True,False,False,proteostasis,secreted,both_different_family,above,False,depth
DR 22-,DR 22,-,MP1_CELL_CYCLE_G2_M,0.1563,MP1_CELL_CYCLE_G2_M,0.1563,MP20_MYC,1.1548,0.07001643593729746,False,False,False,False,cell_cycle,metabolic,neither,below,False,cell_cycle
DR 23+,DR 23,+,MP21_RESPIRATION,0.0957,MP21_RESPIRATION,0.0957,MP6_HYPOXIA,4.596,2.5351286304979072e-05,False,True,False,False,metabolic,stress,factor_only,below,False,none
DR 23-,DR 23,-,MP17_INTERFERON_MHC_II_1,0.4152,MP17_INTERFERON_MHC_II_1,0.4152,MP17_INTERFERON_MHC_II_1,27.6483,2.247501550421261e-28,True,True,True,True,immune,immune,convergent,above,False,none
DR 24+,DR 24,+,MP20_MYC,0.1215,MP20_MYC,0.1215,MP14_EMT_3,6.2668,5.410034068634678e-07,False,True,False,False,metabolic,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 24-,DR 24,-,MP5_STRESS,0.0736,MP5_STRESS,0.0736,MP23_SECRETED_2,1.3584,0.043812698202249305,False,True,False,False,stress,secreted,factor_only,below,False,none
DR 25+,DR 25,+,MP23_SECRETED_2,0.248,MP23_SECRETED_2,0.248,MP5_STRESS,1.6165,0.024182433379304088,True,True,False,False,secreted,stress,both_different_family,below,False,none
DR 25-,DR 25,-,MP1_CELL_CYCLE_G2_M,0.4479,MP1_CELL_CYCLE_G2_M,0.4479,MP1_CELL_CYCLE_G2_M,21.9567,1.1048415538712937e-22,True,True,True,True,cell_cycle,cell_cycle,convergent,above,False,cell_cycle
DR 26+,DR 26,+,MP10_PROTEIN_MATURATION,0.1452,MP10_PROTEIN_MATURATION,0.1452,MP23_SECRETED_2,5.4916,3.2240368719181867e-06,False,True,False,False,proteostasis,secreted,factor_only,below,False,none
DR 26-,DR 26,-,MP12_EMT_1,0.323,MP12_EMT_1,0.323,MP13_EMT_2,8.676,2.1086281499332885e-09,True,True,False,True,emt,emt,convergent,above,False,mesenchymal_may_be_ambient_or_doublet
DR 27+,DR 27,+,MP23_SECRETED_2,0.2423,MP23_SECRETED_2,0.2423,MP23_SECRETED_2,4.0401,9.118008652746624e-05,True,True,True,True,secreted,secreted,convergent,below,False,none
DR 27-,DR 27,-,MP13_EMT_2,0.1827,MP13_EMT_2,0.1827,MP14_EMT_3,3.8551,0.00013960468723728603,False,True,False,False,emt,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 28+,DR 28,+,MP22_SECRETED_1,0.3707,MP22_SECRETED_1,0.3707,MP19_EPITHELIAL_SENESCENCE,9.3327,4.6483626185930014e-10,True,True,False,False,secreted,senescence,both_different_family,above,False,none
DR 28-,DR 28,-,MP21_RESPIRATION,0.1488,MP21_RESPIRATION,0.1488,MP17_INTERFERON_MHC_II_1,4.0383,9.155878059757862e-05,False,True,False,False,metabolic,immune,factor_only,below,False,none
DR 29+,DR 29,+,MP21_RESPIRATION,0.2729,MP21_RESPIRATION,0.2729,MP21_RESPIRATION,1.4426,0.036091090121201506,True,True,True,True,metabolic,metabolic,convergent,above,False,none
DR 29-,DR 29,-,MP22_SECRETED_1,0.3834,MP22_SECRETED_1,0.3834,MP22_SECRETED_1,14.7877,1.6304218992825677e-15,True,True,True,True,secreted,secreted,convergent,above,False,none
DR 30+,DR 30,+,MP23_SECRETED_2,0.4836,MP23_SECRETED_2,0.4836,MP23_SECRETED_2,13.3171,4.818368378188961e-14,True,True,True,True,secreted,secreted,convergent,above,False,none
DR 30-,DR 30,-,MP21_RESPIRATION,0.144,MP21_RESPIRATION,0.144,MP21_RESPIRATION,2.6995,0.0019975607684427077,False,True,False,False,metabolic,metabolic,factor_only,below,False,none
DR 31+,DR 31,+,MP21_RESPIRATION,0.1511,MP21_RESPIRATION,0.1511,MP20_MYC,3.5409,0.00028780610364895264,False,True,False,False,metabolic,metabolic,factor_only,below,False,cell_cycle
DR 31-,DR 31,-,MP10_PROTEIN_MATURATION,0.4553,MP10_PROTEIN_MATURATION,0.4553,MP17_INTERFERON_MHC_II_1,15.0253,9.434089673230414e-16,True,True,False,False,proteostasis,immune,both_different_family,above,False,depth
DR 32+,DR 32,+,MP21_RESPIRATION,0.2746,MP21_RESPIRATION,0.2746,MP17_INTERFERON_MHC_II_1,6.9629,1.0891808576226527e-07,True,True,False,False,metabolic,immune,both_different_family,above,False,none
DR 32-,DR 32,-,MP4_CHROMATIN,0.2526,MP4_CHROMATIN,0.2526,MP15_EMT_4,1.9684,0.01075474208972789,True,True,False,False,chromatin,emt,both_different_family,below,False,none
DR 33+,DR 33,+,MP2_CELL_CYCLE_G1_S,0.1713,MP2_CELL_CYCLE_G1_S,0.1713,MP9_UNFOLDED_PROTEIN_RESPONSE,0.6162,0.2419914378339217,False,False,False,False,cell_cycle,proteostasis,neither,below,False,cell_cycle
DR 33-,DR 33,-,MP10_PROTEIN_MATURATION,0.2771,MP10_PROTEIN_MATURATION,0.2771,MP14_EMT_3,3.1571,0.0006964661283938882,True,True,False,False,proteostasis,emt,both_different_family,above,False,depth
DR 34+,DR 34,+,MP20_MYC,0.0642,MP20_MYC,0.0642,MP6_HYPOXIA,0.7352,0.18399244897966716,False,False,False,False,metabolic,stress,neither,below,False,cell_cycle
DR 34-,DR 34,-,MP17_INTERFERON_MHC_II_1,0.4465,MP17_INTERFERON_MHC_II_1,0.4465,MP17_INTERFERON_MHC_II_1,23.0067,9.84691071376942e-24,True,True,True,True,immune,immune,convergent,above,False,none
DR 35+,DR 35,+,MP7_STRESS_IN_VITRO,0.0803,MP7_STRESS_IN_VITRO,0.0803,MP39_METAL_RESPONSE,0.9672,0.1078449963293832,False,False,False,False,stress,detoxification,neither,below,False,none
DR 35-,DR 35,-,MP17_INTERFERON_MHC_II_1,0.3586,MP17_INTERFERON_MHC_II_1,0.3586,MP17_INTERFERON_MHC_II_1,21.572,2.679168324819037e-22,True,True,True,True,immune,immune,convergent,above,False,none
DR 36+,DR 36,+,MP4_CHROMATIN,0.1192,MP4_CHROMATIN,0.1192,MP39_METAL_RESPONSE,4.2508,5.613064076752015e-05,False,True,False,False,chromatin,detoxification,factor_only,below,False,none
DR 36-,DR 36,-,MP19_EPITHELIAL_SENESCENCE,0.3374,MP19_EPITHELIAL_SENESCENCE,0.3374,MP19_EPITHELIAL_SENESCENCE,15.3645,4.320161676181429e-16,True,True,True,True,senescence,senescence,convergent,above,False,none
DR 37+,DR 37,+,MP14_EMT_3,0.1719,MP14_EMT_3,0.1719,MP7_STRESS_IN_VITRO,2.9007,0.0012568978981955456,False,True,False,False,emt,stress,factor_only,below,False,none
DR 37-,DR 37,-,MP1_CELL_CYCLE_G2_M,0.4476,MP1_CELL_CYCLE_G2_M,0.4476,MP1_CELL_CYCLE_G2_M,24.8418,1.4394613220781625e-25,True,True,True,True,cell_cycle,cell_cycle,convergent,above,False,cell_cycle
DR 38+,DR 38,+,MP12_EMT_1,0.0979,MP12_EMT_1,0.0979,MP12_EMT_1,10.647,2.2542392121524282e-11,False,True,False,False,emt,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 38-,DR 38,-,MP8_PROTEASOMAL_DEGRADATION,0.0939,MP8_PROTEASOMAL_DEGRADATION,0.0939,MP14_EMT_3,2.5417,0.0028727643320808323,False,True,False,False,proteostasis,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 39+,DR 39,+,MP19_EPITHELIAL_SENESCENCE,0.1002,MP19_EPITHELIAL_SENESCENCE,0.1002,MP2_CELL_CYCLE_G1_S,11.1179,7.622545054061049e-12,False,True,False,False,senescence,cell_cycle,factor_only,below,False,cell_cycle
DR 39-,DR 39,-,MP12_EMT_1,0.2541,MP12_EMT_1,0.2541,MP13_EMT_2,8.676,2.1086281499332885e-09,True,True,False,True,emt,emt,convergent,above,False,mesenchymal_may_be_ambient_or_doublet
DR 40+,DR 40,+,MP10_PROTEIN_MATURATION,0.0994,MP10_PROTEIN_MATURATION,0.0994,MP17_INTERFERON_MHC_II_1,7.7934,1.609162858675042e-08,False,True,False,False,proteostasis,immune,factor_only,below,False,none
DR 40-,DR 40,-,MP19_EPITHELIAL_SENESCENCE,0.3121,MP19_EPITHELIAL_SENESCENCE,0.3121,MP19_EPITHELIAL_SENESCENCE,12.7975,1.5940428807122197e-13,True,True,True,True,senescence,senescence,convergent,above,False,none
DR 41+,DR 41,+,MP1_CELL_CYCLE_G2_M,0.1689,MP1_CELL_CYCLE_G2_M,0.1689,MP39_METAL_RESPONSE,0.6444,0.22677751915672595,False,False,False,False,cell_cycle,detoxification,neither,below,False,cell_cycle
DR 41-,DR 41,-,MP19_EPITHELIAL_SENESCENCE,0.2806,MP19_EPITHELIAL_SENESCENCE,0.2806,MP19_EPITHELIAL_SENESCENCE,21.3541,4.424864743556659e-22,True,True,True,True,senescence,senescence,convergent,above,False,none
DR 42+,DR 42,+,MP21_RESPIRATION,0.1186,MP21_RESPIRATION,0.1186,MP14_EMT_3,3.1571,0.0006964661283938882,False,True,False,False,metabolic,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 42-,DR 42,-,MP12_EMT_1,0.2105,MP12_EMT_1,0.2105,MP22_SECRETED_1,4.5541,2.7919009082785344e-05,True,True,False,False,emt,secreted,both_different_family,below,False,mesenchymal_may_be_ambient_or_doublet
DR 43+,DR 43,+,MP23_SECRETED_2,0.0876,MP23_SECRETED_2,0.0876,MP19_EPITHELIAL_SENESCENCE,0.6101,0.24541437631374294,False,False,False,False,secreted,senescence,neither,below,False,none
DR 43-,DR 43,-,MP39_METAL_RESPONSE,0.416,MP39_METAL_RESPONSE,0.416,MP39_METAL_RESPONSE,5.0068,9.844643639803782e-06,True,True,True,True,detoxification,detoxification,convergent,above,False,none
DR 44+,DR 44,+,MP21_RESPIRATION,0.1481,MP21_RESPIRATION,0.1481,MP14_EMT_3,2.5417,0.0028727643320808323,False,True,False,False,metabolic,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 44-,DR 44,-,MP5_STRESS,0.3654,MP5_STRESS,0.3654,MP5_STRESS,16.1956,6.373823014383483e-17,True,True,True,True,stress,stress,convergent,above,False,none
DR 45+,DR 45,+,MP19_EPITHELIAL_SENESCENCE,0.083,MP19_EPITHELIAL_SENESCENCE,0.083,MP14_EMT_3,4.596,2.5351286304979072e-05,False,True,False,False,senescence,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 45-,DR 45,-,MP12_EMT_1,0.151,MP12_EMT_1,0.151,MP17_INTERFERON_MHC_II_1,4.0383,9.155878059757862e-05,False,True,False,False,emt,immune,factor_only,below,False,none
DR 46+,DR 46,+,MP22_SECRETED_1,0.1086,MP22_SECRETED_1,0.1086,MP13_EMT_2,5.3292,4.685975353086258e-06,False,True,False,False,secreted,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 46-,DR 46,-,MP10_PROTEIN_MATURATION,0.2291,MP10_PROTEIN_MATURATION,0.2291,MP23_SECRETED_2,4.7285,1.8685296772558512e-05,True,True,False,False,proteostasis,secreted,both_different_family,below,False,depth
DR 47+,DR 47,+,MP14_EMT_3,0.0748,MP14_EMT_3,0.0748,MP14_EMT_3,1.9684,0.01075474208972789,False,True,False,False,emt,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 47-,DR 47,-,MP10_PROTEIN_MATURATION,0.1533,MP10_PROTEIN_MATURATION,0.1533,MP10_PROTEIN_MATURATION,4.0439,9.038575706601762e-05,False,True,False,False,proteostasis,proteostasis,factor_only,below,False,depth
DR 48+,DR 48,+,MP20_MYC,0.1219,MP20_MYC,0.1219,MP39_METAL_RESPONSE,0.6444,0.22677751915672595,False,False,False,False,metabolic,detoxification,neither,below,False,cell_cycle
DR 48-,DR 48,-,MP19_EPITHELIAL_SENESCENCE,0.2793,MP19_EPITHELIAL_SENESCENCE,0.2793,MP19_EPITHELIAL_SENESCENCE,8.3027,4.9808102835672465e-09,True,True,True,True,senescence,senescence,convergent,above,False,none
DR 49+,DR 49,+,MP12_EMT_1,0.2223,MP12_EMT_1,0.2223,MP10_PROTEIN_MATURATION,4.0439,9.038575706601762e-05,True,True,False,False,emt,proteostasis,both_different_family,below,False,mesenchymal_may_be_ambient_or_doublet
DR 49-,DR 49,-,MP19_EPITHELIAL_SENESCENCE,0.0964,MP19_EPITHELIAL_SENESCENCE,0.0964,MP6_HYPOXIA,4.596,2.5351286304979072e-05,False,True,False,False,senescence,stress,factor_only,below,False,none
DR 50+,DR 50,+,MP7_STRESS_IN_VITRO,0.4706,MP7_STRESS_IN_VITRO,0.4706,MP7_STRESS_IN_VITRO,15.6997,1.9966410694979163e-16,True,True,True,True,stress,stress,convergent,above,False,none
DR 50-,DR 50,-,MP21_RESPIRATION,0.1431,MP21_RESPIRATION,0.1431,MP14_EMT_3,3.1571,0.0006964661283938882,False,True,False,False,metabolic,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 51+,DR 51,+,MP1_CELL_CYCLE_G2_M,0.1254,MP1_CELL_CYCLE_G2_M,0.1254,MP5_STRESS,1.6165,0.024182433379304088,False,True,False,False,cell_cycle,stress,factor_only,below,False,none
DR 51-,DR 51,-,MP19_EPITHELIAL_SENESCENCE,0.3426,MP19_EPITHELIAL_SENESCENCE,0.3426,MP19_EPITHELIAL_SENESCENCE,14.0697,8.5172618664592e-15,True,True,True,True,senescence,senescence,convergent,above,False,none
DR 52+,DR 52,+,MP10_PROTEIN_MATURATION,0.088,MP10_PROTEIN_MATURATION,0.088,MP7_STRESS_IN_VITRO,2.2012,0.006292163512879858,False,True,False,False,proteostasis,stress,factor_only,below,False,none
DR 52-,DR 52,-,MP5_STRESS,0.0164,MP5_STRESS,0.0164,MP5_STRESS,1.6165,0.024182433379304088,False,True,False,False,stress,stress,factor_only,below,False,none
DR 53+,DR 53,+,MP8_PROTEASOMAL_DEGRADATION,0.1415,MP8_PROTEASOMAL_DEGRADATION,0.1415,MP14_EMT_3,1.489,0.032433961734934916,False,True,False,False,proteostasis,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 53-,DR 53,-,MP5_STRESS,0.2967,MP5_STRESS,0.2967,MP5_STRESS,14.9528,1.1148078033638426e-15,True,True,True,True,stress,stress,convergent,above,False,none
DR 54+,DR 54,+,MP12_EMT_1,0.0878,MP12_EMT_1,0.0878,MP7_STRESS_IN_VITRO,1.5816,0.026205955547333484,False,True,False,False,emt,stress,factor_only,below,False,none
DR 54-,DR 54,-,MP5_STRESS,0.1321,MP5_STRESS,0.1321,MP20_MYC,2.1405,0.007236024022802513,False,True,False,False,stress,metabolic,factor_only,below,False,cell_cycle
DR 55+,DR 55,+,MP21_RESPIRATION,0.1031,MP21_RESPIRATION,0.1031,MP14_EMT_3,3.1571,0.0006964661283938882,False,True,False,False,metabolic,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 55-,DR 55,-,MP17_INTERFERON_MHC_II_1,0.1161,MP17_INTERFERON_MHC_II_1,0.1161,MP1_CELL_CYCLE_G2_M,11.1179,7.622545054061049e-12,False,True,False,False,immune,cell_cycle,factor_only,below,False,cell_cycle
DR 56+,DR 56,+,MP5_STRESS,0.1416,MP5_STRESS,0.1416,MP5_STRESS,0.8953,0.1272623680022904,False,False,False,False,stress,stress,neither,below,False,none
DR 56-,DR 56,-,MP20_MYC,0.0435,MP20_MYC,0.0435,MP14_EMT_3,4.596,2.5351286304979072e-05,False,True,False,False,metabolic,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 57+,DR 57,+,MP21_RESPIRATION,0.2639,MP21_RESPIRATION,0.2639,MP39_METAL_RESPONSE,3.5409,0.00028780610364895264,True,True,False,False,metabolic,detoxification,both_different_family,above,True,none
DR 57-,DR 57,-,MP5_STRESS,0.2991,MP5_STRESS,0.2991,MP17_INTERFERON_MHC_II_1,2.3177,0.004811716152521639,True,True,False,False,stress,immune,both_different_family,above,True,none
DR 58+,DR 58,+,MP1_CELL_CYCLE_G2_M,0.2464,MP1_CELL_CYCLE_G2_M,0.2464,MP14_EMT_3,3.1571,0.0006964661283938882,True,True,False,False,cell_cycle,emt,both_different_family,below,True,cell_cycle
