# programme_cluster_eta2 | collection gavish_tnbc (pan-cancer malignant metaprograms (Gavish, TNBC-relevant)) | run drvi_tum_64_nomt | recall of a signature collection by two pipelines on ONE set of cells: Leiden clusters vs DRVI decoder directions, identical ORA downstream | 05_10_pipeline_recall
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
arm,resolution,signature,n_clusters,eta2_cluster
harmony_leiden,0.6,MP12_EMT_1,14,0.1892877586993355
harmony_leiden,0.6,MP13_EMT_2,14,0.07809968783728692
harmony_leiden,0.6,MP14_EMT_3,14,0.12225874369165812
harmony_leiden,0.6,MP15_EMT_4,14,0.15865776160757483
harmony_leiden,0.6,MP17_INTERFERON_MHC_II_1,14,0.2081075565687454
harmony_leiden,0.6,MP18_INTERFERON_MHC_II_2,14,0.16614056505167712
harmony_leiden,0.6,MP19_EPITHELIAL_SENESCENCE,14,0.1505297602219969
harmony_leiden,0.6,MP1_CELL_CYCLE_G2_M,14,0.520297949042731
harmony_leiden,0.6,MP22_SECRETED_1,14,0.11326076617949596
harmony_leiden,0.6,MP23_SECRETED_2,14,0.18413957353779759
harmony_leiden,0.6,MP2_CELL_CYCLE_G1_S,14,0.3802106355626363
harmony_leiden,0.6,MP39_METAL_RESPONSE,14,0.11412551545759785
harmony_leiden,0.6,MP3_CELL_CYCLE_HMG_RICH,14,0.34635746523244576
harmony_leiden,0.6,MP5_STRESS,14,0.23038571198567848
harmony_leiden,0.6,MP6_HYPOXIA,14,0.14896737982261302
harmony_leiden,0.6,MP7_STRESS_IN_VITRO,14,0.1269788283215937
harmony_leiden,0.8,MP10_PROTEIN_MATURATION,22,0.21956765539343245
harmony_leiden,0.8,MP12_EMT_1,22,0.1999888179444379
harmony_leiden,0.8,MP13_EMT_2,22,0.10262783192520684
harmony_leiden,0.8,MP14_EMT_3,22,0.13339820941591732
harmony_leiden,0.8,MP15_EMT_4,22,0.17362245085790878
harmony_leiden,0.8,MP17_INTERFERON_MHC_II_1,22,0.20809013312131638
harmony_leiden,0.8,MP18_INTERFERON_MHC_II_2,22,0.18430901538347808
harmony_leiden,0.8,MP19_EPITHELIAL_SENESCENCE,22,0.16902619552132842
harmony_leiden,0.8,MP1_CELL_CYCLE_G2_M,22,0.5595382457390567
harmony_leiden,0.8,MP22_SECRETED_1,22,0.12341241259823894
harmony_leiden,0.8,MP23_SECRETED_2,22,0.20472669645354707
harmony_leiden,0.8,MP2_CELL_CYCLE_G1_S,22,0.4309134796090121
harmony_leiden,0.8,MP39_METAL_RESPONSE,22,0.13895678976645584
harmony_leiden,0.8,MP3_CELL_CYCLE_HMG_RICH,22,0.38000367813019725
harmony_leiden,0.8,MP5_STRESS,22,0.23778682995283917
harmony_leiden,0.8,MP6_HYPOXIA,22,0.18731714641506605
harmony_leiden,0.8,MP7_STRESS_IN_VITRO,22,0.13536232544497745
harmony_leiden,1.0,MP10_PROTEIN_MATURATION,23,0.22564604102325622
harmony_leiden,1.0,MP12_EMT_1,23,0.2091870775618922
harmony_leiden,1.0,MP13_EMT_2,23,0.104877270628617
harmony_leiden,1.0,MP14_EMT_3,23,0.1507303849520403
harmony_leiden,1.0,MP15_EMT_4,23,0.18416224407760923
harmony_leiden,1.0,MP17_INTERFERON_MHC_II_1,23,0.21950324686448797
harmony_leiden,1.0,MP18_INTERFERON_MHC_II_2,23,0.2083178584656829
harmony_leiden,1.0,MP19_EPITHELIAL_SENESCENCE,23,0.19339588797377252
harmony_leiden,1.0,MP1_CELL_CYCLE_G2_M,23,0.561289308204007
harmony_leiden,1.0,MP22_SECRETED_1,23,0.12795930629786592
harmony_leiden,1.0,MP23_SECRETED_2,23,0.21693696218590552
harmony_leiden,1.0,MP2_CELL_CYCLE_G1_S,23,0.44598000104817864
harmony_leiden,1.0,MP39_METAL_RESPONSE,23,0.15147352731110753
harmony_leiden,1.0,MP3_CELL_CYCLE_HMG_RICH,23,0.36625141684688933
harmony_leiden,1.0,MP5_STRESS,23,0.24788746205320442
harmony_leiden,1.0,MP6_HYPOXIA,23,0.1959300489918607
harmony_leiden,1.0,MP7_STRESS_IN_VITRO,23,0.13961041761231857
harmony_leiden,1.5,MP10_PROTEIN_MATURATION,33,0.22198507417256086
harmony_leiden,1.5,MP12_EMT_1,33,0.23533930200991143
harmony_leiden,1.5,MP13_EMT_2,33,0.11239309077303299
harmony_leiden,1.5,MP14_EMT_3,33,0.1737037730559355
harmony_leiden,1.5,MP15_EMT_4,33,0.20151382581218064
harmony_leiden,1.5,MP17_INTERFERON_MHC_II_1,33,0.23875035623638416
harmony_leiden,1.5,MP18_INTERFERON_MHC_II_2,33,0.21957434794394906
harmony_leiden,1.5,MP19_EPITHELIAL_SENESCENCE,33,0.22013551050009358
harmony_leiden,1.5,MP1_CELL_CYCLE_G2_M,33,0.6134856536824561
harmony_leiden,1.5,MP22_SECRETED_1,33,0.16555537509028267
harmony_leiden,1.5,MP23_SECRETED_2,33,0.2190506260823691
harmony_leiden,1.5,MP2_CELL_CYCLE_G1_S,33,0.4675695327998093
harmony_leiden,1.5,MP39_METAL_RESPONSE,33,0.1535026381876478
harmony_leiden,1.5,MP3_CELL_CYCLE_HMG_RICH,33,0.3820509901495248
harmony_leiden,1.5,MP5_STRESS,33,0.25255409445040816
harmony_leiden,1.5,MP6_HYPOXIA,33,0.2639465045545549
harmony_leiden,1.5,MP7_STRESS_IN_VITRO,33,0.16672480768449982
harmony_leiden,2.0,MP10_PROTEIN_MATURATION,45,0.22184746265045321
harmony_leiden,2.0,MP12_EMT_1,45,0.24853411982699194
harmony_leiden,2.0,MP13_EMT_2,45,0.14013800749220676
harmony_leiden,2.0,MP14_EMT_3,45,0.20114061554033233
harmony_leiden,2.0,MP15_EMT_4,45,0.20448441494258038
harmony_leiden,2.0,MP17_INTERFERON_MHC_II_1,45,0.2683226726804067
harmony_leiden,2.0,MP18_INTERFERON_MHC_II_2,45,0.2294217724975949
harmony_leiden,2.0,MP19_EPITHELIAL_SENESCENCE,45,0.2770481036916797
harmony_leiden,2.0,MP1_CELL_CYCLE_G2_M,45,0.5973574926356233
harmony_leiden,2.0,MP22_SECRETED_1,45,0.21052548574159294
harmony_leiden,2.0,MP23_SECRETED_2,45,0.23527349566177097
harmony_leiden,2.0,MP2_CELL_CYCLE_G1_S,45,0.46612977092676683
harmony_leiden,2.0,MP39_METAL_RESPONSE,45,0.15384045637824004
harmony_leiden,2.0,MP3_CELL_CYCLE_HMG_RICH,45,0.392445835188362
harmony_leiden,2.0,MP5_STRESS,45,0.280902276434202
harmony_leiden,2.0,MP6_HYPOXIA,45,0.26976874275687174
harmony_leiden,2.0,MP7_STRESS_IN_VITRO,45,0.1944857050993826
harmony_leiden,3.0,MP10_PROTEIN_MATURATION,58,0.24766901547132758
harmony_leiden,3.0,MP12_EMT_1,58,0.27083978509383155
harmony_leiden,3.0,MP13_EMT_2,58,0.17104217315524634
harmony_leiden,3.0,MP14_EMT_3,58,0.21947074117212464
harmony_leiden,3.0,MP15_EMT_4,58,0.21296113113165618
harmony_leiden,3.0,MP17_INTERFERON_MHC_II_1,58,0.29088299887282826
harmony_leiden,3.0,MP18_INTERFERON_MHC_II_2,58,0.253094587258946
harmony_leiden,3.0,MP19_EPITHELIAL_SENESCENCE,58,0.30432221038325696
harmony_leiden,3.0,MP1_CELL_CYCLE_G2_M,58,0.6095976680879136
harmony_leiden,3.0,MP22_SECRETED_1,58,0.20558155528636268
harmony_leiden,3.0,MP23_SECRETED_2,58,0.2618592028629017
harmony_leiden,3.0,MP2_CELL_CYCLE_G1_S,58,0.4533804876023361
harmony_leiden,3.0,MP39_METAL_RESPONSE,58,0.1711849640283274
harmony_leiden,3.0,MP3_CELL_CYCLE_HMG_RICH,58,0.39701636987113925
harmony_leiden,3.0,MP5_STRESS,58,0.27133545634879785
harmony_leiden,3.0,MP6_HYPOXIA,58,0.2838880452047386
harmony_leiden,3.0,MP7_STRESS_IN_VITRO,58,0.1950380523622002
drvi_leiden,0.2,MP10_PROTEIN_MATURATION,18,0.028690275459326734
drvi_leiden,0.2,MP12_EMT_1,18,0.14335318474683953
drvi_leiden,0.2,MP13_EMT_2,18,0.03251099878510873
drvi_leiden,0.2,MP14_EMT_3,18,0.058749036138035296
drvi_leiden,0.2,MP15_EMT_4,18,0.049336879665769
drvi_leiden,0.2,MP17_INTERFERON_MHC_II_1,18,0.04902364510749139
drvi_leiden,0.2,MP18_INTERFERON_MHC_II_2,18,0.03536124549186096
drvi_leiden,0.2,MP19_EPITHELIAL_SENESCENCE,18,0.07061352849287889
drvi_leiden,0.2,MP1_CELL_CYCLE_G2_M,18,0.01769297540054574
drvi_leiden,0.2,MP22_SECRETED_1,18,0.03449616451226806
drvi_leiden,0.2,MP23_SECRETED_2,18,0.05666919086688836
drvi_leiden,0.2,MP2_CELL_CYCLE_G1_S,18,0.012020746406495163
drvi_leiden,0.2,MP39_METAL_RESPONSE,18,0.04266738574063052
drvi_leiden,0.2,MP3_CELL_CYCLE_HMG_RICH,18,0.11690336167763295
drvi_leiden,0.2,MP5_STRESS,18,0.047720912996406385
drvi_leiden,0.2,MP6_HYPOXIA,18,0.04005066600732933
drvi_leiden,0.2,MP7_STRESS_IN_VITRO,18,0.019470954040530595
drvi_leiden,0.4,MP10_PROTEIN_MATURATION,18,0.12289249174861308
drvi_leiden,0.4,MP12_EMT_1,18,0.1766777273648378
drvi_leiden,0.4,MP13_EMT_2,18,0.05018039098907715
drvi_leiden,0.4,MP14_EMT_3,18,0.07214359114404505
drvi_leiden,0.4,MP15_EMT_4,18,0.09434596430901372
drvi_leiden,0.4,MP17_INTERFERON_MHC_II_1,18,0.06535890745477849
drvi_leiden,0.4,MP18_INTERFERON_MHC_II_2,18,0.05854010760798286
drvi_leiden,0.4,MP19_EPITHELIAL_SENESCENCE,18,0.1254359056873967
drvi_leiden,0.4,MP1_CELL_CYCLE_G2_M,18,0.11763807112726109
drvi_leiden,0.4,MP22_SECRETED_1,18,0.09850252303299935
drvi_leiden,0.4,MP23_SECRETED_2,18,0.12850103793508785
drvi_leiden,0.4,MP2_CELL_CYCLE_G1_S,18,0.042078361911468444
drvi_leiden,0.4,MP39_METAL_RESPONSE,18,0.08425349621043281
drvi_leiden,0.4,MP3_CELL_CYCLE_HMG_RICH,18,0.1528890865431226
drvi_leiden,0.4,MP5_STRESS,18,0.22364638337551543
drvi_leiden,0.4,MP6_HYPOXIA,18,0.06481242474070167
drvi_leiden,0.4,MP7_STRESS_IN_VITRO,18,0.08428828982327613
drvi_leiden,0.6,MP10_PROTEIN_MATURATION,26,0.1575250679159154
drvi_leiden,0.6,MP12_EMT_1,26,0.19212006267543294
drvi_leiden,0.6,MP13_EMT_2,26,0.0628550823570371
drvi_leiden,0.6,MP14_EMT_3,26,0.08858516248828627
drvi_leiden,0.6,MP15_EMT_4,26,0.13279387781169635
drvi_leiden,0.6,MP17_INTERFERON_MHC_II_1,26,0.12071178020789398
drvi_leiden,0.6,MP18_INTERFERON_MHC_II_2,26,0.11266833675068218
drvi_leiden,0.6,MP19_EPITHELIAL_SENESCENCE,26,0.1602709588287201
drvi_leiden,0.6,MP1_CELL_CYCLE_G2_M,26,0.31668576319811664
drvi_leiden,0.6,MP22_SECRETED_1,26,0.1119751376945995
drvi_leiden,0.6,MP23_SECRETED_2,26,0.18807946894284117
drvi_leiden,0.6,MP2_CELL_CYCLE_G1_S,26,0.08738914442566463
drvi_leiden,0.6,MP39_METAL_RESPONSE,26,0.11259226870131236
drvi_leiden,0.6,MP3_CELL_CYCLE_HMG_RICH,26,0.21135200445131833
drvi_leiden,0.6,MP5_STRESS,26,0.23540059028698518
drvi_leiden,0.6,MP6_HYPOXIA,26,0.13685455388355033
drvi_leiden,0.6,MP7_STRESS_IN_VITRO,26,0.1150464584737308
drvi_leiden,0.8,MP10_PROTEIN_MATURATION,28,0.18829462644887213
drvi_leiden,0.8,MP12_EMT_1,28,0.2000445832838528
drvi_leiden,0.8,MP13_EMT_2,28,0.09399126408769912
drvi_leiden,0.8,MP14_EMT_3,28,0.10431200648437361
drvi_leiden,0.8,MP15_EMT_4,28,0.1427864126428712
drvi_leiden,0.8,MP17_INTERFERON_MHC_II_1,28,0.16842416470748403
drvi_leiden,0.8,MP18_INTERFERON_MHC_II_2,28,0.13701696465581437
drvi_leiden,0.8,MP19_EPITHELIAL_SENESCENCE,28,0.2110746692129782
drvi_leiden,0.8,MP1_CELL_CYCLE_G2_M,28,0.3105104529438287
drvi_leiden,0.8,MP22_SECRETED_1,28,0.14315231835498088
drvi_leiden,0.8,MP23_SECRETED_2,28,0.19721040592042471
drvi_leiden,0.8,MP2_CELL_CYCLE_G1_S,28,0.10619841012128982
drvi_leiden,0.8,MP39_METAL_RESPONSE,28,0.1150787552457306
drvi_leiden,0.8,MP3_CELL_CYCLE_HMG_RICH,28,0.22902634236787
drvi_leiden,0.8,MP5_STRESS,28,0.23179276047839903
drvi_leiden,0.8,MP6_HYPOXIA,28,0.17124667539243665
drvi_leiden,0.8,MP7_STRESS_IN_VITRO,28,0.12170388389299791
drvi_leiden,1.0,MP10_PROTEIN_MATURATION,36,0.1798831884794212
drvi_leiden,1.0,MP12_EMT_1,36,0.21541149661499806
drvi_leiden,1.0,MP13_EMT_2,36,0.11734513465950853
drvi_leiden,1.0,MP14_EMT_3,36,0.12280739026141323
drvi_leiden,1.0,MP15_EMT_4,36,0.14576122498009406
drvi_leiden,1.0,MP17_INTERFERON_MHC_II_1,36,0.179499001383021
drvi_leiden,1.0,MP18_INTERFERON_MHC_II_2,36,0.14609302150254536
drvi_leiden,1.0,MP19_EPITHELIAL_SENESCENCE,36,0.22956847447058612
drvi_leiden,1.0,MP1_CELL_CYCLE_G2_M,36,0.33152992168365186
drvi_leiden,1.0,MP22_SECRETED_1,36,0.17650371081694657
drvi_leiden,1.0,MP23_SECRETED_2,36,0.2008737930578376
drvi_leiden,1.0,MP2_CELL_CYCLE_G1_S,36,0.1810443495862628
drvi_leiden,1.0,MP39_METAL_RESPONSE,36,0.13041649324451532
drvi_leiden,1.0,MP3_CELL_CYCLE_HMG_RICH,36,0.27799438001096144
drvi_leiden,1.0,MP5_STRESS,36,0.24596300073314728
drvi_leiden,1.0,MP6_HYPOXIA,36,0.1895510251370741
drvi_leiden,1.0,MP7_STRESS_IN_VITRO,36,0.14541400313918457
drvi_leiden,1.5,MP10_PROTEIN_MATURATION,45,0.22412550260269073
drvi_leiden,1.5,MP12_EMT_1,45,0.21574488539158787
drvi_leiden,1.5,MP13_EMT_2,45,0.11376724853362163
drvi_leiden,1.5,MP14_EMT_3,45,0.13338988983018132
drvi_leiden,1.5,MP15_EMT_4,45,0.1533315615296968
drvi_leiden,1.5,MP17_INTERFERON_MHC_II_1,45,0.1923098422593078
drvi_leiden,1.5,MP18_INTERFERON_MHC_II_2,45,0.15672930124970308
drvi_leiden,1.5,MP19_EPITHELIAL_SENESCENCE,45,0.2519757153997196
drvi_leiden,1.5,MP1_CELL_CYCLE_G2_M,45,0.34919139065078963
drvi_leiden,1.5,MP22_SECRETED_1,45,0.1709269204357699
drvi_leiden,1.5,MP23_SECRETED_2,45,0.2311473826530065
drvi_leiden,1.5,MP2_CELL_CYCLE_G1_S,45,0.22662262424171795
drvi_leiden,1.5,MP39_METAL_RESPONSE,45,0.12323399713595716
drvi_leiden,1.5,MP3_CELL_CYCLE_HMG_RICH,45,0.2953878308613786
drvi_leiden,1.5,MP5_STRESS,45,0.23771951627584095
drvi_leiden,1.5,MP6_HYPOXIA,45,0.20067103727124438
drvi_leiden,1.5,MP7_STRESS_IN_VITRO,45,0.14315276014691075
drvi_leiden,2.0,MP10_PROTEIN_MATURATION,57,0.2526238587178555
drvi_leiden,2.0,MP12_EMT_1,57,0.22443741065120063
drvi_leiden,2.0,MP13_EMT_2,57,0.127889702148761
drvi_leiden,2.0,MP14_EMT_3,57,0.15334199371358334
drvi_leiden,2.0,MP15_EMT_4,57,0.17555865950015917
drvi_leiden,2.0,MP17_INTERFERON_MHC_II_1,57,0.23772883638791892
drvi_leiden,2.0,MP18_INTERFERON_MHC_II_2,57,0.1940193409884895
drvi_leiden,2.0,MP19_EPITHELIAL_SENESCENCE,57,0.2716564264688583
drvi_leiden,2.0,MP1_CELL_CYCLE_G2_M,57,0.3961015065643044
drvi_leiden,2.0,MP22_SECRETED_1,57,0.18486691437723096
drvi_leiden,2.0,MP23_SECRETED_2,57,0.24824551959749608
drvi_leiden,2.0,MP2_CELL_CYCLE_G1_S,57,0.2860878014236057
drvi_leiden,2.0,MP39_METAL_RESPONSE,57,0.14818159188486485
drvi_leiden,2.0,MP3_CELL_CYCLE_HMG_RICH,57,0.3419577206308865
drvi_leiden,2.0,MP5_STRESS,57,0.25705425722592
drvi_leiden,2.0,MP6_HYPOXIA,57,0.2004377815371116
drvi_leiden,2.0,MP7_STRESS_IN_VITRO,57,0.14875219154034924
drvi_leiden,3.0,MP10_PROTEIN_MATURATION,75,0.3047635480306749
drvi_leiden,3.0,MP12_EMT_1,75,0.2414288662784464
drvi_leiden,3.0,MP13_EMT_2,75,0.15664422816152113
drvi_leiden,3.0,MP14_EMT_3,75,0.18699924916106242
drvi_leiden,3.0,MP15_EMT_4,75,0.2007853311665823
drvi_leiden,3.0,MP17_INTERFERON_MHC_II_1,75,0.27179652277999883
drvi_leiden,3.0,MP18_INTERFERON_MHC_II_2,75,0.22837445130869194
drvi_leiden,3.0,MP19_EPITHELIAL_SENESCENCE,75,0.2969482473603509
drvi_leiden,3.0,MP1_CELL_CYCLE_G2_M,75,0.45205832932897666
drvi_leiden,3.0,MP22_SECRETED_1,75,0.203774760684343
drvi_leiden,3.0,MP23_SECRETED_2,75,0.27860480923105174
drvi_leiden,3.0,MP2_CELL_CYCLE_G1_S,75,0.32726923957859594
drvi_leiden,3.0,MP39_METAL_RESPONSE,75,0.16063779972908965
drvi_leiden,3.0,MP3_CELL_CYCLE_HMG_RICH,75,0.3545909590786207
drvi_leiden,3.0,MP5_STRESS,75,0.2859661855418104
drvi_leiden,3.0,MP6_HYPOXIA,75,0.2249304710028746
drvi_leiden,3.0,MP7_STRESS_IN_VITRO,75,0.173231987369761
pca_leiden,0.2,MP10_PROTEIN_MATURATION,18,0.023375020442410722
pca_leiden,0.2,MP12_EMT_1,18,0.054431189543065105
pca_leiden,0.2,MP13_EMT_2,18,0.03183248394676394
pca_leiden,0.2,MP14_EMT_3,18,0.028128696273853386
pca_leiden,0.2,MP15_EMT_4,18,0.013309062023838341
pca_leiden,0.2,MP17_INTERFERON_MHC_II_1,18,0.0258727442730005
pca_leiden,0.2,MP18_INTERFERON_MHC_II_2,18,0.010736459429179635
pca_leiden,0.2,MP19_EPITHELIAL_SENESCENCE,18,0.06700301214910209
pca_leiden,0.2,MP1_CELL_CYCLE_G2_M,18,0.008435410774317037
pca_leiden,0.2,MP22_SECRETED_1,18,0.04782094144599978
pca_leiden,0.2,MP23_SECRETED_2,18,0.0714083539238387
pca_leiden,0.2,MP2_CELL_CYCLE_G1_S,18,0.010506942009743295
pca_leiden,0.2,MP39_METAL_RESPONSE,18,0.03396545981386575
pca_leiden,0.2,MP3_CELL_CYCLE_HMG_RICH,18,0.03187539011563238
pca_leiden,0.2,MP5_STRESS,18,0.0746286548274397
pca_leiden,0.2,MP6_HYPOXIA,18,0.049982350762013385
pca_leiden,0.2,MP7_STRESS_IN_VITRO,18,0.01874400364616557
pca_leiden,0.4,MP10_PROTEIN_MATURATION,24,0.027416033769227532
pca_leiden,0.4,MP12_EMT_1,24,0.057115317742433946
pca_leiden,0.4,MP13_EMT_2,24,0.03716370734065485
pca_leiden,0.4,MP14_EMT_3,24,0.05538632007274338
pca_leiden,0.4,MP15_EMT_4,24,0.020826967322038835
pca_leiden,0.4,MP17_INTERFERON_MHC_II_1,24,0.027441854106833936
pca_leiden,0.4,MP18_INTERFERON_MHC_II_2,24,0.04421314222829538
pca_leiden,0.4,MP19_EPITHELIAL_SENESCENCE,24,0.08128377554376554
pca_leiden,0.4,MP1_CELL_CYCLE_G2_M,24,0.01058950158299723
pca_leiden,0.4,MP22_SECRETED_1,24,0.04875556068230246
pca_leiden,0.4,MP23_SECRETED_2,24,0.08677004634363623
pca_leiden,0.4,MP2_CELL_CYCLE_G1_S,24,0.011534303266982479
pca_leiden,0.4,MP39_METAL_RESPONSE,24,0.05001541078838487
pca_leiden,0.4,MP3_CELL_CYCLE_HMG_RICH,24,0.07993206719511789
pca_leiden,0.4,MP5_STRESS,24,0.0784952950307873
pca_leiden,0.4,MP6_HYPOXIA,24,0.0677324769563428
pca_leiden,0.4,MP7_STRESS_IN_VITRO,24,0.018343384578755242
pca_leiden,0.6,MP10_PROTEIN_MATURATION,28,0.08245519302203355
pca_leiden,0.6,MP12_EMT_1,28,0.08515200207091017
pca_leiden,0.6,MP13_EMT_2,28,0.05461715316270609
pca_leiden,0.6,MP14_EMT_3,28,0.08062748425343248
pca_leiden,0.6,MP15_EMT_4,28,0.04947655697162082
pca_leiden,0.6,MP17_INTERFERON_MHC_II_1,28,0.09658671813517838
pca_leiden,0.6,MP18_INTERFERON_MHC_II_2,28,0.09539396771984163
pca_leiden,0.6,MP19_EPITHELIAL_SENESCENCE,28,0.11233454140948475
pca_leiden,0.6,MP1_CELL_CYCLE_G2_M,28,0.08483802945390073
pca_leiden,0.6,MP22_SECRETED_1,28,0.05993407637760456
pca_leiden,0.6,MP23_SECRETED_2,28,0.10501341777003073
pca_leiden,0.6,MP2_CELL_CYCLE_G1_S,28,0.018021702492615654
pca_leiden,0.6,MP39_METAL_RESPONSE,28,0.08271901243732298
pca_leiden,0.6,MP3_CELL_CYCLE_HMG_RICH,28,0.10315450499062818
pca_leiden,0.6,MP5_STRESS,28,0.08610627436692543
pca_leiden,0.6,MP6_HYPOXIA,28,0.09243037851052445
pca_leiden,0.6,MP7_STRESS_IN_VITRO,28,0.02812120455834525
pca_leiden,0.8,MP10_PROTEIN_MATURATION,30,0.1129572495420857
pca_leiden,0.8,MP12_EMT_1,30,0.08998130062710188
pca_leiden,0.8,MP13_EMT_2,30,0.05679755106751528
pca_leiden,0.8,MP14_EMT_3,30,0.0877129359066877
pca_leiden,0.8,MP15_EMT_4,30,0.05201170287572914
pca_leiden,0.8,MP17_INTERFERON_MHC_II_1,30,0.09680974731826761
pca_leiden,0.8,MP18_INTERFERON_MHC_II_2,30,0.094099548656523
pca_leiden,0.8,MP19_EPITHELIAL_SENESCENCE,30,0.13174451908892795
pca_leiden,0.8,MP1_CELL_CYCLE_G2_M,30,0.09784242664472262
pca_leiden,0.8,MP22_SECRETED_1,30,0.0792744853108343
pca_leiden,0.8,MP23_SECRETED_2,30,0.12300629011326163
pca_leiden,0.8,MP2_CELL_CYCLE_G1_S,30,0.035315296310664185
pca_leiden,0.8,MP39_METAL_RESPONSE,30,0.08931613372448241
pca_leiden,0.8,MP3_CELL_CYCLE_HMG_RICH,30,0.10690630585815046
pca_leiden,0.8,MP5_STRESS,30,0.1257775344875651
pca_leiden,0.8,MP6_HYPOXIA,30,0.09863340227822978
pca_leiden,0.8,MP7_STRESS_IN_VITRO,30,0.05319244797123838
pca_leiden,1.0,MP10_PROTEIN_MATURATION,34,0.10920183065244032
pca_leiden,1.0,MP12_EMT_1,34,0.1423303674498553
pca_leiden,1.0,MP13_EMT_2,34,0.07141533649040427
pca_leiden,1.0,MP14_EMT_3,34,0.09861017991891889
pca_leiden,1.0,MP15_EMT_4,34,0.08405299818218699
pca_leiden,1.0,MP17_INTERFERON_MHC_II_1,34,0.1341590529619468
pca_leiden,1.0,MP18_INTERFERON_MHC_II_2,34,0.11638683404432328
pca_leiden,1.0,MP19_EPITHELIAL_SENESCENCE,34,0.1503099839426783
pca_leiden,1.0,MP1_CELL_CYCLE_G2_M,34,0.137450696871993
pca_leiden,1.0,MP22_SECRETED_1,34,0.08751844141642419
