# convergence | collection gavish_tnbc (pan-cancer malignant metaprograms (Gavish, TNBC-relevant)) | DRVI run drvi_tum_64_nomt | vanished dimensions PRUNED (DRVI's own behaviour) | 05_4 - 05_8 signature interpretation
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
dim_direction,dimension,direction,A_best_signature,A_rho,A_best_any_readout,A_rho_any,B_best_signature,B_neglog10_fdr,B_fdr,A_significant,B_significant,same_signature,same_family,A_family,B_family,verdict,A_vs_null,dimension_vanished,confounder_flags
DR 6+,DR 6,+,MP4_CHROMATIN,0.3987,MP4_CHROMATIN,0.3987,MP4_CHROMATIN,0.7924,0.1612872362170402,True,False,False,False,chromatin,chromatin,cell_only,above,False,none
DR 6-,DR 6,-,MP3_CELL_CYCLE_HMG_RICH,0.2331,MP3_CELL_CYCLE_HMG_RICH,0.2331,MP3_CELL_CYCLE_HMG_RICH,4.4041,3.9436648538098014e-05,False,True,False,False,cell_cycle,cell_cycle,factor_only,below,False,"depth,cell_cycle"
DR 7+,DR 7,+,MP4_CHROMATIN,0.2518,MP4_CHROMATIN,0.2518,MP5_STRESS,0.9078,0.12365167393491726,False,False,False,False,chromatin,stress,neither,below,False,none
DR 7-,DR 7,-,MP7_STRESS_IN_VITRO,0.268,MP7_STRESS_IN_VITRO,0.268,MP7_STRESS_IN_VITRO,7.8742,1.3359801332722004e-08,False,True,False,False,stress,stress,factor_only,above,False,none
DR 8+,DR 8,+,MP5_STRESS,0.8113,MP5_STRESS,0.8113,MP5_STRESS,38.0235,9.473271845042528e-39,True,True,True,True,stress,stress,convergent,above,False,none
DR 8-,DR 8,-,MP2_CELL_CYCLE_G1_S,0.1725,MP2_CELL_CYCLE_G1_S,0.1725,MP20_MYC,2.1724,0.006723571072343188,False,True,False,False,cell_cycle,metabolic,factor_only,below,False,cell_cycle
DR 9+,DR 9,+,MP8_PROTEASOMAL_DEGRADATION,0.4466,MP8_PROTEASOMAL_DEGRADATION,0.4466,MP8_PROTEASOMAL_DEGRADATION,4.4753,3.347341331292356e-05,True,True,True,True,proteostasis,proteostasis,convergent,above,False,none
DR 9-,DR 9,-,MP23_SECRETED_2,0.3557,MP23_SECRETED_2,0.3557,MP23_SECRETED_2,6.3271,4.7086889234427393e-07,True,True,True,True,secreted,secreted,convergent,above,False,none
DR 10+,DR 10,+,MP22_SECRETED_1,0.1295,MP22_SECRETED_1,0.1295,MP5_STRESS,4.4965,3.1878655756958997e-05,False,True,False,False,secreted,stress,factor_only,below,False,none
DR 10-,DR 10,-,MP10_PROTEIN_MATURATION,0.3718,MP10_PROTEIN_MATURATION,0.3718,MP39_METAL_RESPONSE,4.298,5.035006087879048e-05,True,True,False,False,proteostasis,detoxification,both_different_family,above,False,depth
DR 11+,DR 11,+,MP7_STRESS_IN_VITRO,0.0876,MP7_STRESS_IN_VITRO,0.0876,MP21_RESPIRATION,1.468,0.03404081897010009,False,True,False,False,stress,metabolic,factor_only,below,False,none
DR 11-,DR 11,-,MP23_SECRETED_2,0.2536,MP23_SECRETED_2,0.2536,MP10_PROTEIN_MATURATION,6.3271,4.7086889234427393e-07,False,True,False,False,secreted,proteostasis,factor_only,above,False,depth
DR 12+,DR 12,+,MP8_PROTEASOMAL_DEGRADATION,0.3021,MP8_PROTEASOMAL_DEGRADATION,0.3021,MP14_EMT_3,2.5715,0.0026822546076084946,True,True,False,False,proteostasis,emt,both_different_family,above,False,none
DR 12-,DR 12,-,MP4_CHROMATIN,0.2513,MP4_CHROMATIN,0.2513,MP5_STRESS,3.1939,0.0006398821568325593,False,True,False,False,chromatin,stress,factor_only,below,False,none
DR 13+,DR 13,+,MP3_CELL_CYCLE_HMG_RICH,0.2217,MP3_CELL_CYCLE_HMG_RICH,0.2217,MP17_INTERFERON_MHC_II_1,2.348,0.004487453899331323,False,True,False,False,cell_cycle,immune,factor_only,below,False,none
DR 13-,DR 13,-,MP6_HYPOXIA,0.575,MP6_HYPOXIA,0.575,MP6_HYPOXIA,30.2737,5.324759536129933e-31,True,True,True,True,stress,stress,convergent,above,False,none
DR 14+,DR 14,+,MP19_EPITHELIAL_SENESCENCE,0.2482,MP19_EPITHELIAL_SENESCENCE,0.2482,MP14_EMT_3,7.239,5.767664633922509e-08,False,True,False,False,senescence,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 14-,DR 14,-,MP18_INTERFERON_MHC_II_2,0.207,MP18_INTERFERON_MHC_II_2,0.207,MP18_INTERFERON_MHC_II_2,5.1183,7.615527662740405e-06,False,True,False,False,immune,immune,factor_only,below,False,none
DR 15+,DR 15,+,MP5_STRESS,0.1437,MP5_STRESS,0.1437,MP1_CELL_CYCLE_G2_M,-0.0,1.0,False,False,False,False,stress,cell_cycle,neither,below,False,none
DR 15-,DR 15,-,MP21_RESPIRATION,0.2391,MP21_RESPIRATION,0.2391,MP14_EMT_3,3.1939,0.0006398821568325593,False,True,False,False,metabolic,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 16+,DR 16,+,MP10_PROTEIN_MATURATION,0.3544,MP10_PROTEIN_MATURATION,0.3544,MP18_INTERFERON_MHC_II_2,7.6503,2.237175218795276e-08,True,True,False,False,proteostasis,immune,both_different_family,above,False,depth
DR 16-,DR 16,-,MP20_MYC,0.2756,MP20_MYC,0.2756,MP20_MYC,3.5824,0.0002615772682719108,False,True,False,False,metabolic,metabolic,factor_only,above,False,cell_cycle
DR 17+,DR 17,+,MP12_EMT_1,0.246,MP12_EMT_1,0.246,MP6_HYPOXIA,2.5715,0.0026822546076084946,False,True,False,False,emt,stress,factor_only,below,False,none
DR 17-,DR 17,-,MP23_SECRETED_2,0.1892,MP23_SECRETED_2,0.1892,MP5_STRESS,5.97,1.071519305237607e-06,False,True,False,False,secreted,stress,factor_only,below,False,none
DR 18+,DR 18,+,MP21_RESPIRATION,0.1119,MP21_RESPIRATION,0.1119,MP6_HYPOXIA,2.0004,0.009990793899844619,False,True,False,False,metabolic,stress,factor_only,below,False,none
DR 18-,DR 18,-,MP17_INTERFERON_MHC_II_1,0.5788,MP17_INTERFERON_MHC_II_1,0.5788,MP17_INTERFERON_MHC_II_1,24.5501,2.817734049320224e-25,True,True,True,True,immune,immune,convergent,above,False,none
DR 19+,DR 19,+,MP23_SECRETED_2,0.0819,MP23_SECRETED_2,0.0819,MP7_STRESS_IN_VITRO,1.6133,0.024361274198059824,False,True,False,False,secreted,stress,factor_only,below,False,none
DR 19-,DR 19,-,MP13_EMT_2,0.3944,MP13_EMT_2,0.3944,MP13_EMT_2,16.6843,2.068711839599832e-17,True,True,True,True,emt,emt,convergent,above,False,mesenchymal_may_be_ambient_or_doublet
DR 20+,DR 20,+,MP14_EMT_3,0.5473,MP14_EMT_3,0.5473,MP14_EMT_3,21.9046,1.2456613801138913e-22,True,True,True,True,emt,emt,convergent,above,False,mesenchymal_may_be_ambient_or_doublet
DR 20-,DR 20,-,MP10_PROTEIN_MATURATION,0.1825,MP10_PROTEIN_MATURATION,0.1825,MP10_PROTEIN_MATURATION,5.1527,7.035581528181834e-06,False,True,False,False,proteostasis,proteostasis,factor_only,below,False,depth
DR 21+,DR 21,+,MP22_SECRETED_1,0.4613,MP22_SECRETED_1,0.4613,MP22_SECRETED_1,13.4066,3.921028509194614e-14,True,True,True,True,secreted,secreted,convergent,above,False,none
DR 21-,DR 21,-,MP21_RESPIRATION,0.1729,MP21_RESPIRATION,0.1729,MP18_INTERFERON_MHC_II_2,3.7071,0.00019629082484691707,False,True,False,False,metabolic,immune,factor_only,below,False,none
DR 22+,DR 22,+,MP10_PROTEIN_MATURATION,0.4136,MP10_PROTEIN_MATURATION,0.4136,MP23_SECRETED_2,8.0509,8.89405887555891e-09,True,True,False,False,proteostasis,secreted,both_different_family,above,False,depth
DR 22-,DR 22,-,MP1_CELL_CYCLE_G2_M,0.1563,MP1_CELL_CYCLE_G2_M,0.1563,MP20_MYC,1.1754,0.0667728633464277,False,False,False,False,cell_cycle,metabolic,neither,below,False,cell_cycle
DR 23+,DR 23,+,MP21_RESPIRATION,0.0957,MP21_RESPIRATION,0.0957,MP6_HYPOXIA,4.6457,2.260997072350473e-05,False,True,False,False,metabolic,stress,factor_only,below,False,none
DR 23-,DR 23,-,MP17_INTERFERON_MHC_II_1,0.4152,MP17_INTERFERON_MHC_II_1,0.4152,MP17_INTERFERON_MHC_II_1,27.7101,1.9493956831325566e-28,True,True,True,True,immune,immune,convergent,above,False,none
DR 24+,DR 24,+,MP20_MYC,0.1215,MP20_MYC,0.1215,MP14_EMT_3,6.3222,4.762116327398212e-07,False,True,False,False,metabolic,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 24-,DR 24,-,MP5_STRESS,0.0736,MP5_STRESS,0.0736,MP23_SECRETED_2,1.384,0.041304750199016145,False,True,False,False,stress,secreted,factor_only,below,False,none
DR 25+,DR 25,+,MP23_SECRETED_2,0.248,MP23_SECRETED_2,0.248,MP5_STRESS,1.6483,0.022475015504212555,False,True,False,False,secreted,stress,factor_only,below,False,none
DR 25-,DR 25,-,MP1_CELL_CYCLE_G2_M,0.4479,MP1_CELL_CYCLE_G2_M,0.4479,MP1_CELL_CYCLE_G2_M,22.0186,9.580760857350214e-23,True,True,True,True,cell_cycle,cell_cycle,convergent,above,False,cell_cycle
DR 26+,DR 26,+,MP10_PROTEIN_MATURATION,0.1452,MP10_PROTEIN_MATURATION,0.1452,MP23_SECRETED_2,5.5428,2.8654972763642426e-06,False,True,False,False,proteostasis,secreted,factor_only,below,False,none
DR 26-,DR 26,-,MP12_EMT_1,0.323,MP12_EMT_1,0.323,MP13_EMT_2,8.7378,1.8289422812817624e-09,True,True,False,True,emt,emt,convergent,above,False,mesenchymal_may_be_ambient_or_doublet
DR 27+,DR 27,+,MP23_SECRETED_2,0.2423,MP23_SECRETED_2,0.2423,MP23_SECRETED_2,4.0881,8.163943679645648e-05,False,True,False,False,secreted,secreted,factor_only,below,False,none
DR 27-,DR 27,-,MP13_EMT_2,0.1827,MP13_EMT_2,0.1827,MP14_EMT_3,3.8981,0.0001264445164690069,False,True,False,False,emt,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 28+,DR 28,+,MP22_SECRETED_1,0.3707,MP22_SECRETED_1,0.3707,MP19_EPITHELIAL_SENESCENCE,9.3946,4.0308812128706e-10,True,True,False,False,secreted,senescence,both_different_family,above,False,none
DR 28-,DR 28,-,MP21_RESPIRATION,0.1488,MP21_RESPIRATION,0.1488,MP17_INTERFERON_MHC_II_1,4.0833,8.254675398117302e-05,False,True,False,False,metabolic,immune,factor_only,below,False,none
DR 29+,DR 29,+,MP21_RESPIRATION,0.2729,MP21_RESPIRATION,0.2729,MP21_RESPIRATION,1.468,0.03404081897010009,False,True,False,False,metabolic,metabolic,factor_only,above,False,none
DR 29-,DR 29,-,MP22_SECRETED_1,0.3834,MP22_SECRETED_1,0.3834,MP22_SECRETED_1,14.8496,1.4138391390945629e-15,True,True,True,True,secreted,secreted,convergent,above,False,none
DR 30+,DR 30,+,MP23_SECRETED_2,0.4836,MP23_SECRETED_2,0.4836,MP23_SECRETED_2,13.379,4.178303666466222e-14,True,True,True,True,secreted,secreted,convergent,above,False,none
DR 30-,DR 30,-,MP21_RESPIRATION,0.144,MP21_RESPIRATION,0.144,MP21_RESPIRATION,2.7324,0.0018518252436381783,False,True,False,False,metabolic,metabolic,factor_only,below,False,none
DR 31+,DR 31,+,MP21_RESPIRATION,0.1511,MP21_RESPIRATION,0.1511,MP20_MYC,3.5824,0.0002615772682719108,False,True,False,False,metabolic,metabolic,factor_only,below,False,cell_cycle
DR 31-,DR 31,-,MP10_PROTEIN_MATURATION,0.4553,MP10_PROTEIN_MATURATION,0.4553,MP17_INTERFERON_MHC_II_1,15.0871,8.182763513481802e-16,True,True,False,False,proteostasis,immune,both_different_family,above,False,depth
DR 32+,DR 32,+,MP21_RESPIRATION,0.2746,MP21_RESPIRATION,0.2746,MP17_INTERFERON_MHC_II_1,7.021,9.527961640236521e-08,False,True,False,False,metabolic,immune,factor_only,above,False,none
DR 32-,DR 32,-,MP4_CHROMATIN,0.2526,MP4_CHROMATIN,0.2526,MP15_EMT_4,2.0004,0.009990793899844619,False,True,False,False,chromatin,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 33+,DR 33,+,MP2_CELL_CYCLE_G1_S,0.1713,MP2_CELL_CYCLE_G1_S,0.1713,MP9_UNFOLDED_PROTEIN_RESPONSE,0.6261,0.23653749870576055,False,False,False,False,cell_cycle,proteostasis,neither,below,False,cell_cycle
DR 33-,DR 33,-,MP10_PROTEIN_MATURATION,0.2771,MP10_PROTEIN_MATURATION,0.2771,MP14_EMT_3,3.1939,0.0006398821568325593,False,True,False,False,proteostasis,emt,factor_only,above,False,mesenchymal_may_be_ambient_or_doublet
DR 34+,DR 34,+,MP20_MYC,0.0642,MP20_MYC,0.0642,MP6_HYPOXIA,0.7461,0.1794320421716845,False,False,False,False,metabolic,stress,neither,below,False,cell_cycle
DR 34-,DR 34,-,MP17_INTERFERON_MHC_II_1,0.4465,MP17_INTERFERON_MHC_II_1,0.4465,MP17_INTERFERON_MHC_II_1,23.0686,8.538862102148432e-24,True,True,True,True,immune,immune,convergent,above,False,none
DR 35+,DR 35,+,MP7_STRESS_IN_VITRO,0.0803,MP7_STRESS_IN_VITRO,0.0803,MP39_METAL_RESPONSE,0.9825,0.10411181076233395,False,False,False,False,stress,detoxification,neither,below,False,none
DR 35-,DR 35,-,MP17_INTERFERON_MHC_II_1,0.3586,MP17_INTERFERON_MHC_II_1,0.3586,MP17_INTERFERON_MHC_II_1,21.6339,2.3232716878486234e-22,True,True,True,True,immune,immune,convergent,above,False,none
DR 36+,DR 36,+,MP4_CHROMATIN,0.1192,MP4_CHROMATIN,0.1192,MP39_METAL_RESPONSE,4.298,5.035006087879048e-05,False,True,False,False,chromatin,detoxification,factor_only,below,False,none
DR 36-,DR 36,-,MP19_EPITHELIAL_SENESCENCE,0.3374,MP19_EPITHELIAL_SENESCENCE,0.3374,MP19_EPITHELIAL_SENESCENCE,15.4263,3.7471406951440354e-16,True,True,True,True,senescence,senescence,convergent,above,False,none
DR 37+,DR 37,+,MP14_EMT_3,0.1719,MP14_EMT_3,0.1719,MP7_STRESS_IN_VITRO,2.936,0.0011587773561551262,False,True,False,False,emt,stress,factor_only,below,False,none
DR 37-,DR 37,-,MP1_CELL_CYCLE_G2_M,0.4476,MP1_CELL_CYCLE_G2_M,0.4476,MP1_CELL_CYCLE_G2_M,24.9037,1.2482454739245358e-25,True,True,True,True,cell_cycle,cell_cycle,convergent,above,False,cell_cycle
DR 38+,DR 38,+,MP12_EMT_1,0.0979,MP12_EMT_1,0.0979,MP12_EMT_1,10.7089,1.954789510877667e-11,False,True,False,False,emt,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 38-,DR 38,-,MP8_PROTEASOMAL_DEGRADATION,0.0939,MP8_PROTEASOMAL_DEGRADATION,0.0939,MP14_EMT_3,2.5715,0.0026822546076084946,False,True,False,False,proteostasis,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 39+,DR 39,+,MP19_EPITHELIAL_SENESCENCE,0.1002,MP19_EPITHELIAL_SENESCENCE,0.1002,MP2_CELL_CYCLE_G1_S,11.1798,6.609977786538225e-12,False,True,False,False,senescence,cell_cycle,factor_only,below,False,cell_cycle
DR 39-,DR 39,-,MP12_EMT_1,0.2541,MP12_EMT_1,0.2541,MP13_EMT_2,8.7378,1.8289422812817624e-09,False,True,False,False,emt,emt,factor_only,above,False,mesenchymal_may_be_ambient_or_doublet
DR 40+,DR 40,+,MP10_PROTEIN_MATURATION,0.0994,MP10_PROTEIN_MATURATION,0.0994,MP17_INTERFERON_MHC_II_1,7.8506,1.410587399309471e-08,False,True,False,False,proteostasis,immune,factor_only,below,False,none
DR 40-,DR 40,-,MP19_EPITHELIAL_SENESCENCE,0.3121,MP19_EPITHELIAL_SENESCENCE,0.3121,MP19_EPITHELIAL_SENESCENCE,12.8593,1.3826109751987305e-13,True,True,True,True,senescence,senescence,convergent,above,False,none
DR 41+,DR 41,+,MP1_CELL_CYCLE_G2_M,0.1689,MP1_CELL_CYCLE_G2_M,0.1689,MP39_METAL_RESPONSE,0.655,0.22130947096056375,False,False,False,False,cell_cycle,detoxification,neither,below,False,cell_cycle
DR 41-,DR 41,-,MP19_EPITHELIAL_SENESCENCE,0.2806,MP19_EPITHELIAL_SENESCENCE,0.2806,MP19_EPITHELIAL_SENESCENCE,21.416,3.8370724549227847e-22,False,True,False,False,senescence,senescence,factor_only,above,False,none
DR 42+,DR 42,+,MP21_RESPIRATION,0.1186,MP21_RESPIRATION,0.1186,MP14_EMT_3,3.1939,0.0006398821568325593,False,True,False,False,metabolic,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 42-,DR 42,-,MP12_EMT_1,0.2105,MP12_EMT_1,0.2105,MP22_SECRETED_1,4.6039,2.4894304648417596e-05,False,True,False,False,emt,secreted,factor_only,below,False,none
DR 43+,DR 43,+,MP23_SECRETED_2,0.0876,MP23_SECRETED_2,0.0876,MP19_EPITHELIAL_SENESCENCE,0.6198,0.23999378768098797,False,False,False,False,secreted,senescence,neither,below,False,none
DR 43-,DR 43,-,MP39_METAL_RESPONSE,0.416,MP39_METAL_RESPONSE,0.416,MP39_METAL_RESPONSE,5.057,8.77000821143634e-06,True,True,True,True,detoxification,detoxification,convergent,above,False,none
DR 44+,DR 44,+,MP21_RESPIRATION,0.1481,MP21_RESPIRATION,0.1481,MP14_EMT_3,2.5715,0.0026822546076084946,False,True,False,False,metabolic,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 44-,DR 44,-,MP5_STRESS,0.3654,MP5_STRESS,0.3654,MP5_STRESS,16.2575,5.5271340794443454e-17,True,True,True,True,stress,stress,convergent,above,False,none
DR 45+,DR 45,+,MP19_EPITHELIAL_SENESCENCE,0.083,MP19_EPITHELIAL_SENESCENCE,0.083,MP14_EMT_3,4.6457,2.260997072350473e-05,False,True,False,False,senescence,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 45-,DR 45,-,MP12_EMT_1,0.151,MP12_EMT_1,0.151,MP17_INTERFERON_MHC_II_1,4.0833,8.254675398117302e-05,False,True,False,False,emt,immune,factor_only,below,False,none
DR 46+,DR 46,+,MP22_SECRETED_1,0.1086,MP22_SECRETED_1,0.1086,MP13_EMT_2,5.3787,4.181190933499032e-06,False,True,False,False,secreted,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 46-,DR 46,-,MP10_PROTEIN_MATURATION,0.2291,MP10_PROTEIN_MATURATION,0.2291,MP23_SECRETED_2,4.7793,1.6622640023931285e-05,False,True,False,False,proteostasis,secreted,factor_only,below,False,none
DR 47+,DR 47,+,MP14_EMT_3,0.0748,MP14_EMT_3,0.0748,MP14_EMT_3,2.0004,0.009990793899844619,False,True,False,False,emt,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 47-,DR 47,-,MP10_PROTEIN_MATURATION,0.1533,MP10_PROTEIN_MATURATION,0.1533,MP10_PROTEIN_MATURATION,4.0918,8.094685874176842e-05,False,True,False,False,proteostasis,proteostasis,factor_only,below,False,depth
DR 48+,DR 48,+,MP20_MYC,0.1219,MP20_MYC,0.1219,MP39_METAL_RESPONSE,0.655,0.22130947096056375,False,False,False,False,metabolic,detoxification,neither,below,False,cell_cycle
DR 48-,DR 48,-,MP19_EPITHELIAL_SENESCENCE,0.2793,MP19_EPITHELIAL_SENESCENCE,0.2793,MP19_EPITHELIAL_SENESCENCE,8.3591,4.3742137356813095e-09,False,True,False,False,senescence,senescence,factor_only,above,False,none
DR 49+,DR 49,+,MP12_EMT_1,0.2223,MP12_EMT_1,0.2223,MP10_PROTEIN_MATURATION,4.0918,8.094685874176842e-05,False,True,False,False,emt,proteostasis,factor_only,below,False,depth
DR 49-,DR 49,-,MP19_EPITHELIAL_SENESCENCE,0.0964,MP19_EPITHELIAL_SENESCENCE,0.0964,MP6_HYPOXIA,4.6457,2.260997072350473e-05,False,True,False,False,senescence,stress,factor_only,below,False,none
DR 50+,DR 50,+,MP7_STRESS_IN_VITRO,0.4706,MP7_STRESS_IN_VITRO,0.4706,MP7_STRESS_IN_VITRO,15.7616,1.7314103128901558e-16,True,True,True,True,stress,stress,convergent,above,False,none
DR 50-,DR 50,-,MP21_RESPIRATION,0.1431,MP21_RESPIRATION,0.1431,MP14_EMT_3,3.1939,0.0006398821568325593,False,True,False,False,metabolic,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 51+,DR 51,+,MP1_CELL_CYCLE_G2_M,0.1254,MP1_CELL_CYCLE_G2_M,0.1254,MP5_STRESS,1.6483,0.022475015504212555,False,True,False,False,cell_cycle,stress,factor_only,below,False,none
DR 51-,DR 51,-,MP19_EPITHELIAL_SENESCENCE,0.3426,MP19_EPITHELIAL_SENESCENCE,0.3426,MP19_EPITHELIAL_SENESCENCE,14.1316,7.38584178120796e-15,True,True,True,True,senescence,senescence,convergent,above,False,none
DR 52+,DR 52,+,MP10_PROTEIN_MATURATION,0.088,MP10_PROTEIN_MATURATION,0.088,MP7_STRESS_IN_VITRO,2.2332,0.005845208403588553,False,True,False,False,proteostasis,stress,factor_only,below,False,none
DR 52-,DR 52,-,MP5_STRESS,0.0164,MP5_STRESS,0.0164,MP5_STRESS,1.6483,0.022475015504212555,False,True,False,False,stress,stress,factor_only,below,False,none
DR 53+,DR 53,+,MP8_PROTEASOMAL_DEGRADATION,0.1415,MP8_PROTEASOMAL_DEGRADATION,0.1415,MP14_EMT_3,1.5162,0.03046491705257325,False,True,False,False,proteostasis,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 53-,DR 53,-,MP5_STRESS,0.2967,MP5_STRESS,0.2967,MP5_STRESS,15.0147,9.667184338344556e-16,False,True,False,False,stress,stress,factor_only,above,False,none
DR 54+,DR 54,+,MP12_EMT_1,0.0878,MP12_EMT_1,0.0878,MP7_STRESS_IN_VITRO,1.6133,0.024361274198059824,False,True,False,False,emt,stress,factor_only,below,False,none
DR 54-,DR 54,-,MP5_STRESS,0.1321,MP5_STRESS,0.1321,MP20_MYC,2.1724,0.006723571072343188,False,True,False,False,stress,metabolic,factor_only,below,False,cell_cycle
DR 55+,DR 55,+,MP21_RESPIRATION,0.1031,MP21_RESPIRATION,0.1031,MP4_CHROMATIN,0.0,1.0,False,False,False,False,metabolic,chromatin,neither,below,False,none
DR 55-,DR 55,-,MP17_INTERFERON_MHC_II_1,0.1161,MP17_INTERFERON_MHC_II_1,0.1161,MP1_CELL_CYCLE_G2_M,11.1798,6.609977786538225e-12,False,True,False,False,immune,cell_cycle,factor_only,below,False,cell_cycle
DR 56+,DR 56,+,MP5_STRESS,0.1416,MP5_STRESS,0.1416,MP5_STRESS,0.9078,0.12365167393491726,False,False,False,False,stress,stress,neither,below,False,none
DR 56-,DR 56,-,MP20_MYC,0.0435,MP20_MYC,0.0435,MP14_EMT_3,4.6457,2.260997072350473e-05,False,True,False,False,metabolic,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
