# convergence | collection gavish_tnbc (pan-cancer malignant metaprograms (Gavish, TNBC-relevant)) | DRVI run drvi_tum_64 | 05_4 - 05_8 signature interpretation
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
dim_direction,dimension,direction,A_best_signature,A_rho,A_best_any_readout,A_rho_any,B_best_signature,B_neglog10_fdr,B_fdr,A_significant,B_significant,same_signature,same_family,A_family,B_family,verdict,dimension_vanished,confounder_flags
DR 12+,DR 12,+,MP25_ASTROCYTES,0.1777,MP25_ASTROCYTES,0.1777,MP23_SECRETED_2,3.0283,0.0009369145856727314,False,True,False,False,neural,secreted,factor_only_candidate_patient_or_technical,False,cell_cycle
DR 12-,DR 12,-,MP13_EMT_2,0.3148,MP13_EMT_2,0.3148,MP13_EMT_2,12.7925,1.61250102733774e-13,True,True,True,True,emt,emt,convergent,False,mesenchymal_may_be_ambient_or_doublet
DR 13+,DR 13,+,MP8_PROTEASOMAL_DEGRADATION,0.3669,MP8_PROTEASOMAL_DEGRADATION,0.3669,MP8_PROTEASOMAL_DEGRADATION,3.8635,0.0001369304388391207,True,True,True,True,proteostasis,proteostasis,convergent,False,depth
DR 13-,DR 13,-,MP41_UNASSIGNED,0.337,MP41_UNASSIGNED,0.337,MP5_STRESS,2.38,0.004168693834703355,True,True,False,False,unassigned,stress,both_routes_different_family,False,depth
DR 14+,DR 14,+,MP41_UNASSIGNED,0.6479,MP41_UNASSIGNED,0.6479,MP6_HYPOXIA,0.6938,0.20239510279887693,True,False,False,False,unassigned,stress,cell_only_state_not_on_one_axis,False,depth
DR 14-,DR 14,-,MP3_CELL_CYCLE_HMG_RICH,0.3218,MP3_CELL_CYCLE_HMG_RICH,0.3218,MP14_EMT_3,3.7,0.00019952623149688788,True,True,False,False,cell_cycle,emt,both_routes_different_family,False,"depth,cell_cycle"
DR 15+,DR 15,+,MP10_PROTEIN_MATURATION,0.1687,MP10_PROTEIN_MATURATION,0.1687,MP17_INTERFERON_MHC_II_1,3.5073,0.00031095675818498017,False,True,False,False,proteostasis,immune,factor_only_candidate_patient_or_technical,False,none
DR 15-,DR 15,-,MP14_EMT_3,0.5834,MP14_EMT_3,0.5834,MP14_EMT_3,16.9209,1.199775529871385e-17,True,True,True,True,emt,emt,convergent,False,mesenchymal_may_be_ambient_or_doublet
DR 16+,DR 16,+,MP6_HYPOXIA,0.5914,MP6_HYPOXIA,0.5914,MP6_HYPOXIA,30.1827,6.56598671978356e-31,True,True,True,True,stress,stress,convergent,False,depth
DR 16-,DR 16,-,MP3_CELL_CYCLE_HMG_RICH,0.1661,MP3_CELL_CYCLE_HMG_RICH,0.1661,MP17_INTERFERON_MHC_II_1,1.4777,0.033288942575853735,False,True,False,False,cell_cycle,immune,factor_only_candidate_patient_or_technical,False,none
DR 17+,DR 17,+,MP21_RESPIRATION,0.3523,MP21_RESPIRATION,0.3523,MP25_ASTROCYTES,1.4881,0.03250124518861835,True,True,False,False,metabolic,neural,both_routes_different_family,False,depth
DR 17-,DR 17,-,MP8_PROTEASOMAL_DEGRADATION,0.1797,MP8_PROTEASOMAL_DEGRADATION,0.1797,MP8_PROTEASOMAL_DEGRADATION,3.8635,0.0001369304388391207,False,True,False,False,proteostasis,proteostasis,factor_only_candidate_patient_or_technical,False,depth
DR 18+,DR 18,+,MP15_EMT_4,0.2722,MP15_EMT_4,0.2722,MP11_TRANSLATION_INITIATION,0.779,0.16634126503701693,True,False,False,False,emt,proteostasis,cell_only_state_not_on_one_axis,False,mesenchymal_may_be_ambient_or_doublet
DR 18-,DR 18,-,MP2_CELL_CYCLE_G1_S,0.5436,MP2_CELL_CYCLE_G1_S,0.5436,MP2_CELL_CYCLE_G1_S,14.8914,1.2841034121716312e-15,True,True,True,True,cell_cycle,cell_cycle,convergent,False,cell_cycle
DR 19+,DR 19,+,MP17_INTERFERON_MHC_II_1,0.563,MP17_INTERFERON_MHC_II_1,0.563,MP17_INTERFERON_MHC_II_1,25.6152,2.425492857109413e-26,True,True,True,True,immune,immune,convergent,False,none
DR 19-,DR 19,-,MP21_RESPIRATION,0.1386,MP21_RESPIRATION,0.1386,MP21_RESPIRATION,2.0614,0.008681604556119946,False,True,False,False,metabolic,metabolic,factor_only_candidate_patient_or_technical,False,depth
DR 20+,DR 20,+,MP39_METAL_RESPONSE,0.4089,MP39_METAL_RESPONSE,0.4089,MP39_METAL_RESPONSE,3.2693,0.0005378980873168731,True,True,True,True,detoxification,detoxification,convergent,False,depth
DR 20-,DR 20,-,MP36_IG,0.0962,MP36_IG,0.0962,MP14_EMT_3,8.0991,7.959760490562858e-09,False,True,False,False,other_lineage,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 21+,DR 21,+,MP3_CELL_CYCLE_HMG_RICH,0.0788,MP3_CELL_CYCLE_HMG_RICH,0.0788,MP6_HYPOXIA,1.0447,0.0902194136035736,False,False,False,False,cell_cycle,stress,neither,False,"depth,cell_cycle"
DR 21-,DR 21,-,MP17_INTERFERON_MHC_II_1,0.4307,MP17_INTERFERON_MHC_II_1,0.4307,MP17_INTERFERON_MHC_II_1,24.039,9.141132414702471e-25,True,True,True,True,immune,immune,convergent,False,none
DR 22+,DR 22,+,MP21_RESPIRATION,0.1828,MP21_RESPIRATION,0.1828,MP17_INTERFERON_MHC_II_1,4.1323,7.373946799576517e-05,False,True,False,False,metabolic,immune,factor_only_candidate_patient_or_technical,False,none
DR 22-,DR 22,-,MP22_SECRETED_1,0.4704,MP22_SECRETED_1,0.4704,MP19_EPITHELIAL_SENESCENCE,12.7595,1.739802698038291e-13,True,True,False,False,secreted,senescence,both_routes_different_family,False,none
DR 23+,DR 23,+,MP21_RESPIRATION,0.1788,MP21_RESPIRATION,0.1788,MP21_RESPIRATION,2.0614,0.008681604556119946,False,True,False,False,metabolic,metabolic,factor_only_candidate_patient_or_technical,False,depth
DR 23-,DR 23,-,MP10_PROTEIN_MATURATION,0.4588,MP10_PROTEIN_MATURATION,0.4588,MP17_INTERFERON_MHC_II_1,13.3588,4.3772363793476514e-14,True,True,False,False,proteostasis,immune,both_routes_different_family,False,depth
DR 24+,DR 24,+,MP2_CELL_CYCLE_G1_S,0.5074,MP2_CELL_CYCLE_G1_S,0.5074,MP2_CELL_CYCLE_G1_S,20.6045,2.4859935642282167e-21,True,True,True,True,cell_cycle,cell_cycle,convergent,False,cell_cycle
DR 24-,DR 24,-,MP23_SECRETED_2,0.1987,MP23_SECRETED_2,0.1987,MP11_TRANSLATION_INITIATION,1.4673,0.03409573052931995,False,True,False,False,secreted,proteostasis,factor_only_candidate_patient_or_technical,False,none
DR 25+,DR 25,+,MP22_SECRETED_1,0.151,MP22_SECRETED_1,0.151,MP17_INTERFERON_MHC_II_1,2.9278,0.0011808643185698606,False,True,False,False,secreted,immune,factor_only_candidate_patient_or_technical,False,none
DR 25-,DR 25,-,MP2_CELL_CYCLE_G1_S,0.107,MP2_CELL_CYCLE_G1_S,0.107,MP21_RESPIRATION,1.1206,0.07575302849884082,False,False,False,False,cell_cycle,metabolic,neither,False,cell_cycle
DR 26+,DR 26,+,MP11_TRANSLATION_INITIATION,0.1097,MP11_TRANSLATION_INITIATION,0.1097,MP9_UNFOLDED_PROTEIN_RESPONSE,0.573,0.26730064086633115,False,False,False,False,proteostasis,proteostasis,neither,False,none
DR 26-,DR 26,-,MP22_SECRETED_1,0.2084,MP22_SECRETED_1,0.2084,MP14_EMT_3,7.0817,8.28514283477959e-08,True,True,False,False,secreted,emt,both_routes_different_family,False,none
DR 27+,DR 27,+,MP10_PROTEIN_MATURATION,0.2978,MP10_PROTEIN_MATURATION,0.2978,MP10_PROTEIN_MATURATION,6.6647,2.1642129928688726e-07,True,True,True,True,proteostasis,proteostasis,convergent,False,depth
DR 27-,DR 27,-,MP20_MYC,0.2106,MP20_MYC,0.2106,MP11_TRANSLATION_INITIATION,2.373,0.004236429660495409,True,True,False,False,metabolic,proteostasis,both_routes_different_family,False,cell_cycle
DR 28+,DR 28,+,MP23_SECRETED_2,0.2288,MP23_SECRETED_2,0.2288,MP6_HYPOXIA,1.4241,0.037661706971416686,True,True,False,False,secreted,stress,both_routes_different_family,False,cell_cycle
DR 28-,DR 28,-,MP3_CELL_CYCLE_HMG_RICH,0.3469,MP3_CELL_CYCLE_HMG_RICH,0.3469,MP21_RESPIRATION,3.408,0.0003908408957924021,True,True,False,False,cell_cycle,metabolic,both_routes_different_family,False,"depth,cell_cycle"
DR 29+,DR 29,+,MP2_CELL_CYCLE_G1_S,0.1122,MP2_CELL_CYCLE_G1_S,0.1122,MP20_MYC,1.1206,0.07575302849884082,False,False,False,False,cell_cycle,metabolic,neither,False,cell_cycle
DR 29-,DR 29,-,MP10_PROTEIN_MATURATION,0.4174,MP10_PROTEIN_MATURATION,0.4174,MP18_INTERFERON_MHC_II_2,9.1586,6.940647689943377e-10,True,True,False,False,proteostasis,immune,both_routes_different_family,False,depth
DR 30+,DR 30,+,MP13_EMT_2,0.2831,MP13_EMT_2,0.2831,MP13_EMT_2,8.4384,3.6441815078886124e-09,True,True,True,True,emt,emt,convergent,False,mesenchymal_may_be_ambient_or_doublet
DR 30-,DR 30,-,MP10_PROTEIN_MATURATION,0.1738,MP10_PROTEIN_MATURATION,0.1738,MP23_SECRETED_2,4.2713,5.3542667009823984e-05,False,True,False,False,proteostasis,secreted,factor_only_candidate_patient_or_technical,False,cell_cycle
DR 31+,DR 31,+,MP21_RESPIRATION,0.1258,MP21_RESPIRATION,0.1258,MP21_RESPIRATION,3.408,0.0003908408957924021,False,True,False,False,metabolic,metabolic,factor_only_candidate_patient_or_technical,False,depth
DR 31-,DR 31,-,MP7_STRESS_IN_VITRO,0.4361,MP7_STRESS_IN_VITRO,0.4361,MP7_STRESS_IN_VITRO,14.7096,1.9516413002858265e-15,True,True,True,True,stress,stress,convergent,False,none
DR 32+,DR 32,+,MP17_INTERFERON_MHC_II_1,0.3384,MP17_INTERFERON_MHC_II_1,0.3384,MP17_INTERFERON_MHC_II_1,18.3417,4.553024633460015e-19,True,True,True,True,immune,immune,convergent,False,none
DR 32-,DR 32,-,MP10_PROTEIN_MATURATION,0.1586,MP10_PROTEIN_MATURATION,0.1586,MP39_METAL_RESPONSE,1.2048,0.06240221421389766,False,False,False,False,proteostasis,detoxification,neither,False,depth
DR 33+,DR 33,+,MP15_EMT_4,0.3368,MP15_EMT_4,0.3368,MP23_SECRETED_2,5.0188,9.576349769692694e-06,True,True,False,False,emt,secreted,both_routes_different_family,False,mesenchymal_may_be_ambient_or_doublet
DR 33-,DR 33,-,MP20_MYC,0.2105,MP20_MYC,0.2105,MP8_PROTEASOMAL_DEGRADATION,2.7434,0.0018055104234107006,True,True,False,False,metabolic,proteostasis,both_routes_different_family,False,cell_cycle
DR 34+,DR 34,+,MP17_INTERFERON_MHC_II_1,0.4778,MP17_INTERFERON_MHC_II_1,0.4778,MP17_INTERFERON_MHC_II_1,24.039,9.141132414702471e-25,True,True,True,True,immune,immune,convergent,False,none
DR 34-,DR 34,-,MP11_TRANSLATION_INITIATION,0.1311,MP11_TRANSLATION_INITIATION,0.1311,MP20_MYC,2.0614,0.008681604556119946,False,True,False,False,proteostasis,metabolic,factor_only_candidate_patient_or_technical,False,cell_cycle
DR 35+,DR 35,+,MP8_PROTEASOMAL_DEGRADATION,0.1301,MP8_PROTEASOMAL_DEGRADATION,0.1301,MP14_EMT_3,2.4127,0.0038663396210936087,False,True,False,False,proteostasis,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 35-,DR 35,-,MP36_IG,0.062,MP36_IG,0.062,MP36_IG,13.5065,3.115300895973752e-14,False,True,False,False,other_lineage,other_lineage,factor_only_candidate_patient_or_technical,False,lineage_control_claim_bounds_the_rest
DR 36+,DR 36,+,MP8_PROTEASOMAL_DEGRADATION,0.4871,MP8_PROTEASOMAL_DEGRADATION,0.4871,MP8_PROTEASOMAL_DEGRADATION,7.0463,8.988764451709087e-08,True,True,True,True,proteostasis,proteostasis,convergent,False,depth
DR 36-,DR 36,-,MP4_CHROMATIN,0.1002,MP4_CHROMATIN,0.1002,MP21_RESPIRATION,1.1206,0.07575302849884082,False,False,False,False,chromatin,metabolic,neither,False,none
DR 37+,DR 37,+,MP3_CELL_CYCLE_HMG_RICH,0.0946,MP3_CELL_CYCLE_HMG_RICH,0.0946,MP17_INTERFERON_MHC_II_1,1.1206,0.07575302849884082,False,False,False,False,cell_cycle,immune,neither,False,"depth,cell_cycle"
DR 37-,DR 37,-,MP12_EMT_1,0.3348,MP12_EMT_1,0.3348,MP13_EMT_2,9.4345,3.6770539337821493e-10,True,True,False,True,emt,emt,convergent,False,mesenchymal_may_be_ambient_or_doublet
DR 38+,DR 38,+,MP25_ASTROCYTES,0.1355,MP25_ASTROCYTES,0.1355,MP21_RESPIRATION,2.0614,0.008681604556119946,False,True,False,False,neural,metabolic,factor_only_candidate_patient_or_technical,False,depth
DR 38-,DR 38,-,MP19_EPITHELIAL_SENESCENCE,0.3304,MP19_EPITHELIAL_SENESCENCE,0.3304,MP19_EPITHELIAL_SENESCENCE,19.6885,2.0488020499574994e-20,True,True,True,True,senescence,senescence,convergent,False,cell_cycle
DR 39+,DR 39,+,MP41_UNASSIGNED,0.1204,MP41_UNASSIGNED,0.1204,MP25_ASTROCYTES,1.1074,0.07809082302030025,False,False,False,False,unassigned,neural,neither,False,depth
DR 39-,DR 39,-,MP19_EPITHELIAL_SENESCENCE,0.3806,MP19_EPITHELIAL_SENESCENCE,0.3806,MP19_EPITHELIAL_SENESCENCE,15.3463,4.505053989279245e-16,True,True,True,True,senescence,senescence,convergent,False,cell_cycle
DR 40+,DR 40,+,MP2_CELL_CYCLE_G1_S,0.1139,MP2_CELL_CYCLE_G1_S,0.1139,MP17_INTERFERON_MHC_II_1,3.5073,0.00031095675818498017,False,True,False,False,cell_cycle,immune,factor_only_candidate_patient_or_technical,False,none
DR 40-,DR 40,-,MP19_EPITHELIAL_SENESCENCE,0.3623,MP19_EPITHELIAL_SENESCENCE,0.3623,MP19_EPITHELIAL_SENESCENCE,11.5489,2.82553050245956e-12,True,True,True,True,senescence,senescence,convergent,False,cell_cycle
DR 41+,DR 41,+,MP7_STRESS_IN_VITRO,0.2768,MP7_STRESS_IN_VITRO,0.2768,MP5_STRESS,4.8668,1.3589391171008028e-05,True,True,False,True,stress,stress,convergent,False,none
DR 41-,DR 41,-,MP25_ASTROCYTES,0.3321,MP25_ASTROCYTES,0.3321,MP39_METAL_RESPONSE,4.6989,2.0003224078650388e-05,True,True,False,False,neural,detoxification,both_routes_different_family,False,lineage_control_claim_bounds_the_rest
DR 42+,DR 42,+,MP5_STRESS,0.3532,MP5_STRESS,0.3532,MP5_STRESS,19.6885,2.0488020499574994e-20,True,True,True,True,stress,stress,convergent,False,none
DR 42-,DR 42,-,MP8_PROTEASOMAL_DEGRADATION,0.1642,MP8_PROTEASOMAL_DEGRADATION,0.1642,MP14_EMT_3,1.8979,0.012650275973072668,False,True,False,False,proteostasis,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 43+,DR 43,+,MP23_SECRETED_2,0.2625,MP23_SECRETED_2,0.2625,MP23_SECRETED_2,5.0188,9.576349769692694e-06,True,True,True,True,secreted,secreted,convergent,False,cell_cycle
DR 43-,DR 43,-,MP13_EMT_2,0.2532,MP13_EMT_2,0.2532,MP14_EMT_3,9.151,7.063175542629623e-10,True,True,False,True,emt,emt,convergent,False,mesenchymal_may_be_ambient_or_doublet
DR 44+,DR 44,+,MP19_EPITHELIAL_SENESCENCE,0.2004,MP19_EPITHELIAL_SENESCENCE,0.2004,MP7_STRESS_IN_VITRO,1.1206,0.07575302849884082,True,False,False,False,senescence,stress,cell_only_state_not_on_one_axis,False,cell_cycle
DR 44-,DR 44,-,MP25_ASTROCYTES,0.2251,MP25_ASTROCYTES,0.2251,MP18_INTERFERON_MHC_II_2,5.5283,2.9627840637587947e-06,True,True,False,False,neural,immune,both_routes_different_family,False,lineage_control_claim_bounds_the_rest
DR 45+,DR 45,+,MP5_STRESS,0.3732,MP5_STRESS,0.3732,MP5_STRESS,15.759,1.7418068733916127e-16,True,True,True,True,stress,stress,convergent,False,none
DR 45-,DR 45,-,MP21_RESPIRATION,0.1639,MP21_RESPIRATION,0.1639,MP21_RESPIRATION,1.1206,0.07575302849884082,False,False,False,False,metabolic,metabolic,neither,False,depth
DR 46+,DR 46,+,MP33_RBCS,0.1479,MP33_RBCS,0.1479,MP33_RBCS,2.7731,0.0016861647269094911,False,True,False,False,other_lineage,other_lineage,factor_only_candidate_patient_or_technical,False,lineage_control_claim_bounds_the_rest
DR 46-,DR 46,-,MP7_STRESS_IN_VITRO,0.0826,MP7_STRESS_IN_VITRO,0.0826,MP21_RESPIRATION,2.0614,0.008681604556119946,False,True,False,False,stress,metabolic,factor_only_candidate_patient_or_technical,False,depth
DR 47+,DR 47,+,MP21_RESPIRATION,0.2467,MP21_RESPIRATION,0.2467,MP21_RESPIRATION,3.408,0.0003908408957924021,True,True,True,True,metabolic,metabolic,convergent,False,depth
DR 47-,DR 47,-,MP22_SECRETED_1,0.3664,MP22_SECRETED_1,0.3664,MP22_SECRETED_1,15.6707,2.1345188774030932e-16,True,True,True,True,secreted,secreted,convergent,False,none
DR 48+,DR 48,+,MP8_PROTEASOMAL_DEGRADATION,0.0934,MP8_PROTEASOMAL_DEGRADATION,0.0934,MP13_EMT_2,1.4218,0.037861690410335935,False,True,False,False,proteostasis,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 48-,DR 48,-,MP5_STRESS,0.0378,MP5_STRESS,0.0378,MP5_STRESS,1.1206,0.07575302849884082,False,False,False,False,stress,stress,neither,False,none
DR 49+,DR 49,+,MP20_MYC,0.1467,MP20_MYC,0.1467,MP21_RESPIRATION,3.408,0.0003908408957924021,False,True,False,False,metabolic,metabolic,factor_only_candidate_patient_or_technical,False,depth
DR 49-,DR 49,-,MP23_SECRETED_2,0.4079,MP23_SECRETED_2,0.4079,MP23_SECRETED_2,8.4018,3.964605690612776e-09,True,True,True,True,secreted,secreted,convergent,False,cell_cycle
DR 50+,DR 50,+,MP20_MYC,0.0893,MP20_MYC,0.0893,MP21_RESPIRATION,2.0614,0.008681604556119946,False,True,False,False,metabolic,metabolic,factor_only_candidate_patient_or_technical,False,depth
DR 50-,DR 50,-,MP23_SECRETED_2,0.3724,MP23_SECRETED_2,0.3724,MP23_SECRETED_2,6.6072,2.470586136038433e-07,True,True,True,True,secreted,secreted,convergent,False,cell_cycle
DR 51+,DR 51,+,MP9_UNFOLDED_PROTEIN_RESPONSE,0.1826,MP9_UNFOLDED_PROTEIN_RESPONSE,0.1826,MP8_PROTEASOMAL_DEGRADATION,1.8301,0.014787678500830558,False,True,False,False,proteostasis,proteostasis,factor_only_candidate_patient_or_technical,False,depth
DR 51-,DR 51,-,MP22_SECRETED_1,0.0446,MP22_SECRETED_1,0.0446,MP25_ASTROCYTES,1.4881,0.03250124518861835,False,True,False,False,secreted,neural,factor_only_candidate_patient_or_technical,False,lineage_control_claim_bounds_the_rest
DR 52+,DR 52,+,MP3_CELL_CYCLE_HMG_RICH,0.1718,MP3_CELL_CYCLE_HMG_RICH,0.1718,MP14_EMT_3,2.4127,0.0038663396210936087,False,True,False,False,cell_cycle,emt,factor_only_candidate_patient_or_technical,False,mesenchymal_may_be_ambient_or_doublet
DR 52-,DR 52,-,MP17_INTERFERON_MHC_II_1,0.234,MP17_INTERFERON_MHC_II_1,0.234,MP17_INTERFERON_MHC_II_1,10.0923,8.085371885255471e-11,True,True,True,True,immune,immune,convergent,False,none
DR 53+,DR 53,+,MP23_SECRETED_2,0.2767,MP23_SECRETED_2,0.2767,MP17_INTERFERON_MHC_II_1,2.38,0.004168693834703355,True,True,False,False,secreted,immune,both_routes_different_family,True,cell_cycle
DR 53-,DR 53,-,MP2_CELL_CYCLE_G1_S,0.3747,MP2_CELL_CYCLE_G1_S,0.3747,MP14_EMT_3,3.0283,0.0009369145856727314,True,True,False,False,cell_cycle,emt,both_routes_different_family,True,cell_cycle
DR 54+,DR 54,+,MP5_STRESS,0.2915,MP5_STRESS,0.2915,MP5_STRESS,1.1206,0.07575302849884082,True,False,False,False,stress,stress,cell_only_state_not_on_one_axis,True,none
DR 54-,DR 54,-,MP3_CELL_CYCLE_HMG_RICH,0.3914,MP3_CELL_CYCLE_HMG_RICH,0.3914,MP17_INTERFERON_MHC_II_1,4.8668,1.3589391171008028e-05,True,True,False,False,cell_cycle,immune,both_routes_different_family,True,"depth,cell_cycle"
DR 55+,DR 55,+,MP2_CELL_CYCLE_G1_S,0.3596,MP2_CELL_CYCLE_G1_S,0.3596,MP25_ASTROCYTES,3.1649,0.0006840691418893661,True,True,False,False,cell_cycle,neural,both_routes_different_family,True,cell_cycle
DR 55-,DR 55,-,MP23_SECRETED_2,0.3143,MP23_SECRETED_2,0.3143,MP18_INTERFERON_MHC_II_2,4.0329,9.270432584045278e-05,True,True,False,False,secreted,immune,both_routes_different_family,True,cell_cycle
DR 56+,DR 56,+,MP25_ASTROCYTES,0.2725,MP25_ASTROCYTES,0.2725,MP25_ASTROCYTES,3.8635,0.0001369304388391207,True,True,True,True,neural,neural,convergent,True,lineage_control_claim_bounds_the_rest
