run_accession	sample_accession	sample_title	library_strategy	library_source	library_selection	library_name	experiment_title	fastq_md5	fastq_ftp
SRR26540990	SAMN38001584	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h05B_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	74c96d94398a674c1e6441e80fd2c1d5;0a05d2b3a86bb2b50e7cb66a56121d17	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/090/SRR26540990/SRR26540990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/090/SRR26540990/SRR26540990_2.fastq.gz
SRR26540991	SAMN38001584	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h05B_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	27d6cfa6bceeedcb8b1eebe80b55183e;7f0c5672b8cd9c21fe40cdb78c641324	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/091/SRR26540991/SRR26540991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/091/SRR26540991/SRR26540991_2.fastq.gz
SRR26540989	SAMN38001570	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h01C_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	c6df8cbbba84a2b822319dc56b160944;1032852d8beb71ecbd6eeee0ec560844	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/089/SRR26540989/SRR26540989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/089/SRR26540989/SRR26540989_2.fastq.gz
SRR26540992	SAMN38001583	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h05A_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	91559d87fc68b90dfae60617fae30701;24df2f54616b0d7e5160949ffc40b953	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/092/SRR26540992/SRR26540992_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/092/SRR26540992/SRR26540992_2.fastq.gz
SRR26540995	SAMN38001578	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h03C1_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	6d63878eea5ddebfd92c701df5902232;f7c6a48cd185222b565f59a8c946c59f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/095/SRR26540995/SRR26540995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/095/SRR26540995/SRR26540995_2.fastq.gz
SRR26540996	SAMN38001582	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h04C_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	558bfa1b0c2e5b914d0722a796e0dcbd;d2adf4deeea5264ccc91735f7a922225	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/096/SRR26540996/SRR26540996_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/096/SRR26540996/SRR26540996_2.fastq.gz
SRR26540993	SAMN38001583	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h05A_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	fb1ea410a141d374d0403bde4da1e8f8;148718bdd0c18f08ca9978655486ad2f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/093/SRR26540993/SRR26540993_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/093/SRR26540993/SRR26540993_2.fastq.gz
SRR26541000	SAMN38001671	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h66B_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	be901bd273892fc47bd85d6820d78299;74a8a27d41578d4600beb5706caf150c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/000/SRR26541000/SRR26541000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/000/SRR26541000/SRR26541000_2.fastq.gz
SRR26541007	SAMN38001605	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h15B_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	0bf066f81b8f806cb2581d7cb374bb3f;4d4b9e843deb61ac8ba769ad03d85d79	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/007/SRR26541007/SRR26541007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/007/SRR26541007/SRR26541007_2.fastq.gz
SRR26541001	SAMN38001671	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h66B_N	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	b433603173130cdeb7b61df1728dfcb4;7f9f824dcab15a437bbbe8c195a72ca6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/001/SRR26541001/SRR26541001_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/001/SRR26541001/SRR26541001_2.fastq.gz
SRR26541011	SAMN38001602	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h12B_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	7a1463973ae6bed26bb9fbae9f38550f;b8efcff6d06f28942eab2e052faf8cc3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/011/SRR26541011/SRR26541011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/011/SRR26541011/SRR26541011_2.fastq.gz
SRR26541002	SAMN38001671	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h66B_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	92b9fee4918e73e22ff72d030ff2c8a3;7c5318d0b0fcc58d65f30ff1f2ba1f4e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/002/SRR26541002/SRR26541002_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/002/SRR26541002/SRR26541002_2.fastq.gz
SRR26541016	SAMN38001600	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h11C_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	187887ec141d88b6a131cb784a89bfa9;aa9e83e2938438d02bfdef6a4d8ffa19	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/016/SRR26541016/SRR26541016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/016/SRR26541016/SRR26541016_2.fastq.gz
SRR26541004	SAMN38001670	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h66A_N	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	877072d3b2e2970d31ae4b1ce9265127;4dba51941d6ebe0f89de4cefd7b56261	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/004/SRR26541004/SRR26541004_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/004/SRR26541004/SRR26541004_2.fastq.gz
SRR26541020	SAMN38001598	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h11A_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	ba9d22f86ce66b973147d800b819b127;c48578e3b2ffc8609df516fd7add9a2a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/020/SRR26541020/SRR26541020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/020/SRR26541020/SRR26541020_2.fastq.gz
SRR26541008	SAMN38001604	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h15A_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	0d8ea34f141782a953d8443570c8a523;4608f05064591b6577bb727712201fff	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/008/SRR26541008/SRR26541008_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/008/SRR26541008/SRR26541008_2.fastq.gz
SRR26541022	SAMN38001597	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h10C_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	4c29e51003c84923434245aa33ef1270;442f7b7235e54328d8236047b2af674b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/022/SRR26541022/SRR26541022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/022/SRR26541022/SRR26541022_2.fastq.gz
SRR26541009	SAMN38001603	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h12C_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	c7578ec0e59d31f818c24afe8aa67e55;1eb6632a6450a905c63d002d4499b836	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/009/SRR26541009/SRR26541009_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/009/SRR26541009/SRR26541009_2.fastq.gz
SRR26541027	SAMN38001595	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h10A_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	ce20be09e5dc6597be6e1867c7c2550d;c94641452c732744597b75183ac05299	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/027/SRR26541027/SRR26541027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/027/SRR26541027/SRR26541027_2.fastq.gz
SRR26541013	SAMN38001601	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h12A_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	9ba8b0581e97e1b6dbaec2ac67e7d80c;76debe2bd3bf4beb822711b29f5f0380	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/013/SRR26541013/SRR26541013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/013/SRR26541013/SRR26541013_2.fastq.gz
SRR26541030	SAMN38001594	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h09C_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	2bb71a5744b49aef403bee7401e64f6f;597d692bcc0183b1ca7a035bbf9aac73	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/030/SRR26541030/SRR26541030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/030/SRR26541030/SRR26541030_2.fastq.gz
SRR26541015	SAMN38001600	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h11C_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	a8fc70052b06fe72dd1b1ba3c30056bd;4f2dc9f2cce53a4e62e2dd39f0dc0589	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/015/SRR26541015/SRR26541015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/015/SRR26541015/SRR26541015_2.fastq.gz
SRR26541032	SAMN38001593	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h09B_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	c518d48deb8b5917b7def9f21f37cb7c;f5ef0e1b64668128d34d7f49e7a6ba7c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/032/SRR26541032/SRR26541032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/032/SRR26541032/SRR26541032_2.fastq.gz
SRR26541025	SAMN38001596	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h10B_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	4ce1fc34d66de5dea6a5a9392118431e;1d522b4835215edba3b06aaa0eb36099	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/025/SRR26541025/SRR26541025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/025/SRR26541025/SRR26541025_2.fastq.gz
SRR26541033	SAMN38001592	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h09A_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	828f3db46886bfd2d54de0525be843b9;16399576584f5de5cbe294056752288a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/033/SRR26541033/SRR26541033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/033/SRR26541033/SRR26541033_2.fastq.gz
SRR26541028	SAMN38001571	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h02A_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	d1f40e5a3aea4ff958771ac10b5c0aec;74096410ef10bb4072610139027685c2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/028/SRR26541028/SRR26541028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/028/SRR26541028/SRR26541028_2.fastq.gz
SRR26541034	SAMN38001592	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h09A_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	071ff2b4ae645f2d3fbf0be5eece802f;13a4ba2cf9f32a52924e4b4b8df75fc9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/034/SRR26541034/SRR26541034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/034/SRR26541034/SRR26541034_2.fastq.gz
SRR26541029	SAMN38001594	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h09C_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	3159d7c0358442967e2057512ee3b2f2;7032651c8c81d043ceb026197e0ccabf	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/029/SRR26541029/SRR26541029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/029/SRR26541029/SRR26541029_2.fastq.gz
SRR26541035	SAMN38001591	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h07C_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	9faee3f1ab2928f584c89b247c11dcc3;3fef5c5317452806bde38be275bd5910	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/035/SRR26541035/SRR26541035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/035/SRR26541035/SRR26541035_2.fastq.gz
SRR26541031	SAMN38001593	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h09B_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	178197c4c74bb4248deabfb7c3518d2e;b24ca32da73f48bad07672205811622c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/031/SRR26541031/SRR26541031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/031/SRR26541031/SRR26541031_2.fastq.gz
SRR26541038	SAMN38001662	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h57B_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	ade9e32a9bbeb3a94e4c4342e652fc6f;fa9a98404a8adacff286b43ddc2d3662	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/038/SRR26541038/SRR26541038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/038/SRR26541038/SRR26541038_2.fastq.gz
SRR26541037	SAMN38001590	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h07B_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	b7ecfbcf2530f35230c3f92b92f1a3cd;0c9cf608e5c66580de1918582ff664dd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/037/SRR26541037/SRR26541037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/037/SRR26541037/SRR26541037_2.fastq.gz
SRR26541045	SAMN38001659	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h56B_N	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	be9ceeef222c6e9b4ca4ff9dd8e70baf;ca7818dcc1afca64cee15e3e0add0058	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/045/SRR26541045/SRR26541045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/045/SRR26541045/SRR26541045_2.fastq.gz
SRR26541039	SAMN38001661	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h57A_N	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	e1a8b74f5b9bbd507c33ea06cf7d6a76;4a4cc3ebf1429e34fa23b5dcbe5d1766	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/039/SRR26541039/SRR26541039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/039/SRR26541039/SRR26541039_2.fastq.gz
SRR26541046	SAMN38001580	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h04A_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	5acc2652326217811c822fbf53c2bc84;b60d6fa1f0a13046874ced5ab65ba9fc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/046/SRR26541046/SRR26541046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/046/SRR26541046/SRR26541046_2.fastq.gz
SRR26541041	SAMN38001660	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h56C_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	7cf75043e4adbd22a9c039208af57692;123421cf6eea05d50c335fab7bd3b251	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/041/SRR26541041/SRR26541041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/041/SRR26541041/SRR26541041_2.fastq.gz
SRR26541043	SAMN38001660	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h56C_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	cba33caff77d3ba730498e138fc71f92;dd00b7a98d58afda4418383cc17d0e60	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/043/SRR26541043/SRR26541043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/043/SRR26541043/SRR26541043_2.fastq.gz
SRR26541047	SAMN38001659	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h56B_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	9933a45f939832832eef30571e5c162c;638ddc8c8ff365d6df968d1581963c68	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/047/SRR26541047/SRR26541047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/047/SRR26541047/SRR26541047_2.fastq.gz
SRR26541044	SAMN38001659	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h56B_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	6d88f0e1b2e093544798684b3bf01daf;208b6b077363ec2408d2dfd0b209dd2f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/044/SRR26541044/SRR26541044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/044/SRR26541044/SRR26541044_2.fastq.gz
SRR26541049	SAMN38001658	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h56A_N	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	2b62df0de8ce09e7b0f3dfe83e318612;2ef1b30459c5580c853c8f8f6384d0ff	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/049/SRR26541049/SRR26541049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/049/SRR26541049/SRR26541049_2.fastq.gz
SRR26541048	SAMN38001658	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h56A_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	f215b04800d22e878f0a3184f23d39ac;da17d326e4a7b5693430f398ef2f341b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/048/SRR26541048/SRR26541048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/048/SRR26541048/SRR26541048_2.fastq.gz
SRR26541051	SAMN38001657	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h53C_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	2b4654a499f2a4802c24cd5cdebc2c32;207ff79efe14f9c8b97bc5cdba97e844	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/051/SRR26541051/SRR26541051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/051/SRR26541051/SRR26541051_2.fastq.gz
SRR26541054	SAMN38001656	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h53B_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	e7818c84fd629a0fd20aa6fcf0559ffa;1239ec4ee47f168d80de7a3347be8464	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/054/SRR26541054/SRR26541054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/054/SRR26541054/SRR26541054_2.fastq.gz
SRR26541055	SAMN38001656	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h53B_N	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	6448606561478845ccda152ff9b4b77d;f2a31e389314d58c84a869c334de4dce	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/055/SRR26541055/SRR26541055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/055/SRR26541055/SRR26541055_2.fastq.gz
SRR26541058	SAMN38001570	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h01C_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	d060893648e481637a6dfaa522332aae;f353201efd3989b270513213b88d9db8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/058/SRR26541058/SRR26541058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/058/SRR26541058/SRR26541058_2.fastq.gz
SRR26541062	SAMN38001648	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h47C_N	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	47e8a7b9aa5a048158a272968bfdcb20;0283d21d5423d4c147c57be60ab525e0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/062/SRR26541062/SRR26541062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/062/SRR26541062/SRR26541062_2.fastq.gz
SRR26541050	SAMN38001658	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h56A_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	db2d32ab4880241782ec7fc18ec14afa;2d25ee4b14befa573db1bc32144c8d30	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/050/SRR26541050/SRR26541050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/050/SRR26541050/SRR26541050_2.fastq.gz
SRR26541063	SAMN38001648	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h47C_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	008ef05892c7920ccb38ed46aa3d98a9;c90ade7233ab9a643ee080f1e4be1c96	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/063/SRR26541063/SRR26541063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/063/SRR26541063/SRR26541063_2.fastq.gz
SRR26541053	SAMN38001657	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h53C_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	a5ce7dd87c63ef5f94819d9714fd0047;c2f3a6619350f42ce5dbca084b10c070	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/053/SRR26541053/SRR26541053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/053/SRR26541053/SRR26541053_2.fastq.gz
SRR26541071	SAMN38001645	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h46C_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	114e480818bd0a3d0bd5744f6790332a;bf7b6f9bd7b12bb621d34d9512b8f920	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/071/SRR26541071/SRR26541071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/071/SRR26541071/SRR26541071_2.fastq.gz
SRR26541059	SAMN38001655	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h53A_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	92ce8bdf96d240a69c7c6466c042b351;c740828d04c71f6f669b74c06df5ec05	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/059/SRR26541059/SRR26541059_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/059/SRR26541059/SRR26541059_2.fastq.gz
SRR26541073	SAMN38001645	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h46C_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	e8f9241255b51bdb36a3b6b0a98817d6;d89af98513aa652da4d80f939b003b84	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/073/SRR26541073/SRR26541073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/073/SRR26541073/SRR26541073_2.fastq.gz
